1	2	21.733489	34.660375	51.598600	66.747585	0.775926	0.219274	0.914045	0.929659	3.211409	2.000000	0.013425	4.328865	3.000000	0.123816	3.463266	1.000000	49.929024	1.796227	1.000000	0.060138	1.041987	4.000000	0.017226	0.989281	5.000000	6.718682	4.717270	3.000000	0.036010	3.582105	1.000000	0.039801	3.100745	3.000000	7.890271	3.256312	5.000000	0.013541	2.244620	5.000000	0.012810	0.067357	1.000000	19.200852
2	3	21.733489	34.660375	51.598600	66.747585	0.775926	0.219274	0.461928	0.242275	3.211409	2.000000	0.015948	3.019076	3.000000	0.079304	2.985707	5.000000	23.311736	3.463266	1.000000	0.016078	1.715905	3.000000	0.148839	1.394066	3.000000	37.015858	3.621671	1.000000	0.039801	0.969944	4.000000	0.013541	0.401222	1.000000	78.064911	0.483534	6.000000	0.052081	4.738115	6.000000	0.029389	3.168444	5.000000	53.024781
3	2	35.879498	75.599523	46.127939	79.246076	0.744075	0.339300	0.325226	0.645488	0.807220	4.000000	0.015892	4.109335	2.000000	0.012369	0.171527	5.000000	78.519872	3.206936	5.000000	0.024079	0.666837	1.000000	0.014597	1.106756	4.000000	51.545763	2.719615	5.000000	0.030323	0.759931	6.000000	0.201827	0.098508	3.000000	42.757521	2.066071	5.000000	0.032051	2.757071	3.000000	0.057947	1.539562	2.000000	26.128462
4	4	67.268376	56.389250	74.577162	91.838651	0.505800	0.253566	0.782128	0.836159	1.929809	3.000000	0.013085	0.980270	1.000000	0.012786	0.578524	4.000000	97.625428	1.891668	4.000000	0.012157	1.420632	4.000000	0.029951	2.283066	5.000000	92.702641	3.727884	2.000000	0.017339	1.524347	5.000000	0.030657	4.287413	4.000000	48.410858	0.086523	1.000000	0.013761	0.366598	1.000000	0.190459	3.102309	1.000000	22.200449
5	2	73.545987	41.868266	79.517737	33.207187	0.684481	0.618228	0.986049	0.303683	2.565701	6.000000	0.022655	2.306457	4.000000	0.017009	3.376509	5.000000	70.506299	0.424052	5.000000	0.015130	0.343612	5.000000	0.015335	4.544952	1.000000	49.189287	3.346774	3.000000	0.091339	4.400316	2.000000	0.014442	2.151225	2.000000	71.193289	2.266935	3.000000	0.015680	1.871531	2.000000	0.014290	2.173270	1.000000	61.211033
6	3	18.055705	84.033837	57.295601	67.119023	0.326084	0.368160	0.364022	0.427670	2.533377	1.000000	0.049586	1.186984	6.000000	0.025978	2.698112	5.000000	67.166402	1.018077	6.000000	0.016345	0.082862	2.000000	0.022333	3.636657	3.000000	35.635228	2.471189	4.000000	0.010662	2.658957	1.000000	0.152813	1.071014	4.000000	52.820512	4.321692	1.000000	0.026825	3.217430	4.000000	0.037796	0.637087	5.000000	90.755500
7	2	83.951493	59.947533	26.217044	10.800976	0.135363	0.974424	0.698403	0.760761	0.670320	1.000000	0.041694	3.155546	1.000000	0.011761	0.068409	1.000000	19.779722	2.145296	6.000000	0.011130	2.341006	4.000000	0.060621	0.749936	6.000000	32.299581	0.688110	3.000000	0.012758	4.321748	6.000000	0.013313	3.565065	6.000000	85.571742	3.080227	3.000000	0.010338	0.516659	3.000000	0.012702	4.565344	2.000000	2.811346
8	1	94.685191	82.010926	47.663119	75.484393	0.398493	0.336968	0.144905	0.209629	0.058019	6.000000	0.016387	1.607523	2.000000	0.025551	0.743692	1.000000	75.491883	3.655307	1.000000	0.010752	2.617590	1.000000	0.022424	0.346658	5.000000	43.566238	3.046751	6.000000	0.012409	1.632237	1.000000	0.057074	0.673063	5.000000	1.364888	3.305158	5.000000	0.613263	0.733779	5.000000	0.154562	3.480625	1.000000	43.153384
9	1	82.833035	7.939027	51.253015	28.301857	0.174135	0.947022	0.873627	0.876506	3.883531	3.000000	0.076402	1.275043	3.000000	0.011127	0.267568	1.000000	90.862549	1.997018	1.000000	0.010467	4.511310	5.000000	0.026343	4.353758	6.000000	12.451623	2.057125	2.000000	0.417201	1.217792	6.000000	0.023806	2.183252	4.000000	87.830156	1.199286	3.000000	0.051557	3.088500	5.000000	0.014316	3.674290	4.000000	14.454211
10	2	59.767926	74.898506	35.634425	71.921709	0.546626	0.184489	0.761773	0.135505	0.053691	4.000000	0.034904	0.618243	6.000000	0.035294	3.280978	4.000000	20.019714	3.735289	3.000000	0.033813	1.405394	4.000000	0.042413	1.031070	5.000000	38.490281	0.120848	4.000000	0.010126	2.800395	3.000000	0.026766	2.865876	3.000000	35.979991	1.865891	4.000000	0.018781	2.561949	2.000000	0.012746	2.988145	2.000000	79.930349
