1	1	41.430429	88.351107	58.357613	10.141307	58.788121	0.403913	0.643168	0.153626	0.477085	0.520757	37.829487	6.000000	0.018090	59.214182	3.000000	0.014908	69.596292	5.000000	0.013044	45.998872	6.000000	0.015540
2	1	59.492729	75.117201	15.431435	56.169649	97.229012	0.989499	0.498346	0.223953	0.422452	0.401508	124.263429	3.000000	0.017607	6.554949	6.000000	0.010405	6.605811	6.000000	0.028721	151.918409	2.000000	0.012309
3	1	73.970287	32.279902	87.773819	92.027164	5.228559	0.634946	0.479232	0.669834	0.261053	0.889773	56.572183	5.000000	0.013296	108.660027	1.000000	0.023463	48.803994	5.000000	0.037043	146.452359	1.000000	0.017709
4	1	68.887073	3.598055	84.220247	43.037484	17.987004	0.539530	0.855893	0.984516	0.482159	0.254427	89.023163	5.000000	0.038082	152.886519	2.000000	0.018505	179.975233	4.000000	0.012246	122.402123	2.000000	0.054007
5	1	62.349087	51.639111	89.252302	38.701659	57.137465	0.547286	0.660084	0.642259	0.493854	0.826104	8.126590	3.000000	0.011837	102.559088	4.000000	0.017232	145.728733	4.000000	0.010044	109.080408	6.000000	0.015152
6	1	7.532699	56.299111	39.017244	47.293452	87.172715	0.271648	0.632368	0.447045	0.538536	0.787530	179.893266	5.000000	0.021650	165.131373	1.000000	0.011492	165.269957	3.000000	0.021289	83.788808	5.000000	0.020779
7	1	31.607051	15.120440	59.076765	50.685412	99.336035	0.813625	0.922861	0.488900	0.621060	0.969308	179.641511	1.000000	0.095658	71.141967	1.000000	0.028942	32.519514	6.000000	0.558795	134.433773	6.000000	0.010744
8	1	72.331027	93.845961	73.128324	41.056907	57.617630	0.254530	0.894718	0.487944	0.412699	0.790181	45.910634	4.000000	0.024708	98.173352	6.000000	0.031573	172.082165	1.000000	0.029777	158.359699	6.000000	0.012450
9	1	80.577152	28.168658	86.491986	2.597623	52.693808	0.756558	0.365962	0.260117	0.306305	0.306119	130.506900	5.000000	0.159331	32.788789	6.000000	0.018278	45.716923	4.000000	0.030218	92.553011	6.000000	0.012975
10	1	32.821390	82.039009	12.697138	43.524208	10.365303	0.435396	0.413426	0.458833	0.572066	0.381405	136.738423	4.000000	0.023231	147.648854	2.000000	0.011750	172.551805	6.000000	0.011983	145.325902	3.000000	0.018454
11	1	86.187952	18.328639	69.205427	19.277342	6.621349	0.151097	0.846456	0.632767	0.567288	0.174930	8.545883	3.000000	0.011858	181.092850	5.000000	0.011939	16.092465	6.000000	0.011257	80.027573	4.000000	0.018375
12	1	13.683010	41.404833	37.390190	11.910784	67.240062	0.841402	0.180593	0.861728	0.707509	0.624890	98.224273	2.000000	0.014503	169.165076	2.000000	0.023716	64.374159	1.000000	0.035084	152.651451	5.000000	0.016568
13	1	47.985028	64.529049	72.027222	83.685499	44.210363	0.394486	0.882390	0.145569	0.651589	0.190194	167.471577	6.000000	0.015697	97.096751	1.000000	0.013966	34.487180	1.000000	0.017158	61.056313	3.000000	0.027886
14	1	47.490583	82.442480	75.841567	82.881528	63.139436	0.599529	0.196087	0.653971	0.470884	0.696320	50.518589	6.000000	0.014348	138.109117	6.000000	0.015505	161.802217	6.000000	0.024209	136.718104	2.000000	0.171064
15	1	20.115571	56.703058	66.494226	61.033349	5.170250	0.896679	0.962095	0.633454	0.850374	0.998730	109.072846	6.000000	0.015802	7.406488	4.000000	0.027454	37.858025	2.000000	0.015737	64.898983	1.000000	0.016394
16	1	35.093040	53.819711	14.357986	44.319210	77.101203	0.865795	0.432747	0.819693	0.752842	0.456943	166.392097	2.000000	0.021081	124.973164	1.000000	0.012598	139.239242	6.000000	0.012696	171.960700	2.000000	0.033634
17	1	60.717728	8.594895	48.220122	45.410949	83.040567	0.306444	0.806143	0.923679	0.347779	0.949383	33.670765	2.000000	0.019014	174.945930	1.000000	0.028468	124.047319	5.000000	0.027326	26.411646	1.000000	0.010672
18	1	43.047448	87.560700	32.830007	35.712510	9.381310	0.412605	0.306133	0.988115	0.249408	0.689241	153.706526	2.000000	0.015807	142.011335	1.000000	0.064732	68.640480	2.000000	0.022370	140.438813	5.000000	0.014193
19	1	94.778438	32.527884	83.389707	32.450219	21.418862	0.636189	0.881565	0.520728	0.896971	0.270397	21.722482	1.000000	0.094966	50.190898	1.000000	0.015598	52.506768	3.000000	0.014026	5.117384	6.000000	0.011515
20	1	80.240229	1.830694	62.118864	77.071517	67.969674	0.754017	0.258128	0.961633	0.566339	0.987374	98.879549	6.000000	0.032198	113.604106	6.000000	0.020680	33.194568	1.000000	0.119197	159.802217	5.000000	0.015612
21	1	1.744114	99.061501	82.828816	48.727924	13.279646	0.885239	0.325379	0.753998	0.388037	0.560301	132.330006	4.000000	0.040338	31.336093	6.000000	0.011806	74.796550	2.000000	0.047562	12.812044	4.000000	0.012494
22	1	11.668789	18.864651	75.265024	57.597034	52.524371	0.338047	0.306285	0.257876	0.956239	0.636622	159.600680	3.000000	0.022808	174.711112	4.000000	0.012771	30.890725	4.000000	0.019545	143.123175	2.000000	0.016973
23	1	62.454770	61.133936	92.408641	39.763550	92.357235	0.108212	0.433970	0.311045	0.511819	0.226873	140.579918	3.000000	0.029774	87.556811	6.000000	0.028198	27.594433	3.000000	0.035862	11.725766	6.000000	0.119452
24	1	67.144909	46.995750	37.406039	89.006490	55.805916	0.588355	0.780978	0.154542	0.404425	0.129032	44.193353	6.000000	0.041036	90.023758	1.000000	0.014272	75.740776	1.000000	0.028055	69.654705	3.000000	0.011934
