1	2	34.865902	37.635918	13.223498	0.942574	0.616756	0.385315	16.156140	5.000000	52.203289	63.954307	3.000000	0.311483	8.702864	6.000000	4.916038	68.502561	4.000000	0.014536
2	2	26.393443	23.923060	32.840161	0.875658	0.565294	0.488954	51.864928	5.000000	98.830107	47.317552	1.000000	0.011211	12.482024	3.000000	21.177446	42.960117	3.000000	0.040512
3	3	92.488829	55.764573	80.050345	0.904590	0.231779	0.538902	50.149725	6.000000	9.169094	43.118764	4.000000	0.021976	6.931761	4.000000	60.999019	58.976051	2.000000	0.024627
4	1	3.571986	43.456760	58.708398	0.983210	0.420552	0.760834	50.727413	6.000000	81.568293	14.136213	4.000000	0.016896	6.051311	4.000000	66.991326	45.318529	6.000000	0.061659
5	3	56.054464	8.358466	38.597841	0.884170	0.406200	0.788761	24.769622	4.000000	48.866219	22.824972	2.000000	0.014448	10.460097	4.000000	51.833223	61.379364	2.000000	0.019901
6	1	60.963256	10.364983	72.861819	0.155650	0.661690	0.683537	12.038021	1.000000	91.771527	32.885621	6.000000	0.015147	5.892230	4.000000	83.940398	2.033485	5.000000	0.021094
7	1	37.579761	37.738123	95.563234	0.957186	0.206314	0.754436	13.324355	1.000000	62.127670	33.085704	4.000000	0.027666	5.681116	3.000000	66.464720	53.563025	3.000000	0.014493
8	2	96.027343	87.783103	8.931196	0.245591	0.269237	0.126735	38.340554	5.000000	98.149203	23.953020	3.000000	0.010940	10.986653	4.000000	93.306182	39.875310	6.000000	0.010390
9	2	10.278133	70.533570	22.121251	0.904423	0.611827	0.234735	69.077148	4.000000	50.830477	61.405612	1.000000	0.030460	11.790070	6.000000	89.146160	43.738143	3.000000	0.018421
10	1	75.746586	59.655863	53.715330	0.116156	0.332066	0.769262	66.267916	2.000000	61.302546	22.119791	5.000000	0.037687	13.403926	2.000000	88.554765	11.082120	3.000000	0.050402
11	2	22.246452	26.025090	34.501093	0.574312	0.798782	0.539120	50.408872	2.000000	85.106135	29.970022	4.000000	0.017087	3.163316	6.000000	87.907232	57.441401	3.000000	0.014280
12	3	15.460950	98.985427	52.894655	0.260717	0.451011	0.437483	5.474454	4.000000	59.256639	2.673521	2.000000	0.013128	17.178638	6.000000	32.458740	18.929190	4.000000	0.023838
13	2	33.001387	51.037494	79.031615	0.877392	0.232728	0.532857	44.095849	4.000000	12.626343	0.847944	1.000000	0.010437	3.457573	5.000000	86.603996	30.100136	6.000000	0.020708
14	3	74.491569	61.928501	56.110109	0.941352	0.498044	0.335305	19.287054	3.000000	28.099195	39.540558	3.000000	0.013995	17.241962	5.000000	40.693888	49.214581	1.000000	0.010875
15	1	49.826831	57.832566	35.082811	0.112132	0.625463	0.465482	25.334015	2.000000	67.413242	44.258370	3.000000	0.011769	3.204832	1.000000	50.995916	31.036210	1.000000	0.014080
16	3	33.599051	24.374014	4.652211	0.339306	0.287879	0.365821	25.278584	4.000000	52.330517	65.352954	1.000000	0.010050	3.215876	6.000000	41.025262	62.229049	2.000000	0.128845
17	3	81.418259	15.118723	56.148905	0.353660	0.471928	0.735454	22.140665	6.000000	83.212195	55.458062	3.000000	0.058259	9.628014	3.000000	71.837659	24.696717	3.000000	0.012559
18	2	90.334595	71.008874	46.166178	0.921402	0.827728	0.897293	69.481982	1.000000	62.987877	42.200284	2.000000	0.032207	14.072442	3.000000	45.049987	49.276498	3.000000	0.037373
19	1	66.394774	56.268059	23.664659	0.780738	0.355885	0.351376	54.915939	2.000000	22.966198	55.393676	1.000000	0.046940	1.112096	4.000000	64.449140	49.523772	6.000000	0.012326
20	1	74.357659	99.821607	5.787536	0.811733	0.289914	0.844924	26.193509	3.000000	11.816058	35.989434	2.000000	0.555522	0.352763	1.000000	63.688174	43.300645	2.000000	0.016414
21	1	69.881010	64.201833	63.293736	0.196731	0.721634	0.139426	11.230162	6.000000	92.770967	8.863025	4.000000	0.014250	7.997770	3.000000	70.837881	55.229815	2.000000	0.012918
22	2	6.345541	10.107741	39.980309	0.918163	0.550585	0.109364	29.826880	6.000000	87.813694	72.121780	6.000000	0.046407	8.874184	6.000000	70.518290	30.922739	4.000000	0.015747
