1	1	82.080027	27.700194	17.863790	13.138253	0.748594	0.703109	0.396053	0.218845	2.057837	3.000000	0.073522	46.219796	4.000000	0.019096	45.341455	3.000000	0.013182	30.097381	4.000000	1.116680	2.107330	4.000000	0.042341	3.708747	1.000000	0.010363
2	1	30.573090	23.729150	79.125614	56.851166	0.477973	0.829108	0.497454	0.187788	0.697216	6.000000	0.013616	48.138515	3.000000	0.020042	23.372153	1.000000	0.032758	14.829533	6.000000	18.194174	1.310797	5.000000	0.018150	3.960413	3.000000	0.576267
3	1	75.860763	1.116680	23.617765	96.492761	0.256199	0.767285	0.318442	0.188723	3.609304	5.000000	0.016183	29.968315	5.000000	0.053652	3.884406	1.000000	0.011282	34.137678	6.000000	70.332350	0.449703	3.000000	0.053178	2.742279	6.000000	0.024004
4	1	2.470916	8.660673	97.717548	65.897703	0.726224	0.429648	0.599764	0.673754	2.796861	2.000000	0.018442	54.230024	5.000000	0.022250	47.159896	5.000000	0.015395	52.944020	4.000000	57.929952	2.566671	1.000000	0.044102	0.692691	6.000000	0.011432
5	2	93.029294	32.999415	60.212736	46.906625	0.780552	0.101061	0.305616	0.968116	0.873190	1.000000	0.016183	46.404071	5.000000	0.059415	14.505585	5.000000	0.027668	10.387312	1.000000	45.908065	3.571625	6.000000	0.042113	1.201821	2.000000	0.010725
6	1	48.467621	79.023919	39.410342	54.724091	0.937437	0.179947	0.613070	0.662578	3.477439	6.000000	0.015385	51.680240	4.000000	0.010504	8.397886	4.000000	0.108624	47.235962	3.000000	56.358476	3.465635	2.000000	0.028714	4.797486	4.000000	0.016831
7	1	44.445920	93.963811	30.486729	40.259212	0.364244	0.663371	0.702139	0.997397	3.440586	1.000000	0.020372	58.388749	5.000000	0.028419	11.261918	2.000000	0.025250	3.544853	4.000000	4.169576	4.691247	1.000000	0.035087	2.328939	4.000000	0.101043
8	1	67.054381	95.497859	40.023771	59.859658	0.656156	0.227602	0.135654	0.737839	1.482249	6.000000	0.216008	22.492432	2.000000	0.017329	9.810461	2.000000	0.010452	14.155316	5.000000	51.775521	2.830879	1.000000	0.112539	0.222968	1.000000	0.013209
9	1	44.331006	47.406790	12.432098	48.657074	0.459303	0.930058	0.833968	0.678358	4.628279	4.000000	0.119403	19.162252	5.000000	0.066951	19.895247	2.000000	0.014332	32.385663	2.000000	13.681034	1.229251	3.000000	0.025539	4.148298	3.000000	0.066296
10	1	69.158907	65.654089	75.307559	29.969993	0.776578	0.382918	0.218727	0.627998	4.078054	3.000000	0.035481	1.590973	4.000000	0.012616	50.366155	6.000000	0.025093	7.921205	5.000000	36.836380	4.418373	3.000000	0.045701	3.526397	5.000000	0.109412
11	1	10.689498	23.101833	5.510887	27.282494	0.417301	0.472155	0.635752	0.234190	2.922582	2.000000	0.409075	23.685001	3.000000	0.492190	32.806976	1.000000	0.011942	35.624406	6.000000	89.928579	2.820290	6.000000	0.032132	2.156055	6.000000	0.010458
12	1	13.972120	13.263973	69.638824	41.158107	0.799790	0.863675	0.796825	0.770504	0.063820	4.000000	0.062954	19.879735	3.000000	0.012112	26.739353	6.000000	0.012412	50.293585	1.000000	74.817454	3.957781	6.000000	0.019005	0.971360	4.000000	0.076102
13	1	31.252230	27.179970	34.901286	59.996028	0.922504	0.368826	0.833401	0.659860	1.075193	6.000000	0.013679	48.738780	3.000000	0.011226	26.648607	3.000000	0.026514	40.457158	2.000000	87.637393	0.941946	3.000000	0.025527	0.891655	6.000000	0.074097
14	1	55.135290	98.389469	15.238606	39.786893	0.714151	0.417961	0.831742	0.704528	0.219394	6.000000	0.013788	43.656083	3.000000	0.010117	33.647324	6.000000	0.011215	18.204919	5.000000	61.091489	1.366107	3.000000	0.629518	3.008621	6.000000	0.016402
15	2	36.100442	72.645369	80.737132	94.348736	0.918497	0.837180	0.395681	0.989258	2.021557	5.000000	0.010191	42.209180	3.000000	0.028595	33.485885	6.000000	0.017456	8.058645	2.000000	13.227992	1.867376	2.000000	0.016943	0.335086	4.000000	0.018229
16	2	89.341924	38.408041	27.494224	23.054426	0.944558	0.467535	0.504470	0.574857	3.423030	4.000000	0.010931	27.791169	6.000000	0.016032	47.238137	6.000000	0.010385	53.209542	6.000000	12.540289	3.878055	5.000000	0.172109	2.616291	6.000000	0.021137
17	1	18.968979	11.198846	26.951485	11.440066	0.246600	0.333638	0.950883	0.106857	0.831043	2.000000	0.045499	1.018049	5.000000	0.022338	49.614181	3.000000	0.020434	55.113680	2.000000	91.672270	2.048534	5.000000	0.034617	4.133033	2.000000	0.015626
18	1	50.117100	28.113231	41.111653	53.527580	0.978154	0.796302	0.876465	0.668837	4.244150	6.000000	0.013210	23.793256	1.000000	0.017107	3.483932	6.000000	0.024507	4.235448	5.000000	68.697865	3.937285	2.000000	0.010636	4.488733	5.000000	0.024571
19	1	4.193683	86.896915	23.128954	26.940075	0.759596	0.954534	0.638134	0.276238	2.039857	6.000000	0.040614	1.830291	4.000000	0.067230	51.381762	2.000000	0.011726	55.740691	4.000000	94.253101	2.287944	5.000000	0.011742	0.754855	1.000000	0.010317
20	1	51.038612	84.457095	40.563325	90.707760	0.904747	0.600494	0.881364	0.629572	2.642947	5.000000	0.011423	15.457141	3.000000	0.015903	51.150161	3.000000	0.027397	43.458851	5.000000	89.448967	3.506656	5.000000	0.184558	3.511439	6.000000	0.029822
21	1	23.389791	37.597910	23.751289	7.728669	0.237334	0.665151	0.354730	0.490225	0.498906	6.000000	0.024696	1.038336	4.000000	0.010337	9.610765	1.000000	0.034207	10.215495	6.000000	74.704738	0.861395	6.000000	0.027960	1.272511	6.000000	0.053025
22	1	75.459168	76.200903	20.136882	97.947986	0.674489	0.470139	0.855436	0.670252	1.286425	5.000000	0.078852	58.048595	2.000000	0.010125	29.777739	4.000000	0.015501	12.187665	1.000000	86.836722	0.474742	4.000000	0.011806	1.879281	4.000000	0.016874
23	1	30.689535	63.193258	67.238116	60.528835	0.900915	0.497949	0.195868	0.965421	3.065196	1.000000	0.043148	7.333178	1.000000	0.022786	51.763908	5.000000	0.013723	19.415831	1.000000	71.662829	4.515663	4.000000	0.022503	2.668247	6.000000	0.017492
24	1	27.467617	34.085488	2.344017	15.321864	0.690303	0.911340	0.940014	0.357891	2.641866	1.000000	0.012722	31.171883	5.000000	0.013825	26.900486	1.000000	0.016129	28.313253	4.000000	99.456986	2.362820	6.000000	0.126902	3.140997	1.000000	0.018282
25	2	88.804081	84.468005	66.721880	57.112971	0.843221	0.204396	0.572928	0.402440	4.608880	6.000000	0.019714	4.886124	6.000000	0.014703	42.866756	4.000000	0.073265	39.010737	3.000000	3.572546	4.157116	1.000000	0.020517	3.848015	3.000000	0.012260
26	2	50.376342	63.688631	12.945042	31.057279	0.954625	0.775905	0.681807	0.624455	1.360701	3.000000	0.014096	7.355942	6.000000	0.012232	50.806189	4.000000	0.036164	49.306512	4.000000	25.408430	2.007195	2.000000	0.027526	4.190977	3.000000	0.023435
27	2	62.978170	92.467614	65.425882	93.151548	0.274937	0.242503	0.192048	0.755020	3.837874	4.000000	0.032380	25.115523	4.000000	0.016691	17.010871	4.000000	0.292365	8.753571	2.000000	36.898788	4.412569	5.000000	0.015191	0.279472	5.000000	0.016777
28	1	30.764633	42.237091	10.383170	28.013786	0.242010	0.996643	0.790117	0.544607	3.532502	1.000000	0.022512	31.559297	6.000000	0.011604	24.366435	2.000000	0.022331	7.744397	6.000000	73.701813	3.416757	4.000000	0.050198	0.787203	4.000000	0.076575
29	1	6.534068	75.291191	37.958524	27.333851	0.236144	0.183332	0.833491	0.505884	4.441878	4.000000	0.011855	0.841111	3.000000	0.162302	44.806941	4.000000	0.010295	0.633363	6.000000	69.155305	1.049287	5.000000	0.064086	2.911249	4.000000	0.023235
30	1	6.174319	87.727405	28.179785	35.578897	0.889481	0.946430	0.677422	0.504608	2.157401	2.000000	0.010949	31.898201	3.000000	0.129782	37.266328	1.000000	0.011745	13.925701	4.000000	86.238279	0.971769	1.000000	0.049662	4.383676	6.000000	0.038407
31	1	28.576382	81.352127	50.760176	34.322631	0.868804	0.685656	0.967738	0.633923	2.287042	1.000000	0.013601	59.922610	3.000000	0.068589	25.517095	4.000000	0.112795	45.328096	3.000000	54.753036	3.508576	5.000000	0.025774	3.442001	4.000000	0.029223
32	1	29.806164	1.145056	46.899584	86.476457	0.373540	0.237853	0.254572	0.597655	1.803794	2.000000	0.011175	39.847265	1.000000	0.021177	41.739447	1.000000	0.012027	18.307130	4.000000	58.849014	3.455513	2.000000	0.010666	4.747596	3.000000	0.015600
33	2	27.197696	60.559512	54.801487	41.678865	0.165465	0.710918	0.128308	0.948351	1.154265	6.000000	0.024064	33.972642	3.000000	0.039366	19.790225	3.000000	0.088173	31.905769	2.000000	62.422733	2.323665	1.000000	0.019267	1.862799	3.000000	0.012458
34	1	75.126796	6.906237	56.616299	23.954450	0.974575	0.728499	0.456087	0.819327	0.175213	5.000000	0.057150	34.592526	5.000000	0.309876	9.221301	4.000000	0.081288	26.125950	3.000000	33.991174	4.226141	5.000000	0.026169	3.645273	3.000000	0.011627
35	1	75.693848	6.459296	70.503438	18.460630	0.852238	0.264489	0.150395	0.453152	0.909487	3.000000	0.013794	36.326849	3.000000	0.171176	41.002283	5.000000	0.352970	29.938897	5.000000	49.622383	2.725352	3.000000	0.012188	3.469183	1.000000	0.050826
