1	2	65.572981	985.129123	27.532650	87.199453	99.390122	0.633985	0.406589	0.289725	0.827211	0.480630	2.922578	2.000000	0.048369	47.040202	3.000000	0.059703	6.024909	4.000000	0.018458	37.027201	5.000000	0.011133	54.556630	2.000000	0.050623	1.933156	5.000000	5.366109	0.870463	1.000000	0.016312	1.674441	5.000000	0.107828	2.613728	1.000000	0.011280
2	2	71.697564	255.409823	73.550537	5.558451	21.470696	0.267683	0.301874	0.211207	0.516428	0.342502	3.210188	5.000000	0.015977	5.212857	1.000000	0.016334	28.240590	2.000000	0.015125	14.795655	2.000000	0.016211	31.144479	1.000000	0.015834	3.420355	2.000000	73.405559	1.178787	2.000000	0.010737	2.557137	3.000000	0.022458	0.626010	3.000000	0.024348
3	2	2.024129	884.352921	97.031615	14.067838	75.081182	0.950867	0.433693	0.689188	0.399836	0.371214	0.949770	3.000000	0.015874	2.184690	2.000000	0.010103	7.648002	3.000000	0.012231	49.609597	2.000000	0.057861	31.307075	3.000000	0.014360	2.664008	6.000000	39.280710	1.108908	5.000000	0.012382	0.372039	3.000000	0.015435	2.972841	4.000000	0.031079
4	2	61.415857	837.073393	35.142738	67.865279	56.780603	0.300852	0.993897	0.244578	0.752585	0.981204	1.593160	3.000000	0.029503	44.913221	6.000000	0.015087	24.568718	4.000000	0.012611	57.905121	5.000000	0.010409	25.962132	3.000000	0.010423	0.554769	2.000000	57.059260	2.200926	3.000000	0.012563	2.981521	5.000000	0.039975	3.013261	3.000000	0.015669
5	2	85.505671	290.793370	11.177707	12.280878	24.582226	0.311065	0.970432	0.280439	0.118579	0.681051	1.429811	6.000000	0.023244	32.688695	6.000000	0.017995	44.016139	4.000000	0.022790	40.314545	2.000000	0.010087	37.744072	4.000000	0.022278	1.665595	2.000000	76.305703	2.475073	3.000000	0.068275	0.715374	4.000000	0.069405	1.746535	3.000000	0.017721
6	2	61.812497	914.384251	31.255246	2.181920	81.623639	0.132594	0.615030	0.334056	0.642633	0.728563	1.192526	5.000000	0.019578	29.131214	1.000000	0.019009	45.724705	4.000000	0.018878	22.188674	3.000000	0.044505	9.618962	6.000000	0.013499	0.908410	2.000000	22.129276	3.033712	2.000000	0.047190	2.056029	4.000000	0.014621	1.283767	6.000000	0.022402
7	2	22.226543	537.417748	86.774964	83.925679	84.551624	0.557396	0.260171	0.895076	0.829709	0.715734	0.434605	5.000000	0.013310	25.607856	5.000000	0.011061	35.969769	5.000000	0.033247	23.984685	4.000000	0.036488	52.761995	6.000000	0.232984	0.964819	5.000000	85.617440	1.347073	3.000000	0.011536	0.167100	1.000000	0.019821	3.055618	1.000000	0.048356
8	2	67.468600	357.150129	90.574619	60.089104	21.560919	0.349220	0.155411	0.316234	0.290369	0.807031	3.025289	4.000000	0.017927	12.233925	5.000000	0.011638	21.124692	1.000000	0.209229	3.187658	4.000000	0.039604	8.450376	4.000000	0.010226	0.628819	1.000000	50.063189	3.314116	5.000000	0.013340	1.961977	3.000000	0.012978	1.675610	5.000000	0.013336
9	2	12.596154	937.630729	7.138575	30.048511	83.646837	0.571676	0.282537	0.135659	0.141236	0.537549	1.148841	5.000000	0.060179	11.398136	3.000000	0.024105	1.903714	6.000000	0.031884	46.548101	1.000000	0.023815	21.831639	3.000000	0.187231	2.003147	1.000000	1.215338	0.235426	1.000000	0.053378	1.518885	4.000000	0.013811	1.918006	5.000000	0.010958
10	2	12.293750	297.927464	32.287676	21.902166	73.066940	0.917262	0.565598	0.257755	0.420899	0.620392	1.095177	5.000000	0.048991	61.467965	6.000000	0.011132	47.637272	1.000000	0.270892	26.216042	1.000000	0.213117	30.452481	4.000000	0.024566	1.332590	2.000000	27.821266	2.356055	5.000000	0.011375	0.786712	3.000000	0.010765	3.091056	3.000000	0.016852
11	2	62.734039	294.801690	50.760673	45.031845	70.395793	0.977098	0.141858	0.230693	0.483804	0.608655	1.021035	3.000000	0.123390	55.227121	6.000000	0.035609	55.711298	6.000000	0.016440	4.717370	5.000000	0.027652	23.695779	5.000000	0.031162	1.935715	6.000000	31.575086	0.688257	5.000000	0.012956	0.286393	1.000000	0.012025	1.057995	6.000000	0.114696
12	2	38.647108	374.783905	38.370485	49.101631	69.452881	0.272596	0.583814	0.274639	0.813202	0.359212	0.847475	2.000000	0.019449	45.236067	6.000000	0.017045	22.951632	1.000000	0.011262	59.178017	2.000000	0.019659	10.664993	5.000000	0.061473	0.343436	2.000000	78.278068	0.463881	6.000000	0.019407	1.993034	1.000000	0.036020	2.989995	3.000000	0.062591
13	2	57.165924	667.223665	23.166603	55.491345	2.150060	0.481989	0.393210	0.387302	0.531362	0.177542	0.918753	1.000000	0.019471	51.485796	5.000000	0.024293	12.167278	1.000000	0.024709	0.666354	3.000000	0.011999	5.177212	1.000000	0.017887	2.795218	1.000000	34.814864	1.405586	3.000000	0.019001	3.045200	1.000000	0.012342	1.903555	4.000000	0.010171
14	2	91.507470	734.687218	24.823854	69.525048	29.329139	0.388525	0.364392	0.346236	0.802868	0.860639	2.406974	3.000000	0.087446	48.349423	3.000000	0.014302	38.779652	4.000000	0.124113	9.351463	5.000000	0.019324	12.154291	3.000000	0.049700	2.985214	5.000000	65.492127	2.101678	5.000000	0.010297	1.493589	1.000000	0.015509	3.381138	2.000000	0.204163
15	2	62.325589	506.237974	46.961036	63.335498	22.656996	0.855113	0.975270	0.566581	0.284918	0.613004	2.710518	6.000000	0.017628	29.489402	2.000000	0.011298	37.951125	4.000000	0.016408	11.919242	2.000000	0.347085	38.235089	1.000000	0.022019	2.230275	6.000000	55.374236	1.338990	3.000000	0.013696	3.263860	1.000000	0.024767	1.511560	4.000000	0.011040
