1	4.942732	3.461906
1	5.308162	2.465802
1	0.230857	8.186112
1	6.489214	2.969235
1	8.227317	-3.055324
1	5.680593	4.127663
1	-0.351691	6.265501
1	-0.680485	8.137118
1	4.661388	3.290345
1	-4.713878	6.780452
1	2.9723	7.010213
1	1.125203	8.72937
1	1.692943	7.266492
1	9.570188	1.417891
1	6.227302	6.318664
1	-2.363507	6.748131
1	6.151426	2.86476
1	0.959418	6.853747
1	7.488447	5.303751
1	5.1497	3.178267
1	-0.596814	7.07272
1	2.656536	7.260432
1	-1.924478	7.25738
1	6.339176	2.995295
1	6.781578	0.779434
1	1.655749	7.577236
1	7.997125	1.168014
1	0.073829	6.547044
1	6.104895	4.598537
1	6.673425	0.808222
1	1.029792	7.902211
1	8.844577	-0.102258
1	6.729456	3.712879
1	7.234338	-0.389397
1	1.383326	5.95516
1	8.772363	0.177742
1	3.240462	6.183837
1	-0.237844	7.676629
1	6.48073	-3.320272
1	0.245246	6.234909
1	3.136713	6.235544
1	6.392529	3.400874
1	-0.280938	6.368049
1	1.852564	7.243717
1	7.574257	0.183498
1	-0.83547	7.227611
1	6.756641	2.732651
1	4.407021	5.152103
1	7.365455	-0.775506
1	1.32641	4.171952
1	1.636356	6.501934
1	7.474046	3.419582
1	7.084174	0.221297
1	0.298778	7.529138
1	2.196608	9.255641
1	3.521879	6.565972
1	0.985279	8.738173
1	2.233651	5.910588
1	4.783677	4.885815
1	0.761065	5.284028
1	2.981853	6.90201
1	5.887457	3.228872
1	0.936896	7.067135
1	-4.194628	9.244191
1	7.760422	3.641969
1	8.018788	0.808137
1	6.767543	1.953381
1	3.971396	6.761213
1	7.730927	1.448646
1	8.283564	2.849024
1	0.306369	7.114198
