1	1	80.203821	95.034886	47.898334	33.390509	42.474432	0.859964	0.421223	0.518808	0.485942	0.831964	2.612758	3.000000	0.018469	36.875023	2.000000	0.020416	7.517289	1.000000	0.011224	45.201939	5.000000	0.039655	8.787355	2.000000	0.054600	3.390013	3.000000	0.116906	4.276626	1.000000	0.028716
2	2	79.129781	71.972698	41.571506	74.577381	60.333533	0.783213	0.771919	0.843364	0.860933	0.497508	2.992684	2.000000	0.013924	18.475592	3.000000	0.012783	2.592739	2.000000	0.011836	24.802220	4.000000	0.039747	21.187283	1.000000	0.012646	0.127523	2.000000	0.010230	3.827105	3.000000	0.047021
3	1	72.277387	34.943734	83.091442	12.920767	92.199404	0.779009	0.963666	0.607025	0.512922	0.226859	0.436560	6.000000	0.014953	8.007848	3.000000	0.010781	11.371239	6.000000	0.011337	151.200101	6.000000	0.020023	40.271576	4.000000	0.034661	0.837409	4.000000	0.028904	8.926443	3.000000	0.014557
4	1	7.311834	92.147454	59.819074	37.947399	41.327220	0.640503	0.594291	0.552757	0.812639	0.745395	0.098845	1.000000	0.028916	3.588415	6.000000	0.029351	3.021140	1.000000	0.019637	96.230356	5.000000	0.040200	7.384841	1.000000	0.014809	0.224488	4.000000	0.011449	10.618032	2.000000	0.028952
5	1	27.511269	92.566409	38.726634	91.724603	15.358854	0.941422	0.904741	0.935668	0.886620	0.174179	0.541002	5.000000	0.012214	28.143960	2.000000	0.010415	8.464756	5.000000	0.085073	111.743486	1.000000	0.048189	7.141095	3.000000	0.158471	1.201185	5.000000	0.015356	10.978762	3.000000	0.010739
6	1	98.644085	78.766238	1.112648	10.666734	35.046873	0.300160	0.673361	0.500555	0.705734	0.850860	1.497055	6.000000	0.011349	14.753368	4.000000	0.379888	13.776147	2.000000	0.011486	161.273824	4.000000	0.082061	40.538841	3.000000	0.010013	3.432556	5.000000	0.017806	1.072779	2.000000	0.024735
7	1	93.505037	82.864883	9.109695	99.537723	97.468876	0.850161	0.501847	0.151836	0.621266	0.550830	3.683547	6.000000	0.061075	14.708380	3.000000	0.027959	0.397715	4.000000	0.016164	29.625347	5.000000	0.014790	28.002771	5.000000	0.013775	2.587602	5.000000	0.010522	5.871936	1.000000	0.030193
8	2	39.959231	80.066272	8.874305	42.708732	78.505532	0.759270	0.760789	0.571538	0.806398	0.283843	3.438504	4.000000	0.029295	47.540709	6.000000	0.012056	3.517637	5.000000	0.035944	80.998859	1.000000	0.222637	53.161833	1.000000	0.013269	3.995827	4.000000	0.024449	14.190217	5.000000	0.120317
9	2	55.489258	46.809902	97.500890	75.917556	99.113180	0.519569	0.424792	0.872082	0.853001	0.114227	2.596538	1.000000	0.018042	35.937398	1.000000	0.022947	8.096027	5.000000	0.057403	159.692260	1.000000	0.034379	25.858173	4.000000	0.035096	0.605201	5.000000	0.080984	8.192118	6.000000	0.072211
10	2	86.462203	61.422418	33.169790	35.241844	3.272361	0.382604	0.158610	0.579056	0.335955	0.741349	3.891925	3.000000	0.020510	19.548064	4.000000	0.017240	5.213052	6.000000	0.011496	116.856902	3.000000	0.010463	48.002422	5.000000	0.026459	3.488205	2.000000	0.012613	9.824887	3.000000	0.019573
11	2	94.613112	71.563513	12.591634	75.793923	27.393557	0.352248	0.134222	0.786186	0.534348	0.630173	2.634663	1.000000	0.011304	12.656049	1.000000	0.015087	8.059083	2.000000	0.012148	76.071387	5.000000	0.020110	2.537845	1.000000	0.011053	1.333408	2.000000	0.016666	6.092161	5.000000	0.024092
12	1	83.896645	25.883995	90.491366	26.306762	95.108889	0.621037	0.856542	0.504219	0.524793	0.767494	2.216495	3.000000	0.011033	29.724202	1.000000	0.011591	3.378872	4.000000	0.041070	75.365128	6.000000	0.196251	23.204888	3.000000	0.011811	3.244949	3.000000	0.054392	5.711738	5.000000	0.385527
13	1	15.320252	89.531858	16.368405	56.273483	30.456162	0.953476	0.817057	0.466419	0.116513	0.222186	2.464015	1.000000	0.010279	47.936223	5.000000	0.030753	14.780981	5.000000	0.036469	86.955178	3.000000	0.021228	37.329610	2.000000	0.019573	2.742501	1.000000	0.011378	11.420123	4.000000	0.011439
14	1	81.147406	58.984198	15.716312	28.705337	96.522920	0.977894	0.226177	0.520001	0.592102	0.560622	2.222809	2.000000	0.011740	22.798397	6.000000	0.043567	5.979541	2.000000	0.016249	99.351860	1.000000	0.029521	45.334454	4.000000	0.058105	1.351933	6.000000	0.086855	7.823861	5.000000	0.011952
15	1	77.043979	91.102520	15.846961	6.483197	5.253504	0.533052	0.561553	0.794303	0.224244	0.298791	0.384832	2.000000	0.153431	34.797027	3.000000	0.016131	6.011737	4.000000	0.011246	31.565037	3.000000	0.014460	24.518370	1.000000	0.030832	0.994586	6.000000	0.415023	5.507080	1.000000	0.019613
16	2	35.511472	74.146237	96.599468	38.328586	62.309225	0.499311	0.678779	0.840195	0.629261	0.163461	0.202782	5.000000	0.030229	6.680941	4.000000	0.012023	8.121554	1.000000	0.026041	16.310530	6.000000	0.012059	27.175401	4.000000	0.163631	0.916326	5.000000	0.010043	7.252616	2.000000	0.011834
17	2	59.624155	65.921258	79.820578	50.171557	83.473763	0.611269	0.288356	0.216293	0.871551	0.157816	1.675618	4.000000	0.013144	46.518463	6.000000	0.015010	0.745441	1.000000	0.036367	62.641142	1.000000	0.055616	21.001161	4.000000	0.075074	3.597008	2.000000	0.024537	11.459801	5.000000	0.014816
18	2	81.301404	19.152371	25.618742	34.206028	62.283295	0.487807	0.301141	0.172342	0.448212	0.647755	0.581045	6.000000	0.020462	20.175765	4.000000	0.012043	6.996204	6.000000	0.018014	180.101107	2.000000	0.023756	39.550184	1.000000	0.015430	1.494757	3.000000	0.051388	13.231858	5.000000	0.018089
19	1	11.545913	5.459918	13.723556	61.155086	41.345832	0.564457	0.814472	0.219086	0.472268	0.792237	2.866309	2.000000	0.051626	2.031936	4.000000	0.011730	14.520556	6.000000	0.014329	167.300444	1.000000	0.070254	8.271396	1.000000	0.011591	0.715114	2.000000	0.019552	4.695908	4.000000	0.019874
20	1	83.563061	29.211122	62.923895	84.228888	79.906611	0.585169	0.586720	0.968062	0.854719	0.767425	3.472104	1.000000	0.011515	2.359755	5.000000	0.015240	1.123682	1.000000	0.170376	52.031053	2.000000	0.042947	18.835644	5.000000	0.040177	3.514072	1.000000	0.201179	0.155837	2.000000	0.010130
21	1	78.833723	73.380288	44.993594	41.082469	83.734559	0.787947	0.477730	0.924927	0.826636	0.354500	1.422392	3.000000	0.020174	24.148974	3.000000	0.011473	6.314610	1.000000	0.031058	115.046918	1.000000	0.010588	43.990865	1.000000	0.044745	1.244091	4.000000	0.028131	6.274095	4.000000	0.011204
