1	1	15.458070	10.761188	31.671341	5.482442	26.841234	0.399948	0.517976	0.549813	0.312298	0.583489	0.977153	6.000000	56.696083	18.494341	1.000000	0.030818	14.393616	2.000000	0.013472	39.407858	6.000000	0.013688	53.901435	3.000000	0.014929	0.668789	5.000000	6.047977	3.660339	3.000000	0.014500	11.196112	4.000000	0.010247
2	1	5.552528	4.939896	26.518641	68.436232	60.338206	0.592944	0.403829	0.162220	0.259114	0.537842	3.251903	3.000000	38.855310	0.737159	3.000000	0.024869	4.225901	2.000000	0.010157	18.617117	2.000000	0.011782	34.922324	4.000000	0.012965	3.702116	3.000000	9.266878	1.983750	5.000000	0.056507	7.927239	2.000000	0.017871
3	3	39.441102	88.177901	20.973278	12.531434	70.178071	0.873842	0.539756	0.879579	0.172129	0.905102	0.540205	4.000000	21.017017	31.191945	5.000000	0.029568	10.416324	1.000000	0.024412	13.850796	3.000000	0.010447	5.794472	3.000000	0.012967	1.222201	2.000000	21.821257	0.799035	2.000000	0.015249	10.508495	2.000000	0.031835
4	1	12.941002	78.546838	1.994445	37.901481	77.583004	0.471604	0.373587	0.917976	0.242063	0.215495	2.766787	3.000000	57.608915	48.043027	5.000000	0.011909	14.858107	1.000000	0.012509	52.453308	6.000000	0.015510	8.541851	5.000000	0.287027	1.542264	3.000000	69.477670	0.743363	3.000000	0.011013	15.750900	2.000000	0.023944
5	2	4.067479	15.499221	82.873097	92.946103	18.921519	0.141387	0.135817	0.331988	0.713057	0.639438	2.221917	6.000000	76.397434	19.119533	3.000000	0.033140	2.448195	3.000000	0.025737	5.882267	2.000000	0.024869	10.972200	2.000000	0.010157	1.978093	4.000000	84.877731	3.251903	4.000000	0.012965	0.246919	3.000000	0.107911
6	1	57.150271	21.844234	95.875684	7.502628	73.812648	0.472258	0.902949	0.399989	0.292610	0.698273	2.974278	1.000000	44.378405	40.234990	6.000000	0.027008	4.163855	2.000000	0.023292	51.399295	1.000000	0.023742	1.033598	1.000000	0.012672	3.072680	3.000000	81.610113	1.156765	5.000000	0.012395	11.263490	5.000000	0.012687
7	1	24.582763	77.310280	35.115837	76.967691	36.638320	0.160701	0.173591	0.549281	0.623707	0.416636	3.482302	5.000000	7.233727	52.997500	5.000000	0.010980	6.870553	1.000000	0.010307	64.973390	4.000000	0.011874	45.784427	2.000000	0.012677	1.993805	4.000000	22.814780	3.387832	5.000000	0.011291	1.839593	5.000000	0.052741
8	2	97.152274	32.287389	32.923248	5.140216	73.214592	0.174731	0.384664	0.913300	0.931819	0.544156	2.712350	6.000000	57.935349	22.260200	6.000000	0.010105	13.134368	3.000000	0.030540	37.685052	2.000000	0.013526	38.260464	5.000000	0.024774	2.261820	5.000000	27.797855	0.474943	3.000000	0.033562	12.672805	3.000000	0.016821
9	1	25.131406	11.584860	80.758420	92.025089	90.605716	0.254990	0.444744	0.898418	0.101996	0.453789	2.962715	5.000000	9.969421	5.163103	5.000000	0.021881	17.227837	1.000000	0.024908	9.597958	4.000000	0.073252	47.169140	2.000000	0.079524	0.051460	3.000000	85.170259	1.544832	2.000000	0.044583	11.574902	1.000000	0.018760
10	1	38.769406	26.641752	32.984971	48.165663	89.634015	0.999142	0.393834	0.482800	0.382836	0.496965	3.886386	4.000000	68.214219	24.377008	5.000000	0.010981	8.132821	3.000000	0.012473	45.217281	3.000000	0.031240	49.917216	1.000000	0.038474	2.543240	4.000000	69.299919	3.354367	4.000000	0.026758	7.560701	2.000000	0.021269
11	1	62.322404	86.917614	95.687795	86.239860	70.837294	0.400857	0.252620	0.697047	0.193394	0.513144	2.490906	5.000000	70.047111	42.819926	4.000000	0.014960	15.900351	2.000000	0.025893	29.016880	4.000000	0.233302	33.933290	4.000000	0.047200	2.113450	5.000000	84.594670	1.997893	4.000000	0.036075	18.425222	1.000000	0.015427
12	2	4.533895	29.971980	71.058655	46.814947	87.405236	0.144871	0.705864	0.949397	0.189806	0.259270	2.108556	5.000000	86.735532	50.985695	4.000000	0.025929	4.975294	2.000000	0.031553	53.530551	2.000000	0.043483	54.316184	3.000000	0.016314	3.296990	2.000000	87.939873	1.063384	3.000000	0.334350	0.728604	1.000000	0.114053
13	1	74.655764	9.302986	87.471552	99.208183	47.358183	0.637346	0.348917	0.186709	0.364321	0.621317	0.944522	5.000000	17.099093	39.126421	5.000000	0.020443	7.112465	2.000000	0.011023	68.059951	4.000000	0.012572	23.928379	6.000000	0.010647	4.010287	2.000000	78.335946	1.585739	4.000000	0.035463	8.284345	4.000000	0.041645
14	1	87.763825	49.191902	21.153251	23.921385	41.420310	0.340218	0.445341	0.829617	0.756992	0.864490	0.364919	2.000000	2.708869	11.348681	3.000000	0.035443	4.774177	2.000000	0.011945	30.739346	5.000000	0.026640	3.866082	4.000000	0.014598	2.547078	6.000000	62.185972	3.434475	2.000000	0.015335	0.822948	6.000000	0.011641
15	1	57.291374	90.629856	77.184993	35.855686	14.268857	0.102756	0.796379	0.415163	0.839073	0.645848	3.983560	2.000000	57.921618	47.700512	6.000000	0.010524	5.583988	1.000000	0.018520	27.583957	5.000000	0.012768	20.578118	6.000000	0.020913	3.553785	3.000000	6.329638	1.238303	3.000000	0.012066	6.661651	4.000000	0.055360
16	1	18.930085	23.141672	58.978533	69.918589	98.494457	0.453652	0.278299	0.189501	0.559075	0.420071	2.553821	3.000000	98.245526	28.325969	5.000000	0.038530	4.292533	5.000000	0.127726	15.936525	6.000000	0.012751	15.517451	4.000000	0.012713	2.656905	4.000000	65.804877	0.237445	3.000000	0.023703	2.014596	1.000000	0.011248
17	1	90.300295	33.177574	60.924761	92.610349	39.001711	0.660186	0.569249	0.205295	0.506490	0.416174	0.474243	3.000000	53.239149	26.699826	1.000000	0.010607	16.757617	5.000000	0.010987	47.565295	5.000000	0.017801	6.929729	3.000000	0.042804	2.423006	2.000000	74.108217	0.789694	4.000000	0.013079	13.384306	1.000000	0.020741
18	1	98.772118	27.077143	95.672367	97.529694	86.623725	0.278040	0.147061	0.131367	0.235054	0.669445	3.233082	5.000000	14.605801	15.811488	4.000000	0.095644	16.460633	2.000000	0.010809	34.215461	3.000000	0.043274	32.764284	2.000000	0.028070	0.966897	4.000000	29.334379	3.565402	3.000000	0.012666	13.013735	2.000000	0.220345
19	1	11.729673	60.767157	9.657773	77.078812	69.771392	0.844443	0.232447	0.925356	0.549215	0.608917	1.566465	2.000000	47.690605	18.661313	2.000000	0.010038	18.059106	5.000000	0.012403	74.173604	5.000000	0.016612	8.219087	1.000000	0.102390	1.298172	5.000000	5.241924	1.159076	5.000000	0.330964	4.794998	3.000000	0.015151
20	1	50.163969	39.918823	25.815697	60.210036	28.120641	0.269246	0.830365	0.735443	0.814910	0.683827	3.380835	6.000000	10.708187	55.484018	5.000000	0.015596	16.473047	2.000000	0.015939	17.613759	6.000000	0.011490	7.708157	3.000000	0.175389	3.560908	3.000000	6.820310	0.491731	5.000000	0.010560	6.851252	3.000000	0.018629
