1	4	96.956006	838.222274	83.104490	66.606496	99.755731	23.348689	0.137696	0.669577	0.133332	0.381368	0.947589	0.531340	8.590862	2.000000	0.048936	3.542686	4.000000	66.105412	10.349054	4.000000	0.156114	4.535511	6.000000	0.023794	27.043229	3.000000	0.032553	3.189647	4.000000	0.012797	7.955067	5.000000	0.013431	14.694462	6.000000	54.610180	8.846699	2.000000	0.028905	0.154195	5.000000	0.053461	1.701790	4.000000	63.361117	7.881243	4.000000	0.035258	4.524971	2.000000	0.013110
2	4	99.799867	40.611392	39.149691	65.660826	46.213010	69.705937	0.750507	0.179015	0.547950	0.558192	0.494264	0.686355	4.709386	2.000000	0.027988	12.401466	5.000000	86.286154	13.299571	1.000000	0.136046	3.960123	5.000000	0.040762	52.488438	1.000000	0.015374	1.796172	4.000000	0.027772	0.619088	3.000000	0.013224	3.567187	1.000000	17.496725	1.883335	2.000000	0.034743	9.548912	6.000000	0.020776	3.450386	1.000000	17.299107	23.453511	3.000000	0.059099	3.136145	1.000000	0.015289
3	8	37.767663	94.518848	24.668362	71.942671	39.848067	91.247865	0.945528	0.108964	0.512615	0.263346	0.759769	0.300700	9.543743	5.000000	0.025008	17.596751	5.000000	52.809867	17.326545	5.000000	0.220424	4.742022	4.000000	0.024579	7.542449	6.000000	0.029279	2.394610	4.000000	0.523375	4.463861	2.000000	0.120047	17.226228	2.000000	20.291091	7.535027	2.000000	0.012459	2.520006	1.000000	0.022489	1.021633	6.000000	37.699125	5.199299	2.000000	0.012094	0.552156	5.000000	0.010793
4	2	24.684987	474.082206	31.622676	26.599708	68.843222	64.031142	0.328403	0.180475	0.723638	0.491221	0.839154	0.293030	1.239925	6.000000	0.011587	2.584571	3.000000	42.479464	12.845177	3.000000	0.015056	14.755812	2.000000	0.014141	27.179387	5.000000	0.026386	1.763720	5.000000	0.017465	8.269506	3.000000	0.013173	10.809081	1.000000	60.966727	6.896340	1.000000	0.015711	4.594560	5.000000	0.033093	2.215740	4.000000	94.116302	33.848762	3.000000	0.012799	2.350777	4.000000	0.047449
5	3	3.811624	668.718162	65.825157	19.811284	31.557622	35.750620	0.158402	0.441450	0.691896	0.373233	0.567153	0.297427	3.398583	5.000000	0.011301	7.140803	2.000000	59.773442	11.751373	4.000000	0.025067	9.484332	5.000000	0.019800	39.579879	3.000000	0.137477	4.532753	2.000000	0.024796	8.405061	6.000000	0.012657	4.766498	1.000000	20.877690	9.667320	5.000000	0.011143	3.252591	3.000000	0.014015	3.379866	4.000000	43.915688	56.437421	4.000000	0.010714	3.056533	1.000000	0.011578
6	4	24.148216	190.676327	10.382798	72.820083	30.089538	63.205936	0.241796	0.403460	0.952176	0.772276	0.835479	0.677095	3.358416	6.000000	0.012498	4.357324	4.000000	66.590602	14.706259	6.000000	0.011700	0.666715	3.000000	0.014274	49.442818	5.000000	0.034007	3.934060	2.000000	0.012232	3.702167	1.000000	0.012234	5.911895	6.000000	51.004249	5.575983	2.000000	0.011118	1.537318	1.000000	0.011318	0.766603	4.000000	79.498405	46.803818	6.000000	0.011273	0.156693	2.000000	0.012857
7	3	47.144627	813.745582	71.131434	19.588918	82.310486	55.425737	0.342369	0.833748	0.191500	0.624695	0.661985	0.205219	5.698578	3.000000	0.018622	4.788837	3.000000	36.384263	9.385098	3.000000	0.011946	18.054577	3.000000	0.010186	38.917492	3.000000	0.026618	0.236772	2.000000	0.014114	6.220047	2.000000	0.054189	18.365540	3.000000	13.900196	9.687247	1.000000	0.016119	2.785587	3.000000	0.014025	1.763839	3.000000	9.974999	51.348029	5.000000	0.016534	2.951608	5.000000	0.042569
8	2	39.603444	147.694531	76.126442	11.920648	70.446039	27.528580	0.616237	0.872792	0.447760	0.680076	0.240136	0.706601	0.735869	5.000000	0.057193	17.521634	2.000000	19.525874	3.321114	6.000000	0.041759	15.327114	1.000000	0.021946	47.393984	6.000000	0.015667	0.989151	5.000000	0.021143	7.668618	5.000000	0.011847	5.477316	4.000000	16.774070	6.619035	2.000000	0.015967	0.806315	4.000000	0.019427	3.659088	4.000000	71.123680	42.900379	6.000000	0.010978	0.987207	5.000000	0.112104
9	3	86.698132	898.181740	61.971057	38.526783	33.358877	96.535750	0.422990	0.452082	0.719217	0.201427	0.634939	0.478461	9.482887	2.000000	0.013520	9.449139	4.000000	9.077137	8.468078	4.000000	0.012270	9.154910	1.000000	0.170003	4.288603	6.000000	0.022353	3.418231	5.000000	0.068060	2.372174	6.000000	0.330632	14.309248	2.000000	31.483857	6.793637	1.000000	0.032180	8.552677	3.000000	0.048141	0.869298	4.000000	74.888622	24.617894	3.000000	0.021679	0.531818	6.000000	0.012399
10	1	82.560040	705.362387	13.019684	34.075716	13.960560	98.486108	0.586129	0.118442	0.282344	0.138793	0.939970	0.552993	9.296168	3.000000	0.012266	4.282226	5.000000	37.515288	17.143037	4.000000	0.027223	13.409764	1.000000	0.033031	50.109435	1.000000	0.013173	3.806503	2.000000	0.015655	0.863266	6.000000	0.026852	15.879101	4.000000	10.021728	7.714251	1.000000	0.023502	9.176844	2.000000	0.010021	3.252163	1.000000	65.097811	15.493085	1.000000	0.010512	2.151107	6.000000	0.015478
