1	1	34.687288	842.493662	20.698780	73.531478	14.780020	0.713171	0.761032	0.769450	0.881406	0.959674	122.663340	5.000000	0.011227	48.050717	4.000000	0.015834	6.156066	1.000000	0.030219	22.452221	1.000000	0.038558	4.234388	4.000000	0.010317	8.786342	2.000000	0.022667
2	1	9.128062	591.544834	80.151605	53.939264	73.522969	0.376208	0.922926	0.860411	0.789697	0.796973	112.344175	6.000000	0.040290	132.469649	2.000000	0.014042	1.566380	5.000000	0.029452	39.593623	2.000000	0.183101	2.617861	3.000000	0.012013	4.145977	4.000000	0.012663
3	1	75.030990	991.314117	1.453467	20.465441	65.782020	0.882477	0.808005	0.303420	0.592307	0.913285	70.985508	6.000000	0.036091	74.556032	6.000000	0.173151	55.214812	2.000000	0.030624	46.787001	1.000000	0.012066	8.202713	6.000000	0.020720	7.709819	2.000000	0.031426
4	1	48.564200	327.314771	86.622368	43.269636	22.937577	0.846966	0.382634	0.861989	0.998441	0.876019	43.060373	3.000000	0.024782	134.384712	2.000000	0.033237	23.220801	6.000000	0.025255	19.401194	6.000000	0.023934	7.097046	5.000000	0.104315	7.468084	1.000000	0.018089
5	2	19.798691	37.189929	32.949819	29.332341	10.316334	0.994201	0.509015	0.563097	0.515932	0.623487	85.700563	1.000000	0.041323	104.334345	1.000000	0.033735	23.271642	3.000000	0.042700	6.884670	1.000000	0.011522	4.799101	5.000000	0.084822	7.726032	3.000000	0.012260
6	1	25.324328	843.337762	67.242400	64.038788	45.466764	0.705387	0.830828	0.959772	0.882388	0.984584	174.600180	6.000000	0.015762	165.947536	2.000000	0.011227	3.987562	4.000000	0.058027	20.042365	1.000000	0.018496	1.854050	3.000000	0.011593	5.469502	2.000000	0.054973
7	1	89.672087	482.064130	99.912442	67.109424	37.768793	0.792607	0.252809	0.508672	0.972638	0.755124	151.580396	5.000000	0.018588	144.299985	1.000000	0.011875	10.491883	6.000000	0.015730	45.600805	4.000000	0.093636	2.131810	3.000000	0.048688	2.039852	4.000000	0.014115
8	1	66.130524	745.500527	7.414046	2.644006	29.280406	0.755870	0.448253	0.286607	0.739318	0.753571	29.314369	2.000000	0.044002	164.139677	1.000000	0.017150	9.743692	6.000000	0.015648	11.012862	4.000000	0.012142	5.002927	3.000000	0.035165	1.223753	6.000000	0.024281
9	1	79.768572	789.618642	44.604802	94.012608	3.283296	0.585161	0.124571	0.605985	0.776058	0.351224	39.978892	2.000000	0.051069	74.510266	2.000000	0.015033	43.270535	5.000000	0.010759	45.939674	3.000000	0.021742	2.142308	2.000000	0.036047	4.487982	3.000000	0.082782
10	1	30.939422	256.638777	89.855185	57.064274	21.783436	0.370462	0.624500	0.327170	0.546831	0.209980	108.991721	4.000000	0.015660	19.276837	5.000000	0.099039	49.466499	5.000000	0.015024	48.777856	2.000000	0.010476	1.249560	2.000000	0.033623	8.797353	3.000000	0.018297
