1	5	8332.841398	917.187116	4102.743418	8746.277206	5629.744221	9418.828358	3067.415328	0.159028	0.946169	0.791566	0.314507	0.453580	0.271463	0.701572	3.550930	2.000000	0.010283	6.202411	5.000000	0.032338	1.971721	3.000000	0.023922	0.966107	5.000000	0.011569	4.411045	4.000000	0.017761	1.545195	5.000000	0.019157	7.069678	6.000000	0.049230	5.977953	5.000000	0.039588	6.110041	3.000000	0.016137	3.892086	3.000000	0.025590	3.430310	6.000000	0.020928	7.498338	1.000000	0.013605	2.829415	6.000000	0.013057	1.852342	3.000000	0.016939	2.186682	5.000000	0.112877	4.514938	4.000000	0.051762	7.414051	2.000000	0.012743	3.024536	6.000000	0.044106	4.978077	1.000000	0.011368	0.252609	3.000000	0.014359	4.066433	2.000000	0.408303	5.788325	3.000000	0.014735	5.569898	3.000000	0.016806	0.147686	5.000000	0.015070	5.625945	3.000000	0.015471	4.947164	1.000000	0.022544	5.822578	2.000000	0.167579	6.377228	1.000000	0.029837	1.213181	6.000000	0.011615	0.880471	5.000000	0.014472	3.744585	6.000000	0.212569	5.812796	4.000000	0.049149	3.613325	2.000000	0.028855	1.820036	4.000000	0.015595	3.984747	2.000000	0.011439	1.382952	3.000000	0.010283	7.876036	6.000000	0.084173	5.629537	6.000000	0.036181	2.363399	5.000000	0.210515	1.115090	3.000000	0.020652	6.826577	1.000000	0.064983	6.671247	5.000000	0.098564
2	3	7153.334882	1766.201300	4614.400338	3591.585968	1549.620624	5989.594249	5479.737389	0.198380	0.220622	0.586134	0.293819	0.888997	0.597201	0.561939	4.990283	3.000000	0.013011	5.785645	5.000000	0.023244	4.108343	1.000000	0.025667	3.010124	5.000000	0.013448	4.656321	5.000000	0.064418	5.193225	4.000000	0.019158	5.034786	1.000000	0.014732	6.620886	5.000000	0.012838	0.137490	2.000000	0.013879	7.292453	5.000000	0.011057	2.022352	3.000000	0.010503	5.431129	6.000000	0.099487	5.050632	4.000000	0.010005	0.663514	3.000000	0.014989	5.237083	6.000000	0.015255	1.329332	3.000000	0.013086	2.556317	2.000000	0.011653	0.992091	6.000000	0.036722	1.254638	2.000000	0.017622	0.500624	2.000000	0.018651	1.793284	4.000000	0.011965	6.915313	2.000000	0.028625	5.207644	2.000000	0.040143	5.720410	4.000000	0.025708	5.306386	3.000000	0.024283	1.242440	1.000000	0.028285	2.343821	6.000000	0.041238	6.418305	3.000000	0.018128	2.676143	1.000000	0.017733	0.651688	6.000000	0.018480	6.975151	3.000000	0.013135	4.741104	2.000000	0.021708	6.203549	4.000000	0.013218	5.225631	4.000000	0.021404	3.934145	2.000000	0.025325	2.572511	2.000000	0.015736	5.683707	2.000000	0.195746	6.468782	4.000000	0.025580	0.560613	6.000000	0.020784	1.412280	6.000000	0.013996	2.746595	6.000000	0.025279	1.342143	3.000000	0.016666
3	3	6304.294114	7203.668237	1980.847548	1871.464480	2773.659212	6063.465753	6298.517276	0.839544	0.304052	0.524234	0.592717	0.866873	0.516306	0.445088	1.923711	3.000000	0.046343	4.691063	4.000000	0.011050	4.949781	2.000000	0.018740	1.278953	1.000000	0.011724	1.038934	2.000000	0.170278	3.158799	3.000000	0.017680	1.124070	5.000000	0.027197	2.072446	3.000000	0.029437	0.417710	6.000000	0.045688	7.344104	6.000000	0.010502	6.322300	4.000000	0.033661	2.717935	6.000000	0.061989	7.552096	6.000000	0.013047	5.796934	6.000000	0.012888	3.633549	1.000000	0.011080	2.142620	2.000000	0.011076	1.050028	3.000000	0.211109	0.451516	6.000000	0.013724	0.719220	4.000000	0.015870	1.384521	2.000000	0.070519	4.127959	5.000000	0.011083	3.045022	2.000000	0.015918	0.305442	2.000000	0.027359	3.479232	4.000000	0.010261	5.807161	2.000000	0.385777	2.849452	1.000000	0.016676	5.041609	6.000000	0.015813	7.570663	4.000000	0.012058	6.046565	5.000000	0.013108	2.883424	1.000000	0.017612	7.522895	6.000000	0.250980	5.652520	3.000000	0.012554	0.955552	3.000000	0.017218	4.395359	2.000000	0.011119	7.136082	6.000000	0.063026	3.557554	6.000000	0.030238	5.095973	4.000000	0.010511	2.750510	6.000000	0.012551	7.184677	5.000000	0.014998	7.534216	2.000000	0.024717	2.189602	5.000000	0.012345	3.748681	6.000000	0.266336
4	2	2030.135533	3468.101021	6954.215325	4288.359023	470.974857	7049.028525	4575.849181	0.268669	0.697333	0.260650	0.374600	0.964276	0.261403	0.647907	2.408425	1.000000	0.015651	0.281779	1.000000	0.010729	5.936507	3.000000	0.017081	4.128748	6.000000	0.024147	5.210664	3.000000	0.037241	5.559467	5.000000	0.010782	4.895468	5.000000	0.010059	0.138810	6.000000	0.029662	3.869774	2.000000	0.012435	3.498921	2.000000	0.017577	5.277054	1.000000	0.032205	2.542123	6.000000	0.021356	0.993147	6.000000	0.012639	5.936009	4.000000	0.025325	7.344917	4.000000	0.151901	4.330390	2.000000	0.023696	0.730680	4.000000	0.018526	4.553141	5.000000	0.015263	6.360711	3.000000	0.011243	0.173443	6.000000	0.012913	1.522839	5.000000	0.011736	1.973682	3.000000	0.022104	5.670876	3.000000	0.010435	5.861703	3.000000	0.011588	6.275819	2.000000	0.054176	2.005342	3.000000	0.022662	3.997074	4.000000	0.010247	2.342071	3.000000	0.041620	3.003648	4.000000	0.039213	4.836798	3.000000	0.042681	4.128814	6.000000	0.021284	6.702040	2.000000	0.018176	4.692007	5.000000	0.031257	0.827817	2.000000	0.040858	4.400247	5.000000	0.012034	7.895379	5.000000	0.013381	6.890728	6.000000	0.032138	5.771505	6.000000	0.010184	5.879732	1.000000	0.025343	1.120359	5.000000	0.017715	4.048312	5.000000	0.015668	3.239522	4.000000	0.016527
5	2	2489.842927	5455.906757	8254.596239	8759.306883	1713.000416	2279.611507	1049.157375	0.188651	0.865721	0.419887	0.854627	0.958440	0.850097	0.105015	2.330495	5.000000	0.049322	2.399061	1.000000	0.013608	0.100689	6.000000	0.012116	1.673808	4.000000	0.168322	6.979754	2.000000	0.012271	5.298500	5.000000	0.025665	6.350151	6.000000	0.162268	1.912219	1.000000	0.055527	2.807018	3.000000	0.011424	1.166662	3.000000	0.030630	0.086544	1.000000	0.038416	1.139741	3.000000	0.010591	4.761755	6.000000	0.012141	5.337041	1.000000	0.014396	4.125658	3.000000	0.017553	2.821784	3.000000	0.013498	3.737332	4.000000	0.011143	0.648189	2.000000	0.017371	6.028382	5.000000	0.020177	3.038053	1.000000	0.011570	5.500569	6.000000	0.016446	7.540805	6.000000	0.031488	5.094794	1.000000	0.021066	2.424288	1.000000	0.013412	1.497309	3.000000	0.024639	6.598778	5.000000	0.020443	0.190494	5.000000	0.023513	4.081945	2.000000	0.012181	1.756445	2.000000	0.011872	4.227759	5.000000	0.124626	4.942791	4.000000	0.013862	4.624525	1.000000	0.015090	0.145457	1.000000	0.013052	4.860641	2.000000	0.018279	2.390184	3.000000	0.295031	3.059515	4.000000	0.255839	3.639905	1.000000	0.035581	1.704923	6.000000	0.013537	4.618779	5.000000	0.014350	6.781794	5.000000	0.033548	4.778226	3.000000	0.038225	5.776044	6.000000	0.012147
6	4	7470.631427	8646.426438	6599.106181	7006.696019	7207.568846	5014.327540	3253.186218	0.435716	0.508991	0.909161	0.401297	0.274707	0.132665	0.718551	5.589156	5.000000	0.015008	0.932237	3.000000	0.034676	0.112811	6.000000	0.010783	3.213654	2.000000	0.041218	3.517579	4.000000	0.069017	5.945137	5.000000	0.032599	1.850655	6.000000	0.023164	6.186925	2.000000	0.010115	0.104925	2.000000	0.010370	2.901331	6.000000	0.017964	7.484393	1.000000	0.553331	0.205871	4.000000	0.013004	1.029366	2.000000	0.016939	3.531554	2.000000	0.013806	4.516164	6.000000	0.021457	2.096403	6.000000	0.023408	7.363572	2.000000	0.065372	2.954032	6.000000	0.017744	3.815287	1.000000	0.017106	2.512867	6.000000	0.068974	7.295509	6.000000	0.025506	5.100796	5.000000	0.015007	3.616280	5.000000	0.035099	2.206485	3.000000	0.159934	3.172889	6.000000	0.014517	4.306582	6.000000	0.019021	2.154792	1.000000	0.044720	1.029232	2.000000	0.531471	7.377074	2.000000	0.032095	1.583223	6.000000	0.014743	6.408337	2.000000	0.014063	5.919499	2.000000	0.012182	2.610729	5.000000	0.021188	5.694869	2.000000	0.015424	5.148151	5.000000	0.011224	2.835812	6.000000	0.049430	6.735633	1.000000	0.012551	3.986237	3.000000	0.013513	6.777555	6.000000	0.011559	2.925363	2.000000	0.185813	5.702592	5.000000	0.011872	1.813581	2.000000	0.020294
7	1	8019.198967	5416.447841	7310.054687	4635.346758	480.013241	9289.206159	818.413838	0.407902	0.337974	0.416660	0.835626	0.540762	0.656236	0.972154	2.760683	1.000000	0.030260	2.949368	2.000000	0.021313	6.395678	3.000000	0.017500	6.147715	5.000000	0.012994	3.702889	4.000000	0.061049	4.196117	6.000000	0.018111	1.375532	6.000000	0.024291	3.886324	4.000000	0.022325	5.661358	3.000000	0.029484	4.522443	5.000000	0.012846	5.508770	1.000000	0.233115	1.510126	2.000000	0.011274	6.921121	6.000000	0.151380	3.774098	5.000000	0.074541	2.717113	3.000000	0.014904	1.612735	2.000000	0.010759	4.589234	1.000000	0.516126	6.651152	6.000000	0.045417	3.716325	4.000000	0.016610	4.417998	2.000000	0.023662	3.031361	1.000000	0.034670	2.011760	2.000000	0.018862	4.003653	3.000000	0.180551	3.035089	3.000000	0.016773	0.207638	3.000000	0.010857	5.146115	3.000000	0.010751	1.944675	5.000000	0.156895	6.840147	4.000000	0.010477	4.583845	2.000000	0.026529	3.010790	1.000000	0.014224	1.893717	3.000000	0.048341	7.014488	1.000000	0.026579	0.320835	5.000000	0.012243	5.316546	6.000000	0.016748	3.752170	4.000000	0.031769	0.872241	1.000000	0.014773	0.968256	5.000000	0.309276	5.201923	2.000000	0.028519	2.001861	2.000000	0.012025	6.541027	4.000000	0.075254	5.604750	2.000000	0.011867	1.217719	4.000000	0.017808
8	3	3079.289992	4895.459354	7257.253175	1104.544526	967.267261	8397.748468	2304.046340	0.287689	0.120053	0.430202	0.539501	0.613859	0.973426	0.473688	1.536342	2.000000	0.010026	5.462721	5.000000	0.014469	2.770804	5.000000	0.012778	1.473645	1.000000	0.028332	6.834694	6.000000	0.016485	7.089552	1.000000	0.013125	6.755032	6.000000	0.107275	6.481460	6.000000	0.020486	3.316985	1.000000	0.031942	7.377287	6.000000	0.015704	0.775725	6.000000	0.025691	0.607284	3.000000	0.015912	1.995385	2.000000	0.020053	6.378260	2.000000	0.010064	6.429472	2.000000	0.253986	5.391468	3.000000	0.013684	2.673416	2.000000	0.011354	6.253262	5.000000	0.071230	0.145661	6.000000	0.016086	1.622722	6.000000	0.010007	2.043341	1.000000	0.120717	7.147247	4.000000	0.038338	0.644721	3.000000	0.013324	2.622944	1.000000	0.010607	6.273021	5.000000	0.025050	3.408715	3.000000	0.059990	5.989650	5.000000	0.090143	5.530386	5.000000	0.016654	2.105586	1.000000	0.012308	6.347987	1.000000	0.029890	2.075307	4.000000	0.023061	0.145822	3.000000	0.015021	5.229757	4.000000	0.044073	2.110549	4.000000	0.014284	4.950283	6.000000	0.066136	6.885748	5.000000	0.063737	3.157368	5.000000	0.011930	3.445202	4.000000	0.016471	1.216509	4.000000	0.027725	3.552971	5.000000	0.017140	4.770042	4.000000	0.061466	0.344518	2.000000	0.010050
9	36	7246.925564	5462.949101	1314.316635	2014.360463	966.971541	6568.781566	7638.584221	0.393756	0.275311	0.786555	0.708102	0.970690	0.412507	0.409790	3.232190	4.000000	0.010366	1.595614	2.000000	0.035931	0.693135	3.000000	0.025857	4.134891	6.000000	0.017066	3.574309	1.000000	0.012827	5.693657	6.000000	0.031009	0.912165	6.000000	0.023792	5.749484	1.000000	0.130279	0.275708	5.000000	0.010574	4.674173	2.000000	0.039617	7.501282	3.000000	0.014621	4.599000	4.000000	0.012284	5.001209	6.000000	0.051622	3.223890	3.000000	0.040581	7.705847	6.000000	0.014556	2.503539	2.000000	0.016310	6.763750	2.000000	0.010495	7.083412	4.000000	0.027129	0.103188	2.000000	0.011402	1.277339	6.000000	0.156818	1.474502	4.000000	0.841481	7.017981	4.000000	0.090288	0.373495	4.000000	0.124683	2.239067	5.000000	0.016348	1.890252	2.000000	0.017436	0.851087	3.000000	0.010819	4.740546	4.000000	0.012159	3.268104	3.000000	0.057485	1.425952	3.000000	0.019502	7.327506	3.000000	0.027613	2.426118	2.000000	0.010674	7.503334	5.000000	0.096157	2.514581	1.000000	0.042279	1.988298	6.000000	0.022305	4.523618	1.000000	0.020046	1.368294	1.000000	0.016415	4.118441	1.000000	0.305377	4.364387	6.000000	0.053831	0.888348	4.000000	0.134867	2.287305	5.000000	0.012106	3.052299	3.000000	0.029468	3.316199	1.000000	0.022278
10	1	8574.523175	2860.075424	2798.711831	8022.747735	6390.885235	2726.402344	290.995375	0.373116	0.865327	0.470753	0.928357	0.955949	0.995188	0.240638	5.748098	6.000000	0.047502	4.416374	1.000000	0.017944	1.345995	3.000000	0.010350	2.439467	5.000000	0.020870	2.975347	4.000000	0.014104	6.650856	5.000000	0.016803	2.501050	6.000000	0.023756	5.133584	2.000000	0.010377	4.842822	3.000000	0.025390	0.308282	5.000000	0.016122	0.919627	4.000000	0.029951	3.406568	6.000000	0.061018	6.757988	2.000000	0.013715	4.277337	1.000000	0.030564	2.140192	4.000000	0.068282	2.657830	6.000000	0.018981	6.540218	5.000000	0.015144	1.192719	2.000000	0.017399	5.410797	4.000000	0.024095	1.588407	5.000000	0.024666	2.891263	1.000000	0.015289	7.193895	5.000000	0.017116	4.090930	2.000000	0.013065	4.767954	4.000000	0.054372	6.604591	3.000000	0.069889	5.805295	2.000000	0.018007	0.752282	3.000000	0.013061	4.351348	1.000000	0.026378	3.057263	5.000000	0.021786	5.774714	2.000000	0.010581	7.297841	6.000000	0.011683	2.675148	5.000000	0.012940	5.838259	1.000000	0.108837	3.473139	4.000000	0.013789	0.831441	2.000000	0.012632	4.860326	5.000000	0.012646	7.404352	5.000000	0.026049	5.141786	5.000000	0.070360	1.752953	2.000000	0.011422	4.564072	1.000000	0.013018	0.354956	2.000000	0.091700	4.812293	1.000000	0.021511
