18	6	-0.113222	8.385660	-3.329914	-6.572396	-0.703188	1.698609	5.194174	-3.698081	3.274458	4.940451	-7.247784	-0.135080	8.070728	-1.560070	-5.179233	-2.174398	5.924623	-3.568594	3.650661	6.639475	-0.881332	-5.483222	3.087514	4.731371	-7.167068	0.476712	8.776663	-0.909396	3.757648	0.307537	-4.649840	3.408919	-1.841192	-1.185410	5.503236	-9.511097	3.904227	3.216375	-8.710262	0.631374	7.741498	1.266617
27	6	7.762798	-1.681386	-4.130678	6.261780	-4.844078	-2.936275	4.645485	7.543011	3.345951	-2.620758	7.136019	-4.683101	-5.881625	1.391537	9.363569	-0.989331	0.623111	4.156730	0.686709	-0.930308	1.117982	4.496955	1.022252	2.037350	-1.219400	0.204973	4.442553	-0.998113	7.651960	-1.339465	0.939879	-3.573204	-1.611783	1.433131	7.426939	9.435595	-1.021102	0.658830	4.880925	0.081093	-0.651857	0.959521
32	6	0.754531	-2.076255	1.789791	6.242979	-2.339060	-4.349779	8.209207	-2.381583	3.178605	0.018357	-2.526406	2.871022	-2.240548	5.580729	7.366443	2.731282	4.365230	-7.608145	-1.349530	-2.561635	1.416007	3.665714	2.817747	-1.884509	-3.157727	7.600495	-2.286801	0.324683	-1.669571	4.581673	1.429670	1.492097	-2.732462	-1.698866	8.497063	-2.623403	3.625037	-1.926608	-2.829989	3.898308	6.456841	-0.589088
215	6	-5.395359	7.029723	-0.718245	6.255471	-2.433685	-2.924438	3.380077	-6.552170	9.834944	-1.400175	-3.463811	2.822965	-1.830616	8.841932	-10.444682	4.251451	4.890032	-2.787233	0.410870	-6.113444	6.945649	-5.385829	0.414945	5.304590	2.273021	8.107255	-1.571937	-0.208481	-11.989864	-1.104005	5.171370	3.643223	0.537421	-5.516448	4.615437	-3.185841	7.469384	-0.733039	2.168425	7.033838	0.175597	-1.015094
266	6	9.034052	7.475491	1.786057	-4.200172	-2.382358	-0.699016	-6.835332	3.850921	0.686910	-3.454104	-7.256602	1.227376	8.338543	1.106544	0.458584	3.277271	6.128275	-4.491023	3.584242	-4.029077	-2.862522	0.743005	3.668242	6.154765	-4.344228	3.183023	-3.706114	-2.816707	-0.463322	2.952441	6.126549	-4.939664	4.371789	-5.372921	-3.072392	0.475768	3.965382	6.148722	-4.340899	3.086113	-3.913573	-2.888375
320	6	1.537765	0.023010	-1.714251	-0.760450	6.845857	-3.163410	3.787438	-3.101471	3.056901	-1.428650	4.527374	-0.829677	5.059073	-2.522173	0.470209	4.312010	-4.077706	1.960158	5.708927	-2.260446	-1.733941	1.018788	0.348501	-1.683581	-0.421942	6.849847	-3.467798	3.947685	0.827806	-0.030209	-1.913589	0.709508	6.870134	-3.210434	3.660214	1.064547	-0.334113	-1.989196	0.888673	6.863795	-3.065148	3.537002
408	6	6.742404	-3.024695	6.889548	4.265921	-1.956795	-3.146341	-2.333531	-0.909854	-0.684418	2.735530	1.817574	4.746082	3.478816	-1.786735	2.818175	-4.436548	0.169614	7.518673	7.015504	0.366660	-1.349697	1.028840	-3.178648	2.880838	6.136293	0.592997	4.945422	-1.445957	7.239176	-6.176140	7.765605	0.574490	0.416202	1.348412	-1.603453	-0.288502	5.089068	-2.164273	7.351530	4.915878	-2.193377	-5.262923
550	6	-1.887979	-1.261044	7.865433	-3.453674	4.998683	-5.042053	3.333280	0.111148	3.173065	-0.783878	-1.864813	7.082366	-0.609076	4.866914	0.059894	3.207747	-0.826201	-1.891477	7.076824	-0.616684	4.814260	2.217005	1.919381	0.607597	-0.560992	7.186645	0.191175	3.650644	0.762444	2.607291	-0.288505	-1.500201	7.136238	-0.388579	5.263163	-0.669421	3.686938	-1.185707	-2.082034	6.926310	-0.061114	3.191545
694	6	2.322096	6.439250	1.017312	3.960075	-0.698207	-2.181484	0.572124	-3.228383	-1.581691	-1.537918	3.997723	0.553197	3.883426	5.399397	6.145188	-1.003154	-5.046684	3.973591	8.574962	-2.814398	-2.599217	1.807550	2.062178	1.565558	6.328205	-1.744249	3.918782	-0.383683	6.277280	0.489392	-2.264096	6.560822	1.429146	2.120688	-2.347502	-3.500259	6.321568	0.010863	3.397319	-4.291269	3.502504	1.569558
703	6	1.350212	3.796856	-1.235196	-1.496770	10.377703	1.693811	-7.767416	4.413810	0.893662	0.582076	-3.935328	0.861893	4.596100	2.363086	4.407457	0.868957	0.606004	-3.871775	0.934114	4.704340	2.234959	4.449401	0.927180	0.521872	-3.735034	0.879592	4.528122	2.348339	4.495796	0.926510	0.462059	-3.336552	1.049593	4.532792	2.107381	4.475759	0.864292	0.574160	-3.498749	1.070883	4.804945	1.885422
706	6	1.968584	8.721561	-4.516145	3.972110	1.371262	0.542784	-5.265635	2.320519	2.609046	-3.293807	3.327216	5.805579	0.491427	-5.566028	1.192652	2.726026	-3.144080	6.477650	5.953651	0.555085	-5.534421	1.201558	2.859003	-3.333467	4.699687	6.125462	1.310506	-5.757961	1.465753	2.672225	-3.000930	6.382809	5.869815	0.270931	-5.384807	1.034873	2.816759	-3.334650	5.597375	6.078046	1.047789	-5.782433
712	6	7.776699	1.591415	0.539027	8.029437	-3.335405	-1.044201	-0.406843	-0.876815	2.277745	0.481707	8.859950	-8.392767	4.583519	2.493837	6.046801	0.291516	3.073732	8.172197	-5.133656	-5.339319	-1.820910	5.003979	3.556098	-0.258490	-0.307058	3.974323	-0.378948	-2.565099	2.013784	-1.536933	5.779599	11.179127	-2.178630	-3.811124	-0.121781	-0.595253	1.300124	1.125996	6.124007	-6.449530	3.041384	3.952693
