1	2	58.605496	88.977866	69.273669	0.864207	0.461793	0.228088	8.197952	1.000000	0.018856	38.648183	1.000000	0.038074	7.701184	5.000000	0.074996	1.707662	1.000000	76.021380	28.838192	4.000000	0.013961	1.008156	1.000000	0.019311
2	1	28.929928	84.142602	39.196953	0.803680	0.843781	0.228685	4.338898	4.000000	0.053731	27.167632	1.000000	0.036739	6.304514	1.000000	0.246109	0.327032	1.000000	53.796428	33.503645	6.000000	0.010837	3.462842	5.000000	0.010089
3	1	16.186573	60.449275	13.770792	0.573033	0.329681	0.212127	10.029686	4.000000	0.020727	44.675376	2.000000	0.014329	6.832419	2.000000	0.019199	1.651307	1.000000	50.075001	47.349575	4.000000	0.035336	0.322473	6.000000	0.045800
4	2	6.373640	65.028948	27.424214	0.714583	0.415597	0.481919	7.317436	1.000000	0.018864	27.202725	3.000000	0.019297	6.115194	6.000000	0.016715	0.914096	3.000000	15.480500	24.398678	4.000000	0.024937	1.000579	4.000000	0.011082
5	1	49.695346	57.839768	67.086144	0.227832	0.544082	0.873990	4.223886	5.000000	0.066170	51.250178	5.000000	0.011960	8.010370	1.000000	0.020348	2.595876	1.000000	25.206106	7.999864	2.000000	0.014866	2.905603	4.000000	0.012035
6	2	15.199091	34.592619	89.717463	0.140911	0.898260	0.178249	1.980530	2.000000	0.012036	9.669450	3.000000	0.024935	0.342635	2.000000	0.012168	0.374414	6.000000	51.792515	0.949887	5.000000	0.019306	1.887069	2.000000	0.018771
7	1	32.211507	95.283726	45.041140	0.955864	0.473521	0.678589	5.008606	2.000000	0.013579	35.533396	4.000000	0.010241	2.838632	2.000000	0.114537	4.650578	2.000000	39.908125	57.848729	5.000000	0.121994	1.357518	3.000000	0.024315
8	1	44.748658	12.343057	64.040551	0.265714	0.901391	0.962860	4.849010	3.000000	0.028723	10.008288	6.000000	0.018185	0.239277	6.000000	0.045048	0.823941	1.000000	95.058506	59.277351	4.000000	0.038552	2.204436	2.000000	0.014538
9	2	10.710674	47.395445	10.472176	0.305849	0.770036	0.487992	12.585482	6.000000	0.067412	27.912416	2.000000	0.073419	4.623847	3.000000	0.014650	4.740689	1.000000	19.835389	20.568647	4.000000	0.011923	1.350847	1.000000	0.016344
10	1	96.997848	81.413352	22.038437	0.560823	0.348392	0.302005	11.260439	4.000000	0.026406	19.719674	2.000000	0.010381	12.848401	4.000000	0.058318	1.497956	1.000000	84.852840	60.931669	4.000000	0.013089	3.732729	6.000000	0.015494
11	2	24.832349	26.622533	78.518259	0.421856	0.535731	0.988284	7.301415	3.000000	0.410720	40.571656	6.000000	0.029720	8.238842	3.000000	0.015334	3.139328	2.000000	48.173053	23.820042	2.000000	0.015988	1.057415	4.000000	0.047321
12	2	66.378578	55.556836	86.868771	0.609837	0.346492	0.752532	9.807516	2.000000	0.013674	42.396560	6.000000	0.012281	5.401730	4.000000	0.102393	2.768775	6.000000	20.743364	16.764324	4.000000	0.019450	2.966620	3.000000	0.046638
13	2	16.036051	71.855506	16.669166	0.760330	0.296611	0.552409	7.530990	3.000000	0.021269	56.624620	5.000000	0.015108	11.503346	4.000000	0.012011	3.002596	2.000000	45.499242	50.145871	3.000000	0.015828	0.777644	5.000000	0.010811
14	2	37.119448	46.781487	17.197422	0.298191	0.124815	0.342393	5.908361	1.000000	0.052560	8.897848	4.000000	0.017430	5.799562	4.000000	0.014307	1.243164	2.000000	82.865376	9.952972	1.000000	0.132151	1.948217	6.000000	0.022165
15	2	89.017684	35.225751	80.163522	0.406357	0.800723	0.526868	1.155412	3.000000	0.012916	18.893568	6.000000	0.071501	5.501171	1.000000	0.010163	0.195743	2.000000	92.145270	47.149833	1.000000	0.021108	4.789383	5.000000	0.038154
16	1	67.712896	70.060906	38.874083	0.699991	0.103248	0.446557	10.599671	1.000000	0.015500	45.591576	4.000000	0.030563	5.928391	4.000000	0.010650	1.981923	2.000000	47.726069	49.848628	6.000000	0.027604	0.453473	5.000000	0.010786
17	1	55.329787	18.767191	99.667824	0.500687	0.781235	0.737232	5.761733	6.000000	0.011453	55.479504	5.000000	0.015189	6.998677	3.000000	0.031621	1.541355	6.000000	70.542627	46.415043	6.000000	0.035287	3.234071	1.000000	0.093449
18	1	83.163711	73.436260	86.321120	0.991755	0.680339	0.346392	6.481897	4.000000	0.025163	41.343968	4.000000	0.012516	1.840409	3.000000	0.036558	0.200098	4.000000	9.308988	22.439508	2.000000	0.032958	3.693803	5.000000	0.022448
19	1	88.487425	58.841959	5.410930	0.871269	0.626754	0.852231	10.762709	6.000000	0.012239	46.317433	4.000000	0.011889	4.408130	4.000000	0.011017	4.433511	6.000000	16.285951	4.842293	5.000000	0.043784	4.739730	3.000000	0.010008
20	3	34.926394	87.683717	56.868762	0.651506	0.629392	0.179586	1.200175	2.000000	0.019300	44.531736	6.000000	0.010704	11.525271	3.000000	0.016512	3.686048	2.000000	43.503229	18.746745	3.000000	0.019645	4.529500	2.000000	0.012148
21	1	30.166530	89.409985	44.493536	0.348248	0.153108	0.498165	2.866967	3.000000	0.039319	54.260007	5.000000	0.016593	7.350638	5.000000	0.011261	3.329658	2.000000	1.259632	1.889500	1.000000	0.038862	3.826292	4.000000	0.014138
22	2	39.358869	84.356124	58.862554	0.460747	0.531598	0.934119	0.928831	6.000000	0.012349	56.563948	3.000000	0.017006	1.506553	1.000000	0.021182	0.834703	6.000000	93.424860	53.536994	4.000000	0.015288	0.111506	4.000000	0.015767
23	1	82.705481	89.369545	3.362599	0.481666	0.593554	0.622120	2.687841	5.000000	0.018297	8.126784	6.000000	0.010520	9.415177	6.000000	0.015714	4.326700	5.000000	35.031805	7.468704	1.000000	0.115286	3.576982	5.000000	0.016518
24	2	24.876234	67.802445	25.244579	0.497037	0.706394	0.187813	12.198854	2.000000	0.011048	33.295721	6.000000	0.123817	6.868379	6.000000	0.016331	2.713260	4.000000	19.860329	14.328764	1.000000	0.230256	2.022752	5.000000	0.018264
25	4	44.844241	73.220112	86.910302	0.838715	0.433005	0.164670	13.178777	5.000000	0.027296	2.546855	4.000000	0.080499	3.728444	5.000000	0.084868	4.762746	5.000000	64.101763	5.764254	4.000000	0.021809	2.340867	1.000000	0.014189
26	1	76.737483	93.797558	18.091196	0.201128	0.973466	0.115299	11.329933	2.000000	0.031983	45.147215	3.000000	0.010734	1.120306	1.000000	0.030869	3.448211	2.000000	48.571785	37.743291	1.000000	0.042190	1.642067	5.000000	0.019826
27	4	47.587945	85.201631	65.237836	0.195835	0.145945	0.559825	1.573296	3.000000	0.014672	51.689952	2.000000	0.014933	0.418491	2.000000	0.012050	3.956164	5.000000	73.402049	34.144213	5.000000	0.010146	2.974375	6.000000	0.337872
28	1	36.923370	86.345620	3.534850	0.681744	0.182312	0.545540	3.872633	4.000000	0.011471	35.045676	2.000000	0.114482	12.922357	6.000000	0.056367	4.024238	2.000000	13.800141	30.419466	2.000000	0.010365	4.479318	2.000000	0.048610
29	1	61.521666	15.067223	82.349761	0.905430	0.555829	0.806838	6.762413	2.000000	0.010214	8.799070	1.000000	0.037050	3.789290	4.000000	0.010584	3.343913	5.000000	36.428776	55.530159	1.000000	0.011731	1.298441	5.000000	0.010808
30	1	97.306397	59.976493	86.803309	0.178134	0.939749	0.279612	10.115268	1.000000	0.042682	52.635444	2.000000	0.050911	1.833616	1.000000	0.025706	1.502457	3.000000	69.980022	37.051961	3.000000	0.059611	1.319360	3.000000	0.028971
31	2	59.541499	64.206837	56.503061	0.433743	0.262042	0.184452	3.412822	6.000000	0.514837	8.815704	3.000000	0.012475	8.036850	4.000000	0.080102	0.813932	5.000000	41.659115	30.763995	3.000000	0.035298	1.817257	3.000000	0.015529
32	1	87.454886	4.725987	62.218948	0.647417	0.801963	0.471617	10.594042	1.000000	0.142712	19.555137	3.000000	0.010271	2.709109	2.000000	0.025494	2.449993	3.000000	40.465729	7.406098	2.000000	0.297420	1.157361	2.000000	0.016875
