1	2	85.261997	67.126381	46.447140	40.582006	0.995948	0.370104	0.620817	0.311269	134.241221	2.000000	0.016757	5.245949	3.000000	0.020544	5.332074	2.000000	0.080841	20.986031	6.000000	0.034816	12.358145	4.000000	0.015069
2	2	83.522269	32.366350	9.244473	28.276749	0.212983	0.521696	0.552024	0.461468	165.989280	3.000000	0.107051	13.245936	1.000000	0.019587	2.808184	1.000000	0.034988	52.669699	5.000000	0.012388	3.895816	4.000000	0.032346
3	1	19.553366	93.589749	61.399744	70.345767	0.747721	0.356609	0.776702	0.431589	56.391934	6.000000	0.030687	6.987175	5.000000	0.016851	1.915758	4.000000	0.233739	3.917316	2.000000	0.020761	6.209533	3.000000	0.016206
4	2	12.433206	96.518121	83.884780	76.610043	0.203471	0.807841	0.615483	0.676662	30.397729	5.000000	0.038487	5.886969	4.000000	0.021395	3.679412	3.000000	0.022917	8.657069	4.000000	0.017643	13.515897	6.000000	0.010460
5	1	89.253829	69.193865	3.517281	71.389835	0.317039	0.902775	0.227065	0.253748	15.631122	6.000000	0.012145	7.313627	4.000000	0.014782	9.495468	3.000000	0.054691	16.635496	6.000000	0.027630	6.728806	1.000000	0.058840
6	2	17.297619	34.192428	79.179415	14.232622	0.725279	0.524760	0.115184	0.901158	149.073167	1.000000	0.010647	6.407754	4.000000	0.013771	4.174013	2.000000	0.010634	3.425595	1.000000	0.084931	14.040594	1.000000	0.036110
7	1	85.688037	49.516979	52.358433	82.612446	0.130626	0.259098	0.635519	0.704720	92.262041	1.000000	0.033789	9.081700	2.000000	0.012843	1.668400	4.000000	0.010650	18.852767	1.000000	0.010102	0.693733	2.000000	0.040069
8	1	97.181143	1.893971	78.230643	80.213497	0.993137	0.782381	0.663431	0.702669	4.062026	5.000000	0.041731	4.461402	3.000000	0.070371	10.345564	2.000000	0.010526	58.434996	6.000000	0.015111	6.036264	4.000000	0.015592
9	1	37.387427	5.020730	72.059831	5.597295	0.609664	0.423645	0.147520	0.472573	166.123342	3.000000	0.074804	12.458999	1.000000	0.026095	3.860908	5.000000	0.013018	6.312411	5.000000	0.160762	13.167921	3.000000	0.086596
10	2	82.178750	72.553767	93.408184	97.404596	0.605094	0.489476	0.121834	0.665331	154.474171	3.000000	0.017386	8.543375	4.000000	0.188738	8.245707	3.000000	0.014233	17.724363	1.000000	0.228633	13.599172	6.000000	0.018023
11	3	47.159114	65.046754	57.495105	51.947970	0.616581	0.870787	0.640491	0.497601	112.406979	6.000000	0.011288	6.274393	5.000000	0.014052	3.718206	3.000000	0.046521	40.767116	2.000000	0.024805	2.193743	6.000000	0.021800
12	1	63.103096	17.845969	64.519148	14.182019	0.108621	0.241634	0.799322	0.866371	17.685183	6.000000	0.038298	13.275455	2.000000	0.015275	5.460637	5.000000	0.016883	15.072007	3.000000	0.136670	3.508873	6.000000	0.012191
13	1	68.576614	14.558971	17.097777	78.848198	0.929499	0.792945	0.554164	0.332582	3.303300	2.000000	0.084856	2.916014	5.000000	0.123294	13.919808	4.000000	0.011660	49.757763	1.000000	0.087006	8.537917	1.000000	0.010338
14	2	21.073187	87.466613	77.604904	46.175823	0.178062	0.926023	0.641207	0.697829	99.482909	3.000000	0.010821	13.739090	5.000000	0.010610	9.815000	5.000000	0.012354	47.405024	3.000000	0.068341	3.822165	3.000000	0.017834
15	1	59.753913	15.352323	14.341671	95.707936	0.431056	0.537539	0.833235	0.669677	152.775626	1.000000	0.043534	13.922665	6.000000	0.397766	3.225093	6.000000	0.079683	16.689177	1.000000	0.013377	13.422685	6.000000	0.015396
16	1	57.239069	87.444368	93.112435	8.689140	0.235520	0.749956	0.908641	0.665625	110.630771	1.000000	0.163681	9.325735	1.000000	0.017748	5.211400	3.000000	0.018388	31.591079	6.000000	0.012884	12.181838	1.000000	0.015624
17	1	63.279534	52.799595	25.295379	29.569309	0.789485	0.580804	0.176858	0.151901	59.275607	1.000000	0.127624	10.517473	6.000000	0.104527	6.053193	6.000000	0.017690	15.141056	6.000000	0.010276	11.805787	1.000000	0.019293
18	1	27.251008	78.089181	36.870366	28.362517	0.335893	0.170600	0.561575	0.686798	115.928978	1.000000	0.643650	5.795924	5.000000	0.039360	5.926282	5.000000	0.019297	22.107743	3.000000	0.016327	13.488902	5.000000	0.022429
19	2	69.215041	73.909298	80.434881	7.406204	0.318231	0.513489	0.559859	0.957735	138.446745	5.000000	0.013002	12.310834	4.000000	0.034580	0.805524	6.000000	0.012685	50.056045	2.000000	0.033974	3.204180	4.000000	0.016583
20	1	2.157149	99.619432	6.405573	72.658992	0.869191	0.853873	0.344968	0.881166	121.179802	6.000000	0.052484	9.726893	6.000000	0.010405	13.356723	2.000000	0.011264	18.600101	4.000000	0.010908	4.854126	3.000000	0.018008
21	1	37.401784	97.112103	84.114409	67.582151	0.490637	0.225415	0.808910	0.265053	143.618945	1.000000	0.031005	13.737303	5.000000	0.028706	2.134562	5.000000	0.020624	29.545715	4.000000	0.020435	6.159699	3.000000	0.010462
22	1	30.770299	62.929292	82.235661	44.405021	0.364942	0.786262	0.508470	0.346119	65.262181	3.000000	0.030560	10.261674	4.000000	0.029215	7.190695	5.000000	0.349173	14.418809	3.000000	0.027662	1.260269	1.000000	0.012318
