1	1	63.557738	874.973329	73.403966	34.057037	81.395219	0.165093	0.977182	0.688656	0.408584	0.802976	3.800128	5.000000	19.819374	35.723696	2.000000	0.112188	8.654580	1.000000	0.069679	153.726844	3.000000	0.172161	33.793939	5.000000	0.023790	36.806077	4.000000	5.353648	15.509471	3.000000	8.668132
2	2	78.275981	425.635173	66.365036	79.145246	98.635080	0.441202	0.742740	0.282949	0.437320	0.166235	61.757328	5.000000	93.488676	68.232669	6.000000	0.028681	1.903329	5.000000	0.014028	115.023346	6.000000	0.023612	4.931794	1.000000	0.086203	17.523179	3.000000	39.602495	74.559576	5.000000	11.121955
3	7	73.736074	43.744945	19.076532	72.134668	92.766641	0.721342	0.766625	0.252291	0.808078	0.134746	19.585600	4.000000	19.265815	65.766857	5.000000	0.060969	14.726374	4.000000	0.060965	145.203592	5.000000	0.084476	15.613232	3.000000	0.010485	25.607108	4.000000	50.007202	70.015042	4.000000	46.064092
4	4	51.659766	953.585551	75.811226	65.462781	87.791869	0.925720	0.203368	0.457478	0.659198	0.672102	23.675631	2.000000	81.807031	35.588096	3.000000	0.027001	41.341709	6.000000	0.013664	143.721552	1.000000	0.016008	41.155403	6.000000	0.062633	20.461246	2.000000	60.833677	15.607390	5.000000	61.832672
5	4	82.275829	961.782443	72.895466	66.939771	79.264928	0.269472	0.223069	0.130758	0.632840	0.299021	65.980363	2.000000	60.088506	53.837679	4.000000	0.057412	66.560449	3.000000	0.026125	10.209213	6.000000	0.010536	72.505474	6.000000	0.017153	69.340074	6.000000	50.951320	39.242123	6.000000	81.115616
6	4	36.132866	811.300162	91.202321	79.971097	27.204626	0.160229	0.410592	0.934762	0.852701	0.508303	41.346041	5.000000	67.494175	23.623432	4.000000	0.018123	55.338139	1.000000	0.010633	53.241776	1.000000	0.011303	20.917118	4.000000	0.027802	54.723873	1.000000	72.321393	23.297842	2.000000	25.009627
7	2	56.029834	916.821474	5.480306	4.117412	81.837233	0.599002	0.216840	0.311367	0.381917	0.221174	34.376475	3.000000	4.927358	36.427490	6.000000	0.015667	65.287465	2.000000	0.064051	138.869251	6.000000	0.010345	75.095110	6.000000	0.126302	14.935648	6.000000	67.130144	46.199905	6.000000	91.891707
8	4	4.987398	658.619287	42.595831	71.107522	82.944839	0.694665	0.322431	0.915602	0.934510	0.647727	68.279093	2.000000	29.618824	9.194335	1.000000	0.027266	65.037762	6.000000	0.210095	123.074409	6.000000	0.191621	10.285425	1.000000	0.017084	22.608006	5.000000	69.170819	43.962583	3.000000	50.868132
9	4	88.879310	828.652100	21.998887	47.714065	9.957794	0.732099	0.512949	0.157049	0.327298	0.907965	36.064692	3.000000	80.296584	32.532279	3.000000	0.051354	58.763971	3.000000	0.113438	166.254489	6.000000	0.031409	52.035938	2.000000	0.281825	38.103591	6.000000	76.433251	10.923193	4.000000	85.575509
10	2	78.012550	505.762865	29.173721	85.637769	26.963014	0.217024	0.590964	0.857008	0.730625	0.454201	18.728715	6.000000	94.298874	6.820615	5.000000	0.032858	29.703344	4.000000	0.011146	80.083118	2.000000	0.027894	26.732668	3.000000	0.031622	12.567114	1.000000	7.745267	5.702337	3.000000	23.729901
11	1	36.773551	46.733332	4.927573	50.142489	69.282782	0.184965	0.499905	0.886682	0.526569	0.185940	23.700736	1.000000	55.722087	3.725345	6.000000	0.012315	15.629057	1.000000	0.015429	63.434635	4.000000	0.012272	34.446181	1.000000	0.068839	72.335629	4.000000	65.242268	65.565785	5.000000	8.235346
12	1	62.307729	695.677140	88.223253	58.198992	24.193136	0.142895	0.692747	0.109108	0.146982	0.514387	47.327285	4.000000	18.964972	30.262647	1.000000	0.206319	30.135046	3.000000	0.010061	64.308605	1.000000	0.018808	23.246952	5.000000	0.032828	68.414076	2.000000	22.347325	62.272476	6.000000	71.431890
13	4	62.959126	841.634432	97.874533	79.515435	78.732344	0.745150	0.162287	0.821042	0.470786	0.403773	10.444369	5.000000	5.257634	1.602620	1.000000	0.014184	14.479132	3.000000	0.421365	109.256814	1.000000	0.011628	42.890695	5.000000	0.093366	12.094980	5.000000	57.854566	51.967897	5.000000	54.577603
14	4	67.169578	590.215457	45.081795	71.670981	37.262993	0.651565	0.822045	0.704163	0.437254	0.487617	40.375214	6.000000	62.633207	70.316000	6.000000	0.010459	60.303561	1.000000	0.011479	171.921673	4.000000	0.018309	8.307226	3.000000	0.013760	9.230942	6.000000	16.151712	31.651385	5.000000	14.046554
15	4	74.949920	710.855824	2.058896	42.797319	97.576987	0.949573	0.465671	0.347748	0.198645	0.384144	18.998642	5.000000	64.865677	71.106653	2.000000	0.011408	65.182555	3.000000	0.121581	67.321311	2.000000	0.017019	38.839330	6.000000	0.013796	20.109363	1.000000	23.072469	42.319937	3.000000	49.270104
