1	3	57.043918	467.432059	70.981260	49.013985	70.688737	0.149585	0.941301	0.834030	0.632893	0.467972	3.602587	6.000000	0.034424	14.389183	3.000000	13.052475	8.029265	5.000000	0.013167	5.266772	3.000000	0.525603	9.966743	1.000000	0.127259	0.647536	6.000000	25.795965	2.658735	3.000000	29.602838	2.120535	1.000000	0.019741	9.711699	2.000000	85.030139	1.918133	3.000000	0.213611	4.430568	5.000000	56.082420	0.423917	2.000000	0.016414	3.221068	2.000000	70.912773
2	2	72.906844	199.645591	41.835752	62.499562	44.305717	0.371230	0.810894	0.532205	0.611837	0.989198	0.454711	2.000000	0.012090	8.912834	4.000000	8.453150	18.479768	5.000000	0.012728	10.521200	5.000000	0.018573	14.582383	4.000000	0.020314	8.298852	1.000000	37.171944	0.644195	2.000000	3.077733	2.860650	3.000000	0.010870	5.090552	6.000000	34.838374	1.940365	2.000000	0.012992	7.583452	3.000000	40.596903	0.639017	4.000000	0.014875	5.731078	3.000000	6.269496
3	9	55.023136	128.496683	23.334851	23.442342	2.080937	0.939647	0.989939	0.713549	0.746866	0.509887	1.288635	2.000000	0.014205	12.844414	5.000000	57.729002	1.569416	2.000000	0.011944	1.712000	4.000000	0.027196	10.055598	4.000000	0.031865	12.337422	6.000000	40.942636	1.344604	3.000000	28.941398	3.259066	5.000000	0.025931	5.981640	4.000000	40.065738	3.685614	4.000000	0.020275	14.013462	5.000000	35.940990	2.280461	3.000000	0.033101	0.522748	2.000000	66.420477
4	2	45.195965	622.782227	97.768104	59.995601	97.906579	0.171806	0.866207	0.246927	0.830214	0.874064	3.004768	3.000000	0.023283	0.466127	4.000000	36.443822	3.659281	4.000000	0.014362	4.623404	6.000000	0.026275	11.237008	1.000000	0.022323	10.473443	3.000000	20.060922	1.415862	2.000000	12.922726	0.137152	4.000000	0.031227	14.377855	5.000000	83.165610	3.122783	2.000000	0.011552	0.684405	6.000000	14.248945	4.314894	3.000000	0.013781	7.366640	2.000000	34.912340
5	8	94.866493	760.713610	90.043661	34.784834	94.562042	0.792208	0.525158	0.440360	0.406662	0.533911	0.363243	5.000000	0.248063	17.123665	5.000000	87.341723	14.548093	4.000000	0.642403	12.307637	2.000000	0.016710	13.578461	2.000000	0.016675	10.917784	1.000000	46.587361	0.654255	2.000000	61.122049	4.479947	2.000000	0.367946	16.375141	3.000000	56.025497	2.792905	1.000000	0.034848	0.962882	1.000000	42.331574	0.552952	6.000000	0.119264	6.344676	5.000000	24.706019
6	8	38.766632	17.542452	27.621268	16.641151	49.352459	0.135773	0.592775	0.781201	0.401595	0.933217	3.569384	6.000000	0.012673	14.878020	5.000000	93.680053	15.635968	4.000000	0.033979	5.298567	6.000000	0.019792	10.061149	4.000000	0.011259	13.786725	1.000000	62.892015	0.534175	2.000000	10.214610	3.109643	4.000000	0.010290	2.200873	5.000000	52.092686	2.617941	3.000000	0.045306	15.528643	2.000000	59.829134	1.964807	5.000000	0.041423	16.325677	2.000000	60.651375
7	3	95.219455	229.864993	9.178697	23.855395	97.611811	0.537261	0.514279	0.432344	0.677146	0.717031	3.764841	4.000000	0.044671	4.082544	3.000000	56.992612	14.952112	4.000000	0.010300	7.589106	4.000000	0.024620	8.855555	6.000000	0.025606	6.728281	1.000000	44.622120	1.949796	5.000000	89.226039	0.348255	5.000000	0.013256	18.357464	5.000000	94.664421	3.099317	5.000000	0.010967	3.924356	3.000000	32.503983	2.624210	2.000000	0.012810	3.243038	2.000000	91.807681
8	4	54.137967	181.101487	46.497547	28.295329	42.092423	0.741685	0.868961	0.943122	0.483445	0.691489	1.137434	5.000000	0.039409	5.312190	2.000000	77.320150	6.713109	4.000000	0.010407	3.063469	1.000000	0.012825	1.587964	3.000000	0.016515	18.140270	5.000000	20.802324	4.272919	5.000000	44.810621	4.209058	1.000000	0.022465	0.579686	4.000000	71.876943	4.387449	3.000000	0.013000	14.906106	6.000000	38.660012	4.184027	6.000000	0.083184	16.179909	4.000000	63.702328
9	3	86.761058	419.419441	98.910495	87.469549	36.057633	0.685562	0.503112	0.507026	0.693891	0.823053	4.421648	5.000000	0.011355	1.209373	3.000000	41.006792	10.817610	5.000000	0.025695	2.002892	2.000000	0.014038	14.135699	4.000000	0.016637	3.422733	2.000000	99.017108	3.137626	5.000000	97.499573	3.010937	1.000000	0.013546	8.697412	4.000000	97.195391	1.045483	5.000000	0.011788	8.757066	2.000000	26.683363	2.258173	1.000000	0.019179	7.260656	6.000000	90.396812
10	4	54.153491	850.168700	25.002426	7.305909	29.972795	0.630658	0.906495	0.932807	0.620243	0.483464	2.857697	2.000000	0.021407	18.248882	2.000000	24.327533	4.723150	3.000000	0.032009	6.315972	2.000000	0.013189	6.706994	1.000000	0.022658	11.064242	3.000000	2.579035	2.392401	5.000000	31.535325	2.412893	2.000000	0.013667	4.202840	3.000000	75.974640	0.441667	5.000000	0.011849	10.634486	2.000000	62.628888	0.660358	2.000000	0.015277	5.695132	5.000000	46.912858
11	3	31.565128	921.399264	46.343533	38.078305	25.436108	0.589594	0.447556	0.823761	0.261422	0.778176	1.774165	3.000000	0.010093	6.104519	4.000000	38.326831	16.747530	1.000000	0.133014	8.508204	4.000000	0.557530	18.461019	2.000000	0.010388	6.482992	6.000000	39.274370	3.020975	1.000000	36.483262	1.504543	4.000000	0.056160	5.937253	3.000000	53.346770	3.356564	1.000000	0.012017	12.948537	3.000000	2.584387	3.156696	2.000000	0.016299	4.359137	6.000000	71.407145
