103	15	3.315033	-2.819408	-12.403629	4.329756	-7.225406	-1.580600	-0.419280	6.911188	4.144229	-1.112745	-8.695731	3.815185	-5.738363	-5.535988	7.366475	-2.775344	-0.953721	-1.999699	-7.768556	4.345597	-5.625588	-3.454837	6.160872	3.504164	0.650807	-1.833142	-10.559528	5.518917	-5.786871	-0.761601	0.020629	7.189251	-5.881636	-2.704509	-7.960817	7.011438	-6.737420	3.512874	4.450477	1.201723	0.818192	-2.789837	-12.535466	4.552370	-7.698721	-0.850634	0.555358	6.039076	3.552297	-3.037695	-12.464945	4.116145	-7.541618	-1.711074	-0.447745	6.817857	0.851030	-2.830271	-12.605847	4.511866	-7.764989	-0.878375	0.578335	5.989015	0.379873	-2.049919	-10.779014	5.324031	-6.306676	-0.656287	0.198133	6.867606	3.845776	-3.452466	-12.406219	3.756481	-8.078389	-1.949171	-0.448532	6.632678	1.397146	-4.086082	-13.235181	3.441426	-8.455310	-2.446726	1.061855	5.097938	3.901547	-3.576709	-12.368775	3.661137	-8.220700	-2.017745	-0.431710	6.574042	1.918492	-4.625493	-13.244436	3.060984	-8.363139	-2.966389	0.974561	5.148281	0.963664	-2.981397	-12.804855	4.364624	-7.985409	-0.995393	0.669066	5.805636	3.385395	-2.877999	-12.428440	4.270878	-7.312291	-1.615950	-0.428477	6.886294
170	15	-8.554002	-4.564784	-1.112114	-8.096640	5.287699	-0.042416	6.606130	0.878042	-6.697964	-2.499480	1.618275	-3.636415	4.919642	-1.924844	-3.554711	2.962317	-11.863336	3.707623	-5.425212	-11.094655	3.730854	0.362523	5.327754	-3.742369	-11.772456	3.621586	-5.040801	-10.503468	4.292184	0.242270	5.470711	-3.631082	-12.048699	3.945081	-6.639159	-11.770896	1.842428	0.797825	5.265143	-3.815390	-7.141035	-2.590485	1.347318	-5.774530	3.723150	-2.395640	2.982255	-2.399614	-10.895962	2.166783	-3.794360	-6.502067	6.449870	-2.993908	6.556789	-2.421452	-11.258282	2.238696	-3.922932	-6.666953	6.216489	-3.104641	6.716990	-2.155101	-13.083384	3.702972	-7.252492	-10.607922	0.770956	0.253313	6.947444	-0.738617	-12.363102	2.670790	-4.371813	-7.710388	5.321397	-2.421721	7.071545	-1.435667	-13.438925	3.127229	-5.320260	-10.577754	3.125208	-1.266281	7.411272	-0.617497	-11.834693	3.679261	-5.283479	-10.893495	3.939514	0.322991	5.379960	-3.703019	-11.395127	2.286780	-3.971120	-6.741083	6.125703	-3.067421	6.766939	-2.064080	-13.141261	3.673890	-7.190287	-10.574328	0.770812	0.179784	7.032074	-0.599805	-12.864068	2.865253	-4.677146	-8.833804	4.650779	-1.968362	7.216487	-1.100754
189	15	-0.516651	-2.867398	-2.983072	2.009133	4.168260	-2.094035	5.379497	-7.400510	-3.411574	-1.128903	3.733782	-0.976748	1.434620	-3.017829	5.699705	-7.622083	-1.103715	-3.542270	2.875375	5.426381	-0.724540	6.125502	-4.937220	-8.975770	-3.737365	-1.586782	3.671187	-1.866202	2.052327	-3.140417	5.689343	-7.755665	-3.563523	-1.325351	3.752129	-1.289687	1.846279	-3.505772	5.000868	-7.712931	-3.693647	-1.506954	3.555883	-1.959452	1.670653	-2.421173	6.311020	-7.752811	-3.406461	-1.122716	3.742857	-0.947910	1.436701	-3.055632	5.642079	-7.621586	-3.405092	-1.124229	3.787695	-0.852376	1.510109	-3.332762	5.182164	-7.646656	-3.744158	-1.598110	3.667121	-1.890519	2.055504	-3.115068	5.720106	-7.757385	-3.398272	-1.114816	3.780155	-0.853922	1.478597	-3.259707	5.308615	-7.635431	-3.791602	-1.662819	3.558947	-2.200072	1.836104	-2.438317	6.273922	-7.774027	-3.794436	-1.683027	3.630791	-2.081932	2.051473	-2.877704	5.958817	-7.769684	-3.716088	-1.551770	3.683207	-1.791400	2.038781	-3.212891	5.593814	-7.750253	-3.397123	-1.112920	3.775505	-0.861327	1.467492	-3.225832	5.366239	-7.631280	-3.401462	-1.116866	3.753581	-0.915776	1.441715	-3.104038	5.566221	-7.622375
344	15	-0.415955	-5.273249	3.444812	-1.883461	1.641684	7.050054	-2.021038	-10.622135	1.833599	-4.586155	2.524453	-4.298499	-0.880892	2.560225	1.718007	-12.127561	2.517929	-4.107665	4.731127	-1.220879	-0.758013	3.119285	-1.986119	-10.617316	2.147282	-4.397642	2.851187	-4.217899	-0.830636	2.657079	1.411961	-12.121494	2.911053	-3.668918	4.308532	-2.043514	-0.688242	3.095767	-1.868650	-9.423525	2.896565	-3.853264	3.560237	-3.559285	-0.712185	2.978969	0.660652	-11.377652	3.111190	-3.547920	3.868626	-2.987075	-0.657997	3.162855	-0.077552	-10.443279	-1.798027	4.369384	-2.667066	-5.596190	3.094890	-1.528747	3.316161	-12.546281	0.550940	-5.040749	6.125566	0.374061	-0.775800	5.444430	0.034182	-13.252688	2.185766	-4.532844	5.020827	-0.663689	-0.774303	3.301298	-1.663217	-11.894707	-0.999337	-5.218733	4.207281	-1.482282	-0.930003	5.223487	1.661840	-12.533888	0.546278	-5.127356	2.386644	-2.775519	-1.000635	3.014040	3.050889	-10.941435	0.758708	-5.100481	6.136622	0.487204	-0.764657	5.256115	-0.116053	-13.367068	-0.987373	-5.245454	4.158894	-1.568182	-0.937044	5.169802	1.746539	-12.519820	2.397064	-4.234429	3.099068	-4.048884	-0.791397	2.746059	1.185693	-11.989053
437	15	-0.264299	2.565391	-6.162477	-3.935516	-9.725069	5.315955	-1.794369	1.441489	-0.462757	2.579178	-6.076857	-3.925507	-9.632154	5.213488	-1.876903	1.573556	-7.017060	3.789768	3.583210	-8.509480	-2.767631	-3.018718	4.903105	-5.220030	-8.739044	-1.181281	6.034921	-5.027176	3.037244	-5.908289	4.124679	-6.161089	-8.092526	-1.412973	4.340451	-10.466457	-3.621284	2.524882	-4.822533	4.746877	-3.097897	0.270032	3.163195	-10.018727	-7.398853	6.035749	0.294907	-1.793523	-12.046119	3.751136	-0.678311	-2.031863	3.590606	-4.507102	4.831900	-11.238667	-0.977143	1.819240	-5.980441	-3.738092	-9.321828	5.332665	-1.293189	1.841838	-5.316348	0.563031	9.057209	-11.239873	-4.179389	-0.135005	-2.696130	3.972610	-0.561392	1.993322	-6.058866	-3.775346	-9.608579	5.414851	-1.343189	1.605060	-1.098363	1.811362	-5.966916	-3.731951	-9.236979	5.293383	-1.312314	1.908782	-13.897657	-2.255052	0.834316	4.103347	2.571680	-6.096987	1.859163	-7.455348	-1.223419	1.852108	-5.952583	-3.728754	-9.181896	5.229038	-1.375746	1.980171	-1.189299	2.053823	-5.930997	-3.751665	-9.330484	5.138187	-1.559958	1.976974	-0.243661	2.375815	-6.164913	-3.874804	-9.763305	5.400426	-1.596649	1.415868
582	15	-4.720495	1.075153	-8.055384	2.994681	3.535244	-4.341997	1.702910	-7.371007	2.048531	-3.987888	-6.046895	6.144523	-2.903326	-4.946475	5.178294	-6.086540	-1.747473	-5.822146	3.569602	-1.659390	-7.645825	8.049652	-2.702951	2.762754	2.383139	1.444771	-3.948376	4.536594	-3.635230	-1.825241	0.089585	-5.164783	-1.426454	-4.470287	3.177878	4.778438	-5.895266	3.484450	-3.003174	-3.911683	3.033056	1.212049	-3.281340	5.131084	-3.320715	-1.961948	-0.138767	-4.451016	2.915422	1.300246	-3.402918	5.009347	-3.390691	-1.908766	-0.175433	-4.594379	3.009310	-0.799787	-3.071611	5.796057	-2.747808	-3.264150	0.939318	-3.704368	2.124973	1.418394	-4.203308	4.368327	-3.677971	-1.874487	0.409941	-5.409269	3.318170	-0.046543	-2.913080	5.748054	-2.922446	-2.719180	0.538074	-3.625985	2.580612	-0.922054	-3.184444	5.551572	-2.553340	-3.533165	1.354761	-4.876606	2.614443	1.418204	-3.712799	4.724172	-3.546894	-1.835478	-0.105487	-4.930330	1.615828	0.952461	-4.599134	4.224909	-3.314489	-2.309855	1.201207	-5.886708	2.933564	-0.894929	-3.100732	5.770638	-2.709949	-3.358272	1.024339	-3.854531	2.183304	-0.580744	-3.250197	5.210774	-2.421497	-3.387691	1.605596	-5.987903
688	15	8.707124	-5.515474	6.942238	3.380334	-3.868491	-4.941853	-6.444177	-2.595654	2.878039	-6.800954	8.146903	-0.416443	-1.891010	3.642830	-3.028633	-3.518330	1.899455	-6.871455	8.329707	-0.334162	-1.462650	4.443346	-1.913038	-3.785481	3.004450	-6.652154	8.088081	-0.379249	-1.776785	3.353109	-3.374606	-3.539211	-0.414308	-6.009558	7.513245	-0.515565	2.818135	1.256364	-2.752613	-4.769944	-0.700538	-6.112205	8.221388	-0.044306	0.050617	3.703058	-0.903023	-5.422120	0.636492	-7.493541	7.675560	-0.188215	2.534448	1.751613	-4.842798	-5.399494	-0.563083	-5.657872	7.493352	-0.577330	2.594221	1.250185	-2.362344	-4.476748	1.526685	-6.850079	8.379375	-0.274622	-1.271712	4.582050	-1.604403	-4.017654	2.694495	-6.867148	8.194978	-0.420900	-1.859749	3.879162	-2.738894	-3.527866	-0.919865	-4.989202	7.661776	-0.629838	1.391226	1.773236	-1.307374	-4.108694	-0.178842	-6.537629	7.551398	-0.428296	3.025131	1.315374	-3.342023	-5.163969	-0.586761	-6.283240	8.269828	-0.015892	-0.087085	3.903558	-0.893734	-5.519982	0.535287	-7.468073	7.661273	-0.214215	2.661574	1.685876	-4.734082	-5.447408	1.826198	-6.866933	8.339955	-0.322991	-1.424441	4.475886	-1.849815	-3.825424
730	15	-1.970769	-5.166235	-0.053467	2.978844	-0.045308	4.533021	-1.659056	-7.295532	-1.303073	-5.093477	-0.086069	2.709437	-0.720114	4.404855	-1.140472	-7.897812	-0.761276	-4.807381	-0.020402	2.843833	-0.243857	4.030433	-2.125712	-6.813783	-1.901888	-5.239915	0.123611	2.935588	-0.306946	4.437291	-1.636604	-7.063474	-2.338303	-5.167562	0.046932	3.436076	0.717295	4.062557	-2.448085	-7.087788	-0.634444	-4.826410	-0.179374	2.621075	-0.795474	4.245637	-1.400157	-7.710016	-0.563975	-4.761350	-0.128340	2.660818	-0.628080	4.136221	-1.711226	-7.141995	-3.095626	-5.261078	-0.014346	3.375327	0.707848	4.200320	-2.150612	-7.189227	-3.390969	-5.279140	-0.048569	3.288253	0.595743	4.298195	-1.980234	-7.224317	-2.211419	3.213145	-3.203844	2.678269	4.198063	-0.645983	-6.483087	-9.449939	-8.062545	-1.217493	5.249174	5.235729	1.575045	-0.853152	-6.583896	-13.803677	-1.461432	-4.997633	0.073226	3.258662	0.387052	3.982342	-2.539428	-6.905688	-3.475387	0.277480	5.578776	-1.548162	-3.006223	5.670757	-0.588729	-12.557520	-3.219925	-5.257627	-0.073446	3.163072	0.381219	4.418236	-1.804531	-7.260365	-2.757672	-5.224642	-0.075784	3.083330	0.214037	4.483739	-1.713203	-7.286531
776	15	-8.417511	2.860838	-7.873165	4.151604	3.644694	0.572366	-4.239356	-4.986015	-4.487306	-4.895436	2.170215	4.311483	-1.894902	-5.114280	6.729791	-6.132430	-10.515661	0.704664	3.160453	-3.355419	0.643046	-3.280355	9.303662	-5.641457	-2.882146	6.854333	0.725766	-1.971510	-2.838762	-4.021145	6.872794	-2.619080	-10.472998	1.019707	3.239813	-3.388924	0.182921	-3.416893	9.321075	-5.501342	-8.717413	-1.849734	-6.112111	6.181104	3.657837	-0.523631	2.046974	-2.551618	-10.516396	0.600096	2.510100	-3.306964	0.846438	-3.219476	9.206951	-5.066550	-10.467907	0.864486	1.865187	-3.280370	0.834702	-3.225672	9.075831	-4.627482	-5.255003	-2.641105	3.669383	-2.349537	-4.239855	2.502869	9.249603	-0.684609	-10.484486	0.744041	1.949701	-3.274381	0.886678	-3.207467	9.094722	-4.611039	-10.487028	0.726631	1.967079	-3.274053	0.892460	-3.205417	9.098636	-4.614113	-10.517597	0.615639	2.656250	-3.318827	0.808570	-3.231387	9.231364	-5.213537	-10.462978	1.065716	3.040824	-3.386824	0.170412	-3.424875	9.294674	-5.417213	-10.431191	1.211058	2.368957	-3.369931	0.242929	-3.416368	9.188168	-5.179120	-10.507493	0.813133	3.519172	-3.378482	0.447593	-3.334508	9.347307	-5.795633
804	15	-3.296410	-2.465523	-1.066732	0.949357	-3.974932	1.593494	1.892414	-4.977102	-3.898023	-3.089023	6.070091	2.979499	-2.068480	1.653202	-3.334472	-6.150293	-7.367998	0.952388	-6.443702	-2.054365	-4.133323	4.602144	3.816977	-2.821704	2.224984	-5.165462	-1.739070	0.850755	-4.786003	-0.517179	1.335192	-9.424332	1.693323	-6.060095	-3.068654	0.777176	-2.224973	0.599423	2.204387	-9.378130	0.304911	-4.075791	-1.990624	0.715243	-0.371234	1.547212	1.671560	-9.398722	-4.697112	-2.156613	-3.994187	1.322494	-2.108255	5.384394	3.082776	-4.021602	-4.838727	-7.353698	2.570555	2.896178	-5.074743	-1.166330	3.718555	-10.664782	-0.712474	-3.277070	-0.493195	1.507239	-3.419627	0.717853	1.453113	-6.309377	2.090133	-4.456557	-0.715485	1.037122	-4.963348	-0.204627	0.681790	-9.334660	-4.129594	-2.709979	-0.514906	0.717183	-5.608440	2.322885	1.869033	-5.374135	-5.915785	-1.431804	-4.012059	0.035342	0.024010	5.012418	2.181727	-5.396785	-0.123504	-2.756761	-1.503896	0.616623	-0.817839	1.950017	1.540654	-9.213690	0.552702	-2.827772	0.387193	1.325442	-3.033302	0.679154	0.404137	-9.370400	-0.524718	-3.409516	-2.096225	0.979130	0.306991	1.166986	1.310170	-9.563360
