162	12	4.609611	-3.768370	5.905961	4.323665	-5.150024	-5.873756	-2.404058	-6.323078	3.508198	4.720036	-1.185916	-2.235354	-3.120255	-9.557455	2.994021	-2.871459	-0.695569	5.680381	-5.901377	-2.921262	3.170510	-11.248931	2.328935	-6.403444	-2.133462	1.735159	3.263103	5.736081	-2.558902	-7.449187	-2.868007	-7.976537	-1.977795	1.839314	3.215769	5.909712	-3.269165	-7.107546	-2.650570	-8.274178	-1.137400	0.694532	2.960601	5.937692	-2.915458	-3.835489	-1.914249	-8.723816	-1.346644	0.672585	3.324579	5.797354	-2.492392	-3.890293	-2.269415	-8.336442	-2.108663	1.299593	3.458299	5.626893	-2.153433	-6.117325	-2.888842	-7.851919	-1.930791	0.996116	3.683625	5.639560	-2.132932	-4.958764	-2.791956	-7.899955	-1.403427	1.240746	2.772575	6.128982	-3.709210	-4.872341	-1.895175	-8.987665	-1.182889	0.918040	2.680185	6.069495	-3.368396	-4.163103	-1.772030	-9.000223	-2.148905	1.644565	3.289428	5.695449	-2.411414	-7.264591	-2.893704	-7.924312
315	12	-1.218298	6.970072	-4.806822	-5.384716	-2.479635	0.335806	6.234209	-3.287537	-3.047813	7.280072	-8.831798	-2.921135	-8.691037	1.743053	-2.082118	2.917309	-2.104722	7.682030	-9.501387	-2.150528	-7.978117	0.743284	-0.224741	2.640957	-4.182333	7.226345	-14.191097	0.348916	-4.394318	2.300614	-3.522690	2.259432	-2.349631	7.519920	-9.032028	-3.947729	-8.353492	0.932458	0.342631	2.776458	-2.154758	7.645194	-9.373962	-3.169061	-8.168200	1.271943	-0.615003	2.731807	-2.183374	7.637170	-9.193350	-2.072225	-7.880294	0.355395	0.096595	2.608027	-2.127943	7.670189	-9.351339	-1.998534	-7.914374	0.526554	-0.067240	2.619798	4.386090	10.609815	-11.173119	1.353251	-8.138292	-2.910811	0.571029	-1.700767	-2.271521	7.569664	-8.932559	-4.004776	-8.377792	1.352159	-0.111829	2.806879	-2.341630	7.529810	-9.099884	-3.248006	-8.156664	0.518798	0.439439	2.675188	-2.313617	7.542477	-8.950236	-4.101718	-8.401853	1.211140	0.121668	2.810208
463	12	7.788609	-3.149329	-2.839470	12.809933	-2.007157	-5.843364	-1.508128	-0.529586	3.244771	-4.406447	-6.519623	12.896730	2.384347	-3.905462	-1.673220	-3.906180	8.097376	-2.702485	-3.369440	12.919564	-0.693645	-6.270218	-1.178837	-2.850410	4.259390	-7.550224	-6.643525	10.514399	-8.316759	-6.782969	4.346287	-0.050993	8.084553	-2.797173	-3.793426	12.916729	-0.807863	-6.195826	-1.180386	-2.037274	8.091842	-2.977538	-3.795756	12.917058	-0.701328	-6.200860	-1.177421	-2.161282	8.075126	-2.161783	-3.402074	12.918287	-1.063093	-6.238628	-1.186076	-2.382935	8.097256	-3.026154	-3.718245	12.917682	-0.616536	-6.230256	-1.176052	-2.414956	8.099423	-2.855299	-3.491061	12.918960	-0.614003	-6.268398	-1.177301	-2.777507	8.078272	-2.161665	-3.299349	12.919092	-1.063313	-6.243691	-1.185409	-2.523916	8.074557	-2.181446	-3.440610	12.918030	-1.054487	-6.236658	-1.186122	-2.337804	8.074250	-2.274192	-3.544912	12.917434	-1.017074	-6.229885	-1.185795	-2.225942
521	12	-3.175827	-3.173851	3.680642	3.985739	-1.257797	3.937647	-5.498327	-5.760281	7.627117	-5.362304	-1.050225	-1.329114	3.454389	-3.872384	1.840298	-5.928988	-4.140789	-2.127201	3.412879	3.947263	-1.152837	3.958969	-5.953326	-4.752355	2.325101	-4.182662	-1.185318	3.929100	-4.204073	-0.239418	1.036153	-1.824507	-4.181944	-2.414867	3.461023	3.906367	-1.053328	4.154389	-6.084109	-4.616418	-4.289801	-2.449023	3.192385	3.895593	-0.895153	4.493135	-6.298573	-4.451725	-4.214353	-1.806055	3.045109	3.978963	-1.150403	4.007162	-6.042254	-4.722902	-4.288392	-1.656980	2.699050	3.976569	-1.070194	4.216716	-6.205320	-4.591559	-4.362880	-1.967060	2.566026	3.927174	-0.798779	4.739899	-6.447039	-4.339260	-4.353614	-1.713599	2.430483	3.952143	-0.889792	4.596592	-6.396546	-4.406480	2.732025	3.929834	-3.253170	-0.844089	-4.900617	2.285504	-3.244026	-7.165653	-4.322622	-1.638618	2.538542	3.968179	-0.997911	4.381093	-6.297908	-4.507500
563	12	7.879161	-4.974440	-5.168630	5.597335	-1.111530	-10.562993	4.364029	-4.144573	-2.731448	-2.142481	6.324254	-1.320538	6.555490	-13.233289	4.994213	-3.323185	9.300480	-6.938862	-0.817405	5.256786	-5.445580	-10.943021	-2.419852	2.541856	1.213189	0.626168	4.242994	-3.762526	0.253126	-12.651036	1.567490	-7.280422	0.834356	0.333144	4.331614	-3.897244	0.905079	-13.185268	1.522718	-6.988513	2.104005	-0.542365	3.699774	-4.048739	1.079130	-13.568542	2.181182	-6.787858	0.985207	0.047612	4.250439	-4.010729	1.137564	-13.548495	1.638583	-6.856996	2.002186	0.463888	4.036397	-3.793735	-0.074178	-12.603093	1.892274	-7.411306	1.132616	-0.128657	4.163222	-4.065637	1.213975	-13.731883	1.729256	-6.793926	1.599702	-0.500203	3.887279	-4.113200	1.257370	-13.875585	1.973361	-6.721012	2.284693	0.309224	3.939985	-3.828748	-0.025791	-12.696314	2.058884	-7.364098	2.519292	-0.031040	3.780370	-3.903631	0.367807	-12.962595	2.261257	-7.145248
578	12	-0.145940	6.165230	-1.000443	-4.101016	-1.773018	-2.790487	-0.625437	6.365877	3.701997	4.939187	-2.524888	-5.628320	-5.803701	-3.727279	-4.868303	3.729091	1.067745	3.241609	3.534238	-9.520762	-6.786596	-0.655056	-8.223565	1.333025	1.120013	3.266583	3.351213	-9.682610	-6.561673	-1.169420	-8.168235	1.529478	-4.253644	-2.035438	-2.076203	1.528871	1.674468	8.402457	-7.543802	-0.059262	1.146621	3.198988	3.744237	-9.535171	-7.145383	-0.626634	-8.429613	1.214230	-4.704049	-2.213660	0.185425	4.417889	0.433062	7.507086	-7.238445	0.023480	3.340566	6.188101	-1.791328	-3.028394	-2.369417	1.763832	-4.358511	-3.295611	6.463534	2.918268	2.214577	-7.261170	-4.347780	-1.927370	-3.946127	-0.585367	-4.406205	-2.101935	-1.331162	2.062299	1.168207	8.493339	-7.658347	0.102420	-4.240325	-1.763974	-1.582332	2.468762	3.259186	5.006374	-7.329935	-0.768883	-4.976668	-2.433983	1.303017	5.267838	-0.105020	6.328029	-6.659420	-0.111193
594	12	-9.034593	5.557059	3.548965	4.869919	-1.640472	-3.536230	-2.336444	-5.455713	-12.049614	5.195471	1.116716	2.010752	-6.481823	2.848710	-2.998466	-7.851757	-9.170730	4.935282	-3.445185	5.580120	4.763770	-3.987730	-0.688296	-7.721437	-11.954397	4.713796	1.978453	1.243236	-6.478367	1.896105	-3.344770	-7.295844	-9.548750	-0.592878	6.558990	-2.731488	2.090948	-5.259482	3.709813	-7.059287	-10.811772	1.126964	7.432448	-0.848843	-2.864182	-3.150271	5.179245	-3.323279	-11.538405	-2.232229	3.356835	1.793106	1.039066	-7.745106	1.444561	-3.297910	-11.998491	4.277991	2.114871	0.637297	-6.460738	2.473169	-2.486893	-7.555825	-8.494265	6.574833	6.701987	-2.487834	-4.749788	2.289242	-1.656586	-6.689145	-12.059074	5.229050	0.983206	2.091583	-6.479403	3.005501	-2.827518	-7.627211	-11.627654	-2.218667	3.176368	1.796803	1.132195	-7.604773	1.365129	-3.505679	-12.436354	3.893528	1.560717	1.056750	-6.445031	3.601096	-1.911539	-8.174700
691	12	-3.396070	-5.194646	4.055135	5.713057	1.361956	-11.507122	1.775575	-3.096518	-4.376035	-2.437456	3.339078	-2.875403	-2.459023	4.226278	-0.925090	3.778742	-0.486636	-1.913186	3.698964	-0.921681	3.691645	-6.598024	3.483845	-1.839846	-0.590993	-1.836515	3.570882	-0.691317	3.736757	-6.783533	3.419964	-1.805332	-6.385134	-2.187578	5.309388	5.946056	-3.608286	0.429262	-2.039125	1.845902	-0.746638	-1.658181	2.802559	-0.004982	3.748479	-8.152049	3.345571	-1.967414	-0.107883	-1.739729	2.181782	-0.365991	3.570582	-9.624568	3.680737	-2.280986	-0.477325	-1.652187	2.217260	0.011497	3.639375	-9.360070	3.439363	-2.184345	0.033341	-1.842143	2.367580	-0.618149	3.525230	-9.193154	3.826040	-2.324827	-0.106702	-2.097696	3.520632	-1.240270	3.510838	-6.914234	3.803720	-2.177040	-0.026340	-2.097119	3.340845	-1.191895	3.481866	-7.180872	3.873544	-2.257261	-0.199649	-2.072994	3.652973	-1.238605	3.552143	-6.723618	3.718871	-2.080738
725	12	-6.596466	-5.030328	1.144687	-6.630764	3.623318	2.130161	-0.129261	-5.639610	-5.680377	-6.126002	1.325787	-7.187397	3.694149	1.294617	0.101233	-4.725266	-5.298693	-8.596725	-7.962719	-4.656002	6.798802	-2.379752	1.543891	3.688206	-2.515264	-6.763823	1.820807	-7.326852	4.861621	0.588687	-2.938702	-1.326306	-5.637031	-6.079465	1.043714	-7.086516	3.035483	1.602213	0.363240	-4.774676	-6.011441	-5.748566	1.357063	-7.066585	3.909921	1.536237	-0.161043	-5.178198	-6.545217	-4.959454	1.086367	-6.589778	3.487511	2.206128	-0.065774	-5.633315	-5.621243	-6.216317	1.287005	-7.190707	3.573794	1.267479	0.195273	-4.625966	-5.934777	-5.461788	0.967532	-6.853860	2.995067	2.020999	0.240633	-5.200838	-5.573404	-6.290327	1.224045	-7.180415	3.407130	1.280565	0.294050	-4.561419	-3.672530	-0.874416	-1.290681	-5.251254	5.936054	2.153503	-6.718732	-1.286077	-6.571918	-5.157602	1.207529	-6.710401	3.746511	2.017001	-0.182740	-5.606792
732	12	0.211146	-12.043356	1.482758	-4.012450	-4.822579	-5.307389	4.855515	10.008387	-0.005840	-6.478906	-0.379317	-1.340885	-1.644924	-6.210243	7.302177	9.986295	0.020205	-6.556998	-0.208524	-1.755545	-1.848197	-5.982492	7.359456	10.296566	0.361929	-6.246234	-0.608206	-1.340536	-1.658138	-6.403558	7.274926	9.737035	0.762287	-6.076247	-0.769689	-1.687493	-1.901868	-6.435535	7.303747	9.706408	0.786920	-6.066819	-0.772976	-1.728533	-1.935018	-6.435938	7.308185	9.723779	0.097153	-6.398338	-0.456170	-1.301028	-1.632251	-6.294282	7.287698	9.891018	-0.071351	-6.555250	-0.299466	-1.437092	-1.682500	-6.107251	7.322536	10.100592	0.830978	-6.049890	-0.771617	-1.819106	-2.009864	-6.436750	7.318069	9.772793	0.817065	-6.055262	-0.773444	-1.787252	-1.983314	-6.436515	7.314587	9.753959	0.751661	-6.094138	-0.498598	-2.295302	-2.395885	-6.308952	7.371740	10.250290	0.011055	-6.464015	-0.393615	-1.330155	-1.641199	-6.227143	7.299114	9.967658
