67	8	4.379160	3.634513	-3.503455	-3.217782	2.668131	-1.162126	-0.917600	-2.712721	2.959042	-0.537347	7.310627	-5.992478	0.221251	-8.372349	-0.132477	-2.250085	2.786350	2.843218	-2.109340	-6.356039	2.882722	-5.057358	-3.530169	1.709875	2.401130	2.800251	-2.044218	-6.455472	2.892045	-5.100673	-3.464911	1.819187	2.513532	2.272756	-2.142241	-6.270090	2.740094	-5.065418	-4.587287	2.585395	3.497526	2.528246	-2.329627	-6.015287	2.774877	-4.956911	-4.679503	2.218349	3.659139	-0.645056	4.513650	-7.513827	5.781389	-4.793848	-4.193644	-2.351555	3.750661	2.792926	-2.277513	-6.046932	2.837462	-4.907716	-3.912203	1.669539
164	8	-3.491725	5.498126	-4.214300	-1.369260	-12.734730	6.665225	4.493926	-3.497937	2.350213	5.174984	-5.363924	-3.950590	-10.071274	4.352164	-1.923143	-1.949082	-1.011677	1.935523	0.729974	7.126871	-8.578522	-0.793993	-3.890127	-3.307339	0.001893	-3.033856	3.370965	5.608646	-11.983071	0.580323	-2.308149	-1.545440	-0.925766	0.466621	1.469888	6.202600	-8.331291	0.383032	-2.858957	-4.647775	-0.976244	1.838564	0.735262	7.160954	-8.783531	-0.828166	-3.772271	-3.107914	-0.819634	0.726388	1.177528	6.974414	-10.190580	-0.271222	-2.929940	-3.560159	-1.019876	0.630703	1.411329	5.752287	-7.607246	0.534334	-2.894881	-4.927022
250	8	-7.243678	-2.658994	-6.250313	8.277574	0.870363	-2.523134	3.316360	-3.501896	-0.661139	-6.098451	-3.310361	7.502863	-3.561186	2.618488	2.069129	-3.505725	8.441511	-11.941752	-4.871701	0.611860	-5.804075	-8.362436	4.030831	2.914807	2.198332	-9.163057	-2.984211	4.288014	-6.003004	0.977606	1.966401	-6.855255	2.313931	-5.359823	4.345807	-2.839914	-5.374041	-1.601078	5.400549	-2.392156	7.723356	-8.419870	4.217345	-0.618198	-4.955408	-7.915935	1.384148	-1.651535	-3.446193	-1.994786	-6.700415	9.715497	0.136569	3.649706	-1.834987	-4.266763	-3.493734	-2.171032	-6.612833	10.046484	0.614178	2.112236	-1.472414	-4.505125
269	8	-4.065588	-1.450443	-4.004836	4.996107	-0.162173	0.402795	6.549847	-4.052649	-1.005375	-2.759348	0.258268	-3.705375	3.625671	-0.113538	7.863005	-2.301892	-12.934486	-2.086684	-4.195395	-4.200310	-0.783100	4.313299	5.489963	2.769067	6.498853	-4.022958	-3.615360	2.354725	-6.336180	-0.895330	5.473727	-8.530428	-6.908698	-2.602883	-4.429498	-5.244032	4.570879	4.590867	3.386806	-0.816105	3.091332	3.473686	-1.057666	-0.437525	-6.419322	-2.366352	2.416231	-10.004567	-2.112160	2.706383	-3.116277	0.014992	-2.676737	2.339385	2.829664	-6.871951	1.783527	1.558702	2.067636	-2.555439	-3.391418	-6.118049	5.106206	-3.895673
278	8	-0.184000	-3.252745	-2.930537	2.450228	-3.526747	8.199749	-2.167059	2.726646	-4.516102	-2.919236	-1.318587	-5.333162	-7.347337	10.523768	3.375775	7.067665	-8.020939	-0.984314	2.760167	-6.602826	-6.488806	5.352159	5.690646	0.531239	-0.927860	-4.829720	-2.749967	1.872784	-4.385550	8.470784	0.005757	2.457907	3.250623	5.610384	-1.486674	-6.909563	-2.328811	3.726173	-3.974880	-3.198085	-2.875521	-5.485786	3.346381	6.376687	-7.019037	2.358350	-0.605328	-3.954822	-1.631804	-5.164459	-2.391355	2.271227	-5.156435	8.477012	-1.117487	3.517051	-0.900276	-4.795596	-2.754803	1.870850	-4.339154	8.462939	0.033979	2.398454
304	8	-3.071691	-8.389435	5.416103	-2.827431	-0.785983	2.443995	-2.983742	6.208840	-0.835902	-9.264462	-5.802405	2.431868	3.510606	9.799507	-5.028822	-4.634316	-3.302378	-3.482131	2.700660	-0.941273	-2.236139	-3.418495	3.735685	4.708246	1.855012	-6.473710	4.379782	-4.710850	5.672040	-1.405553	-3.257480	-2.258607	-3.846321	-8.646220	5.808983	-6.768712	3.309598	-0.129433	-3.099402	2.377130	-7.158774	1.135565	2.168839	-3.175792	-5.193824	-3.085078	4.056305	1.712757	-7.706144	0.335383	1.067445	-2.723258	-4.919068	-4.829671	5.285234	2.830277	-7.132961	1.060128	2.182489	-3.981719	-5.112726	-2.668585	4.398745	1.721310
317	8	-6.782747	-2.431905	3.506391	-5.382886	3.624324	-0.674454	-6.535608	3.067042	-3.946655	-4.331912	-3.687588	-3.802715	1.447624	6.010894	-7.168703	7.881929	-5.708233	3.378727	6.007414	-7.208529	-2.737562	-3.261652	-4.893404	2.359970	5.525048	-0.799906	5.838976	-0.669022	-3.094135	-5.697092	-9.345423	-2.812067	-7.734223	0.365441	-0.935270	-1.488963	-3.537327	6.554422	-6.591698	4.534616	-6.817684	0.002872	-4.688816	3.627839	-7.429459	2.362989	-8.964620	2.635176	-2.783197	-2.859597	-3.034913	0.723680	5.151720	-1.828202	-9.390561	8.123174	-3.672319	1.168233	4.439831	2.018368	-5.676877	-5.151818	-9.676448	-0.230023
333	8	-3.092988	-3.932281	4.089273	-5.257107	4.623828	3.150607	-6.697051	-1.730179	-7.177664	3.597426	-1.635997	2.782737	0.012959	3.632955	-9.384635	-7.998805	-2.926041	-2.383369	3.039576	-3.351767	2.327147	-0.787825	-5.770513	3.025882	-7.193595	3.856762	-2.282640	3.038845	-0.269839	2.991796	-9.148152	-8.865362	-7.061793	4.245180	-1.996199	3.097055	-0.352501	2.616825	-9.000345	-9.196400	-6.990543	4.745765	-1.457366	3.118211	-0.384350	2.213883	-8.824038	-9.453424	-7.246395	3.717766	-2.281099	2.992780	-0.209592	3.164857	-9.207613	-8.669423	-6.997277	4.857641	-1.329770	3.120082	-0.386367	2.130414	-8.794468	-9.497340
407	8	-3.109287	2.141385	-5.629394	-5.420482	-3.174931	3.246654	-5.140947	8.235091	-0.224126	0.282920	1.257329	-6.593675	-3.888107	-0.696343	-4.867754	7.670677	-0.358520	-0.107384	1.712365	-6.556934	-3.802398	-0.531734	-4.506810	6.593696	-4.022257	-3.009334	-3.414067	-3.574298	4.895143	1.886899	-7.277473	5.669704	0.393847	-0.902674	2.779421	-7.886149	-3.872183	-0.754560	-4.716819	6.468675	-0.258002	0.266599	1.274751	-6.551357	-3.882499	-0.678038	-4.830151	7.586060	-0.182055	0.297442	1.241177	-6.648864	-3.894695	-0.717822	-4.911054	7.759082	0.295759	-0.869770	2.685508	-7.784570	-3.789158	-0.692958	-4.648510	6.434391
412	8	7.236985	-1.276292	-3.962634	-5.307230	-4.444670	2.756227	-4.693314	6.680851	8.437787	-10.817075	0.081204	-7.903037	1.470053	4.587304	-3.452951	-1.776872	6.817490	-1.521772	-5.967641	-2.997191	-3.006238	-0.872520	1.738147	6.037011	1.719829	3.048654	-5.131692	-3.336171	-6.675080	0.769925	-3.161434	3.069196	8.327032	-8.489759	0.578576	-6.302274	0.569311	3.542672	-2.518623	-2.060839	8.453713	-10.345518	-0.329016	-7.580511	1.475748	4.741287	-3.184746	-1.624362	8.443238	-9.481598	-0.619224	-6.748831	1.149454	4.073156	-2.472328	-1.525287	8.452246	-9.615832	-0.727778	-6.906075	1.248342	4.346737	-2.618111	-1.511133
507	8	-4.557511	-4.814080	-2.280297	-3.069730	1.900033	3.158051	-2.402132	5.401907	0.448500	-6.187124	-1.174096	1.880601	4.629818	0.343272	-1.854072	-0.868953	-3.410713	1.579423	-4.391721	6.603714	-2.254007	1.906280	-3.559254	0.395323	-7.965688	-3.228633	-4.542448	-0.594594	3.977471	-2.329838	1.717775	8.139216	-7.666998	-2.698366	-6.646073	-1.028159	-1.954451	3.080006	1.841079	6.367539	-4.640916	-5.671597	3.633102	2.077423	-2.783751	-4.899044	-1.934513	6.160878	-2.758983	-4.384765	-2.212930	1.757054	-2.293100	2.448291	-2.485937	3.955214	-5.339511	-5.138443	3.101611	-2.572183	1.924287	-3.663390	-1.459596	7.738397
557	8	-8.466281	3.622290	6.192845	-7.707625	2.000409	-1.533126	-3.344926	-3.518645	-8.269455	3.739854	6.215658	-8.129933	2.941397	-2.223475	-3.795335	-3.606114	-11.567485	2.559190	8.037131	-9.534619	-0.238536	3.002690	-4.161471	-3.798076	-8.190359	3.777701	6.195198	-8.182215	2.922536	-2.375677	-3.641115	-3.647406	-8.505386	3.618777	6.206745	-7.790994	2.262677	-1.630911	-3.599117	-3.518116	-8.202437	3.758130	6.191522	-8.025975	2.532789	-2.278865	-3.375651	-3.640404	-5.677350	8.458282	-4.141468	-6.051977	-1.212598	7.763527	-2.041005	0.350799	-8.351910	3.697386	6.220535	-8.019955	2.758598	-2.044421	-3.789488	-3.574210
567	8	2.760585	1.544373	0.610943	4.594744	-2.708277	-7.134131	-4.938775	-4.161408	-4.600672	6.974957	-5.743336	6.924964	-0.045231	-12.006943	-0.908406	1.237825	1.967731	6.135622	-2.251723	-2.599543	-2.936160	-5.892507	3.477980	-4.669785	-1.331241	8.602616	-2.694532	-0.679750	-1.698532	-2.867418	6.600210	-1.124874	-1.405729	8.557215	-2.715408	-0.756666	-1.645956	-2.875696	6.545972	-0.999066	-0.085496	8.706760	-2.546777	-0.690635	-2.054636	-2.828388	6.475325	-1.834219	-0.969749	8.699448	-2.629973	-0.573487	-1.840342	-2.847125	6.684679	-1.424788	-0.194869	8.744911	-2.553756	-0.649611	-2.042615	-2.824931	6.574169	-1.808954
