1	2	97.405950	49.894883	32.550631	7.024918	0.684840	0.958051	0.991837	0.934597	0.426977	6.000000	0.020574	17.732748	2.000000	1.572450	3.264905	6.000000	0.010307	5.518632	3.000000	0.055150	12.088388	2.000000	0.017942	9.744511	2.000000	0.063309	3.322543	4.000000	0.012490	10.516921	3.000000	0.012768
2	3	84.065447	22.112853	81.653789	86.820067	0.782923	0.818264	0.659177	0.685545	0.911280	6.000000	0.036668	5.606700	5.000000	58.402519	16.864394	4.000000	0.011575	0.970533	3.000000	0.390718	5.927244	3.000000	0.011534	6.293160	5.000000	0.014173	0.778211	6.000000	0.027305	2.380191	4.000000	0.029519
3	1	2.996278	95.326369	17.542907	1.893730	0.862096	0.233614	0.351559	0.648656	8.669760	2.000000	0.050345	7.770492	6.000000	18.132521	10.501372	3.000000	0.017942	11.317358	3.000000	0.042130	9.681368	2.000000	0.060949	3.572048	3.000000	0.123281	7.469156	6.000000	0.172096	15.097145	5.000000	0.055254
4	1	48.549803	9.256691	28.616448	93.428049	0.317405	0.685430	0.207950	0.196230	13.445190	3.000000	0.142350	6.219558	1.000000	65.332357	13.534893	3.000000	0.010484	4.691755	3.000000	0.010091	0.576719	3.000000	0.010775	3.947221	4.000000	0.333747	8.270391	3.000000	0.010490	0.709373	2.000000	0.057003
5	3	43.718393	23.469052	60.298806	54.634820	0.819282	0.944448	0.324511	0.307417	0.497785	3.000000	0.017902	6.861862	3.000000	52.543292	13.100952	6.000000	0.017666	8.861508	5.000000	0.020179	11.258577	2.000000	0.054064	10.570553	1.000000	0.049405	7.218577	5.000000	0.012666	11.017760	3.000000	0.075561
6	1	42.441395	15.652526	95.566133	61.925190	0.471791	0.545125	0.849539	0.199170	5.446272	1.000000	0.131537	17.975054	1.000000	13.587449	4.661524	2.000000	0.013659	3.092153	6.000000	0.027798	12.667571	6.000000	0.087985	8.846625	4.000000	0.083082	4.521546	2.000000	0.014220	4.633682	3.000000	0.050896
7	3	4.526528	42.397585	50.298570	38.683061	0.161916	0.796049	0.241292	0.395269	5.146806	6.000000	0.012146	15.820173	5.000000	73.804196	10.672032	5.000000	0.013359	6.784644	3.000000	0.030138	11.853594	6.000000	0.015425	5.598933	1.000000	0.025655	6.430181	4.000000	0.033016	9.760766	5.000000	0.125439
8	3	39.344535	83.096002	85.079684	52.486553	0.420816	0.762310	0.547065	0.924120	3.393231	4.000000	0.029306	12.496520	6.000000	22.681546	9.698938	6.000000	0.165192	13.067770	5.000000	0.028449	1.493866	2.000000	0.023740	2.458678	6.000000	0.259095	8.007548	4.000000	0.134814	1.877839	3.000000	0.012945
9	2	23.250640	48.825312	36.589413	13.236071	0.473148	0.769982	0.540032	0.224099	1.260297	4.000000	0.709771	10.593204	3.000000	22.786529	2.646889	5.000000	0.013667	9.686174	5.000000	0.088743	12.368686	1.000000	0.010935	7.970800	1.000000	0.013078	0.243026	2.000000	0.016175	18.570394	5.000000	0.012244
10	4	22.520512	41.029657	41.852770	69.737587	0.507453	0.774652	0.151477	0.281180	2.453829	1.000000	0.029678	7.094130	6.000000	45.173691	11.352909	3.000000	0.011446	0.451280	4.000000	0.036602	4.412695	5.000000	0.021897	8.474529	5.000000	0.010813	13.110641	4.000000	0.011130	8.570621	2.000000	0.019312
11	1	3.221653	33.017852	35.060072	61.810303	0.756832	0.330432	0.739673	0.135698	11.912830	2.000000	0.100051	12.794674	1.000000	52.677384	12.375451	2.000000	0.019934	6.763494	3.000000	0.137241	0.309358	2.000000	0.012013	12.640893	2.000000	0.032198	1.332149	5.000000	0.010547	18.284254	1.000000	0.010561
12	2	83.508165	56.808998	73.823567	87.380307	0.967667	0.886256	0.354408	0.583128	7.594020	1.000000	0.022647	6.792668	4.000000	5.904205	9.490630	6.000000	0.016593	4.571064	4.000000	0.019731	14.003863	5.000000	0.133510	9.351928	5.000000	0.017278	12.962148	6.000000	0.033840	13.051477	3.000000	0.031315
13	2	50.620794	18.047937	69.183342	67.008898	0.711346	0.161617	0.830762	0.681859	1.956025	6.000000	0.023158	13.572465	2.000000	52.176995	8.910663	5.000000	0.016959	9.674858	1.000000	0.017980	2.191727	6.000000	0.016593	5.353264	5.000000	0.014434	10.497853	2.000000	0.013014	15.296178	1.000000	0.036955
14	1	94.739359	82.893105	67.850462	57.533241	0.784002	0.121995	0.396758	0.969372	5.488250	1.000000	0.037550	15.463185	1.000000	64.433014	0.942649	3.000000	0.015617	7.434128	1.000000	0.014810	4.280561	6.000000	0.013049	0.170367	4.000000	0.025192	1.439180	5.000000	0.017673	12.621978	5.000000	0.568868
15	1	95.874712	39.914771	31.872885	63.712104	0.356582	0.428777	0.199981	0.680498	13.600007	4.000000	0.020995	1.514679	5.000000	52.859898	16.943804	2.000000	0.017754	12.651412	5.000000	0.018511	3.703203	1.000000	0.016354	12.925271	3.000000	0.410056	0.718687	6.000000	0.023186	17.527009	6.000000	0.745375
16	2	31.034787	7.527834	64.632903	75.096470	0.449713	0.165117	0.965658	0.433712	13.831052	1.000000	0.017541	15.421267	2.000000	31.664331	6.077361	6.000000	0.018558	9.310298	5.000000	0.018281	12.136222	2.000000	0.039525	13.825416	3.000000	0.028084	0.593119	2.000000	0.014253	5.509652	4.000000	0.020446
