1	4	96.288175	83.729942	96.444879	93.065512	12.625188	0.795465	0.356271	0.437820	0.723632	0.997023	1.767808	5.000000	0.021008	15.305802	4.000000	87.923208	3.893978	5.000000	0.012216	4.239164	6.000000	0.011621	4.269172	6.000000	36.067140	1.839605	6.000000	0.031700	10.330221	3.000000	0.044401	2.962025	6.000000	40.905684	4.081681	4.000000	0.013699	53.867670	1.000000	0.041583	11.847218	2.000000	0.019493
2	3	96.288175	83.729942	10.675405	12.625188	85.490115	0.634944	0.437820	0.723632	0.834319	0.628936	0.631934	5.000000	0.016793	3.893978	4.000000	71.216850	5.444396	6.000000	0.029235	4.224663	6.000000	0.107493	2.964271	4.000000	86.050310	1.839605	1.000000	0.027726	0.505696	5.000000	0.031700	3.324809	5.000000	74.288659	4.081681	3.000000	0.019969	25.138499	2.000000	0.044401	1.341396	4.000000	0.024446
3	3	65.451945	19.665234	81.663915	20.894494	19.466450	0.884575	0.359174	0.481177	0.368599	0.950124	3.752181	5.000000	0.010402	1.798853	4.000000	8.485814	15.733377	4.000000	0.012707	2.374391	5.000000	0.011940	0.616088	3.000000	77.006936	3.975264	2.000000	0.016039	11.739384	3.000000	0.015651	3.358740	3.000000	39.660807	3.580529	3.000000	0.012296	12.979067	2.000000	0.016049	3.965903	6.000000	0.060052
4	4	68.866935	28.212838	67.929788	37.784460	67.068844	0.851285	0.766155	0.924801	0.961055	0.825033	3.786653	6.000000	0.016741	10.769747	5.000000	3.158414	7.893179	6.000000	0.027473	2.495170	5.000000	0.083660	0.850760	2.000000	68.165786	3.725620	2.000000	0.043848	3.476255	1.000000	0.013399	1.946666	5.000000	16.816913	1.815743	3.000000	0.024503	18.336073	3.000000	0.010961	6.370997	2.000000	0.036455
5	4	49.690186	86.122561	59.729726	78.400057	12.180079	0.215333	0.536202	0.887775	0.995106	0.167357	4.089386	6.000000	0.035410	3.714395	4.000000	38.193242	15.151858	4.000000	0.016322	4.281365	6.000000	0.011354	0.147020	4.000000	13.613844	1.812597	4.000000	0.219740	2.549624	4.000000	0.011581	1.001764	1.000000	51.598218	1.225255	2.000000	0.012627	54.990095	4.000000	0.030906	3.633348	1.000000	0.022108
6	1	17.016386	99.374181	44.249048	5.744903	56.762487	0.423055	0.610504	0.929933	0.467746	0.467082	0.665175	4.000000	0.011229	5.365764	2.000000	23.677212	10.005084	1.000000	0.019560	0.979510	1.000000	0.022982	0.556939	2.000000	35.004042	2.985664	3.000000	0.021323	11.387472	2.000000	0.016950	1.650962	5.000000	4.583660	4.096173	3.000000	0.010353	33.174160	1.000000	0.018691	11.203330	1.000000	0.013787
7	2	34.687305	39.324361	44.277537	81.871022	53.974656	0.475583	0.115093	0.720762	0.890078	0.951648	0.707252	3.000000	0.011430	3.291195	5.000000	26.025670	3.237285	3.000000	0.089720	4.079111	3.000000	0.011755	2.247294	3.000000	82.265504	1.277625	5.000000	0.023949	0.724359	2.000000	0.011897	2.451926	2.000000	11.347105	4.207945	6.000000	0.014870	27.358475	2.000000	0.018291	6.342208	4.000000	0.034780
8	2	27.412555	22.199958	2.462642	23.288392	31.513367	0.213651	0.415392	0.250320	0.502090	0.672426	3.112777	2.000000	0.019266	10.434025	5.000000	66.109553	10.706104	6.000000	0.022079	3.919563	2.000000	0.196196	0.944785	1.000000	7.766717	1.954735	2.000000	0.017112	5.890740	2.000000	0.050530	4.684769	4.000000	17.270717	3.276072	6.000000	0.012838	45.497700	3.000000	0.072919	13.632696	3.000000	0.014241
9	4	60.625794	95.110802	2.159500	69.805094	82.877251	0.489073	0.947350	0.323366	0.279624	0.451344	1.416046	2.000000	0.021675	0.632069	6.000000	69.754134	3.548292	4.000000	0.024297	3.167077	3.000000	0.012250	4.556138	6.000000	50.711992	4.578838	5.000000	0.027631	10.458137	4.000000	0.162295	0.416380	1.000000	14.080512	2.795113	6.000000	0.014154	36.465321	5.000000	0.261925	6.499365	2.000000	0.011380
10	5	60.083864	69.034978	42.149830	87.358636	60.259351	0.769106	0.441991	0.240415	0.875278	0.273243	4.766078	5.000000	0.226264	8.949763	2.000000	1.674853	11.746083	6.000000	0.013639	1.469582	4.000000	0.010300	4.621506	5.000000	15.530134	3.123468	4.000000	0.028258	0.554538	3.000000	0.049142	4.016279	6.000000	60.982922	1.821713	2.000000	0.019863	55.770342	5.000000	0.012475	9.410523	2.000000	0.039243
11	3	54.764695	57.519175	23.078154	42.050280	62.018561	0.764773	0.809278	0.840027	0.277289	0.261448	3.179402	1.000000	0.035228	4.265105	3.000000	6.517917	6.815399	2.000000	0.049142	1.604107	4.000000	0.011250	1.912729	3.000000	50.066369	3.838255	6.000000	0.036451	11.812119	4.000000	0.017775	0.977174	4.000000	68.119117	3.656301	5.000000	0.012879	33.679533	5.000000	0.011432	0.785149	3.000000	0.012651
12	3	7.332753	81.153311	24.784054	76.086964	29.905961	0.339247	0.403478	0.663391	0.744550	0.109071	2.707292	1.000000	0.020330	15.559620	3.000000	81.677510	13.940439	2.000000	0.012195	2.178346	3.000000	0.013722	0.972112	1.000000	11.765705	2.166151	1.000000	0.022352	1.522071	4.000000	0.022185	0.543650	3.000000	20.410829	4.139160	3.000000	0.016381	34.066819	5.000000	0.016348	2.747624	5.000000	0.053825
13	4	15.741856	65.892443	79.416315	41.021842	18.940046	0.224778	0.462122	0.242706	0.518107	0.653881	4.758902	6.000000	0.022577	18.084908	4.000000	57.503118	11.383829	6.000000	0.026641	3.125402	2.000000	0.024581	0.592486	2.000000	27.752071	2.454172	5.000000	0.053607	13.980417	4.000000	0.035971	1.812244	3.000000	35.776248	1.372619	6.000000	0.071560	20.547629	2.000000	0.020108	10.500524	1.000000	0.034207
14	3	41.342263	44.186157	81.614483	58.172339	72.623558	0.100139	0.159529	0.785743	0.471524	0.390407	1.445085	3.000000	0.012777	9.080623	1.000000	66.392059	17.651882	1.000000	0.050723	2.628699	1.000000	0.025058	1.782133	6.000000	25.391570	3.340350	2.000000	0.023372	2.101365	2.000000	0.033228	0.534584	3.000000	23.127318	0.070964	6.000000	0.014303	33.666332	1.000000	0.065559	13.033928	5.000000	0.015534
15	3	32.981235	59.366403	51.667813	9.889130	26.538800	0.134078	0.715489	0.945736	0.569940	0.484962	0.237460	4.000000	0.019406	6.486895	1.000000	30.300228	15.750058	4.000000	0.274493	1.213656	5.000000	0.024067	0.345600	5.000000	39.353498	4.132008	1.000000	0.012914	2.205977	5.000000	0.015687	1.373199	5.000000	17.828391	4.089310	6.000000	0.012299	46.928118	4.000000	0.041294	8.586671	4.000000	0.040810
16	3	56.466512	42.994595	28.428349	2.423997	91.402632	0.317043	0.527327	0.699532	0.670519	0.488892	1.400752	2.000000	0.011850	12.559857	5.000000	54.623722	8.586244	2.000000	0.027962	1.974914	3.000000	0.041535	1.316805	5.000000	69.374609	1.149828	5.000000	0.350733	6.130907	5.000000	0.190851	0.454059	1.000000	44.674989	3.490683	2.000000	0.023264	49.738866	4.000000	0.013962	7.138426	2.000000	0.048295
17	5	24.747762	82.350329	67.357171	17.632482	22.855989	0.708156	0.449994	0.983733	0.116841	0.931441	0.831352	3.000000	0.029573	17.526126	3.000000	59.975959	7.301232	5.000000	0.022080	2.303693	4.000000	0.097833	2.800590	6.000000	47.493866	3.709302	5.000000	0.016442	14.294826	5.000000	0.039436	3.032400	3.000000	3.121896	2.615216	3.000000	0.184054	1.417167	4.000000	0.012488	5.577731	4.000000	0.019982
18	3	61.114764	75.640511	30.377072	63.858410	79.721319	0.550743	0.432947	0.603330	0.580167	0.823917	1.135684	2.000000	0.010454	16.480983	4.000000	21.900787	3.843567	3.000000	0.140479	3.246132	6.000000	0.010178	3.617376	4.000000	95.532690	2.814965	1.000000	0.033692	10.926006	5.000000	0.180682	1.523745	6.000000	68.502682	3.349173	5.000000	0.016769	44.600305	6.000000	0.190349	11.041828	1.000000	0.060686
