1	1	43.339548	56.591248	32.592606	9.914998	0.900106	0.977516	0.946046	0.947569	2.386961	4.000000	0.019028	46.411150	4.000000	0.085221	21.133305	5.000000	0.066843	20.727417	6.000000	0.010386	0.448545	5.000000	80.947736	23.214984	3.000000	77.069330	2.520535	6.000000	0.016494
2	1	43.339548	56.591248	32.592606	9.914998	0.900106	0.977516	0.946046	0.947569	2.386961	4.000000	0.012306	46.411150	5.000000	0.015649	21.133305	6.000000	0.066843	20.727417	2.000000	0.012975	0.448545	1.000000	60.629887	23.214984	6.000000	10.469401	2.520535	4.000000	0.018076
3	2	65.447038	21.676698	1.331434	18.299482	0.864481	0.701393	0.207122	0.973515	1.560632	3.000000	0.012338	13.051430	4.000000	0.013439	3.140367	2.000000	0.012338	12.524909	1.000000	0.028545	2.937342	6.000000	11.681556	6.664853	4.000000	89.038324	0.160255	5.000000	0.015223
4	2	17.051348	34.539656	58.940098	87.473380	0.995017	0.720694	0.781843	0.456658	2.549091	5.000000	0.010293	22.508555	2.000000	0.042289	15.700097	5.000000	0.061300	57.429620	5.000000	0.020175	1.630895	3.000000	95.779552	24.591740	3.000000	48.759570	3.239312	6.000000	0.038528
5	1	63.631861	65.126021	42.588028	11.479081	0.289307	0.538223	0.610789	0.514675	2.871338	1.000000	0.030307	6.873758	2.000000	0.019884	17.154180	2.000000	0.014522	55.634197	4.000000	0.023800	1.528282	3.000000	35.529058	20.422032	4.000000	32.098299	3.522140	5.000000	0.017238
6	2	13.569590	19.475508	56.082575	16.953619	0.511494	0.271885	0.661879	0.828902	1.183032	4.000000	0.017392	28.627762	6.000000	0.010186	19.395756	6.000000	0.041424	7.256348	2.000000	0.171882	0.960462	4.000000	42.953511	25.897178	3.000000	42.638596	0.975114	4.000000	0.094674
7	1	80.021768	16.629383	15.605288	77.471631	0.293862	0.370782	0.324197	0.844296	3.116928	5.000000	0.053839	39.570389	3.000000	0.014810	12.390246	3.000000	0.033605	11.541679	4.000000	0.080221	2.370321	2.000000	59.505799	17.404643	1.000000	9.745125	2.990944	1.000000	0.014508
8	1	34.942691	15.468132	59.604054	42.384451	0.956867	0.694111	0.626998	0.811042	0.269288	4.000000	0.011387	40.666417	6.000000	0.017317	21.120633	2.000000	0.024397	24.192936	3.000000	0.020795	0.961523	5.000000	36.306470	14.531587	2.000000	58.038691	0.474950	3.000000	0.016836
9	3	54.176167	66.936499	96.572186	42.283515	0.296441	0.545087	0.946683	0.501916	0.944837	3.000000	0.013632	33.100620	3.000000	0.026502	25.039941	1.000000	0.060254	35.290521	5.000000	0.012829	1.595009	4.000000	79.935652	17.881274	6.000000	75.505366	3.449417	6.000000	0.058618
10	1	3.362361	5.234040	79.775778	27.652111	0.920214	0.967808	0.630768	0.501673	2.053880	5.000000	0.020190	56.443591	5.000000	0.018075	2.215725	4.000000	0.037826	56.072858	1.000000	0.030629	0.949431	3.000000	57.261472	12.843175	5.000000	75.728649	0.635718	6.000000	0.018960
