1	3	26.274506	42.430617	8.469205	89.886870	0.256483	0.706374	0.302422	0.932138	0.240901	4.000000	0.024368	6.794755	5.000000	0.032081	3.358793	1.000000	49.017515	3.945310	1.000000	0.020401	48.443719	5.000000	0.021750	3.927952	4.000000	25.533266	4.167986	1.000000	0.038427	0.321036	6.000000	96.717536	9.864747	1.000000	0.010339
2	2	26.274506	42.430617	12.811159	8.469205	0.908062	0.706374	0.932138	0.137105	1.650562	4.000000	0.024368	13.766080	5.000000	0.032081	3.945310	1.000000	49.017515	3.945310	4.000000	0.020401	48.443719	5.000000	0.021750	0.077986	4.000000	43.341306	2.406905	1.000000	0.039165	9.123333	6.000000	26.023180	10.478594	3.000000	0.010339
3	2	23.266463	92.535148	34.876548	70.669879	0.845565	0.888163	0.105801	0.888163	0.077986	4.000000	0.020401	9.123333	5.000000	0.021750	2.556678	4.000000	43.341306	3.967350	1.000000	0.039165	3.352708	6.000000	0.038427	1.609215	1.000000	96.717536	4.111311	3.000000	0.028248	7.651050	3.000000	15.283820	13.103610	2.000000	0.209993
4	3	25.357667	18.484701	54.592680	4.954530	0.340392	0.752548	0.134814	0.417243	1.645732	4.000000	0.303392	9.778653	3.000000	0.012456	3.680035	2.000000	10.604591	4.751196	2.000000	0.013559	27.587770	5.000000	0.020693	0.813774	4.000000	93.938095	3.702100	4.000000	0.011590	2.553008	6.000000	98.193082	8.068862	5.000000	0.015336
5	3	25.089142	81.411779	15.285804	87.028463	0.696024	0.727937	0.397117	0.576535	4.097212	3.000000	0.016016	2.077065	1.000000	0.013895	3.412523	5.000000	84.397349	3.296601	2.000000	0.010160	14.145565	5.000000	0.030550	2.351791	5.000000	9.917621	2.194494	1.000000	0.018465	10.339893	6.000000	18.207664	9.159525	3.000000	0.018756
6	2	90.343906	10.649807	16.756504	13.720529	0.654226	0.855749	0.174814	0.245475	2.053296	5.000000	0.017510	10.835433	1.000000	0.010370	1.195864	2.000000	15.798436	0.766836	4.000000	0.011625	27.163266	1.000000	0.016317	2.290698	3.000000	49.395132	3.545466	1.000000	0.033452	6.056055	6.000000	17.122907	2.371340	5.000000	0.104647
7	1	56.510845	78.717120	65.996197	99.480981	0.804881	0.348528	0.809723	0.213925	1.924208	2.000000	0.027523	3.236619	3.000000	0.025855	2.045518	3.000000	24.974745	2.947270	5.000000	0.010666	9.673479	5.000000	0.046004	2.708060	1.000000	85.811376	4.726308	1.000000	0.414924	8.753185	1.000000	24.109517	3.262934	2.000000	0.037183
8	1	18.399889	57.543954	90.942221	76.046332	0.640705	0.125660	0.707603	0.395329	0.982021	5.000000	0.031247	5.684736	1.000000	0.089976	1.252596	1.000000	10.674011	1.476178	4.000000	0.014620	10.895099	2.000000	0.028792	1.304672	5.000000	20.245644	4.411398	4.000000	0.290269	10.845473	2.000000	36.405943	12.363613	2.000000	0.015029
9	2	2.408915	29.775133	70.307953	87.733341	0.525967	0.894389	0.420127	0.899053	0.779765	4.000000	0.036158	17.526807	4.000000	0.010453	2.147338	3.000000	71.370649	3.382441	1.000000	0.084914	51.863076	6.000000	0.067444	2.384169	5.000000	4.841306	1.794381	2.000000	0.024250	18.982987	5.000000	43.780155	5.061011	2.000000	0.016863
10	1	43.875149	3.833182	1.644349	77.800638	0.125546	0.560053	0.653704	0.229143	2.278935	6.000000	0.079331	5.879413	4.000000	0.015422	1.721216	1.000000	27.396801	1.491064	2.000000	0.031986	34.681917	2.000000	0.042057	3.819876	4.000000	17.412338	4.605856	4.000000	0.014711	2.024115	2.000000	43.178862	7.301374	5.000000	0.011826
