90	20	8.735958	-0.791960	0.043725	5.029010	1.164067	0.929971	7.562089	-1.233540	1.523767	3.447553	7.146435	-1.228751	1.871434	0.125904	7.399709	-1.234072	1.234487	3.096658	7.297270	-1.229796	1.774087	0.154775	7.447099	-1.234129	3.057352	3.119006	0.879300	4.992655	2.159878	2.970112	6.919904	-1.230000	0.882230	1.443883	7.549720	-1.232949	1.912340	3.515355	6.958384	-1.228751	2.181661	0.498662	7.161749	-1.233024	0.795428	1.725931	7.530750	-1.232575	1.809718	3.564204	6.999500	-1.228521	1.850366	0.127911	7.410918	-1.234091	1.941083	0.138319	7.358605	-1.233977	1.729774	0.182839	7.465161	-1.234132	1.196674	3.037810	7.315437	-1.229961	1.746846	3.565608	7.029003	-1.228470	1.432826	0.522267	7.541188	-1.233923	2.089069	0.283977	7.248487	-1.233543
124	20	-1.597459	3.034611	-0.478484	5.338040	-0.141003	0.468298	-0.365740	5.185254	-0.922948	1.305349	-0.373484	5.204469	-1.585665	1.911164	-0.389853	5.230995	-1.810354	2.771253	-0.445827	5.303477	-1.440523	-4.791017	4.415057	1.917120	5.564635	1.485220	-2.247773	5.455422	4.360078	0.385699	-1.064966	5.232528	4.373249	3.844673	-3.407760	5.713412	5.083462	0.728627	-1.523971	5.306916	-1.876275	2.321039	-0.409581	5.259000	-0.187034	4.061879	-0.843712	5.560775	2.498846	4.494898	-3.625362	5.783654	5.194168	0.822121	-1.633983	5.327838	1.578565	4.564686	-3.032289	5.783152	1.081002	4.526286	-2.159402	5.755373	5.487898	2.415459	-2.785112	5.572716	4.198728	3.951221	-3.454145	5.724815	5.589439	1.650917	-2.363906	5.480613	-0.641245	3.781282	-0.672860	5.482274
179	20	5.701680	5.817506	-8.969059	4.455541	4.540301	6.340988	-9.815658	4.455541	5.663092	5.853084	-9.003109	4.455541	1.830268	6.340150	-10.499672	4.455541	-0.219731	1.360109	-4.711603	4.455541	5.969138	5.485922	-8.722167	4.455541	6.103237	5.233176	-8.591896	4.455541	4.892438	6.257951	-9.600327	4.455541	6.323464	4.545524	-8.370205	4.455541	6.009801	5.417209	-8.682921	4.455541	-2.741887	2.625475	-4.193340	4.455541	4.416508	6.362570	-9.882809	4.455541	2.748468	6.465578	-10.411457	4.455541	4.240158	6.388127	-9.970660	4.455541	5.069607	6.199602	-9.478094	4.455541	6.134067	5.162521	-8.561528	4.455541	1.266315	6.025338	-10.519407	4.455541	-0.544095	4.199684	-9.627706	4.455541	1.484724	6.177394	-10.513988	4.455541	5.412855	6.037067	-9.215415	4.455541
202	20	0.126587	-0.226056	7.074039	4.342102	-3.614725	1.225331	7.741217	4.333776	0.128097	-0.419345	7.085791	4.341481	0.084418	-0.808379	7.257722	4.336682	0.127928	-0.507554	7.099047	4.340864	0.093713	-0.782337	7.238034	4.337009	0.116190	-0.689898	7.172713	4.338399	0.068571	-0.846246	7.286190	4.336266	0.111494	-0.715672	7.189665	4.337985	0.103070	-0.751232	7.214889	4.337442	0.122351	-0.640727	7.144626	4.339191	0.127083	-0.555325	7.110821	4.340374	-1.554733	4.292047	7.197870	4.342826	-1.118411	4.252315	7.141776	4.343122	-1.033494	4.226259	7.131949	4.343151	0.052780	-0.878947	7.310134	4.335963	-2.874713	3.755768	7.380899	4.340950	0.106707	-0.737075	7.204641	4.337653	0.125674	-0.593060	7.123480	4.339896	0.119418	-0.667437	7.159127	4.338764
209	20	-4.948750	1.382364	-1.576159	4.946629	-0.262193	5.051458	-1.664961	4.946629	-1.514873	4.886900	-1.623243	4.946629	0.244507	4.354777	-1.679911	4.946629	-5.833684	2.080972	-1.578284	4.946629	0.658420	3.234106	-1.676991	4.946629	-0.442574	5.167286	-1.658139	4.946629	0.180855	4.463100	-1.676833	4.946629	0.980298	2.048804	-1.650040	4.946629	-5.732275	2.469430	-1.580088	4.946629	-3.864381	3.734487	-1.592777	4.946629	-2.785412	4.257748	-1.603373	4.946629	-4.736009	3.268359	-1.586593	4.946629	-1.248833	0.175182	-1.574507	4.946629	1.107219	1.265358	-1.610675	4.946629	-4.433683	3.436479	-1.588479	4.946629	-1.876668	4.700999	-1.616549	4.946629	-0.653493	5.219853	-1.650252	4.946629	0.667103	0.484833	-1.576751	4.946629	-3.396772	3.965899	-1.596965	4.946629
270	20	0.533608	4.035668	-6.211811	6.092609	0.905293	4.282636	-6.050636	6.092608	-0.382477	0.899860	-3.644948	6.092504	-0.343122	3.619512	-5.847410	6.092610	-1.322809	3.205181	-4.745235	6.092611	-1.940727	2.822566	-4.040357	6.092607	2.714063	3.997262	-4.656697	6.092580	-0.661979	3.491591	-5.519998	6.092611	-2.055098	2.458996	-3.687632	6.092589	-1.859759	2.144769	-3.515210	6.092559	1.550732	4.587883	-5.529123	6.092603	0.379177	3.944525	-6.217019	6.092610	-1.666085	3.030422	-4.362854	6.092610	2.292298	4.397577	-4.969681	6.092591	3.050605	3.269934	-4.347352	6.092564	3.034561	2.351823	-4.150902	6.092551	2.806607	3.856894	-4.578632	6.092576	3.089764	2.696195	-4.208536	6.092555	-1.303906	1.616886	-3.404203	6.092497	0.191726	3.844903	-6.179232	6.092610
281	20	6.674077	-3.892127	-4.295030	6.571417	-4.987552	2.392748	6.150493	1.206183	0.897941	0.132646	6.066505	1.145280	1.599021	2.871339	5.824986	1.160415	-0.589172	0.036428	6.138337	1.142292	1.483117	3.425940	5.767637	1.168909	-2.410455	3.437315	6.076413	1.288437	1.665762	2.370491	5.864534	1.156412	-1.436572	3.870868	5.988679	1.321497	-1.855702	0.394546	6.156171	1.142702	0.507995	4.536144	5.651370	1.286159	0.134332	4.499181	5.712947	1.318008	1.412338	3.643842	5.739949	1.174790	-5.751002	2.092492	6.156063	1.187330	-2.782421	3.274581	6.097264	1.274731	-3.762305	2.862784	6.131503	1.240728	-4.244085	2.671717	6.141105	1.225990	-6.254677	1.648158	6.159693	1.165447	-0.632988	4.234751	5.865329	1.338016	-0.172485	4.404271	5.775660	1.330638
308	20	-1.116048	1.723984	7.107631	1.754197	8.162721	-3.004640	0.418972	5.878816	-6.308416	3.417605	7.120852	1.754197	-1.944942	6.848262	7.050999	1.754197	-3.101226	2.421333	7.120792	1.754197	0.702880	4.887426	6.668908	1.754197	0.007958	7.106762	6.154356	1.754201	-6.164008	4.460755	7.120837	1.754197	-4.317555	2.782442	7.120850	1.754197	-0.807858	7.311234	6.733861	1.754199	-4.357021	5.601080	7.119688	1.754197	-0.691853	1.755884	7.092074	1.754197	-0.040774	1.962614	7.055366	1.754197	0.568841	5.810090	6.418233	1.754197	-0.314724	7.306660	6.392517	1.754201	-0.847053	7.302313	6.754579	1.754199	-0.526648	7.340650	6.556187	1.754200	0.430854	6.339287	6.228739	1.754198	-5.986322	3.269040	7.120852	1.754197	0.757155	4.182524	6.786249	1.754197
322	20	1.119542	4.660279	-1.334237	7.981163	0.608414	5.653713	5.250957	3.024183	1.505641	4.900823	-1.854681	7.981163	-2.955401	2.142192	5.399278	2.628642	1.921232	4.952794	-3.214266	7.981163	0.802468	4.330493	-1.209700	7.981162	0.890928	4.431166	-1.230532	7.981162	-0.430040	2.767937	-1.157050	7.981161	1.343802	4.824581	-1.563404	7.981163	3.263056	3.631092	-4.505684	7.981162	-4.091336	-0.177066	5.399716	2.527336	0.994923	4.541842	-1.266609	7.981162	-0.257629	2.990232	-1.157947	7.981161	1.247880	4.762560	-1.444539	7.981163	0.108661	5.305788	5.337174	2.948983	2.472569	4.765370	-5.201591	7.981162	2.886746	4.390065	-5.174720	7.981162	2.730004	4.566120	-5.331331	7.981162	-1.820542	0.727847	-1.155149	7.981161	0.083611	3.428317	-1.161439	7.981161
409	20	-3.182788	5.059858	-0.202449	0.941190	-2.411555	-2.270234	5.710785	-5.373946	-0.795216	2.004936	-0.045912	0.941190	-1.172250	2.335678	-0.047356	0.941190	-1.970460	2.964965	-0.053282	0.941190	-2.892823	3.595622	-0.067097	0.941190	-0.453112	5.971568	-0.585567	0.941190	-1.567482	5.632501	-0.381092	0.941190	0.749702	6.336184	-0.989928	0.941190	-0.542426	5.943343	-0.564373	0.941190	3.317878	4.138433	-0.263213	0.941190	0.279468	1.492914	-0.046737	0.941190	3.317356	4.260189	-0.284252	0.941190	-2.523954	5.318325	-0.265893	0.941190	-1.617232	2.701311	-0.050158	0.941190	-0.179565	6.054116	-0.655087	0.941190	-2.273021	5.403068	-0.292323	0.941190	3.232037	3.604210	-0.188894	0.941190	1.588998	6.454084	-1.314154	0.941190	2.675061	5.777409	-0.820291	0.941190
