1	1	49.677994	34.294899	6.401684	90.979619	0.774608	0.688014	0.938733	0.776857	2.161275	1.000000	0.011333	39.800307	1.000000	0.014821	26.849874	5.000000	0.028055	40.272065	3.000000	0.037812	14.006874	2.000000	0.018578
2	1	59.580599	19.054544	21.837230	21.386051	0.299396	0.370794	0.143856	0.802170	4.072900	1.000000	0.022079	41.180518	5.000000	0.014269	3.888945	4.000000	0.022965	57.026137	4.000000	0.012508	6.665360	5.000000	0.119355
3	1	18.509347	23.545685	57.870077	44.016902	0.154268	0.703800	0.378103	0.829889	11.864464	1.000000	0.184390	41.989321	3.000000	0.017043	6.642942	1.000000	0.010662	56.693015	6.000000	0.064472	11.158432	1.000000	0.012828
4	1	7.995653	79.995311	44.095754	57.837538	0.882130	0.844148	0.625136	0.851586	10.744492	5.000000	0.011485	34.914460	4.000000	0.050372	41.240452	6.000000	0.054663	49.816539	5.000000	0.020063	14.435829	3.000000	0.023255
5	1	10.117727	96.585583	41.312138	14.279617	0.804578	0.479938	0.556427	0.862225	0.942278	4.000000	0.013145	30.017055	3.000000	0.029010	36.048086	2.000000	0.010979	51.582124	1.000000	0.346377	6.755240	1.000000	0.014565
6	2	70.050786	77.443207	62.256563	68.362979	0.458587	0.274659	0.880201	0.866617	11.853014	4.000000	0.013163	11.013829	4.000000	0.011351	60.246388	5.000000	0.061749	32.034000	1.000000	0.032004	6.343902	2.000000	0.011398
7	1	62.416344	21.466824	61.111408	77.530489	0.154304	0.138874	0.263655	0.462600	15.136041	4.000000	0.068661	38.302433	4.000000	0.013284	18.760382	5.000000	0.020143	28.793496	5.000000	0.186174	9.386097	2.000000	0.117401
8	2	28.182025	92.857902	85.284608	70.971266	0.720510	0.634549	0.957244	0.455202	9.721211	5.000000	0.010783	52.547250	1.000000	0.020290	15.195518	5.000000	0.151224	35.897729	5.000000	0.020643	1.214039	2.000000	0.047405
9	1	41.400871	20.783281	16.487604	39.210655	0.697259	0.737181	0.895398	0.559744	10.186973	4.000000	0.020920	10.594412	3.000000	0.020572	11.464332	4.000000	0.030681	18.049954	3.000000	0.016412	2.894593	1.000000	0.022141
10	1	94.999989	61.715375	95.518613	59.058879	0.623943	0.933113	0.977230	0.253798	10.543447	1.000000	0.017465	29.352944	4.000000	0.016013	6.310225	5.000000	0.033960	49.446303	1.000000	0.012284	14.569579	3.000000	0.020103
11	1	28.698580	2.600369	88.170936	15.782948	0.186891	0.317434	0.101417	0.324333	0.726457	4.000000	0.013212	30.622003	1.000000	0.033848	26.507140	3.000000	0.012667	40.738474	6.000000	0.048397	12.526040	5.000000	0.016282
12	1	14.161486	44.472758	90.664417	36.337462	0.475960	0.180125	0.655529	0.368920	1.012490	1.000000	0.046847	59.861510	3.000000	0.011168	11.297490	3.000000	0.058418	41.836576	1.000000	0.021989	4.953295	6.000000	0.018876
13	1	44.120819	60.851273	86.666833	8.003205	0.259178	0.930333	0.146978	0.860745	12.096544	6.000000	0.013018	2.195177	2.000000	0.030504	58.203993	3.000000	0.145314	8.964917	4.000000	0.074732	1.119163	2.000000	0.012176
14	2	79.996237	47.570023	34.495764	53.854225	0.481710	0.710194	0.422264	0.109456	14.123873	6.000000	0.029341	2.521987	6.000000	0.010732	11.153878	6.000000	0.013132	12.535045	4.000000	0.041703	6.062946	6.000000	0.013241
15	1	55.796132	53.462906	11.464776	72.832566	0.928828	0.359023	0.624405	0.179620	10.289230	2.000000	0.012513	52.556298	4.000000	0.012230	54.927129	6.000000	0.028365	45.982004	3.000000	0.010227	9.835023	3.000000	0.012313
16	1	16.780440	52.859072	2.165122	44.902263	0.913126	0.367728	0.847502	0.442921	9.207597	5.000000	0.010767	41.354432	1.000000	0.030529	47.145590	3.000000	0.113281	7.488048	5.000000	0.012528	10.876251	1.000000	0.029153
17	2	72.122203	87.147260	59.502061	53.113980	0.517794	0.239949	0.173616	0.757224	3.407169	5.000000	0.030801	29.254909	1.000000	0.035885	3.485135	5.000000	0.035386	24.479040	4.000000	0.021119	1.466879	5.000000	0.030317
18	1	63.072191	26.871713	26.638138	41.599926	0.377924	0.455238	0.688167	0.299798	13.167592	1.000000	0.028101	28.388103	6.000000	0.010061	16.977200	4.000000	0.010370	48.494537	1.000000	0.013380	9.044983	3.000000	0.035026
19	1	8.408783	53.822340	22.909168	73.057749	0.276517	0.778438	0.551860	0.828538	6.779518	3.000000	0.081031	58.106099	6.000000	0.030055	30.257469	6.000000	0.031816	55.441571	4.000000	0.084941	10.540526	6.000000	0.012393
20	2	61.398767	21.184243	46.535972	98.203764	0.796872	0.212161	0.736672	0.506806	5.790355	2.000000	0.010377	52.799721	6.000000	0.033975	53.478034	1.000000	0.011613	40.871913	4.000000	0.017020	13.189317	5.000000	0.017850
21	1	47.298578	61.155854	47.264725	59.324159	0.103404	0.483713	0.549451	0.509401	6.206937	4.000000	0.804659	60.234027	6.000000	0.065568	28.478403	3.000000	0.010009	5.967967	1.000000	0.039117	8.709917	2.000000	0.018499
22	2	87.297102	63.320034	78.683602	40.155470	0.655090	0.272301	0.231629	0.310946	4.897690	4.000000	0.021097	12.995043	5.000000	0.035350	5.393720	6.000000	0.010808	16.084414	5.000000	0.070775	13.853376	3.000000	0.017953
23	1	63.181607	37.903364	78.254190	50.189258	0.433364	0.710400	0.212414	0.822854	2.067355	1.000000	0.011591	8.912418	1.000000	0.042660	48.870712	3.000000	0.031449	1.294507	2.000000	0.011283	8.908953	1.000000	0.030721
24	1	26.036804	77.694519	66.291222	91.662343	0.646791	0.594548	0.896521	0.974082	7.403398	2.000000	0.443078	47.701427	1.000000	0.016014	53.720683	2.000000	0.019824	46.021907	2.000000	0.046848	9.940508	1.000000	0.015498
