1	1	74.877784	15.622098	90.487154	69.110960	0.994612	0.746856	0.393034	0.665954	45.856568	3.000000	0.018648	8.603915	4.000000	0.012344	13.338651	4.000000	0.010902	2.689466	1.000000	0.011512	56.118826	4.000000	0.012938
2	1	30.413894	91.012361	25.621990	2.158472	0.396632	0.162234	0.288065	0.643856	14.620953	4.000000	0.012613	3.702650	4.000000	0.010635	13.148112	4.000000	0.026059	3.653006	2.000000	0.018134	24.210788	4.000000	0.012476
3	2	25.862543	9.079413	92.562546	64.530490	0.112916	0.108876	0.512275	0.745458	6.335183	6.000000	0.019195	30.278610	5.000000	0.011355	14.220123	4.000000	0.019430	7.171307	6.000000	0.022017	41.470610	3.000000	0.010144
4	2	54.863128	19.593581	40.317360	93.670380	0.175890	0.399512	0.732544	0.250461	1.760328	4.000000	0.010456	10.021966	1.000000	0.016526	12.799566	4.000000	0.010544	6.049792	5.000000	0.018550	44.493218	6.000000	0.051440
5	1	70.162041	92.956447	24.215715	45.164196	0.121706	0.763825	0.658057	0.664893	53.583577	3.000000	0.015733	47.606840	5.000000	0.010523	13.676647	1.000000	0.017454	6.210431	3.000000	0.026101	9.571119	1.000000	0.010207
6	1	51.512010	18.403793	1.246828	52.874145	0.888867	0.673315	0.765166	0.151983	18.628256	1.000000	0.029708	1.708892	4.000000	0.018488	3.576702	1.000000	0.012599	9.333409	2.000000	0.010982	47.363935	6.000000	0.055061
7	1	7.848329	90.200282	67.570445	96.619483	0.703632	0.364867	0.823923	0.223565	14.575494	3.000000	0.013220	31.309121	3.000000	0.016502	12.315011	5.000000	0.035425	11.424423	5.000000	0.016246	46.093284	4.000000	0.014217
8	1	66.019529	40.551164	48.072208	35.982972	0.250848	0.883258	0.667259	0.957706	38.861772	1.000000	0.031324	9.447254	5.000000	0.079415	5.403449	5.000000	0.022953	10.642855	3.000000	0.093478	6.561530	6.000000	0.060308
9	1	8.155878	76.868925	71.488713	90.690186	0.795652	0.799020	0.274256	0.310528	49.405360	3.000000	0.024395	56.802682	1.000000	0.011558	3.213342	1.000000	0.022018	5.520052	5.000000	0.011822	49.675089	3.000000	0.032212
10	2	76.153733	67.781588	49.997375	66.511913	0.476670	0.168578	0.592753	0.131668	57.742326	2.000000	0.014231	40.116006	5.000000	0.023302	5.316429	6.000000	0.012181	11.105480	3.000000	0.013639	48.585166	3.000000	0.010381
11	2	10.883853	46.839833	41.607206	90.313255	0.349098	0.886526	0.462174	0.788885	17.078630	6.000000	0.018149	35.466956	3.000000	0.010191	3.713544	1.000000	0.047439	0.734082	6.000000	0.010877	29.481621	5.000000	0.013857
12	1	74.729839	34.810698	7.431610	20.187644	0.396441	0.114668	0.874474	0.249998	53.909840	3.000000	0.252614	11.328566	4.000000	0.019520	2.523817	2.000000	0.030395	12.811852	2.000000	0.093819	14.977126	2.000000	0.012623
13	2	50.300444	45.626107	11.696689	41.569254	0.781143	0.220301	0.126999	0.565188	40.072755	2.000000	0.014095	44.934610	3.000000	0.012056	2.699906	2.000000	0.090915	2.625469	5.000000	0.017739	10.580044	4.000000	0.035858
14	1	2.040462	69.119476	60.648624	47.873476	0.342078	0.399243	0.561974	0.931532	41.025510	4.000000	0.037920	52.116744	2.000000	0.033875	14.882580	6.000000	0.021454	2.669217	5.000000	0.020905	19.454383	5.000000	0.056225
15	1	59.202258	28.071472	67.066818	36.179906	0.180803	0.610793	0.640521	0.255310	37.366202	4.000000	0.055332	10.667821	2.000000	0.011822	3.107421	6.000000	0.058824	12.423748	3.000000	0.032228	3.476308	3.000000	0.562237
16	1	46.639018	10.581937	87.499830	51.595015	0.269889	0.217764	0.605918	0.145269	32.920708	2.000000	0.026213	12.706311	2.000000	0.032520	1.546489	4.000000	0.011139	1.317063	3.000000	0.093660	47.135154	2.000000	0.021589
17	1	67.486167	64.586766	1.147493	56.537924	0.657590	0.976162	0.254722	0.555436	27.572503	4.000000	0.020411	11.910851	1.000000	0.036628	9.524176	2.000000	0.016101	11.316049	3.000000	0.017341	35.644766	5.000000	0.011157
18	2	78.587088	56.623027	12.832048	99.700796	0.284906	0.261704	0.277858	0.777687	12.054604	5.000000	0.017682	15.894683	5.000000	0.087244	3.195646	1.000000	0.017602	3.268279	4.000000	0.072860	4.806542	6.000000	0.015676
19	2	49.799076	51.979779	88.504131	6.504253	0.339906	0.212300	0.359299	0.643663	17.237808	5.000000	0.016123	13.713329	1.000000	0.013598	6.384565	6.000000	0.025010	6.826569	6.000000	0.014840	8.884376	5.000000	0.056443
20	2	31.540934	87.427424	7.364048	57.990136	0.283492	0.654442	0.102239	0.935692	8.755346	5.000000	0.012110	2.431974	2.000000	0.045469	5.437602	6.000000	0.074092	4.453818	4.000000	0.026218	43.740238	4.000000	0.170042
21	1	29.881441	2.539926	47.760468	74.041743	0.669960	0.533662	0.710530	0.320468	33.700638	4.000000	0.010143	28.366697	5.000000	0.017686	9.057700	5.000000	0.019007	3.453482	1.000000	0.019680	32.500844	6.000000	0.010464
22	2	62.396860	33.197972	18.640592	28.747698	0.232401	0.439306	0.561212	0.769049	5.339046	4.000000	0.012202	8.519396	3.000000	0.012150	10.004420	4.000000	0.010161	12.643619	6.000000	0.225815	44.413738	1.000000	0.012084
23	1	70.827499	67.085257	36.538026	56.700054	0.343173	0.124352	0.875811	0.492499	53.772762	5.000000	0.027453	37.632771	1.000000	0.149183	2.074531	5.000000	0.010397	12.210567	2.000000	0.020089	31.148345	2.000000	0.016470
24	2	30.896585	23.360706	49.160892	43.533819	0.279236	0.335556	0.285610	0.668822	28.758184	6.000000	0.029602	55.337560	3.000000	0.026818	10.167114	1.000000	0.011369	7.340527	5.000000	0.015354	6.753416	6.000000	0.020151
