1	1	39.161465	14.210974	17.237622	30.079452	0.317273	0.573657	0.772461	0.171706	0.408579	4.000000	0.012253	35.019072	3.000000	0.015422	12.301975	2.000000	1.155180	42.619223	4.000000	0.261826	3.691645	5.000000	0.010643	17.631012	2.000000	43.592022	0.638099	5.000000	0.488606
2	1	47.534663	37.086191	57.315251	69.473422	0.247954	0.434503	0.115033	0.295228	4.457990	1.000000	0.031482	6.193046	4.000000	0.110764	10.443288	4.000000	65.859098	45.886805	1.000000	0.013767	0.067600	6.000000	0.012938	10.052803	5.000000	94.017071	0.948488	3.000000	0.017958
3	2	62.713021	7.761544	54.066820	74.258179	0.894696	0.755222	0.274928	0.511953	0.384824	2.000000	0.033926	55.564389	5.000000	0.015539	15.718625	3.000000	24.680212	25.487832	4.000000	0.010031	3.461870	1.000000	0.459209	18.397543	1.000000	39.993228	3.790656	4.000000	0.010228
4	2	24.897055	91.722479	2.245639	55.288033	0.915131	0.474172	0.371319	0.162457	4.724751	5.000000	0.056418	41.291246	4.000000	0.041495	13.368507	4.000000	7.436032	48.472459	5.000000	0.013374	4.491315	3.000000	0.019620	2.330680	1.000000	32.613362	3.813868	5.000000	0.022294
5	2	45.094696	38.517955	82.111696	97.929929	0.416477	0.695386	0.654125	0.696781	3.489706	5.000000	0.020290	43.907785	3.000000	0.023973	15.384678	2.000000	89.516858	13.231992	1.000000	0.010920	3.056700	5.000000	0.021680	11.834029	6.000000	31.394793	4.549917	4.000000	0.019555
6	1	55.466424	48.297969	84.442084	47.074189	0.726247	0.414991	0.569309	0.420300	4.474692	5.000000	0.646687	56.586208	3.000000	0.123642	14.436162	3.000000	41.868131	28.330558	3.000000	0.031951	3.412978	4.000000	0.045905	0.584122	6.000000	66.432237	2.448691	1.000000	0.017914
7	1	7.617876	43.593216	58.346933	76.382255	0.452522	0.309228	0.876523	0.846435	1.115317	4.000000	0.011875	35.475064	1.000000	0.012051	7.050077	5.000000	25.599610	39.443198	3.000000	0.020867	4.038163	6.000000	0.055468	10.963783	1.000000	71.823581	2.324464	4.000000	0.022641
8	1	51.621851	54.663512	36.177398	12.639588	0.887738	0.128034	0.114716	0.680255	0.141700	2.000000	0.039565	33.867327	6.000000	0.016367	4.818436	4.000000	95.554261	47.867580	6.000000	0.010247	2.909989	4.000000	0.083034	18.812574	1.000000	99.177383	3.742616	4.000000	0.013557
9	1	28.035390	6.367356	41.472487	32.803537	0.895260	0.728057	0.281478	0.121591	1.901503	1.000000	0.021903	22.967540	4.000000	0.016270	1.825217	3.000000	81.866598	47.977403	5.000000	0.263590	0.839837	3.000000	0.016867	8.159682	5.000000	80.174970	1.064410	5.000000	0.011172
10	1	79.490020	59.605245	87.208457	26.883094	0.800829	0.658645	0.377055	0.867998	1.634569	3.000000	0.043709	9.253605	6.000000	0.075738	11.725311	6.000000	36.765853	30.822978	1.000000	0.013024	4.428680	5.000000	0.011087	3.713602	3.000000	81.462610	2.628915	6.000000	0.021052
11	1	2.714889	83.944369	93.399848	32.875423	0.198223	0.820870	0.822354	0.755153	0.153556	5.000000	0.072994	51.837790	4.000000	0.015408	5.056255	1.000000	19.152735	56.387004	2.000000	0.012310	1.541685	5.000000	0.010785	9.706464	3.000000	32.090117	3.680250	3.000000	0.016865
12	1	14.624678	88.375251	50.946344	55.087213	0.124090	0.296834	0.284605	0.996161	1.626546	5.000000	0.016120	53.883981	2.000000	0.015996	15.997588	5.000000	70.692063	17.642158	4.000000	0.105874	2.792868	4.000000	0.012997	0.518100	6.000000	86.046364	0.068251	3.000000	0.025810
