1	2	70.096047	29.696826	10.997087	0.669156	0.159536	0.803556	63.159044	1.000000	0.123024	10.141707	6.000000	64.147915	6.936044	2.000000	0.017181	40.774307	2.000000	96.824063
2	2	74.166923	26.996566	40.814785	0.388872	0.577378	0.804605	52.891074	1.000000	0.105817	18.103199	4.000000	42.690523	6.096827	6.000000	0.026463	5.706789	1.000000	81.190990
3	2	98.091582	73.575853	35.640900	0.834559	0.326337	0.835053	63.841820	6.000000	0.011072	7.206230	1.000000	10.562300	18.428843	3.000000	0.010356	24.934950	6.000000	99.700113
4	2	58.621295	74.624926	29.280707	0.962731	0.871062	0.333112	71.123899	6.000000	0.011807	16.641224	6.000000	32.889070	6.007992	3.000000	0.033485	15.655604	1.000000	53.548119
5	4	97.987920	12.566153	84.494110	0.378336	0.379695	0.800335	1.362234	5.000000	0.019031	2.632529	6.000000	6.775975	9.404485	6.000000	0.152775	17.729103	4.000000	28.119871
6	1	38.206446	38.127070	30.819111	0.499646	0.764076	0.723525	42.837900	4.000000	0.025223	10.294693	2.000000	3.679606	18.193318	4.000000	0.086289	32.430764	4.000000	85.638303
7	2	23.380562	46.901747	81.676450	0.190949	0.229915	0.414465	60.345166	4.000000	0.022381	1.097345	6.000000	26.915886	9.696920	3.000000	0.022209	15.447641	1.000000	55.882898
8	1	1.291292	2.378458	44.315431	0.572031	0.338074	0.397987	75.714401	1.000000	0.013056	1.563250	5.000000	30.763341	8.790882	1.000000	0.023629	61.810783	1.000000	69.074164
9	1	43.277246	93.163373	26.211624	0.380216	0.905520	0.323952	71.318121	2.000000	0.012026	11.157379	6.000000	2.697192	11.454674	4.000000	0.042372	76.797408	6.000000	50.447650
10	2	23.852667	48.428899	58.906776	0.986347	0.744576	0.576453	1.637340	3.000000	0.016720	10.737639	1.000000	85.425003	15.372860	3.000000	0.023864	8.510712	4.000000	65.405286
11	1	73.330355	27.804195	96.609107	0.482151	0.174608	0.846053	62.252171	2.000000	0.019951	17.129282	4.000000	3.146653	9.054724	2.000000	0.010635	69.122776	2.000000	59.378115
12	1	18.980438	83.227360	65.968399	0.928553	0.880094	0.219739	40.865679	3.000000	0.023031	9.043221	2.000000	2.564464	2.702451	3.000000	0.023056	20.427448	1.000000	51.054484
13	2	99.501246	40.410483	29.912278	0.535017	0.389167	0.173599	63.262517	6.000000	0.062056	12.048030	5.000000	49.118048	18.111439	5.000000	0.012619	49.296239	5.000000	26.715364
14	1	6.965166	22.772865	99.441981	0.311797	0.596802	0.105258	76.185219	2.000000	0.012429	16.811778	5.000000	45.414959	9.563287	1.000000	0.178135	18.542569	3.000000	90.411490
15	1	5.873877	46.812378	93.704997	0.816619	0.728264	0.397437	14.505871	1.000000	0.032064	17.908146	2.000000	35.046306	10.906330	3.000000	0.051182	32.033096	1.000000	26.267101
16	1	36.037653	96.108286	94.681999	0.797478	0.172939	0.844800	35.265943	1.000000	0.011883	9.552731	1.000000	5.867514	7.752089	1.000000	0.105543	8.477657	5.000000	23.886686
17	2	49.771360	29.674896	69.970306	0.235220	0.143008	0.207527	1.486398	2.000000	0.011647	13.450575	5.000000	6.461819	18.503820	2.000000	0.057177	60.937540	6.000000	33.985605
18	2	12.557072	40.686659	96.630273	0.895420	0.491039	0.175229	2.314363	1.000000	0.043643	14.419585	1.000000	94.240097	12.858387	2.000000	0.010814	34.885410	6.000000	98.719656
19	1	97.284268	9.544635	19.221289	0.100612	0.141978	0.376148	50.317625	1.000000	0.016304	16.757853	5.000000	92.718579	14.180124	1.000000	0.021595	28.771177	2.000000	88.274396
20	3	40.208458	66.546765	83.109273	0.122107	0.413400	0.227863	72.788207	2.000000	0.015279	15.423383	6.000000	75.626052	18.312384	4.000000	0.010560	74.709287	3.000000	68.000913
21	1	54.426385	69.054604	14.497468	0.236868	0.121161	0.672312	50.833182	3.000000	0.015857	9.286675	1.000000	47.804487	16.057362	3.000000	0.015378	53.105036	5.000000	98.757039
22	3	16.621974	76.768405	78.357837	0.339398	0.914308	0.971130	70.699763	2.000000	0.011379	8.348788	2.000000	64.802913	11.535286	3.000000	0.020499	15.483380	4.000000	81.909052
23	2	54.866159	20.111006	62.312022	0.608787	0.915822	0.243856	29.294188	6.000000	0.015044	2.680686	4.000000	53.639488	2.981174	3.000000	0.048847	60.776659	2.000000	78.627680
24	1	52.743794	66.102861	3.568838	0.451259	0.546703	0.170015	33.134307	6.000000	0.010737	17.163669	3.000000	37.145434	14.766669	1.000000	0.067671	68.947816	4.000000	57.021758
25	2	24.285121	2.255878	52.231650	0.159181	0.875517	0.506640	25.235607	6.000000	0.018126	2.658285	5.000000	25.698471	8.627026	3.000000	0.011546	35.930017	4.000000	82.966271
26	1	45.443433	70.058230	93.090540	0.863400	0.977970	0.358492	16.154726	3.000000	0.070929	16.194372	3.000000	60.050154	1.346230	4.000000	0.011813	0.794464	2.000000	95.305886
