1	1	100	1.202276	10.942514	-0.175640	1.013221	-4.590090	6.864401
2	3	34	-0.351964	10.065026	1.100266	-0.837581	-4.795840	7.416741
2	3	21	4.743795	-5.860761	6.538867	5.490672	7.292903	0.857583
2	3	45	-0.351923	6.817439	1.101474	-0.813787	2.623902	1.133330
3	2	52	1.058062	8.942566	-0.047644	-0.144142	2.481758	3.697793
3	2	48	7.036559	-9.497833	6.164437	6.452640	7.087248	0.240614
4	3	23	7.849199	-4.865114	6.624027	3.770062	-3.799322	8.802701
4	3	35	7.849499	-9.758086	6.624027	3.811198	5.193866	4.971711
4	3	42	2.299591	9.750287	0.077170	-0.610902	-6.986740	8.802707
5	3	50	3.835522	10.205417	0.811341	1.264327	-9.134015	6.303848
5	3	38	6.360143	-9.746332	7.174698	7.694641	6.725318	3.082123
5	3	12	6.360016	-5.386397	7.174697	7.694639	-4.297018	6.303848
6	2	67	-0.907269	9.804435	4.295062	3.924613	-6.783393	8.128271
6	2	33	4.930459	-10.859898	7.535853	6.322872	7.279209	3.964386
7	4	13	3.532579	3.562331	3.040548	2.612235	-9.703116	7.242712
7	4	61	7.404136	-10.376619	9.156015	5.973161	-3.674161	7.242712
7	4	16	7.404136	-15.351377	9.156015	5.974094	4.259106	2.582202
7	4	10	1.652238	10.093059	2.833645	-0.257742	-9.706416	7.242712
8	3	16	-1.060096	3.264199	5.065829	-0.191653	4.912670	-0.693469
8	3	54	-1.889904	8.091074	1.933246	-1.126725	-2.132227	2.523667
8	3	30	4.736387	-11.220389	8.469956	4.088503	6.641464	-0.693469
9	2	56	-0.471715	-1.536913	3.951772	5.548551	-4.861853	9.716159
9	2	44	-0.793164	6.485730	-1.962862	2.896409	-11.234822	9.727057
10	3	49	0.107045	9.824842	1.876237	-0.936015	-9.961576	6.867621
10	3	15	6.503197	-6.120404	7.561902	4.769549	0.628908	6.817817
10	3	36	6.515685	-11.664190	7.561902	4.769549	5.957689	0.651478
11	2	23	5.756286	-20.110428	6.759398	5.857241	3.743448	0.416170
11	2	77	5.756286	-15.887726	6.759398	5.857241	-6.436494	5.835257
12	3	40	-0.494602	9.820847	-0.150087	2.105570	-6.868485	7.823897
12	3	22	5.412012	-12.128358	6.101826	5.933232	4.997039	2.246406
12	3	38	5.412012	-6.902614	6.097465	5.933182	-1.331061	7.823895
13	2	35	9.047433	-7.585873	1.776046	4.837011	5.912392	4.183705
13	2	65	2.867481	9.593388	-3.559907	-1.656128	-4.890670	7.913780
14	4	55	-2.078198	10.589524	1.988556	2.680831	-8.646997	6.014441
14	4	21	3.771951	-6.214870	6.638761	6.644828	-1.975088	6.014340
14	4	23	3.777375	-10.732845	6.638761	6.644828	5.528377	1.151702
14	4	1	3.353888	0.229961	6.617067	6.621499	-3.154100	6.014440
15	3	33	3.775639	-6.282559	7.281550	7.777946	-5.873023	6.488911
15	3	51	0.869474	7.049684	0.756548	5.232168	-11.597658	6.488911
15	3	16	3.775862	-12.490470	7.281633	7.778079	5.386524	-0.081236
16	2	88	-1.542733	6.876031	2.651978	-2.460157	-12.959214	8.222555
16	2	12	4.190544	-6.546870	8.327296	3.469091	4.182565	1.863223
17	3	86	8.657312	-18.411590	6.964629	7.767023	6.070423	-1.842088
17	3	13	3.239176	2.872007	3.218203	6.128267	-9.286423	4.300519
17	3	1	3.239176	9.119945	2.339706	2.649403	-9.307402	4.300519
18	1	100	7.336297	-18.601285	2.413190	6.505623	6.640527	-3.274841
19	3	50	5.413436	-20.344332	7.397583	6.890772	6.523799	0.439799
19	3	48	5.413264	-14.699274	7.397583	6.890772	-1.964797	7.032993
19	3	2	1.592245	3.680678	2.194369	1.241615	-8.352621	7.032993
20	3	62	1.995921	10.909604	-2.896242	-3.751172	-7.699544	4.932483
20	3	28	8.539740	-3.544409	3.605236	2.195763	8.447127	-1.684415
20	3	10	2.000914	5.122692	-2.887383	-1.476170	3.988269	-0.920975
21	3	8	7.600899	-18.007878	5.479581	6.334526	5.023172	1.901257
21	3	79	7.600899	-11.796434	5.479581	6.334526	-5.555997	7.006897
21	3	13	5.898867	6.795662	-0.037193	0.261068	-11.541674	7.006987
22	3	72	6.656546	-13.087228	6.736476	8.856457	7.744736	1.356058
22	3	16	1.275326	7.398136	2.701460	4.996581	-4.023204	6.365965
22	3	12	1.275327	5.099279	2.701478	5.443600	3.606947	1.381069
23	2	29	5.763840	-4.862741	4.893452	3.115034	6.878715	2.524068
23	2	71	0.708947	9.684463	3.631867	-3.040723	-8.636238	6.607400
24	1	100	1.763211	9.844133	3.484511	0.758639	-9.581713	9.281233
25	3	47	9.313531	-4.878187	5.592436	3.630589	-5.269306	6.953223
25	3	31	3.754242	7.637450	-0.627208	0.045152	-11.670322	6.960169
25	3	22	9.313531	-8.250023	5.592436	3.642783	6.105792	1.326760
26	2	80	0.851450	7.768791	4.912979	0.483850	-8.711994	6.138843
26	2	20	6.142959	-7.755750	7.944212	5.989005	4.540567	0.524701
27	3	39	0.055196	8.448494	0.894287	2.198156	2.321138	-0.125975
27	3	48	6.338674	-10.454600	6.661236	5.683602	7.422831	-3.160983
27	3	13	0.055196	9.732991	0.894280	2.198141	-3.112198	1.971792
28	3	73	-0.182847	9.689508	-0.182784	2.188441	-9.067705	6.283401
28	3	22	6.184286	-9.895313	6.308011	6.904847	6.522403	0.843564
28	3	5	6.181809	-1.129591	-0.140220	6.904272	-4.826202	6.224805
29	2	98	-0.087855	11.983697	-0.185519	3.596953	-11.619486	8.680810
29	2	2	5.126496	-4.720550	2.939191	8.291578	3.795941	2.417781
30	2	48	7.585152	-7.139152	7.678036	7.529991	-3.931291	4.501466
30	2	52	1.871940	8.816932	1.271538	3.294099	-10.533417	4.588266
31	4	53	4.980808	-11.235135	6.893972	6.470539	8.420162	0.887008
31	4	32	-0.179536	9.950274	2.959653	0.998604	-8.027127	6.912981
31	4	4	4.980808	-4.627241	6.889850	6.470539	-2.247580	6.912868
31	4	11	-0.167798	3.354978	2.959653	0.999408	4.754769	0.887042
32	2	45	3.183313	11.079881	4.516041	0.194660	-4.500439	4.604879
32	2	55	5.695575	-8.793079	8.259679	5.063846	6.539498	-1.478435
33	1	100	1.328167	11.679085	1.082748	-0.482920	-9.660066	6.626914
34	2	91	8.727675	-10.915068	4.244499	7.120463	5.571840	-2.952268
34	2	9	2.516115	8.097434	-0.975706	3.409173	-5.654938	3.299618
35	3	25	1.141483	10.852952	1.163401	0.219646	-2.662821	6.121024
35	3	67	6.168443	-15.113038	7.447765	5.870459	7.244628	1.249135
35	3	8	1.267588	4.854866	1.164426	0.219652	3.396732	2.081164
36	2	96	6.924711	-13.167866	6.054078	7.007070	8.758765	3.098043
36	2	4	1.556582	8.073532	-0.549442	0.985089	-3.104951	8.859157
37	4	35	7.945123	-12.144233	6.023074	6.356879	8.505156	-0.787958
37	4	59	2.209356	5.924127	4.987693	0.411561	-6.756170	4.508320
37	4	3	7.945118	-5.946025	6.019303	6.356879	-2.283315	4.508308
37	4	3	2.376616	-1.453553	5.943203	6.353942	-2.537664	4.508314
38	2	69	6.951948	-9.647740	4.112624	4.571199	5.668084	-0.144925
38	2	31	0.791783	8.645874	-2.168165	-0.568797	-4.939927	5.856369
39	2	30	2.931660	6.204637	3.272773	-0.928569	-10.324819	5.117983
39	2	70	7.136088	-13.426161	8.878757	5.423951	4.018923	2.422359
40	2	92	8.087565	-12.728896	6.397456	5.445646	3.867940	0.840999
40	2	8	1.533932	3.979533	1.618693	1.560115	-7.528183	6.193586
41	4	23	8.220649	-8.893224	7.296128	5.219064	5.200416	1.846748
41	4	58	2.641912	12.262395	1.089883	0.137263	-13.692445	8.187967
41	4	15	8.214047	-4.610945	7.295888	5.219058	-7.066286	8.187967
41	4	4	8.214198	-4.627635	7.295894	5.219059	-0.568232	8.182577
