1	5	78.576094	435.870744	59.238223	87.953692	7.906708	53.668011	0.439663	0.695741	0.743250	0.856326	0.375664	0.530404	4.644720	6.000000	0.014729	13.505492	2.000000	72.471394	11.906038	5.000000	0.011306	44.469119	1.000000	0.034248	11.286976	4.000000	0.027480	5.285024	6.000000	0.014890	9.347307	3.000000	0.609731	2.918238	2.000000	0.010846	28.200458	3.000000	0.013481	8.522690	6.000000	0.012562	3.821233	5.000000	60.191932	12.388660	2.000000	0.040648
2	3	83.585994	64.449651	68.217011	38.515690	15.034964	78.754535	0.962777	0.761514	0.968407	0.384221	0.488318	0.393447	7.866788	2.000000	0.020429	4.814198	2.000000	50.008195	2.749827	5.000000	0.011302	54.539598	6.000000	0.010077	5.004292	4.000000	0.010807	14.637889	5.000000	0.011566	1.574638	4.000000	0.035252	2.855395	2.000000	0.016122	55.900256	2.000000	0.017042	5.603322	5.000000	0.018689	4.659867	5.000000	83.844149	6.726801	5.000000	0.016844
3	2	64.816831	322.404723	88.873236	94.205558	21.623181	16.430893	0.311141	0.565647	0.505333	0.857147	0.244281	0.761364	0.540440	5.000000	0.021862	7.201952	4.000000	45.607885	2.803903	2.000000	0.026928	9.604175	4.000000	0.040489	12.977589	4.000000	0.032919	12.369438	3.000000	0.013263	7.433389	3.000000	0.048831	8.983265	5.000000	0.013904	31.414911	2.000000	0.018134	2.307579	6.000000	0.023596	5.583683	1.000000	17.204265	3.549849	3.000000	0.011654
4	2	26.711964	47.822696	83.314495	3.047051	60.379740	66.660966	0.135820	0.114080	0.322523	0.600454	0.840438	0.962331	9.550897	1.000000	0.210065	3.577501	2.000000	14.441751	5.224781	3.000000	0.080439	26.126895	6.000000	0.022038	6.159293	6.000000	0.016637	7.664134	4.000000	0.013370	0.538791	5.000000	0.123135	1.404797	6.000000	0.035326	27.275538	3.000000	0.074958	1.894771	2.000000	0.012804	13.546251	2.000000	6.726998	5.457237	3.000000	0.067734
5	3	17.799553	85.200327	45.174918	36.516224	96.499127	96.366887	0.286494	0.967483	0.944637	0.255799	0.426676	0.802596	9.018842	2.000000	0.012172	15.513937	6.000000	71.319204	17.450136	3.000000	0.039390	51.169100	1.000000	0.017750	11.431966	6.000000	0.035688	12.492781	4.000000	0.010475	8.136102	6.000000	0.019678	0.148201	6.000000	0.012182	52.232970	3.000000	0.013846	3.490499	6.000000	0.103859	0.471209	4.000000	7.020283	13.690841	5.000000	0.012478
6	3	11.805778	795.929830	42.220607	61.336535	62.547811	58.612387	0.284238	0.224385	0.920025	0.328218	0.526278	0.549930	5.221589	5.000000	0.016817	17.878135	4.000000	82.699529	0.482890	1.000000	0.014408	8.779520	2.000000	0.030794	1.120055	1.000000	0.028137	7.270515	4.000000	0.011701	3.072046	1.000000	0.010935	7.829449	1.000000	0.014966	44.684427	3.000000	0.016907	6.908376	1.000000	0.125937	14.061624	4.000000	13.342894	8.811183	4.000000	0.091453
7	3	69.757813	790.340193	77.843226	93.982180	79.512630	27.136815	0.490375	0.494159	0.812247	0.856341	0.673781	0.636104	7.886797	6.000000	0.017684	16.744925	5.000000	67.818437	13.340152	1.000000	0.184864	54.519734	3.000000	0.134890	7.510460	2.000000	0.022386	7.069488	1.000000	0.010997	5.271823	5.000000	0.012153	2.453416	1.000000	0.035631	8.748446	2.000000	0.010720	2.526772	3.000000	0.014978	14.429559	1.000000	42.268213	4.362432	2.000000	0.011247
8	2	69.256758	450.906676	53.419493	7.806498	88.072411	12.076265	0.894024	0.793744	0.770197	0.737086	0.731318	0.367541	7.767419	4.000000	0.048621	2.761183	6.000000	37.379701	6.483775	4.000000	0.010293	43.355927	4.000000	0.022760	11.257286	2.000000	0.037829	1.304869	4.000000	0.024750	7.419419	3.000000	0.669598	1.512690	1.000000	0.015876	22.632865	3.000000	0.025877	8.284805	5.000000	0.062647	7.671887	4.000000	61.757466	5.600521	4.000000	0.021374
9	3	68.438009	427.887213	41.127195	46.883715	41.419305	35.122492	0.260751	0.221600	0.769926	0.585845	0.358630	0.556512	5.471307	5.000000	0.011888	10.222512	5.000000	30.439529	18.317370	5.000000	0.017598	55.608038	6.000000	0.073836	6.743278	5.000000	0.010674	3.906743	6.000000	0.042592	7.415796	6.000000	0.011883	6.378669	3.000000	0.010583	39.157855	5.000000	0.011634	9.327971	5.000000	0.030726	15.203923	3.000000	87.895040	1.768332	6.000000	0.019320
10	3	45.330395	630.154654	26.936003	41.137660	78.142907	69.187555	0.824304	0.654597	0.509662	0.703011	0.947457	0.776458	7.981887	2.000000	0.045430	13.737863	3.000000	7.613407	3.113990	3.000000	0.100322	7.251581	4.000000	0.014876	13.498139	2.000000	0.034945	6.847584	2.000000	0.017964	9.273629	4.000000	0.021340	4.969899	3.000000	0.014054	11.881704	3.000000	0.010084	5.971402	1.000000	0.045472	10.505451	6.000000	82.510969	13.160794	2.000000	0.017513
