1	6	57.815495	565.323018	96.025483	58.807134	65.104031	24.766004	0.909004	0.706979	0.108982	0.730443	0.432348	0.907004	8.806579	1.000000	0.022865	11.190829	5.000000	62.026174	7.125197	5.000000	0.010305	11.236487	1.000000	0.179683	4.780129	6.000000	0.154579	4.557300	6.000000	0.059996	4.164459	2.000000	0.013150	14.450362	6.000000	30.025395	3.407367	5.000000	0.016879	6.562172	1.000000	85.345622	7.885193	3.000000	0.022441	0.482310	4.000000	46.293567	9.588822	1.000000	0.010249	0.789506	3.000000	0.012054	7.722301	2.000000	66.121807
2	4	31.171339	391.835775	24.366734	71.396622	5.146301	8.046138	0.918927	0.304735	0.267132	0.697587	0.390794	0.912001	0.439264	3.000000	0.013920	9.109162	1.000000	47.337043	4.948646	4.000000	0.152847	9.557622	6.000000	0.012140	1.738767	6.000000	0.013791	3.140368	1.000000	0.012260	2.570751	3.000000	0.011765	18.563769	4.000000	60.604968	3.605865	3.000000	0.014486	9.675372	4.000000	82.803927	2.457212	1.000000	0.013979	2.204581	3.000000	30.958797	3.528921	4.000000	0.023732	1.124460	2.000000	0.028031	2.706104	5.000000	83.045237
3	2	98.449814	589.146035	50.754318	42.084208	81.609451	75.788800	0.170324	0.897140	0.711306	0.369503	0.860906	0.531270	3.529138	3.000000	0.023315	8.772163	5.000000	44.322131	4.908968	2.000000	0.151153	6.767212	5.000000	0.010499	7.907601	5.000000	0.012602	4.562936	4.000000	0.018808	1.092685	2.000000	0.028637	6.220875	2.000000	75.552714	3.785188	6.000000	0.011005	6.363362	5.000000	29.549809	7.234131	6.000000	0.016818	0.416327	5.000000	22.584166	6.349665	1.000000	0.194712	2.797164	6.000000	0.019987	13.157407	1.000000	53.911302
4	6	50.903736	760.231493	59.546208	48.752299	84.399751	42.397304	0.690550	0.386157	0.525915	0.752814	0.124317	0.556626	8.480110	2.000000	0.019452	8.331779	6.000000	81.377127	4.384763	1.000000	0.015491	9.237478	3.000000	0.023538	12.401482	6.000000	0.028349	3.840403	2.000000	0.010192	4.895271	2.000000	0.027550	11.813693	5.000000	99.607508	0.503268	5.000000	0.019517	7.418093	6.000000	81.589664	7.253125	1.000000	0.342792	2.264886	2.000000	76.885487	18.010606	2.000000	0.040151	4.383935	3.000000	0.014737	8.681155	5.000000	3.506649
5	4	82.992218	941.084745	81.645720	12.047782	25.032042	61.863996	0.713932	0.346995	0.265104	0.486506	0.768878	0.428915	2.694326	3.000000	0.020397	2.410381	6.000000	26.862068	2.354088	3.000000	0.043462	5.684928	5.000000	0.129953	8.227656	1.000000	0.087392	0.158876	1.000000	0.010967	4.794705	4.000000	0.022646	7.752527	3.000000	48.333293	4.294564	5.000000	0.031620	17.981753	2.000000	75.229451	8.162373	2.000000	0.066777	2.670608	2.000000	37.389621	13.039099	2.000000	0.026837	3.862394	5.000000	0.034043	1.956287	3.000000	81.264439
6	3	40.954021	752.504929	88.026809	17.922566	28.268310	37.874318	0.199214	0.793244	0.360929	0.383745	0.436080	0.275788	5.427779	6.000000	0.021545	12.968619	6.000000	21.342247	5.550884	6.000000	0.042702	0.291304	3.000000	0.016616	8.828066	6.000000	0.010816	2.191645	6.000000	0.017393	1.935624	4.000000	0.019714	6.183960	4.000000	4.077832	8.297806	3.000000	0.023386	4.512299	1.000000	87.616267	4.409564	1.000000	0.041024	2.412010	2.000000	28.538127	9.861610	6.000000	0.010201	3.373484	2.000000	0.077792	7.978106	4.000000	51.900078
7	5	26.803841	268.577906	61.797057	36.326529	68.065082	12.748577	0.395073	0.302804	0.946501	0.754186	0.718115	0.259813	4.415036	2.000000	0.014420	7.972734	6.000000	17.473407	0.866745	1.000000	0.094066	11.176670	2.000000	0.031713	9.040314	4.000000	0.026831	4.545755	2.000000	0.041307	4.754306	3.000000	0.018983	10.872098	3.000000	77.143226	2.474140	5.000000	0.018734	13.184769	1.000000	52.353553	9.376884	2.000000	0.050519	0.498539	4.000000	14.984323	10.989985	2.000000	0.021240	3.047000	3.000000	0.022005	4.100408	5.000000	7.413942
8	7	95.277374	507.767274	53.080312	38.110787	53.744124	58.328156	0.165214	0.956038	0.770390	0.248024	0.955262	0.506053	7.967254	5.000000	0.045118	7.817427	3.000000	45.336867	10.403656	4.000000	0.016249	16.237745	4.000000	0.017292	7.356361	1.000000	0.031327	2.462504	4.000000	0.137616	7.079397	1.000000	0.043139	14.884749	6.000000	83.252363	6.089181	4.000000	0.020576	3.502634	1.000000	34.786633	9.056725	2.000000	0.015457	0.989018	4.000000	43.212399	7.169987	6.000000	0.040716	2.773878	5.000000	0.010295	12.404556	4.000000	65.156226
9	5	17.741335	890.071485	74.574193	21.779468	57.949082	23.710441	0.106055	0.254775	0.700069	0.647873	0.767467	0.857136	5.495779	1.000000	0.025788	4.393433	4.000000	29.044677	11.546656	6.000000	0.014040	4.102804	5.000000	0.013107	11.321081	3.000000	0.018806	1.732344	6.000000	0.282759	8.075219	1.000000	0.140690	1.383148	2.000000	38.498374	7.064671	6.000000	0.031340	13.515852	3.000000	34.352784	5.391061	3.000000	0.014180	4.093043	5.000000	47.879092	14.008919	1.000000	0.010875	2.763192	6.000000	0.013824	15.784060	6.000000	52.692077
10	3	61.026588	966.862693	54.959808	53.144195	25.449368	8.302305	0.300603	0.625790	0.400848	0.687053	0.716408	0.598250	0.900454	6.000000	0.159610	16.334623	2.000000	35.817984	9.920852	5.000000	0.011126	19.139606	1.000000	0.015186	4.023903	4.000000	0.032908	3.183557	6.000000	0.011697	2.914270	4.000000	0.031299	15.290391	3.000000	57.052544	0.869254	2.000000	0.014221	16.281439	1.000000	24.960149	0.362175	4.000000	0.010602	3.257418	4.000000	24.379687	18.687871	1.000000	0.023857	0.669382	3.000000	0.014654	0.600324	5.000000	25.151313
