161	10	-0.924943	-8.970378	8.305741	6.900728	4.807984	3.748248	-6.587187	9.497471	-4.272412	-5.519793	-5.463462	8.637565	-6.586524	6.266931	-4.272410	-5.513099	3.107832	-1.135434	-0.924943	-9.278672	8.305742	6.900728	8.222699	-1.135690	5.649281	-3.705020	8.188968	6.900701	-0.241164	5.224152	-0.924943	-2.986177	7.846903	6.900609	-0.241164	5.224152	-2.790150	3.224935	-4.271709	-3.701222	5.932052	-1.135690	-0.924943	-3.225930	1.707084	6.900656	8.222699	-1.135690	-0.924943	-2.914787	1.472069	6.900589	4.807984	3.748248	5.649281	-9.997470	8.305743	6.900728	8.222699	-1.135690
192	10	-2.485483	12.857766	-1.139462	-5.726629	-9.802918	7.555723	-2.485483	8.682661	-1.139461	-5.726629	1.230453	1.206367	6.529816	1.172491	0.433145	4.658255	2.464802	5.562311	6.530273	1.091712	0.583674	4.658662	8.767439	-2.080047	6.531418	-2.348245	7.749444	4.659921	2.593945	5.258724	6.531417	-0.961053	7.587623	-1.429560	8.843282	-2.080047	5.229055	2.904938	-1.057497	-1.974117	1.341190	7.428152	6.531418	-2.415907	7.750781	4.659921	8.847452	-2.080047	6.531417	-0.892781	7.563241	-1.429560	2.587327	5.273509	6.108458	2.550673	-0.973651	-1.614893	8.328293	-2.080047
413	10	-6.495302	10.415539	-3.529038	-4.544705	-11.667347	8.442245	0.041373	-0.126268	0.230356	5.951721	5.716552	-3.444260	5.902408	-9.847946	5.539205	6.084546	5.958805	-3.444260	5.902297	0.452661	5.539135	0.495874	-6.258655	8.442242	5.902387	-0.030375	0.230353	0.556929	5.685299	-3.444260	5.902408	-5.275767	0.230363	6.080800	5.958596	-3.444260	5.902398	-0.222923	0.230359	5.959998	-5.980737	8.442238	0.041388	-4.702711	5.539205	6.078897	5.958341	-3.444260	5.902408	-4.624110	5.539205	0.722046	5.958288	-3.444260	0.041232	0.550391	5.539099	0.481376	5.407996	-3.444260
641	10	-1.688518	8.685264	-2.612687	0.472819	-2.789811	-1.346824	9.288829	-10.760298	5.707157	5.394733	8.002742	-6.926635	1.093799	4.353159	-2.331340	0.795255	4.164352	-6.912975	-1.688865	8.686092	-2.612687	-4.159810	-2.789812	-1.346824	9.286925	-6.437343	5.707157	5.394733	-2.484342	4.865133	1.092721	4.354776	-2.332759	-3.882549	4.160912	-6.912845	-1.689884	8.688525	-2.612687	0.472819	-8.136167	4.865201	8.035555	3.574757	-0.655923	-2.703563	-4.594681	4.865201	8.047462	3.553429	-0.584660	2.038760	-4.549007	4.865201	-1.690231	8.689353	-2.612687	-4.159810	-8.136168	4.865201
834	10	6.806502	-9.669554	4.697056	6.524848	6.425132	-2.125559	-4.175921	7.898431	-3.309088	-5.059249	-11.591879	4.458088	0.706689	2.154827	-3.130533	-2.397748	6.133436	-2.031083	6.806502	-1.398561	1.124119	0.385198	6.425130	-2.125559	6.806500	-0.130391	0.035923	6.507503	-4.969068	4.438851	0.730341	-2.595832	1.253033	6.524829	6.425132	-2.125559	0.730341	-2.523460	4.681902	0.385694	6.425132	-2.125559	6.806502	-5.573925	1.265355	6.524848	6.425132	-2.125559	0.730341	-6.692234	4.697054	6.524848	6.425132	-2.125559	0.730341	-1.266016	4.496479	6.524099	-4.968951	4.438850
900	10	6.601974	-6.711702	6.241012	0.797723	6.467242	-6.264971	-4.490605	9.999005	-3.799499	-5.591665	-4.149482	0.444600	6.603730	-9.985900	6.242677	5.033291	6.471014	-6.265010	6.523142	-1.303071	1.003357	0.797679	6.302991	-6.262930	-4.490607	9.999015	-3.799501	-5.591665	-10.390517	5.665319	-2.109370	4.964839	-1.176252	-5.478309	3.216837	-4.300413	0.513103	-1.048822	6.151708	0.797634	6.272726	-6.262472	6.595867	-4.666236	1.074258	5.033291	6.454164	-6.264833	-0.213511	1.529458	0.605101	4.933196	5.565316	-6.237522	6.541138	-1.676259	6.183200	0.797707	-4.500185	5.665314
914	10	-4.972257	10.605934	-4.437364	-6.074381	-11.848900	0.125026	7.345257	-8.386046	0.187033	5.896407	7.262498	-5.098533	-4.972257	10.605934	-4.437364	-6.074381	-11.872720	6.208470	1.026949	-2.222299	0.187033	5.896400	7.262497	-5.098533	7.345259	-11.944839	6.476833	5.896407	7.262498	-5.098533	7.329734	-1.753369	0.187031	5.896352	-4.718883	6.208470	1.035049	-5.782992	6.476833	5.896407	7.262498	-5.098533	7.329734	-1.753369	0.187031	5.896352	-4.679954	0.125026	6.896325	0.788863	6.473913	-0.638743	-4.961902	0.125026	7.345147	-5.315081	6.476833	5.896407	-4.718875	6.208470
933	10	6.942602	-7.987197	7.299164	8.291540	6.675606	-6.047555	6.942601	-4.444159	7.299045	8.291539	-3.707298	0.903268	-3.544054	10.757713	-3.438557	-4.765046	-9.605589	0.903276	0.489533	2.074497	6.552929	7.734157	-4.319930	0.903275	-3.544054	10.757715	-3.438557	-4.765046	-9.611380	6.881847	6.881694	0.988363	0.929186	8.221804	-4.025753	0.903273	6.942565	-2.581034	1.135103	8.291497	6.645668	-6.047552	0.489419	2.074602	6.552847	7.734057	-4.325757	6.881847	6.881679	0.988490	0.929152	8.221786	-4.031571	6.881846	6.942601	-4.444006	7.299045	8.291539	-3.713092	6.881845
957	10	0.853685	-5.874548	5.677348	4.894902	5.303060	-7.620420	7.280011	-3.690184	-0.583734	-0.977505	5.303060	-7.620420	-3.828318	8.721465	-5.604469	-6.406875	-6.978086	-1.010065	0.840371	-3.313321	5.662249	-0.977548	5.303060	-7.620420	7.292014	-8.861356	5.680056	-0.977470	5.303060	-7.620420	-3.828318	8.721465	-5.604469	-6.406875	-8.863501	5.069816	7.290187	-6.203234	-0.572281	4.894902	5.303060	-7.620420	0.282398	2.150857	-1.203089	-3.354825	5.109568	-7.614576	0.754754	-0.604563	-0.683660	4.872993	5.302962	-7.620418	7.292297	-11.374920	5.680379	4.894902	5.303060	-7.620420
992	10	-5.922693	7.021288	-2.617190	-1.587071	-4.666748	6.869878	-5.922661	5.572701	-2.616861	-1.513190	4.572940	-2.009117	-0.308552	0.843370	2.458432	7.011521	5.042759	-2.333409	-0.299806	-3.037187	5.380463	7.615619	-1.919483	6.798440	-0.299806	-4.503869	5.380463	7.618709	6.229198	3.306622	5.471879	-2.969115	2.459348	7.615268	7.268122	-3.619700	5.471879	-2.928065	2.459348	7.615039	6.112114	3.377612	5.471879	-1.428509	2.459348	7.586465	-2.441237	6.823482	-0.299806	-4.541007	5.380463	7.618732	7.343613	-3.651716	5.471879	-6.739607	5.380463	7.619154	-1.832758	6.793385
