1	6	-4.781374	9.397334	-1.369620	-5.643569	1.754668	-6.624123	-4.850406	9.603269	-1.370643	-5.643569	-3.825591	-0.871283	5.988458	-6.103331	9.783162	6.210043	7.233670	-7.650240	-0.173547	0.503537	9.627182	6.190924	7.225498	-7.650240	-4.850406	9.603269	-1.370643	-5.643569	-5.586793	4.641237	-1.210453	3.676342	6.569801	-5.505818	4.969794	-7.648367
4	6	-2.665266	4.292961	-3.377739	-6.012423	8.463962	-1.643160	-0.142480	-6.450078	6.823012	6.017030	9.405123	-1.643319	6.162921	0.539674	0.067220	-5.692057	9.238936	-1.643308	6.203879	-10.004552	6.823019	6.017030	9.406490	-1.643319	-0.145674	-1.310478	6.813535	-0.735431	9.355801	-1.643316	6.203856	-4.866389	6.822951	-0.333109	9.402149	-1.643318
16	6	-1.400780	1.185074	3.738107	7.468056	-1.131631	-0.570896	7.290173	-1.266232	3.883526	7.500229	-5.637540	5.767023	0.896087	-5.329438	3.888572	7.500430	3.952233	-3.316556	-2.198957	1.550004	3.639949	7.432512	-5.765748	5.768131	7.307021	-1.559583	3.885218	7.500321	-1.069983	-0.587679	7.327339	-7.726082	3.888590	7.500430	3.952233	-3.316556
22	6	-3.947866	4.318478	5.935847	-3.854004	-6.254279	7.234579	7.536945	2.733469	7.971872	-2.622237	-3.635661	7.203189	7.893690	-1.845336	8.250058	-0.676116	5.910273	0.970412	-4.382047	9.347883	1.662713	-6.541919	-8.388852	7.234715	1.662780	4.318034	5.936161	-3.853651	-6.253352	7.234579	7.893690	-4.764444	8.250059	4.291986	5.910308	0.970412
47	6	5.229466	-12.435470	6.019288	7.581889	8.480050	-4.591867	-1.500963	5.039963	-6.163701	5.409459	-10.683278	7.004743	0.902243	-7.036189	6.019288	7.581889	8.480050	-4.591867	0.838324	-1.567875	6.019256	7.581886	-4.549549	7.004736	-5.179117	10.649035	-6.207920	-0.189388	-10.792229	7.004743	5.227735	-7.049634	6.019288	7.581889	-4.548088	7.004736
51	6	-1.153086	2.356138	-1.908773	-5.900899	3.530936	2.902848	5.814728	-6.029313	-1.498293	5.806581	7.309657	2.902848	-6.458281	7.453175	-6.481372	-6.741814	-8.013942	9.495856	5.790788	1.295217	-1.604245	-4.621404	-3.432422	7.978844	5.814728	-7.180223	4.706133	5.807730	7.309809	2.902848	-0.385251	1.249625	4.606454	-4.553358	5.284442	2.902848
53	6	-4.620660	9.935765	-5.412355	-4.124034	-9.994991	7.552498	5.910648	-4.427900	5.886673	5.548116	-3.380981	7.552497	5.911143	-7.284104	-0.653722	5.548116	7.047880	-3.416215	5.565326	-1.228882	-0.654848	5.548089	-3.382630	7.552497	5.911144	-10.478805	5.886673	5.548116	5.253871	1.109929	5.911144	-10.478805	5.886673	5.548116	7.047880	-3.416215
65	6	-0.452384	4.831985	6.022214	-2.909058	-4.343130	1.577547	7.604970	-13.345360	9.076169	7.437651	6.045847	-2.646426	-0.544765	10.697613	-1.111609	-2.984501	-4.344492	1.577597	7.604970	-12.920541	9.076155	7.437651	-2.697646	7.009296	-0.522083	5.174718	5.758745	-2.961037	-8.583558	7.157136	-0.544765	11.037368	-1.144473	-2.984501	-8.584034	7.157137
76	6	4.762425	3.315842	-5.790960	7.701207	-3.570402	3.530512	-2.252190	4.206626	-5.792567	7.701207	-3.933660	3.536552	5.835885	-3.063904	7.284601	8.804255	-1.544207	-1.598356	5.836140	-9.168090	7.284602	8.807924	4.242652	-8.281879	5.835832	-2.928151	0.762023	8.802063	4.218306	-8.275109	5.835884	-3.063799	7.284601	8.804254	-2.552809	3.483779
79	6	-6.496397	10.178802	-3.207657	-5.755998	-10.830422	7.314181	-0.874803	-6.183704	7.029133	0.482795	7.810287	-2.406991	-0.874804	-2.092144	7.028257	0.468627	-4.429819	7.314175	-0.875537	0.086496	0.612149	0.219992	7.791201	-2.406991	4.708466	-6.909350	7.029133	0.482827	7.810287	-2.406991	4.708313	-0.658791	0.934151	0.382764	7.807855	-2.406991
98	6	-3.500825	9.925967	-5.471742	-4.230082	-13.144679	5.937449	4.749368	-6.550701	7.071614	6.558190	-9.309779	5.937449	4.749224	-4.289715	0.950961	6.558189	-9.309779	5.937449	4.738524	-1.203296	7.064743	1.434770	-9.310081	5.937449	4.749366	-6.367462	7.071614	1.435033	3.229603	-3.420021	4.749374	-9.420318	0.950963	6.558190	3.229603	-3.420021
128	6	8.227137	-4.915788	7.204737	6.335668	-5.636803	6.792297	-2.157206	10.320602	-1.976275	-0.296812	-12.120809	6.792543	8.227137	-7.633295	7.204737	6.335668	7.226983	0.303528	-2.152630	5.110799	4.395948	-0.284789	-12.112955	6.792543	8.227133	-1.284425	0.797811	6.335668	7.188720	0.303565	-2.157206	10.323845	-1.976275	-4.605198	-12.120809	6.792543
135	6	-7.228337	9.950186	-5.835087	-5.142571	-8.208780	8.120003	-7.228335	7.408166	-5.835087	-5.141935	2.745468	2.136317	-1.078966	-7.585845	6.554311	6.959052	6.459573	-4.557679	-7.228334	7.271754	-5.835087	-5.141725	2.833995	-3.816748	-1.079929	-1.640765	6.554311	6.957647	-4.601096	8.110217	-1.078966	-7.581369	6.554311	6.959052	6.426602	1.455434
148	6	-6.332265	6.094915	-5.659057	-5.255574	2.645251	-1.729331	-6.338185	9.114260	-5.659136	-5.255574	-6.719141	7.697858	-6.338185	9.113863	-5.659136	-5.255574	0.178524	5.901448	6.106721	-0.980021	0.074714	5.820011	8.555220	-3.814564	6.106722	-6.238098	6.476189	6.005670	8.685846	-3.821881	6.106722	-4.299322	6.476189	-0.549474	8.685844	-3.821881
153	6	7.350006	-4.384966	7.878136	6.539964	-3.516362	7.551484	7.350006	-9.417263	7.878137	6.539964	6.916246	-3.751622	-4.132680	9.780007	-2.830553	-5.773394	-7.859063	7.553827	-4.130620	5.710198	-2.752432	-5.731702	2.550869	-0.515357	-4.132680	9.180105	3.287823	-5.773391	-7.859063	7.553827	-4.103876	4.946284	3.723851	-5.459487	2.550883	-0.515379
157	6	6.396517	-11.237818	7.397047	6.067300	6.645167	-4.496577	4.967005	4.298313	-2.335178	-5.402459	-4.960900	1.276599	6.396517	-5.498366	7.397047	-0.464301	6.644608	-4.496575	4.966652	4.310464	-2.362274	-5.423448	-11.494977	6.476783	6.396517	-6.892357	7.397047	6.067300	-6.295878	6.476060	6.396516	-1.152632	7.396838	-0.465158	-6.509470	6.476245
164	6	6.598431	-3.709006	6.657226	-1.633625	6.171777	-3.553516	-3.533018	10.600275	-0.355285	-7.959995	-10.168432	5.517215	1.814663	-0.992942	6.651255	-2.064009	6.171741	-3.553514	1.814771	-3.261602	6.657104	4.414795	6.171777	-3.553516	-3.532211	6.498716	3.606651	-6.665550	-10.168412	5.517215	6.598431	-6.159631	6.657363	4.476476	6.171777	-3.553516
171	6	7.039255	-12.136191	2.448741	7.399790	7.161243	3.477990	7.039255	-15.846166	7.031166	7.399790	7.161243	3.477990	-3.605742	6.537552	-3.822125	2.120432	-8.723789	8.200396	2.755265	6.371246	-3.822112	2.168414	-8.723627	8.200396	7.039255	-14.477577	7.031166	7.399790	2.043996	7.387701	7.039255	-10.767603	2.448741	7.399790	2.043996	7.387701
181	6	5.649683	0.556981	-0.789184	6.836268	-2.152368	5.078332	0.920006	9.683197	-4.216658	-2.879704	-7.093429	5.078374	5.649828	-5.701437	-0.699269	6.838637	5.896250	-2.565593	5.649821	-0.302318	-0.704010	0.368582	5.880263	-2.565593	0.920006	9.012107	-4.216658	3.586222	-7.088472	5.078374	5.649764	0.320842	-0.739764	6.837405	0.768874	4.239870
191	6	-3.105113	10.698455	-5.649702	-8.025580	0.916695	-3.713401	5.882165	-8.062997	4.717681	-1.793092	7.604692	-3.983656	-3.105113	10.897366	-5.649702	-8.025580	-8.631482	4.153991	5.882164	-1.908830	0.329767	-1.793092	7.604656	-3.983656	5.882165	-9.733638	4.717681	4.828770	7.604692	-3.983656	5.882165	-3.579529	0.330406	4.828770	7.604692	-3.983656
206	6	-6.929396	10.593722	-4.485378	-1.469211	-11.641068	5.901803	-0.373133	-5.933680	6.681425	6.034182	6.512165	0.292015	-0.376052	-0.471710	6.661605	5.450339	-5.222354	5.901803	5.842905	-9.348066	6.681435	6.034182	6.512166	0.292015	5.842903	-3.952879	6.681275	6.034139	-5.160007	5.901803	5.811094	0.685372	6.584961	-0.562966	-5.725523	5.901803
212	6	-4.989610	10.957098	-6.777330	-3.985834	-9.218484	6.461602	6.930616	-5.012731	-0.087033	5.976588	5.543166	-4.764907	-0.024442	0.588172	-2.717771	5.940947	4.626538	-4.764275	5.908061	0.909627	-4.006687	5.921340	-6.614165	6.461602	0.615993	-1.460026	5.035717	5.974492	5.465992	-4.764902	6.629479	-1.178112	5.026492	5.973484	-5.504180	6.461602
227	6	6.665072	-7.078462	1.169232	7.572758	5.782076	-6.111938	6.664983	-4.536692	6.295522	7.572758	-7.136742	5.311434	6.665075	-9.633926	6.310173	7.572758	5.782076	-6.111938	-4.668857	10.313794	-4.999170	-4.452036	-7.104371	-0.158206	-4.668857	10.313811	-4.999173	-4.452036	-13.462172	5.311434	6.661819	-1.964144	1.036316	7.572758	-7.136742	5.311434
229	6	-5.861094	9.495917	-4.509474	-6.293080	-15.236724	6.768408	-0.219032	-3.032714	7.596555	6.139600	-9.416260	6.768408	6.275429	-8.974155	7.596558	6.139600	-9.416258	6.768408	-2.500958	2.898280	6.976766	-5.219366	-13.068694	6.768408	6.275429	-13.154946	7.596558	6.139600	3.047676	-2.428979	-0.217387	-7.213638	7.596558	6.139600	3.047676	-2.428979
235	6	4.898171	1.829077	-0.086999	-3.547063	8.835052	-0.884274	-3.418246	9.633644	-4.235289	-6.516683	-4.733583	6.573523	5.125134	1.000149	0.038091	3.028446	9.220877	-0.884275	5.418046	-1.829178	6.554314	3.028604	9.320669	-0.884276	1.949868	5.624717	-4.153381	-6.516339	3.436843	-0.701891	5.385249	-1.123012	6.554043	-3.541806	9.319704	-0.884276
242	6	-0.494689	10.393357	2.276322	-4.703091	-4.770341	1.227471	2.538342	-2.367481	6.801348	3.468437	6.314940	-5.312931	2.537579	1.364317	6.796661	1.994156	-6.538162	6.707471	-0.494689	10.393475	2.276322	-4.703091	-11.360672	6.707677	5.803209	-4.601438	6.801348	3.469103	6.314986	-5.312932	5.803209	-1.824089	6.801348	3.467028	-6.433306	6.707439
244	6	6.880669	-5.193979	0.015092	6.531756	5.665241	-8.962097	-5.779345	8.253385	-3.496524	0.746212	0.630102	-4.052231	-5.779351	8.253575	-3.496524	-4.565821	0.630102	-4.052231	-1.987546	-0.566797	0.014917	6.530694	5.665240	-8.962097	7.187381	-11.398641	5.308126	6.531756	5.665241	-8.962097	0.673494	-6.770881	5.308126	6.531756	5.665241	-8.962097
291	6	6.421838	-6.653279	6.788308	6.556841	5.959207	-3.568434	6.421838	-4.430775	6.754995	6.556838	-2.255257	5.648437	-5.209020	8.503005	-4.707178	-1.813678	-6.552220	5.648437	-5.205906	5.536409	-4.703690	-1.768833	3.463591	-3.557410	-5.209020	8.502386	-4.707177	-1.813678	-4.423643	1.822574	6.421838	-6.647435	6.788295	6.556841	-0.082919	1.819311
