1	2	530.516678	926.991017	488.674565	24.802734	201.121999	496.074294	0.509012	0.538907	0.593236	0.391002	0.888990	0.951379	0.655922	5.000000	0.013647	1.977977	6.000000	0.027525	0.606674	6.000000	0.055529	1.913657	3.000000	0.012195	1.185903	4.000000	0.128401	1.557863	3.000000	0.029746	0.663868	3.000000	0.310960	0.398471	4.000000	0.038171	1.828568	6.000000	0.019693	2.220581	4.000000	0.010919	0.993786	4.000000	0.020867	2.102756	5.000000	0.031106	0.453571	2.000000	0.019684	0.417372	2.000000	0.359342	0.345337	2.000000	0.010624	0.905530	2.000000	0.050747	1.410370	1.000000	0.018832	1.119875	3.000000	0.041290	1.247454	3.000000	0.014362	0.315399	5.000000	0.010752	1.125491	2.000000	0.233221	0.491893	6.000000	0.017983	0.541286	3.000000	0.016569	2.571803	6.000000	0.012555	1.316091	3.000000	0.012985	1.187996	4.000000	0.010552	0.554302	3.000000	0.014685	2.465891	6.000000	0.024220	1.050711	6.000000	0.026761	0.889867	6.000000	0.010950
2	22	684.628451	226.764706	778.223527	207.847609	842.244792	235.745404	0.796523	0.833050	0.874001	0.223855	0.482967	0.482432	2.333766	1.000000	0.031628	1.154420	4.000000	0.011667	1.181712	6.000000	0.018599	1.302664	1.000000	0.012981	0.388197	6.000000	0.031270	1.712126	4.000000	0.016460	0.571302	3.000000	0.016636	2.261134	2.000000	0.010349	1.214111	4.000000	0.010292	0.770752	2.000000	0.020375	1.377374	3.000000	0.012465	1.329564	3.000000	0.026381	1.908838	4.000000	0.067635	0.201826	5.000000	0.015196	1.546416	5.000000	0.038720	2.244298	4.000000	0.065593	2.319105	5.000000	0.133205	0.922739	2.000000	0.014479	1.008542	2.000000	0.026177	1.369543	4.000000	0.013454	0.417175	4.000000	0.022012	0.664335	4.000000	0.041359	2.426392	4.000000	0.052352	0.193571	4.000000	0.017152	2.266278	4.000000	0.034872	2.396994	5.000000	0.013473	1.318332	2.000000	0.028562	0.635706	2.000000	0.036284	2.507861	5.000000	0.100983	2.030644	5.000000	0.011154
3	44	265.189445	731.812081	310.876788	419.403758	55.713914	296.269176	0.447475	0.379427	0.756071	0.478200	0.724491	0.902852	1.062975	4.000000	0.015806	1.832270	4.000000	0.027213	1.812349	4.000000	0.012771	0.248147	6.000000	0.017866	2.539360	3.000000	0.014782	0.829077	5.000000	0.510842	1.684650	1.000000	0.011012	2.205916	3.000000	0.014483	0.970748	5.000000	0.428107	0.225680	3.000000	0.011854	2.887066	1.000000	0.030115	1.515050	6.000000	0.021452	2.560997	3.000000	0.016560	0.999817	3.000000	0.021919	1.987500	5.000000	0.079467	0.907289	2.000000	0.020511	2.330359	4.000000	0.025449	0.791005	1.000000	0.017885	1.938553	2.000000	0.011392	2.461483	1.000000	0.017423	2.062945	3.000000	0.019291	1.099885	6.000000	0.054102	2.290494	1.000000	0.017394	1.031877	4.000000	0.034229	1.040477	5.000000	0.016683	0.743517	6.000000	0.032350	1.391484	6.000000	0.015488	1.805705	6.000000	0.123832	1.613692	3.000000	0.069062	0.795249	6.000000	0.013666
4	2	353.095288	247.619153	554.327124	889.869367	835.748207	711.379952	0.170587	0.454773	0.108959	0.664210	0.195083	0.295601	1.506762	3.000000	0.019057	2.297461	6.000000	0.016061	0.593138	4.000000	0.011876	1.206875	6.000000	0.041475	2.626443	5.000000	0.019298	0.813520	5.000000	0.010855	0.084705	1.000000	0.012796	2.560453	2.000000	0.042656	1.709807	3.000000	0.024199	2.108744	2.000000	0.027859	0.500270	5.000000	0.021218	0.923795	4.000000	0.014065	0.201973	2.000000	0.016617	0.069707	5.000000	0.035626	0.278867	6.000000	0.016277	1.554731	3.000000	0.022562	0.574131	6.000000	0.021074	2.736412	6.000000	0.011735	0.794071	1.000000	0.030356	1.493573	3.000000	0.031568	1.211016	4.000000	0.039616	1.056830	6.000000	0.036826	0.370114	6.000000	0.011086	2.361725	6.000000	0.016972	2.226705	1.000000	0.013713	0.557533	6.000000	0.078716	2.440730	3.000000	0.016325	2.430660	2.000000	0.078326	0.652095	1.000000	0.121621	2.302358	5.000000	0.038467
5	2	896.498218	305.705032	919.838847	864.987649	876.654108	441.814188	0.216429	0.935284	0.295265	0.420532	0.337596	0.134011	0.764980	3.000000	0.015385	1.383393	5.000000	0.032353	1.497608	2.000000	0.129129	1.125111	1.000000	0.030194	2.660734	2.000000	0.011439	0.679225	6.000000	0.079004	1.856204	1.000000	0.021059	1.297108	5.000000	0.090094	0.326881	2.000000	0.350895	0.308748	4.000000	0.012279	2.988073	2.000000	0.012061	2.655495	4.000000	0.014287	1.382340	1.000000	0.014829	0.403662	1.000000	0.021172	1.152205	6.000000	0.013831	0.031572	1.000000	0.013634	1.997426	4.000000	0.012874	0.324104	4.000000	0.010057	0.580034	5.000000	0.021728	0.226401	6.000000	0.023653	0.644212	4.000000	0.015394	0.306800	6.000000	0.011251	0.613696	1.000000	0.020512	1.669426	2.000000	0.011958	1.963678	2.000000	0.016925	2.396706	4.000000	0.013891	1.542702	1.000000	0.015148	0.741191	4.000000	0.021550	1.939780	1.000000	0.014336	1.132399	5.000000	0.041503
6	11	766.816330	83.132724	329.672091	880.924529	374.542161	503.168317	0.451007	0.144238	0.824646	0.431236	0.968942	0.810716	2.520704	3.000000	0.082752	2.225057	6.000000	0.017733	2.219442	4.000000	0.010454	0.567753	1.000000	0.012934	1.817779	1.000000	0.028806	2.632114	6.000000	0.633895	2.224687	3.000000	0.023826	0.505497	2.000000	0.017646	2.039291	5.000000	0.013988	2.408220	6.000000	0.014011	1.839997	1.000000	0.041581	2.297070	1.000000	0.020405	2.351750	4.000000	0.011894	1.549125	2.000000	0.019775	0.654832	3.000000	0.014350	1.812062	3.000000	0.024507	1.783584	5.000000	0.013319	0.681735	2.000000	0.031376	0.287532	2.000000	0.155493	1.621963	4.000000	0.032414	2.177848	1.000000	0.105123	2.702603	1.000000	0.017818	2.849554	2.000000	0.024940	2.868639	5.000000	0.011259	0.354546	4.000000	0.014634	0.209125	3.000000	0.015514	1.076329	3.000000	0.324825	2.473193	1.000000	0.012580	1.720531	3.000000	0.128473	0.839260	3.000000	0.030123
7	11	751.918431	655.553309	326.231675	751.104757	235.017853	670.195688	0.953313	0.437275	0.314892	0.265050	0.383009	0.275449	0.268924	6.000000	0.078056	0.635967	4.000000	0.020594	1.171799	6.000000	0.010939	2.116550	3.000000	0.032279	2.591421	4.000000	0.012483	0.909193	2.000000	0.012697	0.509904	3.000000	0.016288	2.432565	3.000000	0.026326	1.245607	3.000000	0.011435	2.315022	4.000000	0.200517	2.581901	5.000000	0.011512	2.729946	3.000000	0.015989	1.687407	6.000000	0.026670	0.579675	4.000000	0.011810	2.464829	4.000000	0.010997	0.578246	2.000000	0.096136	0.272101	3.000000	0.028852	1.302366	2.000000	0.015198	1.982125	6.000000	0.044660	1.384039	3.000000	0.010007	2.306391	4.000000	0.027929	2.380170	4.000000	0.045030	0.829184	2.000000	0.010186	2.023588	5.000000	0.015052	1.927109	1.000000	0.024632	0.503512	2.000000	0.025218	1.243425	2.000000	0.011710	2.132968	4.000000	0.175208	0.210317	6.000000	0.058552	0.653750	6.000000	0.052109
8	1	774.427451	655.498867	195.971265	330.726728	515.955221	259.317136	0.777877	0.761936	0.529707	0.806035	0.628165	0.484952	2.623424	2.000000	0.020947	2.678806	1.000000	0.017932	1.673502	5.000000	0.055110	0.375401	3.000000	0.011324	1.630785	1.000000	0.029741	1.875050	5.000000	0.265789	0.842649	1.000000	0.012287	0.195160	1.000000	0.022277	0.527444	3.000000	0.032074	0.263577	2.000000	0.220166	0.103238	5.000000	0.726034	0.192067	2.000000	0.034146	2.334617	1.000000	0.258305	1.255037	4.000000	0.014732	0.085770	5.000000	0.010562	1.658274	6.000000	0.111142	0.852816	1.000000	0.011302	1.533267	4.000000	0.018191	1.899672	5.000000	0.046524	0.553396	6.000000	0.012609	2.211661	4.000000	0.015073	0.050135	1.000000	0.016153	0.065939	2.000000	0.017771	0.570802	3.000000	0.015444	1.944901	4.000000	0.010994	1.435551	3.000000	0.074791	1.776535	5.000000	0.046861	0.512533	2.000000	0.010752	0.395154	1.000000	0.012101	2.223167	4.000000	0.010369
9	1	309.498380	823.826042	142.484579	73.950269	429.850228	20.165806	0.375450	0.186228	0.901673	0.414153	0.205624	0.997871	2.144143	5.000000	0.010315	0.135853	3.000000	0.020968	1.680781	1.000000	0.030086	1.554442	2.000000	0.145242	2.150141	2.000000	0.018735	0.700156	3.000000	0.056813	2.752607	5.000000	0.028679	0.633883	2.000000	0.011288	0.597258	6.000000	0.065525	1.518801	6.000000	0.010226	1.604421	3.000000	0.109249	1.264472	1.000000	0.010522	0.266690	5.000000	0.020332	1.157611	2.000000	0.014625	1.408774	5.000000	0.015590	1.093971	2.000000	0.070117	2.862235	2.000000	0.020054	1.872971	4.000000	0.033490	0.791524	5.000000	0.020664	0.161739	6.000000	0.275084	0.927553	5.000000	0.013190	2.271759	2.000000	0.096979	1.538545	1.000000	0.042900	2.541136	1.000000	0.089381	1.451328	2.000000	0.013023	2.105107	3.000000	0.022441	0.213395	3.000000	0.184681	1.842870	2.000000	0.014025	1.149377	3.000000	0.056520	0.509564	1.000000	0.091389
10	4	523.441279	618.179026	478.986004	817.957907	585.645925	884.657949	0.479761	0.389269	0.757148	0.989226	0.730716	0.669329	1.397620	1.000000	0.016501	2.600314	5.000000	0.035687	0.615906	2.000000	0.020376	1.508970	3.000000	0.015790	1.098911	1.000000	0.011143	0.484161	2.000000	0.013461	0.751963	3.000000	0.011027	1.755982	5.000000	0.011847	1.865794	2.000000	0.014587	1.607977	4.000000	0.010841	0.121186	3.000000	0.024215	1.656583	4.000000	0.012870	1.636209	6.000000	0.016049	0.616362	1.000000	0.014344	2.526555	2.000000	0.051500	1.557805	3.000000	0.025064	2.691384	6.000000	0.010870	2.140594	2.000000	0.010361	2.129772	3.000000	0.134210	1.007070	5.000000	0.013118	0.197166	4.000000	0.454947	2.628065	2.000000	0.013075	0.057934	6.000000	0.027145	2.247557	6.000000	0.014452	0.765511	5.000000	0.048583	2.505818	5.000000	0.062618	0.708833	5.000000	0.011299	1.166336	2.000000	0.012925	0.601295	1.000000	0.031714	2.880433	4.000000	0.018950
