1	1	31.534958	71.551032	69.129645	94.064137	0.424940	0.952771	0.452696	0.808386	0.304338	4.000000	0.019160	58.449334	5.000000	0.014479	35.899659	3.000000	0.019716	170.698916	5.000000	0.150442	3.706491	1.000000	0.038515
2	2	67.216684	34.060455	47.705798	55.196909	0.779030	0.391048	0.643483	0.889191	3.677377	6.000000	0.014502	19.078784	5.000000	0.040076	53.633939	1.000000	0.015166	52.762579	3.000000	0.010234	0.689175	3.000000	0.011427
3	2	42.104108	99.050493	58.234307	18.976404	0.408037	0.631008	0.322719	0.723608	2.092005	4.000000	0.059006	9.342683	3.000000	0.018239	23.458146	1.000000	0.042820	125.029760	4.000000	0.040560	1.862195	1.000000	0.014525
4	1	1.365630	20.207221	44.292471	74.379735	0.843152	0.949212	0.638315	0.217391	0.497926	3.000000	0.013512	61.336184	1.000000	0.016145	18.534700	1.000000	0.231244	154.017439	2.000000	0.016287	1.995231	3.000000	0.021376
5	1	19.875044	54.045138	15.763335	16.812606	0.491529	0.651866	0.316941	0.611698	2.749879	2.000000	0.012851	0.694285	5.000000	0.011114	4.013066	3.000000	0.024473	91.182819	4.000000	0.010062	0.569725	6.000000	0.025928
6	1	5.144176	3.575582	62.009957	36.221701	0.367530	0.397917	0.452609	0.575223	3.247726	3.000000	0.040195	42.293231	2.000000	0.015741	5.335380	3.000000	0.018229	67.300131	3.000000	0.012109	3.458536	5.000000	0.011906
7	1	55.884543	99.173575	4.913160	5.448855	0.236911	0.764673	0.228552	0.274483	2.133639	5.000000	0.013849	11.149261	5.000000	0.037380	47.831067	1.000000	0.083716	155.859283	2.000000	0.012180	2.666242	3.000000	0.033589
8	1	47.102430	18.308921	42.393416	86.247185	0.641598	0.711436	0.854247	0.343298	2.439317	2.000000	0.171615	11.008253	4.000000	0.018435	42.252561	3.000000	0.063317	23.566462	2.000000	0.435163	1.178311	4.000000	0.022039
9	1	16.528409	47.559124	26.379596	15.850688	0.695884	0.693948	0.414636	0.815332	1.551114	6.000000	0.016510	5.669744	1.000000	0.016937	56.305213	1.000000	0.016411	165.804437	4.000000	0.023182	1.406945	2.000000	0.073440
10	1	79.883469	53.064906	11.043147	84.597356	0.818649	0.770443	0.198619	0.999276	2.496101	4.000000	0.397838	39.601926	1.000000	0.011847	54.940245	3.000000	0.017694	63.032074	2.000000	0.026368	0.363565	3.000000	0.029417
11	2	45.345527	32.856221	89.623877	1.673461	0.689635	0.733829	0.668181	0.733820	2.301023	6.000000	0.014676	27.600512	3.000000	0.016451	51.463661	6.000000	0.019218	70.591597	5.000000	0.020075	3.059014	6.000000	0.151459
12	1	26.742633	50.791344	86.044987	91.588153	0.573047	0.232008	0.154428	0.176524	0.527581	5.000000	0.050574	41.730474	3.000000	0.010934	35.445230	5.000000	0.021382	139.884019	6.000000	0.041586	3.763329	1.000000	0.017068
13	3	25.143447	34.250267	47.037771	89.281265	0.503259	0.389376	0.421068	0.329388	0.149671	6.000000	0.018499	26.775862	4.000000	0.010269	14.646792	5.000000	0.015145	140.231529	2.000000	0.013431	1.559863	3.000000	0.018979
14	1	20.879751	40.084655	11.876919	15.747911	0.672440	0.706667	0.665361	0.221579	3.074686	5.000000	0.023131	61.954038	6.000000	0.015136	31.597389	6.000000	0.011199	22.966263	1.000000	0.025125	1.726111	1.000000	0.013105
15	2	79.016060	76.759008	23.948981	42.026518	0.899236	0.483844	0.620064	0.479239	2.987308	1.000000	0.135454	14.846860	3.000000	0.016173	26.508588	4.000000	0.010285	85.958721	3.000000	0.010268	2.743490	3.000000	0.012235
16	1	48.229326	63.849354	3.193687	89.789778	0.687254	0.136150	0.275035	0.426723	0.893739	4.000000	0.011469	27.576733	2.000000	0.021872	40.089939	2.000000	0.014030	40.039804	3.000000	0.057366	3.171769	4.000000	0.010851
17	1	9.853948	43.309253	98.972592	32.359089	0.270183	0.242005	0.685091	0.908160	1.343850	3.000000	0.031903	57.653781	2.000000	0.012362	8.856338	4.000000	0.010118	14.121280	4.000000	0.015170	3.659584	2.000000	0.011204
18	1	30.783435	76.974801	37.819078	55.168665	0.741012	0.982947	0.897073	0.518925	1.814322	2.000000	0.048461	0.806750	6.000000	0.025980	10.967802	3.000000	0.014695	90.245277	3.000000	0.020028	0.749919	2.000000	0.010445
19	2	89.532070	62.865880	10.284254	49.821009	0.983134	0.551074	0.520747	0.124057	0.805794	5.000000	0.017977	15.714205	2.000000	0.016741	10.342837	2.000000	0.018297	131.473843	6.000000	0.031328	2.335986	5.000000	0.010887
20	2	79.571126	59.229278	88.218617	2.465920	0.665519	0.908907	0.291976	0.888211	3.588889	3.000000	0.033194	40.172981	6.000000	0.294525	16.453814	4.000000	0.018105	128.055470	4.000000	0.014763	3.159751	6.000000	0.029349
21	1	27.066570	13.881677	22.061518	85.091448	0.153844	0.864985	0.878535	0.101302	1.574737	4.000000	0.010758	32.847259	4.000000	0.010660	13.008667	6.000000	0.011114	36.161854	4.000000	0.101979	2.268772	3.000000	0.020842
22	1	23.566643	86.564131	6.076339	96.010048	0.726301	0.642377	0.747320	0.391731	0.129740	2.000000	0.014122	15.089866	5.000000	0.019513	16.381332	2.000000	0.012422	9.151468	4.000000	0.016908	0.070012	5.000000	0.011776
23	1	11.087001	88.314649	20.621728	13.517170	0.114163	0.416640	0.763285	0.364288	3.074086	1.000000	0.012171	11.566316	4.000000	0.052614	51.389319	4.000000	0.013749	134.833645	2.000000	0.014081	1.659231	4.000000	0.026290
24	1	7.532355	59.497488	90.577839	12.158600	0.705401	0.104746	0.546140	0.842659	0.758952	2.000000	0.289630	16.377791	3.000000	0.047636	13.219616	4.000000	0.026700	77.028579	2.000000	0.011625	3.719737	3.000000	0.016815
25	1	64.231714	46.281265	75.067955	99.404129	0.224370	0.470068	0.278611	0.151813	2.159440	5.000000	0.061086	2.690863	5.000000	0.010754	39.604495	6.000000	0.016204	54.219457	2.000000	0.014674	2.312528	1.000000	0.010785
26	1	31.971648	51.237609	50.803440	48.214778	0.543272	0.968013	0.507211	0.234202	1.644774	3.000000	0.010782	1.263503	3.000000	0.019534	3.438511	5.000000	0.086361	18.314932	5.000000	0.077235	2.411085	1.000000	0.014373
27	1	18.397082	38.967702	51.041911	24.504455	0.173717	0.625404	0.433113	0.469677	0.538498	1.000000	0.038718	19.334965	3.000000	0.011040	24.301823	1.000000	0.037842	89.536861	3.000000	0.054901	0.171084	4.000000	0.010413
28	1	49.822631	67.700751	72.847174	25.265120	0.615757	0.553166	0.741320	0.566998	2.281948	1.000000	0.011745	40.700913	4.000000	0.024034	32.909329	1.000000	0.012268	74.051536	3.000000	0.023006	1.636462	5.000000	0.056332
29	1	36.522262	37.537062	99.554847	83.574671	0.363124	0.752675	0.765081	0.559374	3.748917	3.000000	0.013418	9.595435	5.000000	0.011861	3.655629	2.000000	0.012739	124.537694	2.000000	0.088307	1.452972	1.000000	0.051567
30	2	58.521525	43.424426	3.503621	30.707691	0.621539	0.669940	0.148881	0.684648	2.968987	3.000000	0.013711	13.921699	6.000000	0.010499	4.966904	1.000000	0.012583	61.846917	5.000000	0.030364	2.645317	5.000000	0.031490
