1	2	42.345933	49.237586	30.095621	42.356063	0.416216	0.182118	0.826776	0.828145	2.966861	6.000000	0.025200	9.247297	2.000000	0.010686	2.812368	1.000000	84.052893	0.409022	3.000000	0.090835	1.391348	1.000000	0.016220	2.894303	5.000000	99.613249	4.332888	3.000000	0.071252	7.610125	1.000000	0.020045	2.268120	1.000000	4.548666	1.434441	6.000000	0.045783	2.520770	6.000000	0.012973
2	2	35.936167	85.723487	8.068053	41.208446	0.614430	0.256757	0.927513	0.729313	0.308657	4.000000	0.024514	1.366306	2.000000	0.010364	0.559886	5.000000	55.003439	3.131599	1.000000	0.010272	1.918030	6.000000	0.022176	2.134020	3.000000	48.446021	0.519257	2.000000	0.013962	11.537254	5.000000	0.029637	0.831857	3.000000	85.506477	4.183223	2.000000	0.015204	0.291374	3.000000	0.022431
3	1	11.254324	40.964287	52.862709	91.707282	0.775774	0.771261	0.665076	0.623744	3.119379	4.000000	0.039389	10.812064	4.000000	0.025696	3.991612	1.000000	44.442072	2.162650	2.000000	0.039427	2.327768	1.000000	0.047513	0.540677	4.000000	22.137384	2.822193	2.000000	0.040060	3.906323	5.000000	0.010634	2.086300	2.000000	68.781080	4.114788	1.000000	0.041494	3.267669	2.000000	0.166807
4	2	51.404461	32.680604	19.071092	52.581776	0.157047	0.446468	0.900518	0.869240	4.473359	6.000000	0.022873	13.704839	5.000000	0.022470	3.814517	5.000000	3.374745	1.634466	3.000000	0.015534	4.069777	3.000000	0.016186	1.284108	3.000000	55.901280	3.815936	6.000000	0.020060	13.653270	5.000000	0.010012	2.028319	2.000000	16.676040	1.234346	3.000000	0.015916	4.033619	5.000000	0.013878
5	2	22.111363	71.596064	60.626267	43.767358	0.870549	0.523744	0.459046	0.419419	2.494910	4.000000	0.015697	6.885620	3.000000	0.052307	1.883786	3.000000	92.710636	3.614326	4.000000	0.011569	3.801891	5.000000	0.018962	2.042333	1.000000	61.850632	4.223502	2.000000	0.017167	13.570833	3.000000	0.081003	1.484090	2.000000	69.887582	0.841005	6.000000	0.019145	1.897792	3.000000	0.410165
6	3	22.334173	66.888538	34.750845	13.264295	0.794795	0.271612	0.565578	0.353373	2.983875	1.000000	0.018531	2.097985	3.000000	0.058712	4.611402	6.000000	75.116717	1.494610	4.000000	0.695281	1.346297	3.000000	0.023609	2.976745	2.000000	10.726273	3.323466	1.000000	0.010902	4.999775	1.000000	0.026909	4.174440	1.000000	31.850807	2.584502	3.000000	0.010582	3.434549	5.000000	0.014939
7	1	8.156832	36.689929	56.840792	87.861930	0.966256	0.628839	0.209476	0.913811	3.367517	3.000000	0.023229	12.685406	2.000000	0.026900	2.201992	2.000000	73.048080	4.648001	6.000000	0.051011	2.349207	2.000000	0.813532	2.752765	4.000000	14.549667	3.947351	4.000000	0.015651	0.256376	1.000000	0.068608	2.270397	3.000000	8.791010	1.262664	2.000000	0.182937	4.555013	6.000000	0.015079
8	2	86.999562	87.084896	43.195297	5.825545	0.647180	0.433780	0.259312	0.296616	2.913472	6.000000	0.015526	1.331831	3.000000	0.025106	0.812942	3.000000	6.703107	4.382148	1.000000	0.053834	2.306118	6.000000	0.019828	2.763520	1.000000	56.177588	4.554283	6.000000	0.067209	2.853329	5.000000	0.018275	4.133742	2.000000	48.822948	0.250030	4.000000	0.046757	0.345843	1.000000	0.040192
9	4	22.798888	26.254554	75.971286	23.864583	0.278421	0.546433	0.199943	0.179073	1.871424	2.000000	0.021550	3.084168	6.000000	0.020249	1.185721	1.000000	38.188939	0.239706	3.000000	0.017468	3.217583	1.000000	0.023202	0.269484	2.000000	10.199846	3.173032	2.000000	0.036206	14.294953	3.000000	0.027071	4.195187	5.000000	6.467067	3.236542	3.000000	0.133882	4.181064	1.000000	0.028649
10	2	97.839399	7.609399	21.749814	24.333975	0.565949	0.613418	0.153437	0.289706	0.711680	4.000000	0.016043	7.388355	5.000000	0.016829	3.843951	5.000000	71.353661	1.623072	1.000000	0.044109	2.173495	2.000000	0.019101	2.124604	4.000000	1.918517	4.402711	3.000000	0.010240	7.932347	1.000000	0.013945	4.462115	6.000000	63.060830	3.530114	1.000000	0.040667	1.310452	4.000000	0.034515
