1	1	30.041405	27.656849	2.739522	41.799459	30.984779	0.405519	0.321158	0.589379	0.474638	0.975742	33.783416	5.000000	0.014727	12.198068	3.000000	0.014149	162.370714	2.000000	0.013979	51.429163	1.000000	0.062144	3.682149	6.000000	0.018193	12.397604	1.000000	0.036774
2	2	33.720284	47.133530	52.652144	5.178030	20.764509	0.726760	0.859616	0.374375	0.616123	0.154176	23.695665	4.000000	0.013896	48.490487	2.000000	0.013218	161.888625	4.000000	0.014224	29.936806	6.000000	0.015175	1.142285	2.000000	0.013863	11.186006	5.000000	0.021477
3	2	61.063110	85.068504	71.676182	58.849967	23.277053	0.127547	0.300749	0.756128	0.196130	0.919083	4.537968	3.000000	0.013083	54.294993	6.000000	0.028114	56.804569	2.000000	0.011346	44.263220	2.000000	0.022519	0.615540	5.000000	0.016270	13.497811	4.000000	0.026445
4	1	65.656493	78.906433	78.343568	99.202670	87.121079	0.632520	0.175194	0.446347	0.745594	0.415052	30.128076	3.000000	0.010780	56.500715	2.000000	0.224005	67.084697	4.000000	0.059150	28.961379	2.000000	0.174384	3.419624	3.000000	0.019544	20.953489	1.000000	0.762237
5	2	20.571390	6.809316	85.796752	30.760683	55.442484	0.117474	0.286830	0.219568	0.459440	0.259249	46.973780	2.000000	0.010475	23.979295	3.000000	0.020516	6.818380	2.000000	0.016984	23.667293	2.000000	0.012020	3.066608	3.000000	0.026797	36.022334	4.000000	0.050554
6	1	80.597432	99.553511	31.859468	48.682134	49.103059	0.403328	0.598446	0.230322	0.615146	0.557356	29.504764	2.000000	0.307321	36.825644	6.000000	0.055168	12.747470	4.000000	0.019339	37.866668	4.000000	0.019953	2.645320	3.000000	0.010924	50.147935	5.000000	0.014302
7	1	87.654737	19.013030	13.903940	49.330570	21.823720	0.820674	0.772527	0.760459	0.875235	0.654111	26.924550	2.000000	0.044261	10.390837	3.000000	0.020447	5.048063	4.000000	0.010415	8.167236	1.000000	0.011696	1.330416	6.000000	0.011648	57.592992	1.000000	0.015402
8	1	87.707175	26.270560	31.377366	76.573953	24.681987	0.582495	0.184370	0.882809	0.388067	0.736013	40.235016	4.000000	0.041411	43.769192	5.000000	0.025860	34.650504	6.000000	0.026225	23.898695	2.000000	0.583551	3.033713	5.000000	0.019483	17.782726	4.000000	0.012651
9	1	21.584946	75.262468	33.051346	91.715518	57.457535	0.624851	0.669910	0.668462	0.210318	0.276363	10.929256	2.000000	0.017502	42.728735	3.000000	0.120911	63.393033	1.000000	0.016320	4.247317	2.000000	0.025835	1.977174	1.000000	0.010918	38.340739	3.000000	0.010653
10	1	23.953039	26.700926	82.088892	31.674183	18.851771	0.887756	0.842329	0.148802	0.943089	0.740042	51.621706	3.000000	0.011038	4.974418	2.000000	0.012214	106.947993	3.000000	0.032846	5.539129	5.000000	0.012952	0.700851	6.000000	0.018151	54.999570	4.000000	0.013392
11	1	66.179386	43.271705	73.651951	31.330423	28.505225	0.282395	0.520645	0.419841	0.979691	0.485003	14.046245	2.000000	0.013644	55.191127	4.000000	0.042081	52.544311	5.000000	0.030487	17.549174	5.000000	0.270504	3.411429	5.000000	0.142077	15.325400	4.000000	0.109854
12	1	67.264968	12.587435	80.977198	64.811658	73.272783	0.138716	0.619063	0.799659	0.135886	0.957628	40.460481	4.000000	0.025662	50.045515	5.000000	0.012655	67.107052	5.000000	0.022851	40.600462	4.000000	0.100890	1.728847	5.000000	0.045627	59.932435	2.000000	0.018905
13	1	86.782558	90.433713	56.684517	18.103570	38.291723	0.454354	0.738584	0.816478	0.668231	0.325689	32.084267	6.000000	0.141704	21.326387	3.000000	0.173258	143.049026	1.000000	0.020939	53.254745	5.000000	0.019395	2.895654	2.000000	0.038400	56.326373	1.000000	0.020811
14	1	6.884141	20.136972	86.419206	63.818764	72.104771	0.320588	0.250345	0.576960	0.176942	0.149561	16.507305	2.000000	0.043567	21.265208	4.000000	0.012161	135.937361	6.000000	0.021483	3.808134	2.000000	0.010353	3.122867	2.000000	0.015167	47.929264	4.000000	0.022871
