1	1	83.961362	8.134976	6.381422	80.187274	73.288516	0.692452	0.834255	0.404904	0.917017	0.545412	24.167676	5.000000	0.013600	29.151714	6.000000	0.010752	34.132042	5.000000	0.019424	37.935528	1.000000	0.036820	1.533245	1.000000	0.012570	3.561972	3.000000	0.055164	1.550929	2.000000	0.030606
2	1	50.420156	3.426544	86.018305	69.769636	73.870297	0.901404	0.967064	0.357546	0.679192	0.145420	39.560444	6.000000	0.016858	54.818653	1.000000	0.012193	25.873153	3.000000	0.042226	12.546013	1.000000	0.023759	3.732100	6.000000	0.017941	1.203079	1.000000	0.010238	54.727277	4.000000	0.075848
3	4	56.869263	97.136764	80.987510	99.675770	81.019776	0.399750	0.977626	0.466814	0.771582	0.936761	28.510787	6.000000	0.038231	10.659104	6.000000	0.010371	8.493305	5.000000	0.033489	22.758467	1.000000	0.024448	2.872235	6.000000	0.013709	1.195536	6.000000	0.011617	34.033221	6.000000	0.169172
4	1	75.949637	97.245820	56.020331	87.545064	36.441479	0.231880	0.212239	0.587508	0.540297	0.817480	13.764353	2.000000	0.014033	2.291204	6.000000	0.015548	39.956968	6.000000	0.111611	44.503785	3.000000	0.121433	3.354856	1.000000	0.016097	2.633331	1.000000	0.019413	4.141355	3.000000	0.026863
5	2	66.858633	46.217383	12.092923	88.137629	42.414925	0.790848	0.217088	0.700253	0.882711	0.916103	21.173737	5.000000	0.028576	58.999291	5.000000	0.073030	20.435169	5.000000	0.012764	55.050857	5.000000	0.012919	1.879907	4.000000	0.014929	2.943111	6.000000	0.024828	18.850177	5.000000	0.016077
6	1	80.628262	73.063526	41.643746	59.722694	6.036594	0.634544	0.343162	0.420171	0.491808	0.343209	15.489980	3.000000	0.017673	19.942273	3.000000	0.044769	10.724758	2.000000	0.014094	54.590291	4.000000	0.011508	3.080263	1.000000	0.017869	0.779343	1.000000	0.079382	54.758090	2.000000	0.017482
7	1	20.215718	67.277794	84.084944	52.895791	17.440691	0.166765	0.103418	0.685097	0.236206	0.903337	17.900849	4.000000	0.024723	48.008984	6.000000	0.010105	29.791336	6.000000	0.092846	23.384743	4.000000	0.011204	0.180658	2.000000	0.011184	0.664442	4.000000	0.334159	16.852019	3.000000	0.015442
8	1	5.944349	61.185530	30.445731	83.246463	98.332175	0.253399	0.730667	0.324592	0.394388	0.452901	2.658932	3.000000	0.010455	12.370642	5.000000	0.020103	33.913091	3.000000	0.010971	25.853409	5.000000	0.016262	0.173511	2.000000	0.020095	0.959561	1.000000	0.180487	55.905363	1.000000	0.018643
9	3	41.282400	79.773975	73.871808	33.446168	47.713452	0.421763	0.937062	0.649211	0.705850	0.774607	8.644181	6.000000	0.023799	10.716700	5.000000	0.046169	8.730631	6.000000	0.014148	43.188569	5.000000	0.017514	0.682928	1.000000	0.021412	0.068167	4.000000	0.014573	52.505029	6.000000	0.018196
10	1	41.335655	11.614622	75.602772	40.056648	60.951664	0.130030	0.566996	0.255924	0.790220	0.713583	15.629663	6.000000	0.011482	12.020156	3.000000	0.046309	0.733827	3.000000	0.027574	40.727832	6.000000	0.010236	3.533282	5.000000	0.022788	1.650098	1.000000	0.023717	45.911889	1.000000	0.010884
11	4	55.913092	68.508031	19.926416	58.698769	38.070707	0.275720	0.111972	0.287066	0.676105	0.356585	32.685891	4.000000	0.038067	1.789365	3.000000	0.022006	17.979885	3.000000	0.028396	27.999393	5.000000	0.032872	1.059683	3.000000	0.014774	0.213777	3.000000	0.018575	37.563538	2.000000	0.019116
12	2	3.181174	51.030147	73.770300	43.982266	54.705225	0.400332	0.625634	0.498131	0.689066	0.344766	8.489015	2.000000	0.064700	50.378882	4.000000	0.012795	53.596942	6.000000	0.020650	1.846089	3.000000	0.091527	1.743950	5.000000	0.013838	3.782208	3.000000	0.024810	17.774143	1.000000	0.083383
13	2	46.914755	5.298984	45.385111	51.028983	68.112483	0.640651	0.805249	0.485015	0.856073	0.687526	12.122476	6.000000	0.011314	14.335459	5.000000	0.011714	40.284447	5.000000	0.013615	24.073022	6.000000	0.013125	1.393107	5.000000	0.058076	1.081423	5.000000	0.012643	59.586161	3.000000	0.059847
14	1	37.651196	15.936199	7.388479	26.834445	10.599847	0.417480	0.166408	0.968100	0.606045	0.431260	45.431126	6.000000	0.010466	60.566572	3.000000	0.019228	26.664334	2.000000	0.064568	21.832804	5.000000	0.025921	0.864682	5.000000	0.028825	1.872020	3.000000	0.012568	33.384265	4.000000	0.015675
15	2	6.238037	63.235567	60.700653	75.609984	57.768765	0.846038	0.884845	0.830437	0.448930	0.595343	41.678734	6.000000	0.301305	54.730809	1.000000	0.021293	29.454443	5.000000	0.013541	4.862455	2.000000	0.011015	3.180078	4.000000	0.108550	2.211282	4.000000	0.022150	25.610361	5.000000	0.011252
16	2	59.773513	73.161922	42.328954	89.775959	22.808119	0.801931	0.645990	0.758792	0.492924	0.999309	20.402106	1.000000	0.010561	48.602606	3.000000	0.010721	50.597590	1.000000	0.056508	10.718694	6.000000	0.025059	3.226282	2.000000	0.038340	3.216078	6.000000	0.029221	15.104096	4.000000	0.020029
17	2	15.410021	13.418361	32.445939	81.227813	1.136119	0.111566	0.150667	0.566781	0.908028	0.570657	37.601928	2.000000	0.097343	15.675755	1.000000	0.026296	38.849066	2.000000	0.012579	43.496739	1.000000	0.024223	3.592943	6.000000	0.039228	2.804041	2.000000	0.014090	39.277209	2.000000	0.223871
18	1	46.949519	38.441401	2.686320	43.068691	74.929718	0.426757	0.930345	0.651660	0.298028	0.761162	42.306867	1.000000	0.036614	35.451919	6.000000	0.410635	18.950135	5.000000	0.014757	56.412890	1.000000	0.010310	2.416663	4.000000	0.022076	3.607186	1.000000	0.011237	43.010333	5.000000	0.064713
19	3	91.919895	60.457972	5.753115	37.838370	30.620213	0.304026	0.369349	0.145507	0.378678	0.531067	5.394080	5.000000	0.017890	56.366128	2.000000	0.011138	3.285296	6.000000	0.019122	42.866817	4.000000	0.012638	2.967691	1.000000	0.013885	2.407561	6.000000	0.093081	60.677876	4.000000	0.010551
20	1	27.653559	88.033301	45.225391	69.070446	21.613444	0.774654	0.732637	0.225269	0.871007	0.127285	44.368457	2.000000	0.014794	61.429503	1.000000	0.031347	0.613800	6.000000	0.012738	30.896408	4.000000	0.029557	3.248801	1.000000	0.018746	2.448762	5.000000	0.010444	45.105710	3.000000	0.067054
21	4	58.535958	50.962219	99.562551	11.492415	83.267751	0.905376	0.923768	0.225673	0.177049	0.546741	40.931634	3.000000	0.018146	53.261599	4.000000	0.022813	17.172333	3.000000	0.010856	43.267071	3.000000	0.011327	3.489579	6.000000	0.036854	1.877528	6.000000	0.030932	23.040825	3.000000	0.018246
22	1	56.515516	97.544115	99.490549	29.940355	76.170725	0.668270	0.338351	0.206205	0.816725	0.354746	35.159157	5.000000	0.283567	51.635912	2.000000	0.010801	9.377328	2.000000	0.127941	56.813785	2.000000	0.303128	1.953492	2.000000	0.026081	2.405430	5.000000	0.023634	4.143005	1.000000	0.030416
23	1	75.068297	1.727693	74.412049	65.951493	40.179669	0.919043	0.213155	0.260338	0.247770	0.635854	51.078036	3.000000	0.022992	32.791203	4.000000	0.039830	50.352568	4.000000	0.013450	32.172268	5.000000	0.144044	0.542916	4.000000	0.015764	2.278513	2.000000	0.183307	35.462088	5.000000	0.010444
24	1	69.598040	60.433991	93.148110	75.346890	84.895923	0.868708	0.310147	0.496790	0.621193	0.323446	26.287882	2.000000	0.079702	19.502171	2.000000	0.019932	44.731296	2.000000	0.019106	31.411089	5.000000	0.016208	0.450941	1.000000	0.054180	0.801547	1.000000	0.010065	52.855461	3.000000	0.014145
25	1	96.313017	95.410437	56.207183	76.609332	64.221404	0.933863	0.592708	0.205911	0.255399	0.393333	26.401566	4.000000	0.726904	10.109295	2.000000	0.017738	41.709599	3.000000	0.022860	54.221168	4.000000	0.035624	3.571502	6.000000	0.025068	3.462114	1.000000	0.021408	22.944259	2.000000	0.152626
26	1	4.437000	89.237508	59.906514	99.208579	31.588352	0.404113	0.153125	0.991692	0.749685	0.661402	44.174521	3.000000	0.067501	34.928120	4.000000	0.010086	54.959712	2.000000	0.012249	28.911697	5.000000	0.022504	0.330066	6.000000	0.011876	0.287853	2.000000	0.011242	25.735752	5.000000	0.012347
27	1	47.877847	73.006752	46.749520	62.401083	40.511424	0.955286	0.115798	0.865920	0.798379	0.348025	44.247115	1.000000	0.409185	2.456824	1.000000	0.025628	41.917527	6.000000	0.030423	36.963626	2.000000	0.017599	0.464957	5.000000	0.069311	1.831747	4.000000	0.024598	1.403102	6.000000	0.012830
28	2	74.693022	97.927876	38.612862	76.817507	20.917509	0.172763	0.363965	0.996314	0.410146	0.910682	36.025731	3.000000	0.015023	48.071970	2.000000	0.048298	32.231816	6.000000	0.020265	15.806031	5.000000	0.011551	0.281320	3.000000	0.012747	1.745139	5.000000	0.023394	27.659089	5.000000	0.011713
29	2	2.191104	20.691608	75.661357	83.794981	84.606830	0.433599	0.456406	0.225741	0.357704	0.528092	43.560914	3.000000	0.037699	9.987566	1.000000	0.033528	55.643170	1.000000	0.019599	16.538880	4.000000	0.014237	1.644546	3.000000	0.102117	0.638086	2.000000	0.027869	53.939018	6.000000	0.063272
30	1	56.948702	80.776521	75.820178	60.735949	39.367642	0.773947	0.166733	0.909019	0.696032	0.750395	55.649827	3.000000	0.017610	56.458379	2.000000	0.011066	44.997172	2.000000	0.020430	16.306887	3.000000	0.319583	1.843091	1.000000	0.060558	0.767475	1.000000	0.050331	29.047977	1.000000	0.026896
31	2	27.306421	31.276152	73.357703	10.338208	35.724730	0.309745	0.295630	0.978753	0.334281	0.758757	33.847642	6.000000	0.024233	2.790361	1.000000	0.017194	1.567614	1.000000	0.044192	53.426198	6.000000	0.012903	0.251974	4.000000	0.082721	3.443056	3.000000	0.012274	29.517218	5.000000	0.027932
32	2	75.348756	31.334049	77.322511	82.616832	52.188427	0.711854	0.929593	0.934158	0.335926	0.430846	48.026406	6.000000	0.026038	29.444701	6.000000	0.010183	15.962594	1.000000	0.101337	13.582562	5.000000	0.020788	1.606378	5.000000	0.075696	2.612539	1.000000	0.045699	45.986111	4.000000	0.040551
33	2	70.954835	30.296174	52.205079	17.228834	23.303086	0.293970	0.859607	0.352038	0.275417	0.774852	7.294160	3.000000	0.123412	2.379403	2.000000	0.019062	48.350852	6.000000	0.126973	43.661878	3.000000	0.011748	0.305234	2.000000	0.072566	2.900914	1.000000	0.014331	49.667566	3.000000	0.047635
34	1	95.813991	17.787405	96.448754	44.410108	97.074302	0.984616	0.719746	0.347846	0.234380	0.643963	13.012508	3.000000	0.051752	47.248299	6.000000	0.017091	51.870785	3.000000	0.023060	13.593412	6.000000	0.031900	2.859324	6.000000	0.015342	1.352287	2.000000	0.113353	33.360052	3.000000	0.010541
35	2	92.033934	95.261263	50.475013	54.013546	82.241094	0.848097	0.842912	0.747157	0.842482	0.439479	52.811921	4.000000	0.031486	38.276216	6.000000	0.018717	15.749503	5.000000	0.020130	5.656882	5.000000	0.096443	0.586092	4.000000	0.031399	3.394976	6.000000	0.023191	23.444804	1.000000	0.034978
36	1	86.417318	20.988600	43.765158	80.082051	43.815603	0.466324	0.437365	0.267041	0.608396	0.891484	2.417450	1.000000	0.054110	6.559074	3.000000	0.014425	25.088342	3.000000	0.106856	19.638243	6.000000	0.014616	2.324345	6.000000	0.103986	1.671094	1.000000	0.024606	14.228605	5.000000	0.114354
37	1	11.312477	21.285379	95.819759	18.541611	71.210581	0.192303	0.302315	0.506711	0.935130	0.793597	19.169336	5.000000	0.012312	12.627146	5.000000	0.158061	46.426726	3.000000	0.034864	49.964685	3.000000	0.244932	2.996030	3.000000	0.019011	1.163518	5.000000	0.010855	21.840040	1.000000	0.010439
38	1	84.276412	1.984239	16.032578	93.902811	4.682521	0.864899	0.414812	0.608490	0.721100	0.793971	41.195096	2.000000	0.016946	34.392277	3.000000	0.014896	23.459383	4.000000	0.057932	56.339817	3.000000	0.082643	3.507750	6.000000	0.036600	3.337692	3.000000	0.068043	11.088148	5.000000	0.221648
39	2	95.934956	89.194757	67.320200	65.520354	87.622645	0.910324	0.338470	0.360132	0.886450	0.801499	36.638514	3.000000	0.070822	57.780827	4.000000	0.016179	5.487701	2.000000	0.056332	55.727144	6.000000	0.028693	1.887225	5.000000	0.010251	2.499824	1.000000	0.047636	18.626267	2.000000	0.024637
40	1	87.884651	10.960195	59.650541	83.477630	3.557469	0.984014	0.546645	0.268241	0.991452	0.458562	9.884383	5.000000	0.150824	36.223834	5.000000	0.118961	13.228711	6.000000	0.125880	13.317236	5.000000	0.012886	1.723749	2.000000	0.014841	1.393579	4.000000	0.706779	50.825060	5.000000	0.306237
41	1	67.301892	1.188497	62.127012	4.017648	46.306585	0.964626	0.545326	0.523798	0.333147	0.832575	49.820277	5.000000	0.044416	57.103936	2.000000	0.010469	6.673713	6.000000	0.239531	34.808335	5.000000	0.013692	3.526121	2.000000	0.011271	1.462827	6.000000	0.014364	10.173946	1.000000	0.039023
42	2	37.455265	14.053603	71.411433	39.243054	99.554788	0.918353	0.884868	0.855681	0.575164	0.855205	44.820666	1.000000	0.022486	58.564201	3.000000	0.013529	49.778174	4.000000	0.022540	23.675543	4.000000	0.070182	1.891653	3.000000	0.013269	0.612641	3.000000	0.019549	58.572330	1.000000	0.016077
43	3	32.192303	18.774754	30.506211	15.255407	28.394630	0.556459	0.991566	0.564253	0.947282	0.119784	56.327074	6.000000	0.014464	25.234502	1.000000	0.032943	29.468275	3.000000	0.012654	1.880350	1.000000	0.026266	2.957789	6.000000	0.062795	3.320450	5.000000	0.011523	22.314535	6.000000	0.011505
44	3	53.337131	32.122627	51.979597	91.679818	66.842701	0.980908	0.190206	0.404444	0.443736	0.321486	21.529481	1.000000	0.014430	11.275176	4.000000	0.011287	45.057682	3.000000	0.119348	12.582288	5.000000	0.011266	0.919545	4.000000	0.018058	3.059216	3.000000	0.011728	52.574087	4.000000	0.015652
45	2	14.270476	98.243056	42.074744	37.509338	53.507267	0.321115	0.418879	0.952443	0.730107	0.780678	33.698006	6.000000	0.011380	12.166812	3.000000	0.010939	19.143951	2.000000	0.021831	44.216413	1.000000	0.097862	3.368447	4.000000	0.012034	2.944730	6.000000	0.014729	2.266057	1.000000	0.044047
46	1	2.900274	87.100917	28.419627	4.237653	38.063389	0.496063	0.769379	0.496819	0.635277	0.597276	55.869462	6.000000	0.030745	59.240910	4.000000	0.076254	21.277237	1.000000	0.038964	44.659841	3.000000	0.067342	2.030295	2.000000	0.108924	1.377334	2.000000	0.017651	40.405703	3.000000	0.069811
47	3	10.684749	16.001611	43.775323	68.021821	49.372547	0.112707	0.775590	0.746178	0.516666	0.923222	17.592378	3.000000	0.023140	11.175889	1.000000	0.018471	18.150306	6.000000	0.033586	31.717106	5.000000	0.164184	2.617846	3.000000	0.023925	0.638261	4.000000	0.018638	43.511848	6.000000	0.011520
48	3	70.510917	13.513792	23.444881	49.264881	38.159829	0.260239	0.332251	0.505931	0.284886	0.484530	32.188376	3.000000	0.014088	27.419711	5.000000	0.028020	52.104008	1.000000	0.026511	23.716020	4.000000	0.012580	1.970831	5.000000	0.010030	0.330600	1.000000	0.011056	46.237629	5.000000	0.046471
