1	3	80.551819	692.863982	11.721402	49.683551	81.121407	39.259535	0.112977	0.549135	0.668266	0.394284	0.973406	0.586368	0.355189	5.000000	0.010654	6.318086	5.000000	4.438078	12.573748	4.000000	0.024404	14.298209	1.000000	0.011283	17.776100	2.000000	0.012663	1.264324	6.000000	0.017043	0.983574	6.000000	75.499125	3.112975	4.000000	0.027183	8.817632	1.000000	23.601486	1.208321	3.000000	0.248785	2.317894	5.000000	0.010331	0.747731	3.000000	93.360585	7.755575	3.000000	0.024274	0.496180	3.000000	0.033551
2	6	97.629217	259.255853	12.967850	90.145402	95.784231	78.251726	0.616977	0.879580	0.418110	0.613433	0.516287	0.934178	3.011298	3.000000	0.015101	13.411766	6.000000	78.550805	9.217442	3.000000	0.040415	0.619822	3.000000	0.011948	47.136878	1.000000	0.014508	1.663131	1.000000	0.022167	0.177786	3.000000	94.119418	1.343450	4.000000	0.010035	17.070858	5.000000	73.280708	2.979219	1.000000	0.025708	0.805021	6.000000	0.046190	0.423359	5.000000	71.932611	35.502536	4.000000	0.049499	1.404595	1.000000	0.012316
3	3	25.447980	181.980165	24.270157	96.191772	3.167968	50.622285	0.474752	0.493388	0.357691	0.282870	0.853974	0.510421	1.718551	1.000000	0.022879	6.625543	4.000000	26.589425	15.205894	3.000000	0.024848	14.281083	1.000000	0.013211	27.990673	5.000000	0.011620	1.248305	2.000000	0.012609	0.806099	2.000000	9.392160	1.216745	6.000000	0.030952	15.957681	1.000000	23.508878	0.713494	3.000000	0.046064	0.912808	3.000000	0.010864	0.490554	6.000000	65.218251	57.391393	3.000000	0.029420	2.359155	2.000000	0.018318
4	2	26.366911	491.968752	76.178711	39.069086	60.073377	27.142171	0.760878	0.301940	0.305690	0.427366	0.610055	0.600857	1.342978	1.000000	0.041185	13.337363	1.000000	21.153753	2.771157	2.000000	0.016296	4.294510	5.000000	0.070626	23.188209	4.000000	0.057089	4.151390	6.000000	0.025968	1.914671	6.000000	69.115341	1.289351	2.000000	0.020763	9.181987	2.000000	50.102723	2.759674	3.000000	0.022973	1.954162	3.000000	0.026533	3.783722	1.000000	56.698909	58.260336	1.000000	0.011672	1.607047	6.000000	0.059460
5	2	84.002952	186.599448	37.451384	67.587720	21.668061	22.052577	0.544380	0.649419	0.483522	0.350024	0.772430	0.540648	0.464127	6.000000	0.011234	17.967703	1.000000	86.660102	16.372174	5.000000	0.018503	12.333102	5.000000	0.026199	35.702367	6.000000	0.023584	3.545425	4.000000	0.068279	2.081164	5.000000	45.413499	2.621822	1.000000	0.028358	4.458245	4.000000	14.467260	1.752720	3.000000	0.014118	3.257772	5.000000	0.012816	1.038162	1.000000	74.134157	24.609787	6.000000	0.012048	1.560309	3.000000	0.068118
6	5	88.767265	899.410686	27.854531	37.484719	8.730860	43.214556	0.413287	0.221403	0.868443	0.553922	0.288712	0.781050	2.276789	1.000000	0.018109	3.290402	6.000000	31.551723	1.149237	5.000000	0.031600	11.039840	1.000000	0.014943	39.847360	2.000000	0.022306	2.904969	2.000000	0.021390	2.312126	3.000000	63.882010	1.256429	1.000000	0.020920	0.337966	6.000000	90.288910	2.457051	3.000000	0.029117	2.980420	5.000000	0.028000	1.384436	2.000000	71.968438	46.069253	4.000000	0.015546	2.881667	1.000000	0.013835
7	2	73.207367	512.687935	52.867092	79.652878	97.722284	93.742624	0.511421	0.628182	0.751767	0.500149	0.962954	0.607631	0.206369	5.000000	0.011027	9.576034	6.000000	4.168363	18.395049	1.000000	0.018946	17.708840	6.000000	0.013162	45.330506	5.000000	0.015655	0.704663	1.000000	0.018402	0.524492	4.000000	88.976127	0.601385	1.000000	0.012978	15.130576	1.000000	12.256692	0.587840	4.000000	0.016490	1.644117	1.000000	0.010974	1.129646	1.000000	3.181517	33.331760	1.000000	0.075019	3.400819	2.000000	0.056551
8	4	42.136873	852.544043	87.445456	96.369083	9.707705	3.846190	0.464221	0.101641	0.680127	0.747896	0.916879	0.536717	0.273306	4.000000	0.022330	4.757501	1.000000	56.743218	17.697315	2.000000	0.010636	13.009335	6.000000	0.023951	46.898839	6.000000	0.085302	0.676272	2.000000	0.012223	1.851499	3.000000	78.722027	0.324400	6.000000	0.131840	2.023912	5.000000	50.878588	0.680377	6.000000	0.069107	1.143062	6.000000	0.016450	3.788514	4.000000	26.812135	27.254447	4.000000	0.019453	1.992836	3.000000	0.017848
9	4	79.070866	296.756586	89.275059	21.029374	18.767788	46.373594	0.223028	0.694409	0.165352	0.372678	0.678205	0.973345	2.799669	3.000000	0.060155	13.546055	3.000000	72.941755	11.910255	2.000000	0.011528	0.951934	6.000000	0.019231	46.363873	2.000000	0.019440	4.289217	2.000000	0.011416	0.965678	3.000000	81.516296	1.553095	6.000000	0.018226	5.583434	6.000000	43.534277	3.135906	1.000000	0.043259	0.506348	3.000000	0.015126	4.152281	1.000000	3.291290	10.144320	5.000000	0.014160	1.524071	2.000000	0.019111
10	3	17.099848	79.948902	80.888626	41.641890	14.737763	41.077843	0.327122	0.703449	0.967874	0.751603	0.267021	0.721853	0.878913	6.000000	0.011612	2.035831	5.000000	14.348314	11.001248	1.000000	0.130769	18.379072	3.000000	0.017250	41.061007	2.000000	0.065915	1.473370	1.000000	0.018313	2.794914	6.000000	71.263207	1.933654	4.000000	0.010605	17.712028	6.000000	46.678938	2.018522	2.000000	0.017895	0.928322	2.000000	0.011519	0.172842	3.000000	10.603957	16.923563	2.000000	0.024131	3.124765	5.000000	0.064936
11	3	92.294257	375.271029	70.047925	62.657681	91.350694	37.543995	0.213603	0.216071	0.428918	0.589055	0.153611	0.746946	1.298580	4.000000	0.014063	18.547048	2.000000	86.033039	7.592246	1.000000	0.014500	3.828047	5.000000	0.014304	15.879129	4.000000	0.024593	2.923999	4.000000	0.021979	3.049212	5.000000	82.553673	1.849327	1.000000	0.053557	18.033536	4.000000	53.206254	0.939276	2.000000	0.263239	2.431271	6.000000	0.023884	1.127168	1.000000	76.726070	15.551377	6.000000	0.023932	0.228487	6.000000	0.011849
12	3	37.101235	259.535264	65.309237	18.187614	54.956884	10.955990	0.362316	0.912183	0.566352	0.504909	0.839181	0.395875	2.649329	4.000000	0.015981	2.199719	1.000000	89.993414	2.128257	1.000000	0.055418	6.554299	4.000000	0.035342	33.753670	4.000000	0.013449	0.805855	1.000000	0.021181	1.711325	2.000000	68.119153	1.306941	3.000000	0.017434	7.686055	6.000000	8.965709	2.690285	6.000000	0.045487	2.655101	3.000000	0.010631	1.472463	4.000000	95.079959	0.645619	5.000000	0.038076	0.373127	3.000000	0.037098
13	4	56.010520	57.358970	17.487072	48.535221	47.692372	68.815405	0.514266	0.200744	0.333345	0.205508	0.110778	0.606960	3.026589	5.000000	0.108678	2.668325	5.000000	45.831730	0.637144	4.000000	0.010477	17.273728	3.000000	0.408942	52.002108	2.000000	0.015623	4.131151	1.000000	0.087283	1.781077	3.000000	20.781339	1.450545	3.000000	0.044090	16.028452	2.000000	71.546081	1.543775	3.000000	0.011068	2.984979	5.000000	0.021081	2.192922	4.000000	37.941260	58.372324	1.000000	0.012814	0.280174	6.000000	0.018894
14	3	78.546594	924.356962	21.081284	19.254446	27.607851	54.836991	0.498865	0.815761	0.925136	0.951819	0.446238	0.974961	2.461574	3.000000	0.038630	8.365456	3.000000	57.934908	10.237503	5.000000	0.013538	15.008200	6.000000	0.015521	40.528389	6.000000	0.028049	2.980804	2.000000	0.010060	2.457556	4.000000	90.245830	0.806393	5.000000	0.786393	10.860585	4.000000	28.590130	0.914786	5.000000	0.033730	1.337347	2.000000	0.013037	0.768802	4.000000	18.584579	24.775152	2.000000	0.032921	3.411465	1.000000	0.055856
15	5	72.427609	905.056501	16.427016	17.202365	89.646381	12.911199	0.817744	0.781335	0.483468	0.442656	0.988633	0.729788	0.286915	2.000000	0.011956	13.458425	2.000000	93.185757	2.213224	3.000000	0.010294	16.532706	1.000000	0.292058	51.756552	6.000000	0.010980	1.028118	1.000000	0.010859	3.108839	5.000000	88.424184	2.633822	5.000000	0.044092	8.710549	3.000000	76.826128	1.465405	3.000000	0.013416	2.547550	6.000000	0.014286	0.472652	6.000000	74.555108	58.094660	2.000000	0.024990	2.128627	5.000000	0.054168
16	3	17.046815	733.085338	41.189396	9.789037	79.781497	54.837795	0.163646	0.970436	0.828657	0.639658	0.606461	0.456589	1.192907	2.000000	0.011882	18.332187	1.000000	74.806496	6.838876	2.000000	0.025842	14.171168	6.000000	0.143112	7.531798	2.000000	0.016834	1.857242	5.000000	0.011688	1.578592	1.000000	16.448841	0.269593	6.000000	0.035282	14.847909	1.000000	2.297888	2.437839	3.000000	0.059448	1.199782	1.000000	0.012732	3.870794	5.000000	92.931098	2.288190	2.000000	0.065196	2.278476	1.000000	0.012825
17	4	51.085706	625.767010	86.079867	13.260877	48.911597	73.353766	0.490790	0.105050	0.120294	0.194693	0.548804	0.363552	3.239593	3.000000	0.010907	8.747742	3.000000	42.719430	5.272748	2.000000	0.024472	3.559001	2.000000	0.036427	49.651313	1.000000	0.014329	0.359733	1.000000	0.013680	0.465029	2.000000	26.194093	3.193645	4.000000	0.011683	3.244410	1.000000	33.212669	0.746257	5.000000	0.029521	2.378007	1.000000	0.092936	4.307501	3.000000	99.439271	53.210089	5.000000	0.024942	3.228886	2.000000	0.010327
18	4	64.984877	361.840578	51.166118	27.605710	62.400318	99.955912	0.181032	0.628575	0.543395	0.484851	0.294378	0.512645	2.665239	3.000000	0.049550	9.947682	1.000000	38.173564	8.085547	3.000000	0.015594	10.593332	3.000000	0.024032	40.317845	2.000000	0.011125	4.110656	2.000000	0.100717	3.131168	5.000000	58.804087	3.182132	1.000000	0.020774	17.897969	3.000000	91.605532	1.739228	2.000000	0.026824	2.934711	5.000000	0.013673	1.536318	5.000000	20.993981	45.433752	5.000000	0.106114	0.247189	4.000000	0.015606
19	4	81.050734	797.466825	72.142293	4.439346	52.504142	96.063607	0.702856	0.606192	0.911721	0.236333	0.384711	0.900752	1.088632	3.000000	0.202954	14.864562	5.000000	30.273800	12.750920	6.000000	0.060281	11.958398	2.000000	0.057471	16.898832	5.000000	0.287738	1.816798	6.000000	0.026960	1.600605	5.000000	40.347413	2.142844	3.000000	0.012373	9.732149	4.000000	75.269238	1.055551	5.000000	0.013632	1.412611	4.000000	0.012961	0.499632	4.000000	49.374049	24.063312	1.000000	0.016070	1.128574	3.000000	0.275800
20	6	24.839467	452.854599	85.890022	82.709921	75.168176	30.466634	0.307407	0.226133	0.255497	0.264693	0.467625	0.296366	3.338255	5.000000	0.307723	11.502238	1.000000	48.945980	17.762211	4.000000	0.027316	8.500674	6.000000	0.016055	7.357827	3.000000	0.012665	0.850757	3.000000	0.013285	1.639288	2.000000	78.881007	0.482651	5.000000	0.024623	1.650977	5.000000	38.307231	0.486121	4.000000	0.014295	0.873990	1.000000	0.027256	3.693310	5.000000	80.761862	27.260838	3.000000	0.031649	2.895350	3.000000	0.030449
21	5	36.446968	468.234974	91.910302	68.063555	28.804440	54.175065	0.971607	0.131803	0.469188	0.720870	0.771444	0.142771	0.425584	6.000000	0.081443	12.125011	6.000000	53.546300	5.792963	4.000000	0.019560	10.528476	4.000000	0.013436	52.817273	5.000000	0.014232	3.758163	3.000000	0.021190	2.120125	2.000000	91.468194	2.135627	4.000000	0.011718	16.223119	1.000000	18.618024	0.998941	6.000000	0.017287	3.276518	6.000000	0.011781	2.830187	5.000000	96.813895	55.306286	4.000000	0.014300	2.259314	4.000000	0.017694
22	2	34.377192	256.922691	2.873115	88.985110	47.810104	63.628784	0.503779	0.382384	0.116667	0.900683	0.250871	0.852413	3.039578	3.000000	0.021736	2.423176	5.000000	61.571759	0.770240	4.000000	0.034501	17.021955	4.000000	0.040437	4.342859	6.000000	0.052291	4.372619	2.000000	0.014111	1.555949	5.000000	48.532946	0.252037	3.000000	0.010273	3.541406	4.000000	13.387827	1.843720	1.000000	0.017698	0.754436	1.000000	0.013574	3.873913	2.000000	1.653547	37.655920	6.000000	0.015048	3.165306	3.000000	0.130006
23	6	87.147177	618.284357	11.775943	75.010325	96.042002	65.220723	0.739261	0.706376	0.751050	0.511687	0.410153	0.656281	0.525589	4.000000	0.015451	0.406944	3.000000	72.995508	9.650385	5.000000	0.013171	2.764380	2.000000	0.017896	13.231685	2.000000	0.022185	4.129519	1.000000	0.013728	1.099043	1.000000	61.067306	2.133696	2.000000	0.014711	1.671446	4.000000	81.337107	2.459714	6.000000	0.092413	1.803327	6.000000	0.036666	0.540235	3.000000	68.362676	3.722885	2.000000	0.025125	1.108205	5.000000	0.017972
