1	3	45.456990	19.413649	75.427540	94.638411	0.270092	0.889928	0.383500	0.747170	1.266748	5.000000	0.021450	8.078100	4.000000	25.173485	16.015346	4.000000	0.028694	8.009506	4.000000	0.083665	17.540883	4.000000	0.015979	0.030760	2.000000	6.859886	0.306937	5.000000	0.085384	1.907318	5.000000	75.016409	1.223386	4.000000	0.020489	13.177440	1.000000	59.635442
2	2	11.967044	95.626469	88.055091	70.899458	0.236464	0.244804	0.920255	0.642305	0.084288	3.000000	0.026465	16.956354	1.000000	35.762314	9.865594	2.000000	0.021399	7.983450	4.000000	0.011883	14.125666	6.000000	0.011665	0.093050	2.000000	72.863907	0.826994	2.000000	0.021486	6.086285	6.000000	32.797973	1.059295	4.000000	0.032814	4.637908	6.000000	99.884327
3	3	11.572266	56.755794	36.260179	87.716593	0.108011	0.287359	0.675552	0.696479	0.377629	2.000000	0.011911	14.601734	6.000000	83.279947	18.019460	4.000000	0.748778	11.708569	3.000000	0.015111	18.774356	6.000000	0.026594	0.816253	3.000000	37.134682	0.949582	2.000000	0.103269	5.028372	2.000000	35.990487	0.275804	6.000000	0.017411	7.971219	4.000000	59.824944
4	2	63.382787	93.654259	91.785669	19.163613	0.359245	0.198999	0.450451	0.804811	0.960995	3.000000	0.021026	7.008757	3.000000	17.546598	17.401700	2.000000	0.016023	14.187733	1.000000	0.010754	7.054332	3.000000	0.033465	1.088521	4.000000	88.414546	0.716809	2.000000	0.015919	12.648014	3.000000	46.249450	0.163689	2.000000	0.015846	1.410158	2.000000	81.838104
5	4	11.389126	87.067558	91.673199	85.065756	0.326588	0.822153	0.862724	0.715061	0.170244	4.000000	0.011857	17.698158	3.000000	38.319534	4.560499	6.000000	0.021331	14.717636	6.000000	0.023696	14.163591	3.000000	0.012064	0.194252	2.000000	84.261566	0.684597	4.000000	0.030696	2.868188	3.000000	12.142103	0.721715	5.000000	0.012999	18.446156	6.000000	42.150659
6	3	55.169221	55.913068	84.074948	47.564783	0.891010	0.183997	0.570818	0.498222	0.047373	1.000000	0.010199	3.642232	5.000000	87.863957	3.696285	2.000000	0.039918	6.260604	4.000000	0.039500	6.463754	3.000000	0.017870	0.219013	1.000000	64.733338	1.067100	2.000000	0.010382	17.665205	3.000000	54.665902	1.186531	4.000000	0.047771	5.616200	2.000000	11.316497
7	5	42.634954	68.628665	25.047950	23.873336	0.845434	0.780497	0.687761	0.241782	0.149604	3.000000	0.013005	16.603713	4.000000	14.999873	5.033258	6.000000	0.027909	9.726042	3.000000	0.022818	6.235724	3.000000	0.026446	1.297521	4.000000	65.740754	0.846649	5.000000	0.117337	2.962054	5.000000	53.067406	0.761611	5.000000	0.044151	6.539206	4.000000	88.726936
8	2	32.995996	89.459844	58.369922	19.755662	0.377530	0.181198	0.541688	0.182861	0.394254	1.000000	0.018283	5.937041	2.000000	68.598939	3.309449	6.000000	0.010646	15.374829	4.000000	0.011247	14.535282	5.000000	0.111333	0.547765	1.000000	47.600810	1.204572	2.000000	0.013636	3.739780	5.000000	58.980315	1.095057	5.000000	0.011338	3.773058	3.000000	30.910662
9	5	95.294447	87.083227	65.055618	1.353077	0.491935	0.455038	0.559563	0.274583	1.160793	6.000000	0.052562	3.717994	3.000000	22.114110	16.265774	2.000000	0.147937	4.022337	4.000000	0.028126	14.939588	1.000000	0.028359	1.058891	1.000000	22.073296	1.292794	1.000000	0.010884	4.450790	5.000000	20.044069	1.271732	6.000000	0.011994	2.235087	1.000000	70.793259
10	2	27.228986	81.294393	99.342372	76.370924	0.826127	0.435064	0.831675	0.217090	0.336567	1.000000	0.057135	13.914203	3.000000	24.634776	18.326262	6.000000	0.011533	3.019360	3.000000	0.045193	16.203821	2.000000	0.147952	0.065217	1.000000	56.917189	0.815789	6.000000	0.012409	8.709604	4.000000	9.819436	0.132865	2.000000	0.087200	11.034396	5.000000	69.050803
