63	8	-5.709490	9.591130	-4.905745	-3.505754	-3.631218	6.816680	0.172910	-6.535904	-0.375796	6.690714	8.325027	1.748782	0.172910	-12.800300	5.894140	6.699830	8.325027	1.748708	5.732669	-11.847868	-0.375796	6.699717	8.325027	1.748709	5.732669	-10.231507	-0.375796	2.389816	8.325027	6.807481	0.172910	-11.197988	5.894140	2.390166	8.325027	6.807470	5.732669	-17.681478	5.894140	6.699946	8.325027	1.748707	5.732669	-16.093519	5.894140	2.390520	8.325027	6.807459
117	8	-4.848746	7.283637	-3.431896	-0.068641	-4.221453	3.699399	-0.175967	-5.542476	1.546477	6.576529	6.708357	-1.517090	5.689579	-15.207980	6.564399	6.619543	6.718274	-1.546711	-0.175967	-10.996117	6.564399	6.619521	6.718059	-1.546696	-0.175967	-7.148908	6.564393	6.614840	0.482395	-1.543527	5.689579	-5.907174	1.546502	6.593442	0.477658	-1.528871	5.689579	-9.754405	1.546539	6.619416	6.717749	-1.546625	5.689579	-11.360775	6.564399	6.619530	0.485690	-1.546702
137	8	-6.058630	10.061046	-7.948547	-5.597457	-5.881496	6.329418	5.122467	-7.197818	-1.345376	0.462257	6.426850	6.328942	5.122466	-4.726307	-1.346959	4.426116	0.185665	2.621806	-0.852628	-2.940742	-1.364648	0.462253	6.421979	6.328942	-0.852527	-8.319339	5.072020	0.462257	6.426850	6.328942	5.122467	-10.383776	-1.345324	4.426116	6.426850	2.621806	-0.852839	-2.533332	5.037636	0.462241	0.174471	6.328942	-0.852527	-5.849094	5.071680	4.426116	0.185772	2.621806
232	8	6.614600	-11.781898	-1.639901	6.614344	6.103272	4.503011	6.614599	-5.581175	-1.639901	0.314770	6.087492	7.671140	-1.290973	2.833523	-2.585362	-2.585102	3.937293	7.671301	-3.563487	8.853981	-2.589514	-4.087251	-4.648820	7.671301	6.614600	-15.400209	4.651208	6.614344	6.103473	4.503011	6.614600	-9.199489	4.651208	0.314770	6.102181	7.671140	6.338106	0.785253	-1.794107	0.133823	5.178089	7.671225	-3.563161	7.516793	3.634970	-4.087090	-4.383091	7.671301
360	8	-4.730159	9.889790	-4.951767	-0.470197	-7.244244	7.792260	5.683719	-6.784027	6.323647	8.669093	-0.844707	2.583234	-0.812846	-5.568570	1.025555	8.669093	5.208411	2.583234	5.683716	-3.341432	0.952962	8.669091	-0.845932	2.583234	5.683719	-9.573921	1.044734	8.669093	5.208464	2.583234	-0.812866	-2.729154	6.196540	8.669081	-0.847582	2.583240	-0.812846	-9.013228	6.330353	8.669093	5.208464	2.583234	5.683719	-13.019065	6.332063	8.669093	5.208464	2.583234
374	8	6.270759	-6.444715	5.906628	2.143995	1.710222	3.005766	-6.087227	7.536610	-5.744586	-3.828061	-3.896541	3.740784	-0.281871	-5.301260	-0.049232	2.120238	7.084226	3.015280	6.270759	-7.785371	-0.029068	2.156037	7.084349	3.000909	-0.281871	-3.854942	5.851754	2.047866	1.707602	3.043702	6.270749	-2.540791	-0.183436	1.891218	1.670424	3.102355	-0.281871	-8.832363	5.915673	2.160115	7.084350	2.999258	6.270759	-11.252907	5.917417	2.163233	7.084350	2.997995
503	8	-4.605909	11.298878	-4.671077	-4.505870	-6.398443	6.530326	3.841347	-6.427189	8.109971	6.147048	-0.019908	0.870710	3.841347	-8.130499	1.623344	6.147048	6.545821	0.870710	3.841341	-2.696336	1.622412	6.147048	-0.030063	0.870710	3.841338	-2.589580	8.109099	1.033325	-0.031685	6.530312	3.841347	-11.857427	8.109972	6.147048	6.545827	0.870710	3.841347	-4.293088	1.623310	1.033325	6.544707	6.530312	3.841347	-8.020147	8.109972	1.033325	6.545820	6.530312
800	8	-6.387951	9.982713	-3.081735	-5.385910	1.319755	4.904354	-0.320871	-7.137590	2.118424	6.195422	7.301365	-0.613782	-0.320871	-13.012231	7.917757	6.195422	7.302236	-0.613782	5.071596	-18.099531	7.917811	6.195422	7.302236	-0.613782	5.071596	-6.526738	2.114142	0.916649	7.299137	4.904323	5.071596	-12.529193	7.917735	0.916649	7.302236	4.904323	5.071596	-12.498802	2.126539	6.195422	7.302236	-0.613782	-0.320871	-7.174656	7.914638	0.916649	7.301430	4.904323
808	8	-6.263034	9.940262	-4.465076	1.484357	-5.198298	5.772278	6.446356	-13.040207	7.198098	8.444001	0.365828	-0.534560	-0.043550	-7.729967	7.194264	8.444001	0.365688	-0.534560	6.446356	-7.308313	0.739101	8.444001	0.365576	-0.534560	6.446356	-12.022613	0.744366	8.444001	6.753654	-0.534560	-0.043550	-6.439377	0.734597	8.444001	6.753081	-0.534560	-0.043550	-12.376114	7.198040	8.444001	6.753654	-0.534560	6.446356	-17.470746	7.198193	8.444001	6.753654	-0.534560
982	8	6.759554	-6.186753	0.543253	5.475082	-0.473199	1.528092	6.759554	-7.488660	6.603322	-0.763938	-0.473199	5.907802	6.759554	-9.685697	0.546892	5.480305	5.317437	1.527814	6.759554	-16.075762	6.604941	5.480806	5.317437	1.527787	1.328226	3.734845	5.774960	-2.849771	-6.348959	5.911293	6.759554	-12.577783	6.604897	5.480744	-0.473199	1.527790	1.328226	9.450800	-0.511777	-5.059642	-6.525817	5.911339	6.759549	-4.597199	0.535321	-0.778803	5.317437	5.907910
