19	14	-5.822871	-1.036342	-1.935042	5.838640	-5.827806	-1.389753	-1.804324	5.689726	-5.832286	-1.821319	-1.695528	5.460825	-5.811698	-0.475566	-2.293038	5.997904	-5.782809	0.284766	-3.346812	6.035835	-5.765660	0.561241	-3.701024	5.981979	-5.702857	1.290152	-3.330283	5.635460	-5.818022	-0.760458	-2.079930	5.929120	-5.825493	-1.212940	-1.863616	5.768722	-5.451811	-0.552040	-1.449044	3.295503	-5.752117	0.745090	-3.771590	5.923033	-5.819972	-0.864279	-2.019694	5.897772	-5.734910	0.951812	-3.681771	5.833730	-5.715497	-3.125327	-1.517603	4.414113
32	14	6.007218	-6.211639	5.417443	-6.410960	5.717096	-1.497659	-1.181611	4.351033	5.581701	-0.687787	-1.833781	5.145109	5.678740	-0.660626	-1.325539	4.711560	5.663862	-0.586383	-1.398103	4.791394	5.600175	-0.602815	-1.733265	5.067663	5.560492	-1.520973	-1.775247	5.404459	5.687472	-0.731298	-1.284811	4.657977	5.637010	-0.541335	-1.535364	4.915219	5.663193	-2.571827	-1.330823	4.856083	5.710092	-1.142806	-1.195820	4.462776	5.697590	-2.507027	-1.250802	4.543143	5.568943	-0.780454	-1.899246	5.203873	5.550628	-1.186419	-1.917801	5.354909
39	14	-0.812423	0.273700	5.869375	4.348587	5.735574	-5.165612	5.924832	-5.415370	-1.610039	0.398982	-1.011074	7.540033	-0.868930	0.386302	5.807326	5.138010	-0.917405	0.235373	5.754415	5.595296	-0.746332	-1.736094	5.895813	3.492730	-0.741156	-3.245541	5.879583	4.213416	-0.856927	-3.616435	5.837697	5.193663	-0.770385	-3.795063	5.867495	4.565278	-0.731247	-2.540886	5.889524	3.836704	-0.885214	-3.379894	5.827313	5.364611	-1.004885	-0.175111	5.681638	6.222084	-0.977955	-2.481526	5.786184	5.904236	-0.787926	-3.897563	5.861368	4.716690
63	14	-1.070467	2.725733	-3.792368	5.947743	6.327911	-1.074327	3.661501	2.783436	6.286294	-0.252920	3.451752	-1.225344	6.220018	-0.034700	3.358311	-0.698117	6.394840	-1.103016	3.722472	2.038128	6.394362	-0.621417	3.604741	-2.098223	6.467740	-0.922516	3.727126	-1.573730	6.377246	-0.562109	3.580187	-1.968793	6.432244	-0.757701	3.661149	-2.281321	6.356822	-0.492019	3.551182	-1.804367	5.756044	0.497985	2.767021	5.241280	6.411176	-0.680642	3.629272	-2.207496	6.437984	-1.083284	3.751833	1.221116	6.337781	-0.427055	3.524285	-1.647636
72	14	5.087657	-0.982507	0.910646	5.425402	7.102011	-6.359803	6.007963	-2.107148	5.519516	-1.675008	0.933252	5.131352	5.049661	-2.025823	0.872306	5.688794	5.255152	-2.177729	0.885140	5.570355	-2.863776	1.140839	-0.501584	8.624169	5.509788	-2.254638	0.907805	5.377437	4.931304	-0.948882	0.896930	5.599511	5.298168	-2.202238	0.888291	5.542942	4.692193	-1.124502	0.871846	5.843099	4.667041	-1.177504	0.868394	5.866002	4.792601	-1.747973	0.860834	5.822091	4.982522	-0.948326	0.901622	5.542561	4.908967	-1.889849	0.865339	5.762858
101	14	-0.127002	-2.882553	-2.251891	4.875457	-6.109455	5.546678	-6.070221	1.219590	6.456841	-5.101588	0.270554	-1.752676	-1.449792	-0.836050	-3.133602	6.341482	6.456841	-11.541589	6.569635	-1.752676	-0.487035	-1.902212	-3.208524	5.716234	-0.048920	-0.269553	-1.912085	4.073756	0.027238	-6.706453	6.569293	-1.752676	-1.999313	0.649322	-2.517501	6.166117	-2.469136	0.370861	-2.677951	6.302838	-0.024064	-2.491994	-1.592063	4.270867	-2.669858	0.178179	-2.777094	6.361928	-1.731569	-0.670181	-3.090744	6.389658	-0.647149	-1.613280	-3.241355	5.909478
105	14	-1.103997	-4.018195	-3.837115	-3.904191	5.294388	-10.431150	-3.836386	-4.207555	-3.328782	-0.824320	-4.433072	4.823150	-3.368439	-0.746523	-4.428539	4.640825	-2.897254	-0.194728	-4.276619	1.422289	-3.263909	-0.425680	-4.375878	2.977898	-2.074045	-0.075532	-4.058842	0.465469	-1.114779	-6.232081	-3.968844	3.223587	-2.817973	-1.200267	-4.417621	5.279250	-3.375004	-0.722311	-4.426490	4.574162	-3.378888	-0.698199	-4.424146	4.503122	-3.356650	-0.565961	-4.405870	3.989829	-3.371842	-0.610410	-4.413035	4.190417	-2.653345	-1.295734	-4.406739	5.317694
148	14	5.865394	-6.499316	-2.960410	4.724547	5.855250	-7.041484	-2.954604	4.924011	5.876384	-3.964979	-3.086204	4.033935	5.458940	-2.172082	-3.462508	3.436751	5.837510	-7.380988	-2.954835	5.127061	5.861340	-6.757163	-2.957112	4.811444	5.726963	-7.169290	-2.986517	5.610386	5.844614	-7.279327	-2.954256	5.051329	5.823826	-7.456092	-2.957371	5.227747	5.848924	-7.184151	-2.954325	4.995822	5.870309	-5.955118	-2.970978	4.565253	5.799310	-7.458164	-2.963538	5.362352	5.217909	-5.250806	-3.177692	6.144136	5.760386	-7.325680	-2.975367	5.512578
250	14	-5.932837	-1.566816	0.254738	5.385455	-5.814064	-0.327704	0.255588	5.573238	0.446812	-6.046864	7.245122	-3.201938	-5.918989	-1.980657	0.298910	5.087805	-5.914966	-1.161316	0.226337	5.612546	-5.783399	-0.169419	0.281231	5.432539	-5.536160	-2.451259	0.429358	4.209513	-5.933265	-1.684557	0.266006	5.306043	-5.640272	-2.555536	0.402580	4.417972	-5.787404	-2.438459	0.366020	4.662789	-5.891791	-2.163283	0.322434	4.938318	-5.867009	-2.261101	0.336351	4.850772	5.426753	-6.753802	0.767695	-3.201962	-5.537751	-1.874422	0.446862	4.001130
288	14	-4.017348	-2.628537	-5.227987	4.420553	6.433216	-7.199090	-4.690230	-3.348574	-4.573853	-2.152685	-5.610726	4.852188	-4.957504	-1.563460	-6.153406	5.251578	-5.138802	-0.362905	-6.977601	5.655320	-4.212283	-2.491395	-5.334884	4.567609	-3.487569	-2.569233	-5.008394	3.470504	-4.793398	-1.863950	-5.868239	5.057979	-4.694698	-2.004898	-5.739971	4.960274	-3.446530	-2.782527	-4.998458	3.761731	-5.084669	-0.099686	-6.931084	5.536427	-4.987618	-1.493594	-6.220704	5.293665	-4.353929	-2.373488	-5.428062	4.675006	-5.139181	-0.911977	-6.736453	5.581507
378	14	-1.114338	-2.130345	1.078670	4.887817	-0.042425	-5.705937	6.756688	-1.601382	-1.276123	-1.043850	0.989424	5.023900	5.524014	-6.330956	1.128012	-1.601382	-1.208255	-1.661453	1.057732	4.961906	5.524161	-11.213053	6.756688	-1.601382	-0.155915	-5.956950	1.126696	4.065500	-1.291935	-0.479035	0.611644	4.787751	-1.284147	-0.329444	0.398372	4.672827	-0.269061	-5.237163	1.124072	4.313130	-0.849053	-2.957521	1.100810	4.753097	-0.048880	-5.199093	1.128000	2.989500	-0.718886	-3.337942	1.107449	4.689262	-0.089692	-6.252578	1.127695	3.745402
464	14	-2.241656	1.894315	-3.214014	7.041324	7.653741	-2.454159	0.930948	5.192123	7.653811	-8.859700	6.872126	0.977937	7.653789	-4.676039	0.933193	4.409100	7.653806	-4.770303	0.933907	2.499114	7.653796	-5.539136	0.933517	3.821439	7.653811	-8.857609	6.872126	-5.124682	7.653800	-6.033565	0.933659	3.455362	7.653763	-3.281250	0.932036	5.308953	7.653794	-5.208877	0.933409	4.047803	7.653791	-4.850154	0.933271	4.291067	7.653779	-3.931976	0.932741	4.912332	7.653773	-3.650006	0.932487	5.096407	7.653787	-4.469297	0.933090	4.549363
532	14	6.666992	-4.349787	8.788357	-5.034163	-4.155470	0.945534	-0.012376	5.902213	0.918651	-1.538279	8.684758	1.681068	-0.761562	-0.321988	8.070092	5.287939	0.385682	-0.991298	8.239623	4.853781	0.914032	-1.465865	8.704969	1.505717	-0.395978	-0.468481	8.107636	5.208690	0.835957	-0.863699	8.720793	2.147835	0.092339	-0.738930	8.177933	5.037997	0.893734	-1.895664	8.516197	3.300669	0.916060	-1.494676	8.697527	1.565493	0.276031	0.621740	8.650799	3.178871	-0.178735	-0.574075	8.135406	5.145298	-2.434876	0.710354	8.126237	5.254960
537	14	1.222384	-7.644834	5.159744	-3.836271	7.277868	-1.282479	-2.620428	-1.538769	-1.669990	-0.004613	-2.629706	4.647357	4.584522	3.453411	-2.629894	2.296934	6.159836	2.116588	-2.629553	0.301353	7.294982	-2.080597	-2.607622	0.093127	7.814881	-10.116238	5.193320	-3.836271	7.327751	-1.824903	-2.613405	-0.650147	4.435193	1.344905	-2.629891	5.984330	7.238629	-2.228737	-2.603510	0.678018	7.197355	-2.296826	-2.601636	0.991976	7.305475	-2.035573	-2.608781	-0.060012	4.771243	3.185194	-2.629894	1.302616	4.685995	3.305224	-2.629894	1.509609
543	14	-2.334776	6.742779	-5.297926	1.033885	-2.334189	1.569470	-4.798274	7.327241	6.223763	-8.202870	5.639948	-5.708700	4.159733	1.905062	-5.121051	1.030989	6.129574	-3.343750	-0.196541	4.586064	6.202336	-4.475296	-0.172513	3.610612	5.699794	-0.045573	-0.344671	5.101213	-0.306020	-4.540225	5.616964	3.990427	5.715391	-0.019581	-0.341125	5.058975	6.205870	-0.521403	-0.165169	2.468889	5.804659	0.114096	-0.313659	4.786701	5.557346	-0.348942	-0.357644	5.447260	6.180494	-4.211493	-0.180538	4.068102	6.190382	-4.387858	-0.177041	3.897568
665	14	4.247051	-7.096389	8.353529	-0.683375	-2.331601	-8.357222	8.303305	5.323029	-2.331545	-3.951200	8.348322	3.497324	-2.331561	-3.642085	8.346593	3.344901	-2.331531	-6.497030	8.347528	4.376340	-2.331532	-5.174591	8.352169	3.993206	-2.334543	-5.799609	8.253226	5.815736	-2.342703	-4.278819	8.226113	6.006158	-2.331534	-8.224048	8.325772	4.971869	-2.436015	-1.617383	8.185663	6.229435	-2.331544	-8.413524	8.316566	5.132701	-2.331531	-6.834601	8.345228	4.470008	-2.354039	-3.442551	8.209729	6.109014	-2.331638	-3.090379	8.342780	3.124525
896	14	-6.156980	2.018068	-2.875460	4.879278	-1.629260	-3.627074	7.285383	-6.319214	-6.206974	2.219006	-2.944331	5.086979	-6.315506	-0.005620	-3.188645	5.452069	-6.187874	2.218788	-2.916542	5.009942	4.663342	-7.783770	7.889203	-6.369232	-6.302673	0.993297	-3.143873	5.441978	-6.135773	1.645191	-2.849506	4.784753	-6.204980	-1.136734	-2.994769	4.964959	-6.310247	-0.427983	-3.170002	5.379864	-6.284223	-0.839482	-3.111800	5.215676	-6.274714	1.637244	-3.068104	5.342622	-6.174418	2.167424	-2.898124	4.954008	-6.110112	0.717725	-2.820672	4.666271
