1	1	75.252275	58.273109	61.033119	20.228480	0.401365	0.980951	0.410701	0.537916	31.182775	5.000000	0.035980	1.609793	6.000000	0.081156	13.203053	1.000000	45.227033	5.084216	3.000000	0.018788	53.691878	6.000000	0.017615	4.036077	5.000000	0.010931
2	1	75.252275	58.273109	27.923418	56.925572	0.274804	0.980951	0.410701	0.537916	31.182775	5.000000	0.066324	12.938198	1.000000	0.018807	13.203053	6.000000	13.795276	5.084216	5.000000	0.010037	53.691878	2.000000	0.040922	4.036077	1.000000	0.080466
3	1	72.722587	58.882271	46.410288	6.194440	0.888131	0.422412	0.979549	0.212192	15.439921	6.000000	0.018512	10.102211	5.000000	0.011339	2.379182	3.000000	61.718643	7.356429	3.000000	0.011161	6.041219	2.000000	0.012773	3.259226	3.000000	0.013359
4	1	33.793270	80.002569	37.265281	41.895146	0.101654	0.309218	0.652730	0.722656	29.026593	4.000000	0.014149	0.314466	1.000000	0.015430	0.940941	6.000000	31.145295	9.441968	5.000000	0.025261	10.284065	2.000000	0.041526	10.759712	1.000000	0.080705
5	2	88.128820	43.146014	79.600491	82.862932	0.384619	0.291036	0.455652	0.184299	75.534271	1.000000	0.024007	1.744775	5.000000	0.054696	1.949099	3.000000	42.349151	11.753093	2.000000	0.017165	27.562655	4.000000	0.048905	1.188294	1.000000	0.021603
6	1	75.023555	57.053157	21.424858	79.389371	0.928628	0.873040	0.571064	0.999457	1.299423	3.000000	0.010010	13.417730	1.000000	0.014817	6.121723	3.000000	59.150111	7.079007	2.000000	0.023250	15.468282	4.000000	0.010838	12.547747	1.000000	0.029027
7	1	45.451652	96.458074	77.404391	3.153474	0.826619	0.280464	0.965882	0.887018	61.768050	2.000000	0.012202	3.463335	3.000000	0.070442	7.160965	6.000000	11.009603	14.068465	6.000000	0.024479	51.548414	1.000000	0.089712	12.678397	6.000000	0.017595
8	2	73.158178	6.848727	62.148812	7.776228	0.613047	0.236654	0.910718	0.731774	15.830187	2.000000	0.232259	6.161402	3.000000	0.012146	3.509804	5.000000	48.679095	13.746258	5.000000	0.050408	6.237163	5.000000	0.011863	4.192451	1.000000	0.040579
9	1	35.857872	71.753834	4.695229	30.487900	0.254854	0.908530	0.948342	0.204772	45.528578	4.000000	0.012818	9.084136	1.000000	0.012075	3.921756	6.000000	74.512851	1.143957	4.000000	0.021455	19.819442	1.000000	0.022653	12.978910	1.000000	0.011471
10	1	22.094062	82.810113	61.771058	19.258417	0.717502	0.239746	0.838462	0.585653	48.971491	1.000000	0.017830	10.061998	3.000000	0.099643	3.805706	4.000000	34.026984	4.225816	1.000000	0.012614	13.042256	4.000000	0.028309	1.600859	1.000000	0.045459
11	1	14.219196	61.882872	88.822210	58.549730	0.409712	0.476686	0.697868	0.684515	46.927642	4.000000	0.010110	5.204251	1.000000	0.038581	4.841987	2.000000	36.314975	10.761784	2.000000	0.053078	53.182941	5.000000	0.011206	4.362733	1.000000	0.010235
12	2	79.051733	34.983865	68.234277	82.848408	0.300617	0.596227	0.615264	0.579426	12.601782	1.000000	0.010845	2.249701	6.000000	0.014504	12.231854	4.000000	28.274911	5.602701	3.000000	0.070828	55.282362	6.000000	0.012108	0.701588	5.000000	0.010222
