4	10	2.381089	-2.324861	7.248551	5.995876	6.933217	2.381089	6.467784	1.398554	2.135966	6.933217	2.381089	10.131556	7.248551	2.135966	0.412808	2.381089	3.276214	1.398554	5.995876	6.933217	2.381089	2.942428	7.248551	5.995876	6.933217	2.381089	10.462285	1.398554	2.135966	0.412808	2.381089	6.137056	7.248551	2.135966	6.933217	2.381089	-1.994116	1.398554	5.995876	6.933217	2.381089	6.941006	7.248551	5.995876	0.412808	2.381089	7.271734	1.398554	5.995876	0.412808
30	10	-1.329764	6.454308	4.115797	2.663568	5.092589	-1.329764	-4.288442	4.115797	8.087138	5.092589	-1.329764	-4.048637	-1.708846	8.087138	5.092589	-1.329764	2.411912	-1.708846	8.087138	1.467939	-1.329764	-3.685973	4.115797	8.087138	1.467939	-1.329764	6.694101	-1.708846	2.663568	5.092589	-1.329764	-3.446115	-1.708846	8.087138	1.467939	-1.329764	7.056722	4.115797	2.663568	1.467939	-1.329764	7.296515	-1.708846	2.663568	1.467939	-1.329764	2.040062	4.115797	8.087138	1.467939
99	10	2.117581	6.209196	1.455995	0.095326	-1.364630	7.095295	-8.369902	6.889830	0.095326	4.713417	2.117581	-2.386592	6.889830	0.095326	-1.364630	2.117581	3.494086	6.889830	0.095326	-1.364630	2.117581	3.414174	6.889830	0.095326	4.713417	2.117581	6.129301	1.455995	0.095326	4.713417	7.095295	-8.290006	6.889830	0.095326	-1.364630	2.117581	-2.466507	6.889830	0.095326	4.713417	7.095295	-5.574937	1.455995	0.095326	-1.364630	7.095295	-5.654833	1.455995	0.095326	4.713417
188	10	7.886200	-12.299212	6.716224	6.218309	5.306332	7.886200	-9.710281	6.716224	0.594223	5.306332	7.886200	-10.617862	6.716224	6.218309	0.011031	1.462517	-6.012038	6.716224	6.218309	5.306332	1.462517	4.455961	6.716224	0.594223	0.011031	7.886200	-8.028929	6.716224	0.594223	0.011031	1.462517	-4.324726	6.716224	6.218309	0.011031	1.462517	1.797693	6.716224	6.218309	0.011031	1.462517	-3.380034	6.716224	0.594223	5.306332	1.462517	2.765385	6.716224	0.594223	5.306332
192	10	2.053245	1.774932	5.411810	7.670432	0.571802	7.686943	-7.357530	5.411810	7.670432	0.571802	7.686943	-6.420096	-0.403819	7.670432	0.571802	2.053245	-3.995045	5.411810	7.670432	0.571802	2.053245	-9.657439	5.411810	7.670432	5.776993	2.053245	2.732169	-0.403819	7.670432	0.571802	2.053245	-3.050201	-0.403819	7.670432	0.571802	2.053245	-8.720005	-0.403819	7.670432	5.776993	7.686943	-13.019341	5.411810	7.670432	5.776993	7.686943	-12.081907	-0.403819	7.670432	5.776993
219	10	1.023156	1.403017	6.543219	-0.676276	7.766418	1.023156	0.813468	6.543219	5.698256	7.766418	1.023156	5.625470	6.543219	5.698256	3.849659	1.023156	6.213887	6.543219	-0.676276	3.849659	7.630656	-6.313708	6.543219	-0.676276	7.766418	7.630656	2.752795	6.543219	5.698256	3.849659	7.630656	3.341213	6.543219	-0.676276	3.849659	1.023156	-4.029371	6.543219	5.698256	7.766418	7.630656	-6.902126	6.543219	5.698256	7.766418	1.023156	-3.440100	6.543219	-0.676276	7.766418
305	10	7.548532	-4.262333	1.707663	6.298149	0.312246	7.548532	-5.567290	1.707663	0.222874	6.277778	2.720615	-7.412193	1.707663	6.298149	6.277778	7.548532	5.149902	1.707663	0.222874	0.312246	2.720615	3.304544	1.707663	6.298149	0.312246	2.720615	-2.404623	1.707663	6.298149	0.312246	7.548532	-9.269317	1.707663	6.298149	6.277778	2.720615	7.007028	1.707663	0.222874	0.312246	2.720615	-3.710159	1.707663	0.222874	6.277778	2.720615	1.951153	1.707663	0.222874	6.277778
327	10	2.850436	10.975746	1.838193	0.365128	0.676979	7.977976	-0.665724	1.838193	0.365128	0.676979	7.977976	-5.792547	1.838193	6.538075	5.313270	2.850436	10.339056	1.838193	0.365128	5.313270	7.977976	-5.155857	1.838193	6.538075	0.676979	7.977976	-1.350156	1.838193	0.365128	5.313270	7.977976	5.167055	1.838193	0.365128	0.676979	7.977976	4.530335	1.838193	0.365128	5.313270	2.850436	6.538361	1.838193	6.538075	0.676979	2.850436	5.901671	1.838193	6.538075	5.313270
334	10	0.207110	8.617902	-0.945313	4.630719	-0.313162	0.207110	3.103548	-0.945313	-0.007129	5.647815	0.207110	8.984780	-0.945313	-0.007129	-0.313162	6.476067	5.624905	-0.945313	4.630719	-0.313162	0.207110	2.734198	-0.945313	4.630719	5.647815	6.476067	5.991784	-0.945313	-0.007129	-0.313162	0.207110	-2.574470	-0.945313	-0.007129	5.647815	6.476067	-5.945138	-0.945313	4.630719	5.647815	6.476067	-5.578258	-0.945313	-0.007129	5.647815	0.207110	-2.948304	-0.945313	4.630719	5.647815
432	10	6.804549	-7.806552	8.154139	7.161429	4.089222	0.573048	4.819472	8.154139	0.807396	4.089222	6.804549	6.704757	3.369790	0.807396	4.089222	0.573048	-5.103346	8.154139	7.161429	4.089222	6.804549	2.105808	8.154139	0.807396	4.089222	6.804549	-2.704842	8.154139	0.807396	4.089222	0.573048	4.314637	3.369790	7.161429	4.089222	6.804549	1.565194	3.369790	7.161429	4.089222	6.804549	-3.216033	3.369790	7.161429	4.089222	0.573048	9.407951	3.369790	0.807396	4.089222
