1	2	99.526340	780.681733	36.506262	93.695070	95.109038	23.949214	0.294839	0.747225	0.649051	0.366103	0.884709	0.153683	2.134223	3.000000	0.033407	26.878934	6.000000	0.031898	1.716348	2.000000	0.049891	7.521561	1.000000	0.013475	5.700653	1.000000	0.010049	2.464190	6.000000	19.683739	2.460494	2.000000	0.030976	3.964087	3.000000	97.147252	1.028917	4.000000	0.018621	53.881686	3.000000	0.017064	0.944281	5.000000	0.010083	5.578155	1.000000	10.486738	12.172072	1.000000	0.024590
2	2	74.817100	423.121409	93.412044	29.518634	85.681670	5.818481	0.728511	0.550172	0.214244	0.481917	0.216538	0.999102	3.012500	3.000000	0.175466	38.383938	6.000000	0.012200	7.869003	6.000000	0.048612	4.720157	4.000000	0.100924	16.204371	2.000000	0.012146	2.636873	4.000000	16.569136	0.347768	4.000000	0.012586	11.043818	6.000000	63.573789	0.166852	1.000000	0.011266	8.404477	4.000000	0.016205	1.289746	5.000000	0.017350	15.421309	5.000000	36.769261	10.870677	4.000000	0.021396
3	2	40.675450	245.578288	51.708663	25.523104	23.661944	78.125502	0.233534	0.459515	0.611611	0.635845	0.151529	0.328174	1.131617	1.000000	0.012622	21.001027	5.000000	0.011754	5.151259	3.000000	0.019631	8.958771	4.000000	0.217003	8.764039	6.000000	0.017309	2.375367	6.000000	41.639595	1.119055	1.000000	0.029620	0.698833	1.000000	31.863393	2.867904	5.000000	0.017393	32.276046	2.000000	0.010899	2.517265	5.000000	0.011669	16.812202	2.000000	67.045541	3.222381	1.000000	0.014351
4	3	94.008165	958.484805	95.230206	98.138202	37.552674	8.373961	0.628428	0.429651	0.204671	0.415562	0.582002	0.541000	1.372848	6.000000	0.015687	3.843662	2.000000	0.012669	14.380827	5.000000	0.013346	11.431636	4.000000	0.015061	16.502393	4.000000	0.037654	0.693230	1.000000	72.448657	0.361641	3.000000	0.012024	4.676870	1.000000	80.030881	0.266606	1.000000	0.060104	48.403254	5.000000	0.720261	2.057955	2.000000	0.206265	15.705367	2.000000	72.719700	12.384345	1.000000	0.027089
5	2	56.805641	367.490592	72.059167	9.115838	53.240682	97.247032	0.467487	0.882904	0.173034	0.742260	0.744000	0.239860	1.040795	3.000000	0.015773	50.726042	3.000000	0.010383	16.236265	3.000000	0.016877	12.561807	1.000000	0.014566	17.576525	5.000000	0.019124	1.355973	6.000000	65.142103	1.330589	1.000000	0.018940	14.522733	3.000000	9.193498	2.822626	5.000000	0.013234	1.188567	4.000000	0.012058	0.252970	4.000000	0.019384	7.167439	1.000000	39.076456	4.023952	3.000000	0.016062
6	3	37.617768	578.035384	88.228160	73.147527	28.960904	32.103071	0.978378	0.255734	0.191831	0.461331	0.687955	0.401599	1.310062	1.000000	0.018411	43.661944	6.000000	0.038382	0.779239	5.000000	0.019279	10.113511	4.000000	0.029945	13.242608	1.000000	0.196804	2.791030	5.000000	37.588459	3.054798	2.000000	0.014533	9.613434	5.000000	20.228985	1.228142	3.000000	0.016462	56.192168	3.000000	0.025724	2.119974	1.000000	0.018274	12.635800	3.000000	89.091306	2.678548	2.000000	0.010141
7	1	27.594642	258.857265	31.766253	19.170868	43.918005	79.612495	0.552503	0.346355	0.354387	0.784095	0.453087	0.841073	2.388593	2.000000	0.050767	0.847121	2.000000	0.014293	1.116182	2.000000	0.057152	9.958224	5.000000	0.014334	1.019607	3.000000	0.010506	3.414173	4.000000	33.926716	1.503849	5.000000	0.015550	1.475803	1.000000	36.803427	0.131081	6.000000	0.017563	57.444795	3.000000	0.014242	1.980891	1.000000	0.012294	1.269126	1.000000	6.572403	8.013297	1.000000	0.014380
8	2	80.999775	854.031354	60.464681	40.875199	95.252210	60.356529	0.170319	0.751813	0.202816	0.710262	0.799546	0.995671	3.094543	6.000000	0.020510	22.053356	4.000000	0.032167	12.790972	6.000000	0.036904	2.754615	5.000000	0.010373	16.502711	2.000000	0.593297	0.563396	6.000000	52.873827	0.390471	5.000000	0.130403	6.399989	6.000000	11.573174	2.650773	3.000000	0.014548	28.206869	2.000000	0.070757	2.649817	5.000000	0.037165	9.421511	3.000000	28.505769	8.364661	2.000000	0.016463
9	3	63.807457	622.722556	66.104793	84.120305	19.604383	13.785560	0.112629	0.440352	0.758712	0.773167	0.438035	0.875554	0.241029	2.000000	0.013628	10.027484	4.000000	0.020876	12.254270	1.000000	0.080640	0.636971	2.000000	0.012718	10.381991	5.000000	0.012305	1.230701	1.000000	46.794315	0.218027	5.000000	0.140888	4.239577	5.000000	35.848626	0.076328	2.000000	0.112246	44.093534	5.000000	0.014865	1.339578	1.000000	0.029154	4.302354	2.000000	68.481750	13.354585	6.000000	0.016471
10	5	5.821812	120.269804	25.595909	12.537585	82.135848	48.293037	0.550282	0.457745	0.520167	0.302364	0.131559	0.309464	3.289257	6.000000	0.020445	28.725447	5.000000	0.032482	1.302004	4.000000	0.160116	13.015848	3.000000	0.020840	6.365357	1.000000	0.013809	2.948189	1.000000	57.407663	2.306435	3.000000	0.016036	17.092491	6.000000	24.380428	2.357348	5.000000	0.012547	34.479807	2.000000	0.010347	0.291212	2.000000	0.025846	8.715495	1.000000	68.095302	10.268588	5.000000	0.059658
