1	2	67.036946	75.818919	40.256501	54.994684	0.898349	0.554215	0.487108	0.463701	0.136699	2.000000	0.012149	3.895701	6.000000	0.012640	2.498559	2.000000	83.892078	3.561249	1.000000	93.507143	1.308290	4.000000	0.015452	4.615377	4.000000	70.049512	5.080131	1.000000	0.035786	1.032944	5.000000	0.013526	0.090167	4.000000	29.716067	3.560172	5.000000	0.014317	1.822320	4.000000	0.011406	0.505365	6.000000	78.766389
2	1	49.372244	77.896960	88.745006	77.775867	0.903149	0.555209	0.819409	0.514360	0.879419	1.000000	0.011653	1.932727	4.000000	0.179448	2.590896	2.000000	79.885744	0.700172	5.000000	38.493013	3.013311	2.000000	0.015961	0.689232	4.000000	15.129840	3.668554	1.000000	0.030995	3.730437	4.000000	0.017544	2.189430	6.000000	71.693223	0.978584	3.000000	0.096819	3.944909	2.000000	0.391217	0.461157	1.000000	64.458612
3	2	86.187016	61.893443	53.315455	87.019414	0.823213	0.237177	0.639077	0.766725	5.662254	2.000000	0.011466	2.847840	2.000000	0.017686	4.361540	5.000000	77.700979	2.977864	2.000000	97.416767	0.615010	3.000000	0.033704	5.768951	2.000000	60.847373	2.167828	1.000000	0.022267	3.668983	3.000000	0.025205	4.362443	6.000000	77.346556	1.715411	5.000000	0.030876	1.554786	3.000000	0.225274	1.967669	1.000000	99.565952
4	1	91.137504	56.165059	3.436483	80.052178	0.501162	0.859709	0.577263	0.251491	0.168856	3.000000	0.050993	4.502094	5.000000	0.011765	1.100501	6.000000	35.201620	0.721973	6.000000	72.254639	3.413221	1.000000	0.013024	3.851049	3.000000	99.480470	0.817642	1.000000	0.021382	3.572853	3.000000	0.018948	3.383735	5.000000	33.670237	4.512019	2.000000	0.015448	0.690336	3.000000	0.390292	0.471845	5.000000	66.399220
5	5	41.579493	44.414254	15.183467	20.495562	0.555898	0.309800	0.521458	0.345973	1.591753	1.000000	0.054287	2.071474	1.000000	0.016750	1.411622	2.000000	66.557896	3.160054	3.000000	68.333591	0.892695	2.000000	0.010458	3.899907	1.000000	60.315802	2.895904	6.000000	0.058797	0.643888	4.000000	0.016379	0.189951	4.000000	98.657239	0.667189	2.000000	0.012797	1.293933	5.000000	0.011150	2.126354	3.000000	51.263745
6	2	40.965202	14.400931	42.417935	68.242970	0.137520	0.114611	0.248539	0.589094	1.999537	6.000000	0.041823	4.504761	3.000000	0.011976	0.544757	1.000000	28.805308	0.877027	3.000000	67.204792	2.193614	5.000000	0.010877	0.902931	6.000000	55.261806	2.007944	4.000000	0.067312	4.578623	4.000000	0.015675	2.105059	3.000000	64.291371	1.205689	6.000000	0.010655	4.681036	3.000000	0.015484	3.896804	1.000000	10.477229
7	1	94.352549	37.513980	32.633790	9.621131	0.742468	0.553824	0.981834	0.409244	1.757191	6.000000	0.020359	0.383285	2.000000	0.035907	3.394829	3.000000	60.650720	1.047571	3.000000	56.134276	0.657379	6.000000	0.172101	0.750330	1.000000	61.597698	1.217586	5.000000	0.029091	2.561284	4.000000	0.011066	3.004424	1.000000	87.726951	4.431746	5.000000	0.013123	4.521053	1.000000	0.181243	3.248967	1.000000	84.912120
8	2	5.368953	72.886768	5.802602	73.848907	0.466686	0.431522	0.818680	0.257807	6.015182	4.000000	0.027989	1.435712	4.000000	0.013708	3.732634	3.000000	15.213548	0.747583	4.000000	96.711057	2.942333	4.000000	0.016694	2.237761	5.000000	72.659523	4.439713	5.000000	0.024335	4.380562	3.000000	0.083155	2.466754	5.000000	83.714402	4.330477	5.000000	0.014881	0.411661	5.000000	0.026046	4.010699	2.000000	49.777723
9	2	79.388335	58.449855	49.510817	72.377418	0.705920	0.821058	0.363319	0.478811	6.127938	4.000000	0.012675	1.578065	5.000000	0.013376	3.038743	4.000000	12.978581	2.583562	5.000000	65.231299	4.294541	5.000000	0.012709	5.241837	5.000000	38.641237	5.261607	3.000000	0.013589	4.087904	6.000000	0.013489	2.875393	3.000000	87.335255	0.622289	3.000000	0.016257	2.333966	6.000000	0.012455	0.372924	5.000000	15.987534
10	3	55.203743	82.974176	76.444238	37.045416	0.164128	0.928011	0.195845	0.381066	5.862981	4.000000	0.019199	2.405358	1.000000	0.010210	2.216578	6.000000	8.903729	3.180490	1.000000	49.670604	2.045909	2.000000	0.011617	2.017148	1.000000	45.425273	6.144174	5.000000	0.011917	3.759873	4.000000	0.013499	1.885331	5.000000	25.397194	1.253792	3.000000	0.013393	2.601428	6.000000	0.012108	3.389271	1.000000	14.565395
11	1	13.090761	47.502839	33.459355	82.572910	0.317915	0.912561	0.518970	0.133738	1.439561	4.000000	0.011317	2.022084	4.000000	0.015635	4.493373	2.000000	72.812499	1.437466	2.000000	77.692155	1.545492	6.000000	0.035461	0.965033	6.000000	39.068136	5.764051	5.000000	0.066328	1.346310	6.000000	0.011641	1.613985	6.000000	95.813181	0.808877	4.000000	0.045413	3.176979	3.000000	0.364717	0.945074	1.000000	17.021109
12	4	12.353222	38.363492	72.254482	74.123680	0.721368	0.491975	0.383312	0.103966	2.577521	1.000000	0.017690	2.324819	4.000000	0.012826	0.587704	1.000000	74.838418	3.169006	6.000000	17.776367	2.106355	5.000000	0.091947	1.935179	5.000000	4.880403	1.141257	5.000000	0.071110	2.261836	2.000000	0.056704	2.666793	6.000000	77.866210	0.458225	5.000000	0.010583	4.215244	6.000000	0.044152	0.545779	4.000000	38.603003
13	4	84.054886	1.849579	83.712314	56.335999	0.428313	0.529092	0.903550	0.173327	3.240943	6.000000	0.011516	3.664233	3.000000	0.021639	2.417970	2.000000	72.801620	3.429374	2.000000	75.457552	2.823014	5.000000	0.018881	1.487829	4.000000	76.814536	5.584664	6.000000	0.010303	1.308608	4.000000	0.119646	0.632260	6.000000	86.021906	0.769793	5.000000	0.014767	2.316544	5.000000	0.012287	0.890387	6.000000	94.985843
14	2	69.509297	2.714294	10.838482	1.354039	0.948037	0.941306	0.491245	0.633285	2.628518	5.000000	0.012616	0.277494	1.000000	0.010343	2.867692	4.000000	88.535246	1.696619	5.000000	99.021755	2.282448	6.000000	0.026004	5.437765	4.000000	71.917340	0.838185	3.000000	0.017847	3.998718	5.000000	0.041096	4.508139	6.000000	16.338803	0.703921	3.000000	0.010267	2.607563	1.000000	0.033669	0.594914	4.000000	56.940345
15	3	98.546272	47.932557	86.263019	48.083690	0.975696	0.147841	0.145381	0.653541	4.727724	1.000000	0.017381	2.389842	4.000000	0.312037	0.887119	5.000000	55.307444	1.235884	1.000000	37.542985	2.365496	2.000000	0.066905	5.462974	4.000000	88.895072	5.097219	3.000000	0.013062	3.712764	1.000000	0.020635	2.560857	6.000000	66.508153	2.610348	6.000000	0.113322	0.971903	4.000000	0.053724	0.469925	1.000000	83.867680
16	3	2.963325	5.924480	95.658477	17.920939	0.474235	0.487387	0.508828	0.136210	3.761447	3.000000	0.032694	2.572558	3.000000	0.011170	4.650837	4.000000	56.636915	0.357000	5.000000	27.797336	3.813666	4.000000	0.010844	4.730442	5.000000	65.807854	2.534516	4.000000	0.168101	3.228954	5.000000	0.016960	0.699872	4.000000	69.776959	0.980884	3.000000	0.032726	4.048191	2.000000	0.044524	0.909298	2.000000	91.044460
17	4	98.259901	42.183899	71.375849	12.350181	0.756197	0.244411	0.675149	0.877192	5.114593	2.000000	0.011733	3.892994	3.000000	0.018464	3.351763	1.000000	90.909457	1.159066	6.000000	16.261692	2.234870	3.000000	0.018589	5.404448	2.000000	13.697225	3.314443	6.000000	0.039640	2.788720	4.000000	0.020106	0.440295	6.000000	36.483088	0.981767	3.000000	0.024843	3.861181	2.000000	0.075189	2.229432	6.000000	24.491624
