1	2	39.309124	503.807614	92.963089	94.227776	59.633653	0.709098	0.837846	0.996858	0.737258	0.434438	4.599224	2.000000	0.010652	41.566694	1.000000	0.014094	21.720911	5.000000	0.041892	33.345434	2.000000	0.039610	2.398403	3.000000	0.013283	5.826823	6.000000	0.059510	1.359138	1.000000	0.049521	8.570486	5.000000	0.011879
2	1	42.638053	521.781969	11.941661	93.145908	26.874229	0.883118	0.495586	0.438521	0.567352	0.972208	8.547073	2.000000	0.022864	50.605661	2.000000	0.106490	44.829965	4.000000	0.088488	54.035593	2.000000	0.020057	25.517714	2.000000	0.023817	4.086270	3.000000	0.030280	4.309079	1.000000	0.032510	9.576557	5.000000	0.014501
3	1	98.632036	329.812728	54.169147	46.284497	79.526703	0.138088	0.676925	0.141708	0.502304	0.712302	5.304749	1.000000	0.019091	17.200727	1.000000	0.070267	41.624893	3.000000	0.040525	23.345442	4.000000	0.011792	8.529062	6.000000	0.055580	2.156005	3.000000	0.012103	0.495271	4.000000	0.100196	8.959496	5.000000	0.128147
4	2	88.215957	332.536754	49.708307	43.672998	82.755130	0.332086	0.173758	0.520064	0.329495	0.773025	7.808717	2.000000	0.081599	47.406611	4.000000	0.112150	21.241273	1.000000	0.011188	24.048699	4.000000	0.020836	14.105274	1.000000	0.109038	8.838480	1.000000	0.027496	8.844337	1.000000	0.031714	8.248461	6.000000	0.020188
5	2	77.598836	476.651907	55.648101	41.266312	88.958918	0.863357	0.482151	0.806871	0.100132	0.485161	1.594960	4.000000	0.068156	17.399642	1.000000	0.037716	10.004762	5.000000	0.014535	49.482366	4.000000	0.016396	3.614648	2.000000	0.350277	1.117439	6.000000	0.013606	0.760235	3.000000	0.012299	9.185529	4.000000	0.011256
6	2	15.886219	772.768967	88.513028	82.127497	76.591265	0.431717	0.483975	0.187403	0.123116	0.525082	8.095266	5.000000	0.016016	40.264821	3.000000	0.175685	29.816763	1.000000	0.011222	14.620999	1.000000	0.030498	19.093892	2.000000	0.073533	3.879498	1.000000	0.061539	4.299374	6.000000	0.011581	0.898656	2.000000	0.015171
7	2	21.484612	535.048919	75.135151	92.739920	23.191641	0.740183	0.408712	0.882906	0.523819	0.989228	1.400011	1.000000	0.015664	32.636347	1.000000	0.012960	21.800659	5.000000	0.045977	10.736698	2.000000	0.012414	26.068265	2.000000	0.028587	7.885416	6.000000	0.030602	1.035371	3.000000	0.012256	8.678236	5.000000	0.014349
8	2	13.226024	476.032018	12.333833	80.847197	90.776804	0.176183	0.602374	0.425251	0.955250	0.522906	9.231603	3.000000	0.010524	10.919530	2.000000	0.018424	7.944635	2.000000	0.015157	12.848224	2.000000	0.015422	32.542820	1.000000	0.013540	8.034042	6.000000	0.011579	4.982895	4.000000	0.010944	4.514484	1.000000	0.033193
9	2	6.978268	349.827363	50.030240	81.351825	48.596738	0.385673	0.200590	0.747141	0.432132	0.711771	6.831297	2.000000	0.010130	50.601823	1.000000	0.052301	38.218716	5.000000	0.018180	48.127008	2.000000	0.051186	8.933340	6.000000	0.052717	8.491485	1.000000	0.016999	3.873824	2.000000	0.018216	1.879297	3.000000	0.034798
10	1	85.165887	313.001814	8.523876	13.407607	14.137747	0.141739	0.264653	0.176979	0.456520	0.749590	0.687531	2.000000	0.056413	26.533827	2.000000	0.028933	18.356420	3.000000	0.011574	46.105647	4.000000	0.118060	8.162275	1.000000	0.116460	0.931046	1.000000	0.019955	5.022377	1.000000	0.015013	5.212114	3.000000	0.011230
11	2	82.135399	255.923233	4.721854	28.756198	4.976648	0.865321	0.937913	0.297960	0.770144	0.589386	4.401189	6.000000	0.019803	48.068054	5.000000	0.026071	16.447906	1.000000	0.048176	40.832368	6.000000	0.085984	5.762251	4.000000	0.011645	8.602061	3.000000	0.016884	7.900269	2.000000	0.016667	9.265088	3.000000	0.021815
12	1	39.718326	725.104914	96.808790	43.735534	95.577863	0.805897	0.166608	0.429216	0.815103	0.288999	4.121955	4.000000	0.010352	53.672828	5.000000	0.032682	31.736649	2.000000	0.014568	39.213309	5.000000	0.013906	21.771584	4.000000	0.120981	1.539708	1.000000	0.015731	9.606695	5.000000	0.011124	4.148433	6.000000	0.010562
13	2	32.873321	365.308136	64.334763	15.345813	63.750985	0.376713	0.783044	0.274004	0.678239	0.797807	2.634762	5.000000	0.043014	41.347361	3.000000	0.078973	23.442003	3.000000	0.026047	33.511403	3.000000	0.011123	14.544935	1.000000	0.011723	1.610132	5.000000	0.013950	6.519987	1.000000	0.016083	3.517874	6.000000	0.111517
14	3	83.256255	144.339196	7.007217	46.215724	40.122879	0.356157	0.910078	0.489704	0.431270	0.386199	1.188404	4.000000	0.018665	17.841167	4.000000	0.016761	52.301850	3.000000	0.043426	21.592040	3.000000	0.022169	45.510775	3.000000	0.017742	8.256884	2.000000	0.010564	0.149019	5.000000	0.010520	1.315244	2.000000	0.010657
15	2	20.147423	237.858652	3.284020	83.332647	33.388983	0.991629	0.664711	0.608786	0.934463	0.764131	6.563653	6.000000	0.014952	11.580065	3.000000	0.013235	45.751202	4.000000	0.029483	8.824554	3.000000	0.058308	3.159646	3.000000	0.073918	2.109785	4.000000	0.121716	1.842305	2.000000	0.011345	0.954692	1.000000	0.124153
16	2	15.742755	609.702875	34.901477	15.534875	7.673257	0.949473	0.627020	0.915484	0.203964	0.831144	1.747889	5.000000	0.033994	29.351198	4.000000	0.037030	14.242473	4.000000	0.018145	21.852107	5.000000	0.032411	28.249725	2.000000	0.013986	3.746092	3.000000	0.016130	5.860932	5.000000	0.046751	8.834495	1.000000	0.011494
17	2	90.496336	498.397161	62.494262	32.824869	22.030559	0.749752	0.401873	0.421533	0.937269	0.306722	0.691439	5.000000	0.023462	25.757520	6.000000	0.014123	55.924220	4.000000	0.075604	36.320337	3.000000	0.012174	16.976712	6.000000	0.013601	2.010148	6.000000	0.013173	5.329993	4.000000	0.010614	6.770915	5.000000	0.087902
18	1	15.818749	530.977797	10.358495	1.345428	43.583288	0.996299	0.571944	0.522719	0.242792	0.673502	9.478006	5.000000	0.078212	45.066996	1.000000	0.015319	32.021675	6.000000	0.570126	24.563462	3.000000	0.015973	10.556776	1.000000	0.201133	8.376622	2.000000	0.018569	2.570920	3.000000	0.025738	2.633668	2.000000	0.014411
19	2	67.921855	713.934903	89.358807	64.061022	8.317179	0.290613	0.582391	0.831270	0.131571	0.699750	4.697442	5.000000	0.013925	26.457675	5.000000	0.023883	17.842053	4.000000	0.024328	21.377522	6.000000	0.019238	13.178674	4.000000	0.024186	2.691706	2.000000	0.014467	0.337261	2.000000	0.013733	9.458783	3.000000	0.016413
20	1	14.783243	216.052279	38.657134	93.035582	45.246588	0.189545	0.872197	0.764474	0.180289	0.865561	3.457823	1.000000	0.023456	10.468931	4.000000	0.013470	10.792703	2.000000	0.010536	4.476102	4.000000	0.012518	52.161851	6.000000	0.053247	6.453976	6.000000	0.013666	3.368117	2.000000	0.012435	3.183353	5.000000	0.012923
21	2	51.448719	812.486383	17.180298	95.395978	5.057817	0.981412	0.795016	0.295019	0.815549	0.425287	7.348373	4.000000	0.013747	22.547963	6.000000	0.021009	5.366773	2.000000	0.011694	13.324580	3.000000	0.021354	21.464567	3.000000	0.014330	6.621462	5.000000	0.025282	8.607278	1.000000	0.010151	3.001702	4.000000	0.022597
22	2	14.278914	510.557222	77.980250	39.717195	46.251528	0.185909	0.806348	0.198688	0.886269	0.904176	8.900721	4.000000	0.138189	23.496168	4.000000	0.018227	41.232221	6.000000	0.011468	45.811111	6.000000	0.045345	25.843531	2.000000	0.014805	7.327672	5.000000	0.133073	7.288037	1.000000	0.017351	3.326000	4.000000	0.031608
23	2	99.343999	454.712100	33.174935	80.694449	5.816003	0.767409	0.177465	0.714725	0.784068	0.428647	7.290325	6.000000	0.010673	40.962976	2.000000	0.020862	27.499892	5.000000	0.013577	8.639685	4.000000	0.016493	39.249640	4.000000	0.046548	8.739842	4.000000	0.022012	8.439542	2.000000	0.022651	7.358616	6.000000	0.030530
24	2	91.383805	293.093814	31.459073	65.302025	20.347224	0.406290	0.520042	0.530335	0.130356	0.474514	2.100262	2.000000	0.023048	52.093200	6.000000	0.015880	1.910199	3.000000	0.051984	51.627004	2.000000	0.050739	6.882018	4.000000	0.011386	3.161307	5.000000	0.010638	5.251406	2.000000	0.013443	6.158446	3.000000	0.012015
