1	2	37.287019	696.491513	83.479889	45.700632	90.198325	0.703256	0.665433	0.278774	0.427429	0.401285	3.116078	5.000000	0.013439	1.155188	1.000000	41.326836	6.217480	1.000000	0.129137	18.003492	2.000000	0.017044	2.316352	4.000000	0.056465	7.660398	2.000000	0.069131	0.674826	4.000000	91.673073	2.749780	2.000000	0.041579	15.289512	4.000000	8.018630	2.924848	6.000000	0.018954	11.537939	4.000000	33.544699
2	2	48.853920	411.063895	85.542353	17.571847	51.510283	0.273171	0.990505	0.545932	0.662605	0.147125	3.337930	6.000000	0.018892	3.822237	2.000000	19.292065	1.790548	2.000000	0.023490	13.735046	1.000000	0.010519	110.343043	5.000000	0.025788	1.872180	3.000000	0.015029	2.832569	1.000000	58.059949	0.472376	3.000000	0.010064	2.413966	6.000000	97.019797	3.216378	1.000000	0.096152	6.957709	5.000000	79.492374
3	8	90.793439	33.053143	47.623362	63.571286	65.658731	0.627951	0.294806	0.937582	0.941087	0.494177	2.311753	1.000000	0.066541	11.757763	6.000000	87.779217	4.851565	5.000000	0.016900	13.954244	1.000000	0.041706	122.989700	1.000000	0.020212	1.539821	1.000000	0.020861	1.626314	2.000000	92.552965	3.403582	3.000000	0.012065	8.641980	6.000000	15.704442	0.968227	2.000000	0.216282	8.274749	5.000000	64.655525
4	1	3.682520	531.304837	79.133142	35.725202	2.213895	0.634085	0.240092	0.291548	0.582877	0.113946	2.426004	1.000000	0.078448	10.571711	1.000000	43.596327	5.344305	3.000000	0.012443	6.124743	1.000000	0.094404	94.250546	3.000000	0.055029	1.302233	6.000000	0.231670	0.341857	2.000000	92.010899	2.482824	5.000000	0.024297	18.757165	1.000000	18.700307	1.714649	3.000000	0.032377	6.704350	1.000000	42.121107
5	3	81.906006	779.161858	71.301535	86.209101	55.213638	0.936675	0.375904	0.373168	0.171134	0.406125	2.932114	6.000000	0.030233	2.254669	6.000000	29.833272	7.500083	5.000000	0.018216	11.881287	2.000000	0.014269	91.175711	5.000000	0.011054	6.100145	2.000000	0.011718	1.465236	1.000000	75.180432	1.506589	4.000000	0.079318	7.036549	3.000000	62.143006	2.299152	5.000000	0.019801	2.634907	6.000000	42.837145
6	2	94.804939	587.709573	18.458113	68.313403	12.009726	0.581126	0.535534	0.481113	0.854844	0.928278	2.067073	2.000000	0.765725	1.579742	6.000000	80.682345	10.032594	2.000000	0.043336	17.652441	3.000000	0.013036	98.425885	2.000000	0.010107	6.766572	3.000000	0.015244	0.174309	6.000000	25.451360	2.136224	4.000000	0.020973	0.945661	4.000000	71.432614	2.038323	5.000000	0.050576	0.405103	5.000000	71.962279
7	3	26.474277	160.283182	69.434222	82.060621	42.570841	0.633311	0.809940	0.433634	0.120612	0.204622	0.406926	4.000000	0.023834	17.820643	6.000000	85.274072	3.962883	3.000000	0.011199	16.477268	3.000000	0.066109	142.978581	5.000000	0.027081	12.688725	5.000000	0.224699	0.378200	6.000000	53.843748	1.055667	2.000000	0.012816	12.249247	1.000000	54.746565	0.682528	3.000000	0.011603	5.090890	5.000000	92.810743
8	3	93.545677	478.671605	21.225522	20.282471	13.589171	0.692302	0.937859	0.149086	0.838115	0.577194	3.040492	6.000000	0.013303	5.479398	2.000000	57.812829	2.632832	1.000000	0.010686	18.042596	6.000000	0.011354	138.197068	2.000000	0.011349	6.366020	2.000000	0.019132	0.104040	1.000000	72.268010	1.633794	2.000000	0.030755	8.292590	3.000000	41.755609	0.056075	5.000000	0.014397	8.330294	4.000000	43.691360
9	3	26.896702	413.788449	21.922608	75.346134	19.315172	0.850022	0.480822	0.249620	0.160704	0.892900	2.734180	5.000000	0.010922	9.819429	5.000000	78.671375	0.922111	6.000000	0.268575	2.910763	2.000000	0.010684	91.507716	4.000000	0.017396	0.644586	4.000000	0.019896	3.325194	5.000000	66.390121	3.134497	1.000000	0.010846	3.275508	3.000000	55.397464	0.947092	5.000000	0.023015	0.739557	5.000000	46.126100
10	2	86.620190	659.860160	55.855760	39.029558	92.169729	0.165489	0.601038	0.339139	0.454464	0.401914	1.537429	1.000000	0.014001	4.436605	5.000000	1.941241	5.385395	1.000000	0.021754	17.736843	5.000000	0.014289	4.951831	1.000000	0.013267	5.170474	1.000000	0.085513	1.177520	6.000000	99.339257	0.613801	5.000000	0.036714	8.114640	5.000000	66.431961	1.006491	6.000000	0.022535	3.309095	4.000000	65.233160
11	3	83.414450	617.767636	70.684030	48.279464	25.225895	0.888098	0.565515	0.540858	0.743862	0.199676	1.681978	2.000000	0.278802	9.809556	4.000000	35.230750	0.867029	3.000000	0.010664	6.330336	6.000000	0.040029	129.006517	4.000000	0.087092	1.672422	5.000000	0.247598	1.651668	2.000000	73.458387	0.615120	2.000000	0.059818	9.710320	4.000000	38.558036	1.882902	4.000000	0.012111	12.352433	1.000000	23.357451
12	3	21.181054	73.146547	29.543326	75.362066	7.862740	0.742520	0.754296	0.220649	0.906938	0.343202	1.412054	6.000000	0.013847	2.480983	3.000000	17.033213	11.273156	3.000000	0.102903	3.001118	3.000000	0.011242	165.555668	5.000000	0.013462	8.215885	5.000000	0.020717	2.515079	3.000000	38.191142	0.976908	1.000000	0.044482	10.703646	6.000000	92.341252	1.221814	5.000000	0.013224	17.043910	5.000000	61.716924
13	2	54.670317	922.176955	37.989921	11.997074	37.685929	0.865748	0.212789	0.796591	0.434401	0.737240	0.606169	3.000000	0.069146	4.194622	2.000000	3.594725	15.930824	4.000000	0.019894	12.677566	1.000000	0.010968	18.762124	5.000000	0.010561	7.638274	1.000000	0.018220	3.311466	1.000000	35.113973	2.354990	1.000000	0.012888	2.458116	1.000000	30.310691	2.209889	5.000000	0.458794	18.311726	2.000000	68.827952
14	2	35.931046	155.065303	35.933306	55.202157	99.311835	0.286282	0.978154	0.821425	0.259854	0.975157	0.180077	1.000000	0.017602	9.744247	2.000000	44.130130	2.717529	1.000000	0.014769	8.192162	6.000000	0.011634	34.890312	3.000000	0.010975	5.907872	1.000000	0.103386	0.069435	2.000000	21.872608	3.333496	2.000000	0.012980	13.000521	5.000000	96.375089	1.847084	1.000000	0.083350	7.809933	5.000000	9.138496
15	2	4.031117	418.572073	57.183944	63.940493	52.329138	0.807685	0.842819	0.226838	0.920886	0.435557	0.795769	4.000000	0.018677	7.602724	3.000000	4.090303	4.105364	4.000000	0.013378	1.588295	5.000000	0.065792	138.543664	5.000000	0.029439	6.524070	2.000000	0.014455	1.872653	3.000000	21.493154	2.894091	1.000000	0.013151	18.522146	3.000000	3.347418	0.249468	2.000000	0.019988	9.528993	1.000000	73.369355
16	3	12.650291	659.270132	62.165966	59.211598	70.219721	0.519744	0.553796	0.969755	0.180411	0.719474	1.235819	3.000000	0.015172	17.419168	5.000000	85.713522	11.501571	4.000000	0.013032	0.646103	4.000000	0.012218	45.851426	5.000000	0.033171	8.442185	1.000000	0.412478	3.027640	4.000000	33.251464	1.774240	2.000000	0.090586	6.370083	2.000000	30.061090	0.173778	3.000000	0.017287	6.410099	6.000000	59.117517
17	2	88.429880	347.058042	74.155531	34.059547	75.508520	0.256772	0.244418	0.105193	0.821499	0.787329	2.287838	2.000000	0.010713	15.394546	4.000000	6.691674	6.677915	2.000000	0.060723	2.066375	3.000000	0.100143	87.280297	2.000000	0.055654	10.447708	2.000000	0.027564	0.792906	4.000000	72.897096	2.717513	3.000000	0.021362	10.675890	3.000000	84.779429	2.193813	6.000000	0.054804	1.826280	5.000000	2.985318
18	2	22.722241	462.791524	83.660659	66.600176	8.575664	0.618866	0.631611	0.568255	0.731831	0.331559	3.068104	5.000000	0.029551	4.068283	1.000000	90.998244	15.687420	1.000000	0.026942	16.634780	3.000000	0.058613	53.750748	6.000000	0.025577	11.959252	1.000000	0.011904	0.102638	5.000000	23.718974	3.264757	1.000000	0.012971	3.425691	5.000000	49.724038	0.356955	4.000000	0.015139	17.205116	4.000000	86.838601
19	2	59.363639	576.246616	12.997244	30.865964	73.098919	0.358948	0.103455	0.872624	0.762828	0.940688	1.744686	1.000000	0.014036	14.785478	5.000000	10.628544	18.005731	6.000000	0.016884	10.821726	6.000000	0.065196	81.485252	4.000000	0.022580	17.712081	3.000000	0.012028	2.939796	4.000000	68.698041	2.687866	1.000000	0.016084	15.914607	5.000000	43.617691	1.151206	1.000000	0.052723	4.823021	2.000000	11.423239
20	3	63.450206	653.951448	42.086979	26.189922	90.822840	0.331938	0.490621	0.653761	0.189570	0.405046	0.817589	2.000000	0.039125	15.727529	4.000000	38.102182	12.228746	6.000000	0.014053	5.882521	4.000000	0.015002	116.817234	5.000000	0.013463	8.872674	2.000000	0.281217	2.731352	3.000000	73.266633	2.184043	1.000000	0.017981	9.072902	6.000000	26.492845	0.131394	4.000000	0.013605	6.614523	4.000000	94.534971
21	4	79.486798	414.541162	46.714445	77.070984	82.914836	0.440494	0.355362	0.274282	0.146043	0.497892	2.226846	5.000000	0.027926	2.343790	6.000000	27.910610	12.330577	3.000000	0.086218	1.641197	5.000000	0.017593	42.701863	3.000000	0.034510	7.937628	5.000000	0.016158	3.204221	5.000000	19.705082	3.234786	5.000000	0.035736	17.655645	4.000000	59.440801	1.467676	1.000000	0.015904	4.761805	1.000000	63.519703
22	3	32.857845	182.169776	89.718266	24.628242	74.582838	0.605791	0.685384	0.252561	0.287226	0.267327	0.878947	4.000000	0.021052	7.737285	5.000000	59.785384	13.320363	2.000000	0.010637	11.881741	1.000000	0.039398	170.608071	6.000000	0.010422	2.708313	1.000000	0.023299	1.605504	1.000000	96.500503	1.169341	3.000000	0.010710	8.507324	1.000000	45.297386	2.250777	5.000000	0.013568	8.127127	2.000000	20.320800
