1	3	15.818810	75.255880	31.601804	37.050448	38.615327	0.454988	0.483661	0.896236	0.331969	0.953813	3.899677	2.000000	50.048053	5.874330	5.000000	0.030699	11.084873	1.000000	0.010470	72.557577	6.000000	0.015986	3.431570	3.000000	0.022167	0.249821	2.000000	2.668249	66.176315	6.000000	79.244274	60.219150	6.000000	96.547643	2.328876	5.000000	0.012732	17.590078	3.000000	34.111502
2	4	22.276764	94.453826	19.974768	51.315997	90.537664	0.602597	0.933124	0.763194	0.332626	0.224579	7.307093	5.000000	60.882103	18.732685	3.000000	0.015405	14.366605	1.000000	0.013593	44.715743	2.000000	0.014710	48.061166	1.000000	0.233070	0.296453	1.000000	77.955372	72.244041	2.000000	76.542134	21.705327	3.000000	91.946836	3.524726	5.000000	0.021831	9.101137	4.000000	64.948378
3	5	65.475190	4.878424	61.283445	55.769910	45.746743	0.725997	0.717766	0.165099	0.442965	0.909774	4.403929	4.000000	62.300436	13.036499	4.000000	0.090743	16.110408	6.000000	0.070352	71.997538	3.000000	0.069933	30.956490	1.000000	0.017169	0.477470	2.000000	3.028435	39.512063	4.000000	60.231745	24.937245	6.000000	59.361483	7.563828	2.000000	0.192170	1.774324	3.000000	82.220739
4	4	43.471694	83.969687	10.990675	11.801779	61.655547	0.450192	0.644489	0.207374	0.238517	0.710140	4.935654	4.000000	24.353692	17.857550	6.000000	0.039639	4.659312	3.000000	0.030069	67.649910	2.000000	0.015142	65.372410	6.000000	0.048969	1.128650	1.000000	8.663544	67.629843	2.000000	53.292265	20.799233	2.000000	24.805197	7.970777	3.000000	0.014297	1.175560	6.000000	66.155691
5	2	9.820313	37.612585	38.595667	95.312963	18.582208	0.158695	0.581718	0.230829	0.193889	0.229651	11.762281	6.000000	1.091211	6.755151	1.000000	0.010845	10.740461	5.000000	0.017584	10.687221	3.000000	0.070905	12.466799	6.000000	0.031697	0.141853	6.000000	79.584578	13.945313	5.000000	9.913910	43.846653	4.000000	40.126398	7.682113	6.000000	0.016342	17.583448	6.000000	45.889462
6	3	48.889712	38.017922	33.338285	89.434872	65.620748	0.819132	0.298844	0.657459	0.115748	0.479691	18.181213	4.000000	25.376468	12.996752	4.000000	0.011715	12.985608	5.000000	0.024835	11.600701	5.000000	0.012538	5.746544	1.000000	0.010821	0.244006	1.000000	23.909776	50.825021	2.000000	81.300506	10.099852	5.000000	66.385717	1.733390	3.000000	0.012714	4.864913	3.000000	88.467748
7	4	13.627105	13.577544	4.176120	41.348572	28.825307	0.866863	0.208879	0.754051	0.437174	0.849028	14.327298	2.000000	35.102368	15.477102	6.000000	0.010190	0.209370	3.000000	0.011861	8.011129	5.000000	0.057447	28.997606	5.000000	0.014282	0.861109	2.000000	90.078755	19.249768	4.000000	50.586393	31.691821	6.000000	64.113475	9.351575	2.000000	0.373096	9.923228	4.000000	90.221046
8	5	70.513924	48.891931	37.774581	48.970454	65.848004	0.945971	0.732385	0.531406	0.203795	0.507202	13.889036	3.000000	30.213956	9.108119	4.000000	0.011654	1.981194	1.000000	0.040980	52.351793	4.000000	0.034496	10.824220	3.000000	0.034514	0.781848	4.000000	90.905308	13.376282	3.000000	2.492106	74.659558	5.000000	8.848006	14.302450	5.000000	0.017222	18.267661	4.000000	65.758366
9	5	84.440260	24.596360	17.074886	4.873598	17.283855	0.513414	0.247814	0.105923	0.279359	0.674862	12.625507	5.000000	58.962593	15.946414	5.000000	0.024601	7.148387	4.000000	0.093137	48.143387	1.000000	0.011818	45.714631	5.000000	0.011268	0.767373	4.000000	68.355655	46.267815	4.000000	21.637333	6.989735	1.000000	61.058705	2.507476	3.000000	0.016420	11.301998	5.000000	2.006030
10	2	9.607653	47.833408	84.684774	32.841255	76.360539	0.288356	0.787935	0.927539	0.432240	0.156638	17.922004	1.000000	73.421991	15.472468	3.000000	0.019417	2.341459	5.000000	0.012821	62.309855	3.000000	0.010985	30.506881	6.000000	0.047824	0.114999	2.000000	89.042909	73.916486	1.000000	2.955553	9.850878	4.000000	44.314755	10.259330	2.000000	0.139452	5.992989	1.000000	96.317123
11	4	77.086106	28.770066	16.207372	80.523602	46.819054	0.867063	0.602251	0.794445	0.636054	0.261651	5.585366	1.000000	27.835405	14.171722	6.000000	0.038481	4.519203	5.000000	0.011524	73.192603	6.000000	0.056454	22.983182	6.000000	0.014742	0.168662	5.000000	66.936567	7.997551	6.000000	53.371548	73.684559	1.000000	31.094970	13.197693	3.000000	0.022268	0.284505	5.000000	39.603858
12	2	10.679516	36.239222	54.715862	59.055143	17.472286	0.520744	0.379670	0.759591	0.195048	0.259289	14.645538	1.000000	92.470311	12.469525	6.000000	0.013402	14.266174	5.000000	0.016022	53.947595	3.000000	0.018939	29.893576	4.000000	0.623711	1.214770	2.000000	77.091487	46.303329	5.000000	42.551426	1.360878	1.000000	60.318992	0.373482	6.000000	0.048850	3.577157	1.000000	55.393622
13	5	21.481668	46.507391	34.442200	27.822759	9.186970	0.750900	0.536787	0.172380	0.475489	0.142919	6.882860	4.000000	42.217890	1.995141	4.000000	0.102192	12.937701	3.000000	0.459207	72.052803	2.000000	0.011207	12.072737	1.000000	0.011905	0.788659	4.000000	81.805591	39.657353	1.000000	39.714545	19.193638	5.000000	43.070057	4.854357	4.000000	0.135146	14.887878	1.000000	67.281316
14	2	54.984345	51.996377	8.416983	8.861863	85.024576	0.506260	0.203094	0.950946	0.184694	0.980757	15.130805	3.000000	25.805936	0.351011	2.000000	0.021376	13.265150	6.000000	0.137354	22.701139	3.000000	0.024182	29.619456	1.000000	0.014847	1.293682	5.000000	38.811256	48.615624	4.000000	4.332396	37.381218	3.000000	43.908996	5.855148	5.000000	0.013807	7.931897	2.000000	92.296910
