1	1	40.298722	34.182224	92.025921	72.852266	66.665640	0.545877	0.704731	0.414119	0.850696	0.309672	38.188641	2.000000	0.084225	44.835667	1.000000	0.016887	54.654204	4.000000	0.061909	12.566552	5.000000	0.032643	2.658729	6.000000	0.052412	19.239034	1.000000	0.012341	3.492059	1.000000	0.014649
2	2	41.067108	79.026630	17.382699	17.102151	57.504724	0.945996	0.839650	0.250052	0.468443	0.672569	11.943854	3.000000	0.132369	10.763025	6.000000	0.049460	15.028857	4.000000	0.021578	2.656248	5.000000	0.011964	7.292286	4.000000	0.248951	44.711007	5.000000	0.033443	0.415512	6.000000	0.041845
3	2	18.178283	33.797507	73.154084	23.272250	20.112397	0.538710	0.689453	0.834661	0.455072	0.459076	14.251765	2.000000	0.074208	4.202991	6.000000	0.040525	8.660265	4.000000	0.014183	1.715988	5.000000	0.091654	12.511131	5.000000	0.024177	39.978635	6.000000	0.015974	1.541201	2.000000	0.014102
4	2	80.057290	25.645865	9.224831	48.559257	74.111131	0.917206	0.675575	0.812625	0.521227	0.295667	26.707851	6.000000	0.206159	39.542708	3.000000	0.010834	40.800702	5.000000	0.040039	0.811526	6.000000	0.025382	12.076746	2.000000	0.096225	37.966245	2.000000	0.010556	7.271123	6.000000	0.011323
5	1	2.857902	85.790015	9.109183	20.632325	17.176363	0.380635	0.769173	0.296980	0.964148	0.459211	9.091657	5.000000	0.111029	11.654966	1.000000	0.147240	4.658686	1.000000	0.010494	8.969494	3.000000	0.024507	3.756887	6.000000	0.051346	26.625844	2.000000	0.018304	8.549240	5.000000	0.011146
6	1	39.119689	1.862065	59.206119	79.139225	82.149184	0.475936	0.570735	0.517905	0.541479	0.687461	48.758905	4.000000	0.025402	12.396126	2.000000	0.012539	32.651228	6.000000	0.020862	3.514299	3.000000	0.057332	1.027232	5.000000	0.047698	52.594201	6.000000	0.063596	12.363372	6.000000	0.034569
7	4	14.576234	29.129508	43.838703	41.349494	64.268064	0.105754	0.194031	0.478647	0.529477	0.516770	50.770255	6.000000	0.083959	37.388890	1.000000	0.015480	43.683509	1.000000	0.017148	3.391740	6.000000	0.010932	14.325786	5.000000	0.017223	52.195175	1.000000	0.100380	13.347474	3.000000	0.028656
8	2	23.251347	37.937170	31.841757	84.712471	79.676446	0.594657	0.649144	0.428173	0.117293	0.232367	22.606254	3.000000	0.098700	53.867235	4.000000	0.033760	15.051767	5.000000	0.034140	11.569174	1.000000	0.063696	10.464950	5.000000	0.010509	25.056141	6.000000	0.011800	8.776851	3.000000	0.020624
9	2	91.526045	81.371007	51.084826	85.962264	1.252423	0.830241	0.763669	0.282072	0.209362	0.303196	30.542892	6.000000	0.012705	4.294577	5.000000	0.013499	10.431446	3.000000	0.378122	0.365917	1.000000	0.026753	12.896241	2.000000	0.011106	18.965958	6.000000	0.027627	10.907543	3.000000	0.145302
10	3	52.666400	90.636367	96.887068	77.346578	6.717339	0.447085	0.800865	0.638406	0.864284	0.177329	12.075411	3.000000	0.017528	9.305347	4.000000	0.031196	47.926988	5.000000	0.010347	4.137753	5.000000	0.031677	15.112656	6.000000	0.084463	11.377254	3.000000	0.040608	13.071350	1.000000	0.012948
