1	1	58.826416	60.479471	78.654433	92.280672	25.395235	0.669364	0.803316	0.339376	0.975485	0.780338	41.945613	2.000000	0.012364	31.606873	5.000000	0.030339	40.425886	3.000000	0.038098	144.071690	3.000000	0.017983
2	1	67.677190	81.898527	75.705965	78.974102	25.404898	0.922045	0.838286	0.986793	0.700459	0.377368	44.950302	2.000000	0.087788	41.330878	6.000000	0.012157	23.255409	5.000000	0.039448	56.450404	5.000000	0.049815
3	1	91.532273	52.702263	14.844280	55.382226	60.025747	0.420162	0.431814	0.215675	0.509846	0.584850	19.966845	5.000000	0.011287	6.739820	5.000000	0.019521	46.805712	5.000000	0.021446	39.260218	6.000000	0.012358
4	1	31.545529	31.244741	30.884280	43.078118	72.019310	0.207301	0.424487	0.843253	0.341179	0.439982	48.574323	3.000000	0.068426	14.610749	1.000000	0.016467	9.685165	5.000000	0.013693	137.433550	2.000000	0.102967
5	1	99.317378	98.167485	85.414900	79.628513	90.851321	0.426677	0.574461	0.280951	0.370959	0.562731	37.021038	4.000000	0.017895	29.080367	2.000000	0.010967	40.546981	5.000000	0.017075	7.784796	5.000000	0.039963
6	1	56.209707	46.547017	47.486006	95.087966	9.506878	0.120617	0.253664	0.933398	0.358500	0.633992	32.648032	5.000000	0.013275	18.867069	2.000000	0.031689	34.982217	6.000000	0.016303	72.418444	6.000000	0.010142
7	1	8.212147	27.447335	55.830315	69.672344	71.360902	0.242985	0.415384	0.275891	0.985330	0.374673	53.776338	4.000000	0.039896	14.309064	2.000000	0.033986	49.694564	6.000000	0.021996	122.454770	4.000000	0.021372
8	1	52.944109	86.392951	44.287058	21.776907	67.887970	0.114015	0.254013	0.549925	0.130841	0.500093	27.639242	6.000000	0.024617	50.670853	6.000000	0.012325	34.677284	2.000000	0.550285	41.677329	4.000000	0.010148
9	1	40.537497	14.817265	25.480474	25.369561	8.434341	0.584724	0.209528	0.887521	0.583930	0.951773	31.457133	2.000000	0.011479	43.245213	1.000000	0.018373	25.099057	2.000000	0.013021	9.745959	5.000000	0.013486
10	1	16.823033	35.595255	55.704008	66.784343	95.814096	0.257374	0.916779	0.353013	0.273500	0.932313	53.758621	6.000000	0.078103	53.990681	6.000000	0.013465	18.671924	3.000000	0.015583	6.364124	3.000000	0.013024
11	1	5.423998	25.535633	53.318110	31.710050	16.436108	0.633792	0.822671	0.360781	0.976100	0.332985	57.757051	6.000000	0.013613	19.762798	5.000000	0.010205	29.083913	1.000000	0.013476	36.816753	4.000000	0.023741
12	1	92.421602	82.539635	84.497635	5.105372	42.337053	0.115229	0.178064	0.902021	0.917554	0.815889	44.788450	5.000000	0.022327	42.422765	1.000000	0.012662	17.994410	5.000000	0.020603	134.085267	2.000000	0.035181
