1	2	63.296059	95.638458	55.825715	93.435656	0.429093	0.950630	0.439074	0.254060	12.609251	1.000000	36.962519	57.757098	5.000000	0.010723	9.669553	5.000000	0.038168	4.111374	1.000000	0.010588	4.009894	2.000000	0.028264	8.812875	2.000000	23.607912	13.645641	4.000000	0.023637
2	2	98.754466	78.758443	51.858459	80.340845	0.494563	0.652269	0.422888	0.442916	2.704404	4.000000	82.775274	18.418964	5.000000	0.072822	13.193643	3.000000	0.010329	14.151820	2.000000	0.010088	4.217989	5.000000	0.012507	7.076822	4.000000	58.447738	9.496185	5.000000	0.024313
3	2	52.488520	39.676146	79.056345	26.914832	0.490656	0.912210	0.144064	0.146714	5.887084	2.000000	36.252348	23.858768	1.000000	0.035909	13.655478	5.000000	0.039115	18.106869	3.000000	0.028892	18.557941	2.000000	0.011444	12.458513	6.000000	52.279364	9.592758	4.000000	0.088871
4	1	17.355322	43.199697	3.666378	22.477234	0.936848	0.656605	0.745429	0.100622	5.666137	2.000000	77.722657	2.079402	4.000000	0.076489	8.971766	4.000000	0.010778	9.407716	4.000000	0.010856	1.340964	1.000000	0.080025	8.484605	2.000000	22.478696	13.437920	6.000000	0.286561
5	2	20.347375	44.070181	76.244088	98.484317	0.646218	0.516017	0.336173	0.380173	10.892823	3.000000	83.179881	23.240471	3.000000	0.029970	9.868501	3.000000	0.017230	11.483037	4.000000	0.014453	17.517662	6.000000	0.032087	15.028512	2.000000	66.903246	2.465128	3.000000	0.010837
6	2	88.596747	57.818162	13.343197	30.883969	0.202689	0.880386	0.678026	0.941519	2.048870	5.000000	24.232737	56.005469	2.000000	0.025183	8.974935	3.000000	0.064895	18.811681	3.000000	0.088469	8.808362	3.000000	0.013980	15.328702	3.000000	92.133952	12.947812	4.000000	0.010411
7	1	37.022509	31.488305	9.905290	11.331244	0.248253	0.987105	0.472397	0.608749	11.732470	4.000000	76.988402	1.702821	3.000000	0.040145	9.331122	3.000000	0.057890	12.250997	2.000000	0.010155	16.622346	3.000000	0.110657	6.968222	4.000000	41.990176	1.580753	2.000000	0.069091
8	1	18.531497	93.215677	19.447505	23.473122	0.744648	0.805737	0.548843	0.911351	12.260965	3.000000	37.355902	48.342169	5.000000	0.044473	13.810009	1.000000	0.019623	10.248320	2.000000	0.015427	4.073871	3.000000	0.015338	10.972789	5.000000	83.559831	12.094735	3.000000	0.053233
9	1	38.368237	17.698839	25.823692	88.627142	0.261242	0.497985	0.359828	0.142245	2.732750	4.000000	33.056815	32.594545	6.000000	0.710894	4.498660	2.000000	0.016022	2.042013	4.000000	0.130138	5.142202	5.000000	0.010293	5.700140	3.000000	3.738486	4.432911	5.000000	0.014119
10	1	63.706314	55.496227	70.137686	7.904379	0.121913	0.477583	0.828952	0.506882	1.590260	4.000000	85.612060	36.501487	4.000000	0.016703	1.051520	2.000000	0.010777	5.045963	3.000000	0.014481	12.880074	1.000000	0.030636	6.832298	2.000000	17.171223	5.618545	3.000000	0.011603
11	1	10.692199	19.446946	89.414095	26.635664	0.897601	0.776326	0.143818	0.819562	2.085183	1.000000	76.079799	7.386021	5.000000	0.154597	3.690838	2.000000	0.014633	17.609986	1.000000	0.046033	8.408691	5.000000	0.015343	3.173538	4.000000	11.610708	13.560081	1.000000	0.011187
12	1	56.526350	34.605907	54.186512	78.231748	0.722234	0.416270	0.962434	0.435112	0.696710	6.000000	87.681984	38.466429	6.000000	0.012219	3.186957	6.000000	0.012237	2.267341	6.000000	0.010934	7.456807	2.000000	0.011313	7.075577	1.000000	2.405042	10.358941	5.000000	0.011897
13	1	53.959938	73.470618	93.108848	46.608727	0.415834	0.334893	0.462850	0.644495	14.076976	6.000000	36.419459	36.256546	5.000000	0.129568	1.357676	1.000000	0.015353	16.622349	6.000000	0.033809	4.041563	2.000000	0.134342	2.554448	6.000000	87.571159	0.316776	4.000000	0.012435
14	2	72.551027	44.755180	19.504591	42.151746	0.659494	0.923902	0.827725	0.927946	1.259792	1.000000	6.347002	33.890713	4.000000	0.029536	3.286879	3.000000	0.010880	18.935223	1.000000	0.030834	13.054330	3.000000	0.013665	3.346248	4.000000	69.214329	2.259049	5.000000	0.013226
15	1	24.373411	55.355612	67.729601	86.015569	0.485889	0.913730	0.540332	0.161960	12.294443	1.000000	69.332535	34.536199	1.000000	0.593516	12.137803	1.000000	0.010480	6.296734	2.000000	0.011826	17.877141	3.000000	0.052383	5.533624	1.000000	71.453255	13.874760	6.000000	0.036413
16	1	20.905968	75.505396	64.589993	37.520359	0.710749	0.360090	0.442206	0.990291	12.336238	4.000000	52.089618	1.743421	1.000000	0.158779	16.744088	4.000000	0.021173	11.621046	4.000000	0.212366	18.218808	4.000000	0.016321	18.354328	4.000000	44.654957	4.589706	5.000000	0.011545
17	1	90.750376	39.644443	15.792773	71.135162	0.342566	0.769100	0.875769	0.133885	9.523732	3.000000	55.613785	47.594979	2.000000	0.019230	17.542077	2.000000	0.080123	17.145410	2.000000	0.020544	14.051433	5.000000	0.018926	17.518405	5.000000	21.426504	4.314329	3.000000	0.010901
18	2	13.903963	27.691918	34.735443	76.264866	0.967140	0.940192	0.791855	0.207236	6.892284	5.000000	43.605582	49.925993	4.000000	0.022175	15.770439	3.000000	0.010254	5.484917	2.000000	0.012302	11.108312	3.000000	0.036285	17.080276	4.000000	99.109355	8.658364	3.000000	0.057240
19	2	27.684695	68.587556	59.482603	24.718009	0.566899	0.665697	0.183486	0.311199	6.895620	2.000000	47.266306	5.807328	4.000000	0.011769	5.538280	1.000000	0.019256	0.638323	4.000000	0.061452	14.464359	4.000000	0.010957	4.817306	5.000000	56.720757	4.712548	3.000000	0.041917
20	1	22.655699	64.439254	6.646568	78.461112	0.843999	0.669645	0.930379	0.133684	0.599042	5.000000	73.193822	39.809210	4.000000	0.032816	9.694521	2.000000	0.018286	13.136256	4.000000	0.097636	6.536914	3.000000	0.013951	9.384741	1.000000	10.041477	6.275824	2.000000	0.010179
21	1	22.254262	52.740492	76.101421	82.680434	0.903266	0.734129	0.629951	0.585452	8.713437	6.000000	10.984745	48.406803	6.000000	0.040010	3.368627	4.000000	0.051865	1.995751	6.000000	0.010038	7.912142	1.000000	0.015032	1.037796	3.000000	80.643694	12.283050	1.000000	0.018141
22	1	39.482152	19.367421	91.224589	91.955836	0.521116	0.847273	0.505405	0.290345	12.469389	2.000000	72.019238	34.491804	6.000000	0.034156	9.457637	1.000000	0.012075	1.087778	5.000000	0.014394	14.637386	3.000000	0.112334	8.388994	1.000000	68.223738	9.959989	1.000000	0.074403
23	2	93.468851	34.868047	21.659185	42.833728	0.913704	0.391915	0.420636	0.258907	2.463771	1.000000	2.218827	9.280118	5.000000	0.011682	17.376705	3.000000	0.023117	1.893674	1.000000	0.028688	1.216681	5.000000	0.018587	1.991944	2.000000	8.071684	8.804114	5.000000	0.010743
24	1	24.588498	48.844118	10.336304	31.801574	0.832773	0.287321	0.852502	0.642726	3.179990	4.000000	44.512793	38.704371	4.000000	0.014429	14.859739	1.000000	0.020219	11.960327	4.000000	0.012966	8.072846	6.000000	0.103220	5.469464	6.000000	15.380139	7.397942	5.000000	0.968461
25	1	70.215476	75.036662	15.292729	43.727202	0.792552	0.396914	0.250454	0.974191	6.594703	4.000000	48.129328	52.698374	4.000000	0.011894	8.507573	3.000000	0.043919	4.611282	5.000000	0.011316	7.551918	4.000000	0.030832	9.069910	3.000000	95.777597	1.358114	5.000000	0.025719
26	1	31.570512	13.182904	69.226015	92.243815	0.913169	0.572187	0.671087	0.121848	5.737240	1.000000	19.729879	30.425691	1.000000	0.019888	4.914338	4.000000	0.010393	15.879299	6.000000	0.034769	4.871771	4.000000	0.018406	14.438429	6.000000	38.841130	3.973478	2.000000	0.244340
27	2	48.108962	63.486815	94.962727	65.535803	0.421282	0.715246	0.115599	0.637951	13.219478	5.000000	95.178454	2.135520	2.000000	0.011717	2.880757	4.000000	0.026867	9.366332	5.000000	0.019545	10.894098	2.000000	0.110628	12.779238	5.000000	65.021859	7.162515	2.000000	0.011837
28	2	87.707372	69.885130	1.492198	71.691975	0.559890	0.316537	0.512340	0.398199	3.873584	4.000000	14.914608	41.274918	3.000000	0.121863	14.915075	1.000000	0.022383	10.898002	3.000000	0.013239	0.953639	4.000000	0.011664	10.580735	6.000000	33.486966	1.885874	5.000000	0.018497
29	1	79.163320	68.155520	18.931986	75.818132	0.517664	0.811683	0.526677	0.441481	12.350686	4.000000	27.850017	6.452446	2.000000	0.028458	12.421878	2.000000	0.014574	4.117194	1.000000	0.016267	2.537174	1.000000	0.023863	5.828083	5.000000	51.813827	10.178756	4.000000	0.043760
