1	3	36.125342	84.417993	59.234422	75.360923	95.819490	0.495276	0.975766	0.479250	0.186280	0.136570	17.700633	2.000000	0.022256	14.102313	1.000000	0.026675	0.604108	3.000000	62.605617	4.717345	3.000000	40.710208	13.650608	6.000000	0.013637	13.520464	1.000000	0.015986	12.904708	2.000000	0.100149	10.352537	6.000000	0.020444	6.466004	5.000000	0.013110	10.176164	3.000000	0.017307	0.760293	1.000000	0.012125
2	1	39.064811	62.986607	2.455924	69.107504	35.899205	0.710219	0.703872	0.877223	0.932440	0.157340	16.559841	3.000000	0.013660	12.744824	3.000000	0.016297	4.434005	5.000000	9.453777	0.645804	3.000000	80.524396	12.154549	5.000000	0.056489	8.890423	5.000000	0.142338	11.661150	5.000000	0.028732	11.249100	5.000000	0.020909	8.618042	3.000000	0.019066	10.242092	4.000000	0.032760	3.174059	6.000000	0.062411
3	3	84.417993	59.234422	75.360923	95.819490	44.480309	0.975766	0.479250	0.186280	0.136570	0.946991	18.415627	3.000000	0.037627	1.829642	5.000000	0.012008	4.717345	1.000000	5.462787	4.601906	2.000000	76.650281	10.140477	1.000000	0.021766	16.522548	2.000000	0.047973	10.780805	1.000000	0.022256	6.332846	3.000000	0.026675	9.977386	3.000000	0.015973	2.348548	6.000000	0.024564	1.183655	1.000000	0.013637
4	2	86.211247	55.585955	17.511400	50.756174	31.236391	0.436646	0.976312	0.912528	0.535781	0.549315	15.959102	4.000000	0.021417	14.044747	6.000000	0.012164	2.752001	2.000000	7.685466	4.436725	3.000000	2.616916	3.592264	1.000000	0.011616	12.395944	5.000000	0.270031	8.808309	5.000000	0.041525	5.006345	2.000000	0.012829	4.151283	6.000000	0.082508	8.566328	3.000000	0.013033	2.368697	3.000000	0.010873
5	4	26.385512	28.963437	78.688973	65.260359	90.638219	0.743653	0.959473	0.858217	0.980045	0.283773	13.712136	3.000000	0.010894	0.935252	5.000000	0.048716	3.456803	6.000000	21.266665	3.781993	4.000000	39.805983	12.165961	5.000000	0.022562	1.114405	5.000000	0.010998	0.748378	5.000000	0.017234	11.254723	4.000000	0.067726	14.275178	6.000000	0.021826	3.442842	4.000000	0.010862	3.494738	6.000000	0.017433
6	1	75.154870	38.861928	15.982788	38.218582	22.177260	0.279943	0.809123	0.668843	0.794722	0.683447	18.179793	5.000000	0.014291	13.548246	2.000000	0.011356	0.816738	3.000000	59.942615	1.691102	3.000000	54.746492	6.331042	1.000000	0.143673	18.114914	4.000000	0.018526	1.339707	4.000000	0.011826	3.853180	3.000000	0.015249	7.423489	4.000000	0.047136	11.340984	3.000000	0.012992	1.648464	3.000000	0.018162
7	2	94.619942	52.671996	66.271590	58.919045	25.471475	0.737243	0.341412	0.378118	0.192051	0.502202	14.072853	2.000000	0.011170	3.615898	6.000000	0.092156	0.526377	6.000000	51.771951	3.379481	3.000000	83.471116	12.213841	5.000000	0.014070	12.252570	6.000000	0.012719	10.605933	6.000000	0.017220	6.752135	6.000000	0.014862	12.420379	2.000000	0.016281	2.495806	6.000000	0.021049	2.957224	5.000000	0.014122
8	1	87.437943	94.145069	84.588738	27.093937	31.304406	0.706104	0.378883	0.113429	0.614809	0.229988	4.085182	6.000000	0.019817	3.171933	2.000000	0.010512	2.574470	4.000000	96.900210	0.473281	4.000000	44.574427	0.888703	5.000000	0.024013	3.234757	3.000000	0.010659	8.115646	1.000000	0.012596	0.322901	1.000000	0.020917	2.991644	1.000000	0.228520	10.957483	4.000000	0.048113	3.185504	3.000000	0.022646
9	2	16.217670	94.814703	69.788519	30.369976	94.299525	0.383963	0.326367	0.572421	0.749141	0.822791	2.555681	6.000000	0.022496	11.954638	3.000000	0.025338	1.961541	1.000000	98.880681	1.491369	2.000000	13.517993	11.122330	4.000000	0.018494	10.739293	5.000000	0.057554	4.343655	4.000000	0.028365	3.507460	4.000000	0.260485	5.882663	6.000000	0.011443	11.641364	6.000000	0.038416	2.788327	5.000000	0.029155
10	3	16.017716	34.243040	26.266660	68.380235	83.264757	0.148724	0.215161	0.428006	0.778583	0.684869	10.407058	5.000000	0.088047	2.630104	5.000000	0.078824	4.205748	4.000000	14.552137	1.197355	1.000000	14.264766	12.841960	6.000000	0.013681	3.997162	3.000000	0.038505	5.705459	5.000000	0.017823	7.249052	6.000000	0.022390	8.195070	6.000000	0.029870	6.987350	1.000000	0.010855	4.002683	1.000000	0.017135
11	2	56.008847	6.657104	22.499411	32.584600	79.251052	0.594293	0.306041	0.123087	0.427632	0.461615	16.608031	2.000000	0.018455	11.549988	2.000000	0.022813	3.492292	3.000000	85.934331	0.865421	6.000000	49.002223	12.918562	1.000000	0.014243	5.558332	3.000000	0.016744	0.357390	1.000000	0.010737	3.679448	6.000000	0.026684	6.574963	2.000000	0.012913	2.436235	5.000000	0.015112	1.980795	5.000000	0.016536
12	5	37.839025	65.539605	71.692267	60.698781	11.630126	0.932234	0.897707	0.213097	0.224386	0.958700	3.766629	5.000000	0.022256	12.981042	6.000000	0.026675	2.232500	5.000000	62.605617	3.720033	3.000000	40.710208	3.955090	2.000000	0.013637	12.600402	1.000000	0.015017	8.793127	3.000000	0.020288	4.771616	3.000000	0.015986	12.240565	6.000000	0.100149	12.571864	3.000000	0.020444	4.466731	1.000000	0.013110
13	2	24.196057	37.926200	95.884967	76.972117	61.860032	0.195944	0.211430	0.233916	0.464056	0.487740	0.792527	6.000000	0.060763	11.416173	4.000000	0.040018	0.085465	2.000000	75.854171	2.357039	6.000000	36.002791	10.159588	2.000000	0.016612	14.306105	5.000000	0.028008	13.288912	4.000000	0.031563	5.437783	6.000000	0.012017	13.091006	3.000000	0.029391	4.393495	2.000000	0.036664	4.711972	5.000000	0.013529
14	1	45.931220	42.344075	97.051350	6.515564	2.957040	0.232373	0.864169	0.589579	0.650569	0.807824	3.820743	1.000000	0.011530	3.425349	2.000000	0.011744	2.445489	6.000000	69.561044	0.337890	5.000000	61.450390	0.434811	5.000000	0.020465	10.438134	2.000000	0.045538	3.203207	6.000000	0.042045	9.633560	5.000000	0.010414	12.640953	3.000000	0.021663	6.694484	4.000000	0.010105	1.539962	4.000000	0.014089
15	2	34.683602	34.064532	97.630374	90.885669	41.222642	0.975513	0.528738	0.772365	0.577664	0.803218	6.661226	6.000000	0.010093	2.082515	5.000000	0.014862	2.308744	6.000000	40.206689	0.736788	6.000000	45.734861	5.316687	6.000000	0.011592	17.614685	6.000000	0.015509	7.676938	3.000000	0.012099	3.684553	1.000000	0.019391	9.639266	2.000000	0.029719	12.772829	2.000000	0.060365	0.643478	5.000000	0.091278
16	2	74.942708	11.834634	12.597440	41.957336	77.634951	0.102894	0.368941	0.999912	0.721493	0.752234	16.314851	6.000000	0.010211	6.444254	5.000000	0.011366	0.485905	3.000000	24.580513	4.282338	4.000000	16.336518	2.651408	1.000000	0.037776	17.160755	6.000000	0.014617	11.884126	4.000000	0.033514	2.154807	2.000000	0.028006	2.301865	3.000000	0.014382	7.069400	5.000000	0.012144	2.982574	3.000000	0.010579
17	2	42.856606	44.465905	84.456393	40.056422	89.556791	0.847393	0.716857	0.924184	0.744558	0.447869	18.256871	6.000000	0.014406	7.808850	2.000000	0.033354	4.502470	2.000000	90.257141	3.810303	4.000000	17.006662	8.890394	2.000000	0.017890	17.305352	3.000000	0.101243	6.847399	2.000000	0.013294	8.330087	6.000000	0.011288	5.976056	5.000000	0.011487	6.139974	2.000000	0.012667	4.642960	6.000000	0.016328
18	2	43.075123	2.518099	78.809024	14.605151	57.979992	0.407248	0.100821	0.725717	0.961400	0.552679	7.069060	1.000000	0.020220	7.976837	4.000000	0.016183	1.520216	3.000000	54.165426	1.229124	5.000000	78.588972	13.012751	4.000000	0.162731	16.671020	2.000000	0.023499	0.367797	2.000000	0.014394	14.001658	5.000000	0.085998	5.569612	2.000000	0.034431	8.843109	6.000000	0.786230	2.126925	2.000000	0.010800
