1	2	73.163330	42.434694	36.333180	4.359829	0.105245	0.445631	0.455925	0.263085	73.790965	5.000000	0.011462	9.475330	4.000000	60.108471	12.542953	6.000000	0.010820	178.541793	3.000000	0.360002	2.295160	6.000000	10.400818	33.377452	3.000000	79.720999
2	1	27.048284	25.464244	47.023581	36.628484	0.511883	0.382717	0.829783	0.676949	7.763792	2.000000	0.021737	1.197710	3.000000	13.289660	16.028105	5.000000	0.012575	3.230380	1.000000	0.021070	4.468668	2.000000	24.163692	38.763175	1.000000	12.881205
3	1	5.807204	44.039560	64.315300	67.255223	0.898913	0.292282	0.197296	0.337302	41.034630	1.000000	0.043117	5.960983	5.000000	3.804802	16.239489	3.000000	0.013099	25.086177	3.000000	0.011888	4.004332	5.000000	9.973451	19.312160	3.000000	32.383297
4	2	92.289897	61.900945	82.260260	32.269750	0.626835	0.692418	0.890551	0.725900	16.680318	2.000000	0.036545	10.014052	2.000000	39.974198	18.457975	4.000000	0.091495	128.968555	3.000000	0.044726	4.776466	3.000000	24.788681	71.984233	5.000000	3.651589
5	3	37.115288	88.495470	4.346452	69.831121	0.217345	0.207417	0.807658	0.562743	52.614464	3.000000	0.019102	11.225694	6.000000	90.440340	0.558130	1.000000	0.120893	118.675895	2.000000	0.011806	2.746541	4.000000	81.757191	45.867290	4.000000	70.839006
6	1	48.486536	61.977013	47.278008	23.868565	0.293664	0.197003	0.656799	0.773202	28.953090	1.000000	0.019254	9.992090	2.000000	75.051027	3.405819	3.000000	0.066215	170.411071	5.000000	0.013168	1.852073	1.000000	22.269987	72.613134	5.000000	42.503080
7	2	4.509422	20.106374	87.477028	88.719850	0.822345	0.563030	0.500357	0.818720	16.968082	2.000000	0.036252	4.478148	3.000000	66.790074	6.076415	1.000000	0.014554	164.171399	5.000000	0.038584	0.374785	4.000000	31.927258	32.553782	4.000000	82.627717
8	2	39.750226	95.516577	83.110868	49.817845	0.267805	0.745690	0.965025	0.389920	19.538371	4.000000	0.053694	5.360299	1.000000	66.531710	8.740752	3.000000	0.194157	115.751583	1.000000	0.030050	2.812411	5.000000	46.675584	64.748257	4.000000	69.096909
9	2	92.121115	12.489840	52.071897	78.511219	0.805171	0.687680	0.334687	0.571286	42.718658	3.000000	0.056644	13.604855	2.000000	73.957821	15.494059	4.000000	0.030678	141.855889	6.000000	0.017074	3.029895	6.000000	29.819936	61.148576	1.000000	20.800079
10	1	97.307729	71.318277	42.365150	16.860748	0.346999	0.106307	0.987669	0.713469	28.928027	4.000000	0.015953	12.344043	1.000000	83.466793	2.156034	3.000000	0.040609	162.858895	4.000000	0.010040	0.171746	6.000000	67.548853	54.300305	3.000000	89.884220
11	2	49.878264	52.894811	70.232061	81.706260	0.238954	0.588881	0.469741	0.946926	33.910579	2.000000	0.014767	4.233139	1.000000	79.428019	8.654764	6.000000	0.016050	115.549931	5.000000	0.032643	3.216001	5.000000	61.916109	26.000264	1.000000	28.760294
12	3	11.920368	9.176434	14.927329	71.904280	0.603672	0.945241	0.232378	0.172985	39.836783	6.000000	0.010770	8.953860	4.000000	87.948202	2.748446	5.000000	0.012212	155.749142	3.000000	0.013529	0.647859	2.000000	2.469867	18.822508	4.000000	82.926746
13	1	3.584895	70.976501	77.727418	93.789909	0.141961	0.817319	0.230665	0.979839	21.721659	5.000000	0.022102	9.944108	3.000000	84.027758	15.930921	4.000000	0.162769	117.608278	6.000000	0.062220	0.752511	2.000000	35.780965	51.301658	1.000000	75.000416
14	4	69.959962	88.861461	68.439390	90.091441	0.781726	0.384255	0.711306	0.278744	8.247673	5.000000	0.010751	17.063843	6.000000	99.748727	13.246114	1.000000	0.021685	135.677542	2.000000	0.013570	1.446296	6.000000	78.128691	51.674588	5.000000	12.656781
15	1	72.987084	36.503919	87.144570	4.630167	0.861710	0.496285	0.460588	0.538742	46.664208	2.000000	0.050882	17.322113	5.000000	99.042718	14.777356	3.000000	0.014746	43.714607	4.000000	0.066348	4.451137	5.000000	13.360483	4.948080	4.000000	59.871069
16	2	59.503927	45.322231	56.829801	67.618877	0.742355	0.887052	0.956620	0.126521	45.157222	5.000000	0.022583	3.793114	4.000000	45.331172	10.195054	5.000000	0.014350	159.976372	6.000000	0.014281	3.972625	5.000000	84.876463	8.517938	2.000000	64.440961
17	2	58.471925	48.811782	60.525440	23.001314	0.386556	0.312937	0.284268	0.354718	67.679805	5.000000	0.048220	0.223337	2.000000	11.484412	15.817914	6.000000	0.018793	61.021548	6.000000	0.020038	2.404045	4.000000	98.698819	24.708675	6.000000	52.695144
18	2	56.828551	50.980058	78.509403	92.749497	0.262082	0.543510	0.698463	0.291841	3.201272	1.000000	0.011737	8.457377	5.000000	8.834828	0.978230	3.000000	0.019634	48.979255	3.000000	0.010217	0.644544	6.000000	41.075068	52.174998	2.000000	75.664686
19	1	75.717745	26.081702	99.171598	4.475863	0.442928	0.110854	0.787049	0.441667	7.649314	2.000000	0.011322	15.769827	1.000000	7.245903	12.307354	1.000000	0.022232	113.693542	1.000000	0.012192	0.662069	2.000000	40.966466	20.968897	2.000000	33.549809
20	3	96.766653	79.913414	46.727628	4.181673	0.517745	0.120432	0.879107	0.191623	4.776903	3.000000	0.107408	0.504890	4.000000	10.138353	15.196686	2.000000	0.021659	133.432443	6.000000	0.013700	3.830594	4.000000	50.168733	14.294000	4.000000	15.394691
21	2	36.599392	32.029106	44.703475	25.066794	0.497583	0.773950	0.112947	0.166405	30.118307	1.000000	0.031713	1.652926	4.000000	82.065868	6.393070	2.000000	0.020475	9.731079	4.000000	0.015291	0.970347	4.000000	95.991135	2.076659	5.000000	99.764595
22	1	62.951677	85.897212	90.952078	62.582371	0.606534	0.418373	0.477008	0.927972	11.491076	2.000000	0.015170	14.642971	6.000000	95.387575	1.014467	3.000000	0.017402	156.616770	1.000000	0.013977	2.529767	2.000000	34.424232	6.761498	5.000000	7.442120
23	4	7.480924	31.202688	71.556996	83.882776	0.679893	0.354210	0.415812	0.456460	18.880534	6.000000	0.013895	18.257595	2.000000	11.303328	4.765933	2.000000	0.022572	76.323408	3.000000	0.026504	1.707166	5.000000	82.879052	55.021479	2.000000	55.340244
24	1	98.130591	95.788241	99.760505	7.785267	0.224275	0.622306	0.822626	0.651453	50.756123	4.000000	0.020219	17.307565	1.000000	1.959411	4.689228	1.000000	0.010139	49.950322	1.000000	0.017354	0.403520	3.000000	22.421288	14.183612	1.000000	27.917757
25	2	66.390756	50.151146	80.486418	96.557983	0.313134	0.158146	0.435519	0.312375	67.800032	1.000000	0.512105	16.456446	5.000000	98.298289	9.199698	6.000000	0.034810	26.662829	4.000000	0.015565	3.049129	5.000000	78.874425	32.234150	3.000000	7.543758
26	5	39.212578	88.705489	66.025600	59.336634	0.853727	0.622104	0.974854	0.431289	54.891487	4.000000	0.030840	18.108441	4.000000	60.546000	18.020385	2.000000	0.048436	18.627854	1.000000	0.012864	3.109892	4.000000	27.589614	25.680230	3.000000	68.042763
27	2	64.548073	23.259029	71.327108	95.770438	0.739659	0.426374	0.994024	0.716680	29.575672	2.000000	0.019077	11.563020	5.000000	49.373248	14.225623	3.000000	0.038331	69.617442	6.000000	0.025887	2.923259	3.000000	97.898653	64.519152	2.000000	75.996357
28	1	2.332382	51.443255	29.170696	2.262311	0.398829	0.702119	0.412763	0.343571	26.363613	1.000000	0.109717	6.557684	2.000000	1.017436	7.211128	3.000000	0.199695	124.588134	6.000000	0.012258	0.722391	5.000000	84.358501	57.471908	6.000000	79.061474
29	2	93.631490	30.516724	50.178177	66.571241	0.540900	0.840262	0.927671	0.194509	14.645405	1.000000	0.028221	17.513417	5.000000	96.179761	0.988854	5.000000	0.010016	121.221539	2.000000	0.012787	2.407914	5.000000	50.619862	30.737331	2.000000	28.913399
30	6	31.954551	82.389948	49.811665	79.513843	0.590203	0.184538	0.571384	0.963607	38.855345	4.000000	0.029842	7.987842	4.000000	90.199581	14.801481	1.000000	0.042364	3.264477	1.000000	0.016535	2.858503	6.000000	34.560741	53.225771	6.000000	65.889301
31	1	84.863728	99.021842	34.378212	6.380851	0.217080	0.305791	0.969701	0.686361	46.742576	5.000000	0.015468	17.163701	3.000000	39.040132	2.037355	1.000000	0.014316	165.502903	1.000000	0.027622	4.246568	3.000000	65.094879	8.265696	1.000000	17.665616
32	3	60.895582	69.459608	91.763906	99.888231	0.181728	0.667238	0.125870	0.543205	65.111696	5.000000	0.023094	1.687881	6.000000	48.281102	4.698892	2.000000	0.091573	37.330171	1.000000	0.010366	1.227693	4.000000	24.307647	58.398793	4.000000	36.020142
33	4	30.843623	53.638158	21.862744	91.175247	0.555985	0.645054	0.516910	0.156392	55.045186	6.000000	0.026107	15.545170	2.000000	75.037182	9.728185	6.000000	0.036720	136.933116	3.000000	0.027066	4.331665	5.000000	79.429193	12.759977	5.000000	96.810735
34	3	60.851374	20.347861	10.455193	66.715883	0.320166	0.436224	0.728329	0.893296	8.257756	1.000000	0.034016	6.078349	5.000000	68.705631	13.880008	2.000000	0.011099	86.797322	2.000000	0.011103	3.725026	5.000000	86.033161	7.858747	5.000000	40.845058
35	1	76.722217	91.172221	95.178062	46.317132	0.498111	0.457706	0.948129	0.905762	69.361985	1.000000	0.011325	11.836050	5.000000	16.694640	17.633875	1.000000	0.053009	24.437607	6.000000	0.017190	1.722681	4.000000	61.932225	19.724047	1.000000	13.116458
36	3	59.624989	27.787253	90.202773	36.298247	0.374761	0.977518	0.564499	0.269505	19.370707	2.000000	0.010060	10.316497	3.000000	83.780058	9.254531	6.000000	0.021773	35.134178	2.000000	0.014586	0.919016	4.000000	9.466570	56.562258	4.000000	64.063452
37	1	6.326995	7.911976	23.874808	43.986317	0.697042	0.991258	0.646002	0.625351	2.285287	3.000000	0.021607	16.036377	3.000000	72.886904	10.950380	2.000000	0.048498	182.873879	4.000000	0.012006	1.075993	1.000000	60.439926	48.001146	1.000000	92.295356
38	1	11.252521	65.389689	50.508125	58.066903	0.402794	0.718240	0.324467	0.924182	46.928088	5.000000	0.011308	1.201380	4.000000	60.513718	16.497871	1.000000	0.065622	25.371505	1.000000	0.113885	4.671031	1.000000	77.697694	63.708355	1.000000	8.991235
