3	5	8.307312	-5.683227	4.807132	-1.541350	-3.640770	-1.260317	8.012447	1.873588	0.805655	9.618475	-2.204686	-1.281522	-0.303486	-1.246194	6.994566	5.902847	-1.688396	-1.676684	7.362155	-9.624690	3.216805	-1.844350	-1.870067	-2.169945	5.837447	1.585281	2.492665	5.495010	-4.041447	3.850675	-2.720795	-1.845019	6.508566	2.613791	1.901218	-3.305504	6.408625	-1.453277	-1.351200	4.416647	-3.124939	6.815359	1.000613	1.005214	0.734461
4	5	-0.530920	-0.978482	-2.108710	9.947826	0.749880	-5.287074	-1.108247	5.001744	6.496900	-0.708905	-0.607866	3.290514	10.469566	1.391614	-3.035508	-0.873663	-0.211420	4.340902	3.762551	7.488137	-3.767791	-2.807547	7.011842	4.155155	-4.168788	-2.692902	-4.402111	0.282395	-6.253359	2.071153	10.576645	1.127261	-4.264683	2.884994	-3.781916	6.328584	0.335857	-6.148657	2.139945	10.619250	1.098226	-4.338100	2.790905	-3.832742	6.248982
5	5	-1.507739	6.902123	-0.019351	7.700810	0.204633	-0.462414	-3.673396	-2.806008	4.350661	4.907183	4.045536	-0.918191	-0.247175	6.804711	-6.066125	-5.156548	-9.908877	1.983195	-2.962480	3.476589	7.898137	6.277381	-3.767101	0.143955	-3.520567	-1.174014	-0.098793	-5.655570	5.561039	-3.921786	3.696930	-4.072302	-2.520976	-8.809094	4.670108	4.951863	-3.438801	6.277918	-6.694077	0.276463	5.423072	-4.486380	-5.088473	1.515126	5.083722
6	5	5.278049	-5.190706	3.610788	-3.759449	-5.184290	0.477474	3.023065	2.519563	0.833431	4.964331	-2.548141	-0.496564	-0.804651	-2.622002	1.193878	5.605954	2.997373	1.236985	4.215285	-4.947246	3.419378	-3.763585	-5.544094	-0.039989	3.454390	3.013945	0.598342	-3.860789	-2.649548	3.880059	5.784867	-10.251709	5.716371	3.633322	-2.729449	-3.367229	7.861577	-5.096011	6.501045	-1.967000	-3.042668	-0.654176	5.275376	-1.148742	1.686916
9	5	1.718651	12.320052	-2.609474	6.798863	4.903002	-2.426297	-2.846506	-3.205813	-2.726180	2.989391	8.428078	-0.412665	7.339742	0.117827	-2.811575	-2.237767	1.972494	-0.702764	-0.381494	12.382257	-2.520859	7.541061	4.981079	-2.286754	-3.044192	-2.092412	0.221094	0.521014	12.938943	-2.811802	7.277562	6.700391	-3.283258	-2.948292	-3.603578	-0.244594	3.043397	11.211280	-1.854854	6.807003	2.036972	-3.457224	-1.002120	0.920583	-3.413286
10	5	-1.726770	6.858684	-2.721788	6.573721	6.923274	-5.108176	3.357144	-6.314533	-4.564965	5.819225	0.277855	-4.291824	-0.569727	-0.593744	-9.760929	-2.945673	5.714922	8.300637	5.089580	8.767805	-4.601309	10.000405	0.672121	-3.087532	0.094260	-0.359617	-2.298628	2.792854	-0.635734	-6.735309	4.539627	-1.066668	-6.708495	-1.571813	5.158082	3.940058	2.835335	-4.771860	3.907493	-1.609368	-1.492707	-13.903265	-0.541447	7.993730	3.907922
11	5	0.535555	-4.858632	3.475004	-5.743525	-5.597972	4.834405	2.735337	7.974474	-0.516791	-1.548489	-6.635078	2.797617	-3.352558	-4.945396	4.010914	0.949806	7.852236	5.771947	-2.770259	-5.325235	3.782930	-3.796136	-6.549709	3.947789	-0.870398	7.246363	3.652898	0.575222	-4.948016	3.383525	-5.810660	-5.582630	4.790452	2.731480	8.030941	-0.470598	0.608299	-5.029797	3.307607	-5.861927	-5.550014	4.753346	2.727071	8.075381	-0.393787
12	5	7.771761	-4.764914	-5.431944	-2.218027	-0.489851	3.859781	-5.356576	2.553840	4.849091	7.669858	-1.671926	-0.281477	-4.944503	6.665418	-1.668774	-0.833535	5.864469	-1.588666	1.812104	-7.209066	6.161376	-2.148117	10.196563	-2.448435	6.825635	-1.604264	-5.555152	6.399280	-6.197202	2.775723	-7.240487	9.749357	-2.543649	2.871659	-1.770634	-5.228369	11.444675	-5.436675	1.705740	-3.439678	0.303595	2.687486	-5.994563	4.696892	-0.276776
13	5	1.712967	-7.457601	-5.410790	3.051367	-1.991961	7.364929	-2.022232	-7.190048	7.387270	3.942167	-6.298210	-5.945295	2.320514	-2.445100	7.509562	-2.459748	-7.679305	8.037982	2.003137	-7.512179	-5.852162	2.833881	-2.072046	7.116267	-2.712697	-7.072172	7.344044	3.986142	-6.256014	-5.837988	2.278782	-2.408512	7.550333	-2.398944	-7.619647	8.060762	1.670452	-7.428085	-5.352866	3.101981	-1.992592	7.402558	-1.884474	-7.239421	7.393248
18	5	1.206862	-5.379115	-2.388518	10.593601	-1.021143	6.801286	0.677842	-3.724498	6.037822	-1.094242	-2.927583	-4.592624	10.307715	1.211909	6.360331	0.897815	-3.362207	6.231087	4.371227	-3.142112	-10.953002	7.274943	-1.653531	-1.370758	4.247701	0.311048	5.904678	0.979536	-5.401150	-1.878971	10.695842	-1.026646	6.857982	0.662276	-3.592185	5.912288	1.180664	-5.782906	-1.118245	10.793843	-1.340312	6.828814	-0.041409	-3.571484	5.695417
