1	2	44.319224	97.857449	2.339505	51.337005	0.538690	0.255966	0.604657	0.655159	3.820026	1.000000	0.214458	13.975203	4.000000	0.014592	1.194417	5.000000	85.880351	2.530630	1.000000	0.011644	3.973900	3.000000	0.494364	2.519497	3.000000	42.238399	4.141617	5.000000	0.021308	7.125350	2.000000	0.021308	1.743530	3.000000	60.264485	2.516514	3.000000	0.012127	2.650446	4.000000	0.014347
2	2	69.178482	74.366534	56.809344	12.035367	0.927496	0.579025	0.672864	0.316952	4.571426	5.000000	0.082132	12.967276	4.000000	0.010046	4.731656	2.000000	24.753608	0.170767	1.000000	0.030874	3.897270	5.000000	0.014713	2.538623	2.000000	97.948282	0.821947	4.000000	0.357871	3.159854	5.000000	0.137877	4.123988	1.000000	2.353908	3.140356	4.000000	0.075001	0.744740	6.000000	0.014129
3	2	91.169425	48.629767	64.310557	91.504558	0.231448	0.792242	0.647255	0.370099	1.883749	3.000000	0.143798	7.928869	2.000000	0.012727	1.613574	2.000000	93.090716	2.252031	6.000000	0.010781	3.774882	6.000000	0.130994	3.767700	2.000000	81.359449	2.990141	6.000000	0.011405	11.529323	1.000000	0.023320	3.958151	4.000000	1.053616	0.892305	5.000000	0.015719	1.838094	6.000000	0.103944
4	2	85.879148	7.710757	73.626573	25.881190	0.223800	0.621260	0.152348	0.640901	1.581973	4.000000	0.051026	6.521962	5.000000	0.025814	0.193191	3.000000	80.532233	4.564758	3.000000	0.017594	3.268761	5.000000	0.016642	0.813404	4.000000	98.817186	2.060982	3.000000	0.014558	11.765292	3.000000	0.012155	0.492101	5.000000	47.221725	2.154836	2.000000	0.030248	3.077374	5.000000	0.021651
5	3	12.886647	63.124836	69.883377	43.674944	0.442973	0.725662	0.454316	0.583420	2.177174	2.000000	0.013865	10.169900	3.000000	0.024752	0.200843	2.000000	95.731255	3.243803	5.000000	0.319397	0.939772	6.000000	0.034783	2.910723	5.000000	16.551138	1.389385	4.000000	0.010567	6.422992	6.000000	0.020622	1.541416	3.000000	83.936608	2.808915	3.000000	0.903841	3.407248	6.000000	0.018129
6	3	91.725428	72.690050	33.219735	76.320763	0.391764	0.297430	0.740926	0.656416	2.047056	5.000000	0.024796	2.175819	6.000000	0.190923	3.163440	4.000000	87.996422	2.747203	5.000000	0.013188	1.916818	5.000000	0.017269	2.944134	1.000000	33.607144	4.309885	6.000000	0.032260	7.303297	3.000000	0.013801	0.813972	1.000000	14.298112	1.295347	3.000000	0.043569	2.628629	6.000000	0.025723
7	2	80.341980	77.487289	56.350159	35.962089	0.493811	0.980522	0.112177	0.557609	2.258445	1.000000	0.032538	7.152152	5.000000	0.031794	0.863292	4.000000	81.680969	2.686008	5.000000	0.214458	2.818085	1.000000	0.014592	3.820026	1.000000	68.532334	4.554498	3.000000	0.011644	3.648873	3.000000	0.494364	2.417468	5.000000	2.022799	3.973900	4.000000	0.023675	1.905392	3.000000	0.021308
8	2	29.018053	48.441658	6.883995	7.247886	0.361794	0.656749	0.747080	0.259971	0.844712	1.000000	0.010996	3.069820	6.000000	0.013108	3.459263	5.000000	18.171632	4.561408	2.000000	0.011933	2.656270	2.000000	0.022168	4.214768	3.000000	26.323402	4.394605	2.000000	0.129836	5.866547	4.000000	0.086887	1.095184	2.000000	11.830785	4.466439	6.000000	0.012593	0.723147	6.000000	0.024262
9	2	3.838714	47.384687	43.620095	90.437425	0.556826	0.229130	0.573165	0.247276	1.808059	3.000000	0.013886	11.732682	6.000000	0.010821	3.448897	1.000000	62.119781	3.945900	1.000000	0.012053	0.449262	5.000000	0.012487	1.840580	4.000000	34.967750	2.213538	3.000000	0.186670	7.972721	4.000000	0.027969	1.408204	6.000000	47.802723	3.740068	4.000000	0.014459	1.750236	4.000000	0.011203
10	3	62.871196	98.156703	46.957512	18.020115	0.855881	0.455274	0.690639	0.618750	3.413204	6.000000	0.017330	11.793297	2.000000	0.012191	4.568093	6.000000	70.313999	4.392221	1.000000	0.017704	2.798379	6.000000	0.031052	4.356692	4.000000	63.355001	3.704112	4.000000	0.011309	8.309043	4.000000	0.092390	2.172465	3.000000	35.842643	4.098356	5.000000	0.193313	4.448033	2.000000	0.064484
