1	3	3.590771	-11.720547	2.273253	-3.217264	-3.088298	3.789325	3.858122	-1.300593	-13.078635	4.093103	-3.379488	4.389634	7.918978	0.557450	4.784957	-9.591610	7.090256	-3.044174	-1.274852	4.398232	-1.502698
15	3	-9.444578	8.211073	4.205684	-2.410005	-0.558842	6.056323	-0.971124	-7.878574	0.877431	6.877233	-0.644646	5.159976	5.230259	-6.431082	-6.631217	8.233390	1.739801	-0.652303	-2.568887	1.713831	6.125490
21	3	2.687328	7.843776	1.569631	-7.619520	-0.659971	-9.716243	8.573818	2.675683	2.476644	0.150164	-7.086701	5.084967	-5.777546	3.594093	-0.812687	0.269015	5.385414	-5.009667	3.448211	-4.769706	4.655383
22	3	-3.963220	7.603175	-0.719957	-0.681729	-10.973844	2.440239	6.055759	5.937003	-0.375121	6.422520	-0.116970	-5.826467	0.124260	0.025079	6.363517	3.074462	-1.233493	-3.874747	-11.560636	0.535459	3.960805
28	3	1.327326	3.386739	8.986129	-3.095115	-1.182956	4.365880	-1.098741	4.208173	-0.872595	11.823854	-5.916488	1.995255	2.597031	-1.398401	-2.279542	-0.006773	-0.508893	2.719145	5.809732	5.536136	-4.854057
36	3	-3.552090	4.161683	5.865137	0.010227	3.618511	-5.878162	-2.209367	-3.167944	0.860667	6.162793	2.588444	8.476154	-3.860457	-2.017140	-3.728740	2.433558	7.425830	7.600630	-0.670452	-1.457963	-2.358655
42	3	-5.449574	-1.991090	6.972864	4.941874	-1.022831	8.856643	-6.829414	-4.180509	4.888368	6.068484	-1.512493	-1.599883	5.205756	-4.972417	-3.661734	1.713206	5.136965	-2.209775	2.625171	10.262035	-5.452371
48	3	-0.845114	-2.658347	-1.486225	7.107142	10.029163	2.287694	-0.196284	-4.191666	1.164375	-3.448233	1.311319	5.038849	2.611260	8.029064	3.558654	-4.960623	-6.014491	5.886469	9.210295	-1.507232	-2.803686
57	3	-0.100488	1.979759	5.379139	9.312795	-6.334669	-0.620296	0.764687	0.127885	1.910488	-1.014014	5.779665	-2.806885	1.380504	6.182368	-5.702813	6.301556	0.349835	-0.447696	3.121575	-0.555189	2.891839
62	3	-5.749221	-0.346378	-2.700252	0.926248	4.214266	7.012006	3.168498	-5.149775	-6.995646	-0.532320	6.400205	-0.980347	4.866605	4.484271	-0.358178	7.351643	-2.755791	1.190395	6.080395	-0.843073	2.226996
77	3	4.748567	4.285706	-1.518268	-2.255479	-2.539044	10.460530	-1.682615	-4.553360	-1.350058	-2.405435	-2.340915	5.068957	4.915497	5.899722	-1.237348	4.983690	-2.455260	-2.433507	3.611581	8.860181	-1.308875
78	3	7.034666	-4.589701	3.226863	-10.062724	7.919189	1.324588	0.138330	8.076020	-4.243949	7.111076	-10.345020	0.790424	-2.652304	4.304562	4.296475	-4.266624	-2.976949	-3.366111	9.460155	4.948107	-3.589752
80	3	4.727353	4.028563	-1.871614	-1.725538	8.010375	-1.499783	-4.334699	6.181620	-0.538457	0.919981	-0.207225	8.645827	2.331755	-2.167893	1.652280	-0.138375	-0.876123	-3.572057	6.073039	2.153121	4.610108
87	3	-0.754958	5.800582	-4.312750	3.361317	-0.777240	4.098445	-7.978942	-3.190445	3.023303	-1.478491	-2.286691	4.832919	7.358259	-4.405392	-3.287956	-1.739805	-4.212500	6.938561	2.481483	7.197094	-2.337927
97	3	5.913203	0.275413	0.118936	-5.736343	4.720857	-1.720512	3.974504	-0.132527	-5.511758	6.720298	-4.427424	5.406410	5.456674	-0.700172	6.442499	3.248411	0.539812	-2.566042	-0.369645	-2.310368	4.534377
98	3	-1.389373	5.325330	0.708107	2.196197	-4.341034	-10.881419	8.956260	-6.489890	5.512575	3.772414	-1.453890	-4.204530	-4.737503	8.471957	-9.374827	-0.999342	3.128504	6.173191	-5.619496	-10.883133	5.790562
101	3	2.565740	-4.179886	10.531598	0.389756	-2.831026	4.998973	-4.170926	-0.617069	0.691912	9.653456	-1.725302	0.311035	7.775996	0.223955	6.320506	-4.857216	6.526172	-4.778289	-0.685648	0.762454	2.244438
105	3	6.226416	-4.411809	2.857314	-3.402000	-4.759582	-1.769407	5.515553	-1.388293	-3.173572	5.214699	6.332185	-0.401699	-0.067102	2.021899	-3.744295	-2.902835	0.107945	4.799893	-2.899816	5.222021	1.782608
107	3	-0.296846	-0.082124	-2.003392	7.015317	1.623957	5.233400	0.924240	0.235263	7.282448	1.145655	-1.635676	8.145790	2.395894	-5.487322	-3.181296	0.902957	1.775130	0.208701	5.901980	7.769041	-3.986550
110	3	1.515693	-4.045073	7.350674	-0.439106	0.530756	5.756660	-4.896735	-4.116384	-1.487511	9.098027	4.378868	0.105614	2.721443	-2.657713	-5.583366	-1.832802	9.735170	6.482933	1.811529	1.149449	-2.302904
