1	1	55.916095	19.735631	16.835295	64.007869	0.596001	0.870615	0.896743	0.935407	10.366746	2.000000	0.064754	3.987443	5.000000	39.970247	3.267583	6.000000	0.014521	13.573334	5.000000	0.013485	57.017683	6.000000	0.011420	9.333434	2.000000	0.035356
2	1	63.175745	84.384263	47.895230	61.862470	0.643397	0.995425	0.880191	0.940760	54.864680	4.000000	0.015346	1.357681	4.000000	67.907468	10.202252	5.000000	0.030295	5.520275	4.000000	0.010168	11.226742	3.000000	0.012638	4.020244	3.000000	0.064942
3	1	48.823209	6.572181	14.578901	7.625782	0.980398	0.803721	0.946726	0.912590	31.675475	6.000000	0.132310	3.763486	4.000000	76.555934	1.397706	5.000000	0.153026	2.607519	4.000000	0.011509	44.665420	5.000000	0.016608	12.114829	4.000000	0.021215
4	1	97.854656	82.878648	1.555764	40.907858	0.176839	0.282112	0.223429	0.237036	33.600296	1.000000	0.064773	8.753426	3.000000	40.752714	1.604043	5.000000	0.013053	14.231235	2.000000	0.048834	14.098840	2.000000	0.010193	1.699506	6.000000	0.026242
5	1	61.860630	54.994867	33.086662	10.745936	0.164974	0.271832	0.362888	0.904309	39.999979	2.000000	0.015680	10.626090	2.000000	27.564848	3.570859	3.000000	0.019237	14.015636	2.000000	0.014401	15.237711	6.000000	0.011891	1.839150	6.000000	0.010115
6	1	3.602391	24.797932	65.960736	75.013514	0.120515	0.663700	0.765226	0.106320	33.036744	2.000000	0.126795	8.371810	1.000000	35.637998	4.577753	4.000000	0.067559	8.935469	6.000000	0.085163	29.620880	6.000000	0.014005	5.924178	1.000000	0.010896
7	2	40.286035	96.604444	85.126534	73.922246	0.735130	0.595879	0.684390	0.118207	30.343676	2.000000	0.015850	0.398372	1.000000	34.629338	8.863368	6.000000	0.013172	14.781706	6.000000	0.013247	51.115271	1.000000	0.010938	4.928880	3.000000	0.035325
8	1	13.508392	81.195496	11.649408	43.723296	0.141025	0.102208	0.316307	0.845956	44.746561	3.000000	0.021648	7.426870	4.000000	68.639420	18.454156	1.000000	0.018171	15.168324	2.000000	0.012004	27.263385	3.000000	0.010624	5.781868	4.000000	0.012038
9	1	91.892136	45.777726	68.300868	6.107971	0.394139	0.325823	0.213471	0.105613	11.187557	1.000000	0.021895	9.425990	4.000000	79.401005	5.603611	2.000000	0.010346	6.341775	1.000000	0.013153	23.144695	4.000000	0.011470	4.457749	3.000000	0.010038
10	1	14.078288	53.381109	39.232777	85.488229	0.784104	0.322368	0.763810	0.197823	13.240175	2.000000	0.020249	3.380842	3.000000	7.145485	11.532150	1.000000	0.010633	2.304347	6.000000	0.012817	40.527328	2.000000	0.012847	12.028861	1.000000	0.021322
11	1	76.448913	19.774343	7.829698	10.687409	0.418466	0.400974	0.450469	0.607900	57.878783	2.000000	0.053169	0.670039	6.000000	55.641200	1.816904	3.000000	0.043583	3.775686	6.000000	0.019327	1.299306	1.000000	0.010687	6.139290	3.000000	0.029222
12	1	83.667292	23.718135	95.229364	59.037197	0.269466	0.219105	0.414586	0.878895	9.847745	5.000000	0.120705	7.594556	5.000000	70.985472	2.639529	4.000000	0.141868	11.050954	2.000000	0.027082	51.084153	4.000000	0.024483	6.435770	6.000000	0.017249
13	2	7.185458	54.587930	60.982616	84.902022	0.422036	0.163499	0.254086	0.895712	35.954156	5.000000	0.013538	5.829735	5.000000	8.670521	0.316809	5.000000	0.013388	2.134050	6.000000	0.026229	11.787229	5.000000	0.042509	6.557833	4.000000	0.013400
14	2	98.878200	70.349948	92.148479	62.429479	0.830993	0.930210	0.356926	0.697238	26.463890	6.000000	0.012291	1.155771	3.000000	88.633371	17.551548	4.000000	0.019587	13.815771	5.000000	0.019036	38.318529	1.000000	0.132232	8.446313	2.000000	0.013918
15	2	16.727994	93.458384	82.801095	53.792988	0.976018	0.351003	0.688065	0.844013	42.175753	4.000000	0.025867	3.547836	2.000000	85.337898	6.288689	5.000000	0.036353	6.523268	5.000000	0.010429	18.515178	6.000000	0.011481	2.170923	3.000000	0.021250
16	1	70.385937	43.781508	14.403570	28.088401	0.810764	0.278899	0.319063	0.365412	51.248597	1.000000	0.012151	10.279728	1.000000	91.807780	8.961406	4.000000	0.018148	0.952625	4.000000	0.010671	49.761347	3.000000	0.050092	10.405863	1.000000	0.035574
17	1	39.663769	27.860658	50.836462	46.613011	0.563543	0.472134	0.754254	0.782149	56.920591	2.000000	0.011517	12.901975	3.000000	72.479745	8.356410	5.000000	0.011509	11.240506	4.000000	0.015713	39.354395	4.000000	0.022087	1.598430	1.000000	0.011714
18	1	63.221664	92.204450	61.283693	97.375813	0.815769	0.428186	0.768098	0.273939	34.744562	1.000000	0.017850	9.389061	1.000000	50.113545	10.295620	3.000000	0.011732	3.525508	3.000000	0.063618	17.095895	6.000000	0.026534	5.607034	3.000000	0.012086
19	1	49.876631	18.503906	80.818269	85.100833	0.377567	0.448434	0.371246	0.765835	50.207369	1.000000	0.014882	1.608698	3.000000	68.004503	3.443410	5.000000	0.018501	10.676805	1.000000	0.015909	2.758674	4.000000	0.158553	8.202255	1.000000	0.024668
20	4	2.276878	64.444168	23.329410	71.998692	0.280617	0.533501	0.196741	0.810636	16.649970	6.000000	0.011928	4.413903	2.000000	58.486646	1.543345	4.000000	0.013362	12.230588	6.000000	0.033056	19.640078	3.000000	0.030831	11.761315	5.000000	0.011969
21	2	35.772680	6.934751	50.688278	39.493619	0.199436	0.112748	0.303117	0.131509	48.258401	6.000000	0.012584	2.022880	3.000000	24.794968	0.804820	1.000000	0.011404	12.555612	3.000000	0.313495	51.107756	3.000000	0.057537	11.432726	4.000000	0.011277
22	1	83.031778	22.803576	63.055650	83.311049	0.837127	0.602424	0.617383	0.125955	33.367053	2.000000	0.029452	5.815094	4.000000	91.396898	17.324161	4.000000	0.021419	7.428664	6.000000	0.011217	29.849559	1.000000	0.017521	6.325542	3.000000	0.024487
23	1	76.006341	70.141841	52.736939	2.189292	0.458696	0.315772	0.949983	0.208348	12.114149	3.000000	0.019857	6.538492	3.000000	9.878724	8.169165	2.000000	0.196007	5.633768	3.000000	0.015241	4.132630	4.000000	0.019159	4.555951	4.000000	0.018822
24	1	21.830400	78.466600	72.262720	22.100327	0.950848	0.737962	0.954645	0.187195	51.940753	4.000000	0.016978	5.578617	2.000000	14.203206	1.654121	3.000000	0.014529	15.779930	6.000000	0.013168	22.305855	6.000000	0.014589	10.714765	5.000000	0.045570
25	1	82.918898	64.269992	85.193915	71.982567	0.457021	0.992368	0.432622	0.626458	51.654613	1.000000	0.037127	2.553785	5.000000	33.998154	10.095859	6.000000	0.940942	12.542575	5.000000	0.029008	43.794063	5.000000	0.010070	13.159695	6.000000	0.048667
26	1	66.977627	28.849823	32.294646	68.788645	0.399579	0.189673	0.934222	0.294765	33.878262	3.000000	0.011637	2.219704	5.000000	43.348754	4.956871	3.000000	0.029296	4.666835	1.000000	0.023931	53.374398	4.000000	0.152100	4.463665	6.000000	0.014954
27	1	74.762900	40.010492	6.412969	61.451439	0.916203	0.757237	0.955869	0.189086	53.114364	4.000000	0.020399	12.996310	3.000000	82.784199	7.871743	4.000000	0.036255	2.798776	6.000000	0.010377	54.287382	6.000000	0.013055	5.505390	6.000000	0.442356
28	2	11.935168	43.837279	59.103861	62.458768	0.477811	0.369821	0.207427	0.577715	53.950995	6.000000	0.016401	3.065339	2.000000	88.481212	13.577776	6.000000	0.010341	10.816981	1.000000	0.026784	30.167100	5.000000	0.039953	13.482662	6.000000	0.010745
