1	4	81.718589	366.226686	64.291623	38.280110	54.942500	40.571001	0.540990	0.270056	0.183102	0.660480	0.659564	0.264728	0.903867	6.000000	0.011826	23.969078	5.000000	0.022453	7.062292	6.000000	0.017420	47.928202	6.000000	0.014226	2.142977	3.000000	0.010031	2.847109	4.000000	65.107150	0.823763	3.000000	0.416867	16.479298	4.000000	85.993749	1.905287	3.000000	0.019007	3.099632	1.000000	0.013074	4.240224	6.000000	71.779283	59.004286	1.000000	0.049477	1.060050	3.000000	0.019383
2	2	28.349112	477.409309	3.150423	92.441531	52.606991	44.673218	0.900577	0.629134	0.541703	0.267836	0.468079	0.757630	3.388945	6.000000	0.162045	15.831725	4.000000	0.015915	12.370076	4.000000	0.010547	14.138564	6.000000	0.012014	0.655091	1.000000	0.010881	2.224745	1.000000	32.890672	2.752357	6.000000	0.010446	6.606646	2.000000	77.054342	2.961633	6.000000	0.013220	0.491674	1.000000	0.014987	2.984147	5.000000	75.313973	14.093154	5.000000	0.030071	4.275360	1.000000	0.289341
3	3	91.139658	35.610316	87.670045	33.770210	48.879830	32.539862	0.208717	0.589151	0.250625	0.360634	0.807968	0.543668	1.102855	2.000000	0.012149	56.158843	4.000000	0.078924	5.571801	1.000000	0.087527	18.810968	5.000000	0.018020	2.242062	2.000000	0.023304	1.904619	5.000000	6.185430	2.656239	6.000000	0.011610	3.062947	3.000000	17.456053	1.956969	4.000000	0.015391	2.035118	4.000000	0.012089	2.374344	1.000000	51.531444	8.986265	6.000000	0.013497	0.300280	1.000000	0.017155
4	1	52.754769	75.793173	88.660445	59.482565	83.095832	17.311610	0.849526	0.365530	0.614384	0.397938	0.269186	0.778209	0.306947	2.000000	0.012012	26.748112	4.000000	0.014370	17.604429	4.000000	0.011435	1.936264	3.000000	0.024220	2.429098	2.000000	0.013292	0.378214	6.000000	23.381558	0.345239	6.000000	0.011785	5.182587	3.000000	35.042949	2.272297	3.000000	0.052837	2.548869	5.000000	0.012751	0.141361	5.000000	87.270938	32.613642	5.000000	0.019945	0.469794	1.000000	0.017424
5	4	81.364490	418.077181	57.559987	51.012320	50.760295	48.186281	0.835696	0.953727	0.737345	0.727269	0.578041	0.177951	1.918625	6.000000	0.025350	10.852959	1.000000	0.046640	10.773081	5.000000	0.053425	33.377539	4.000000	0.847284	3.930687	5.000000	0.052872	2.437452	1.000000	78.049318	2.305481	6.000000	0.017780	14.160816	6.000000	50.345715	2.498723	6.000000	0.037436	0.672005	5.000000	0.019292	1.687586	2.000000	49.106585	52.288427	4.000000	0.013753	0.964823	5.000000	0.010701
6	3	20.262114	456.532980	80.562138	95.723780	81.040369	85.251277	0.597112	0.218293	0.823577	0.320045	0.495661	0.660326	0.076623	2.000000	0.015479	41.297655	6.000000	0.029332	2.764843	1.000000	0.026585	20.345409	1.000000	0.024225	4.254256	4.000000	0.045952	1.683670	4.000000	26.498576	0.105680	2.000000	0.092067	8.247864	2.000000	17.316237	0.756772	1.000000	0.047566	1.250381	3.000000	0.114283	1.236877	5.000000	45.677413	35.209352	3.000000	0.019613	0.685567	1.000000	0.011111
7	2	8.137419	767.319689	69.781010	85.598593	96.182045	93.594331	0.538278	0.512447	0.549734	0.873141	0.558109	0.847936	3.160531	5.000000	0.054944	26.421624	5.000000	0.013639	13.793995	4.000000	0.027328	10.346919	5.000000	0.642656	4.549374	5.000000	0.022411	2.384025	6.000000	16.866971	2.669185	1.000000	0.315901	2.786263	3.000000	22.906527	1.189641	3.000000	0.010533	2.671314	5.000000	0.032042	0.729494	5.000000	72.250010	5.872251	2.000000	0.020583	2.128847	5.000000	0.324382
8	4	94.568973	651.845689	19.716572	91.551109	9.007393	64.573008	0.533476	0.819212	0.302615	0.715635	0.216965	0.474645	2.344858	3.000000	0.018064	25.114174	2.000000	0.010594	7.710590	6.000000	0.145852	43.077836	3.000000	0.015659	4.192833	5.000000	0.071224	2.994031	4.000000	21.855829	2.426021	5.000000	0.019648	2.480511	4.000000	35.274470	1.506033	2.000000	0.030856	2.859379	6.000000	0.012197	0.428618	6.000000	71.234505	35.054251	6.000000	0.048435	3.990590	1.000000	0.015125
9	3	98.722891	112.394335	18.395248	15.557098	90.828163	30.450773	0.565103	0.733254	0.724803	0.550693	0.260529	0.325252	0.317870	2.000000	0.036268	1.481577	1.000000	0.012273	4.596852	4.000000	0.011280	52.141129	6.000000	0.038103	2.333810	5.000000	0.047187	2.948750	5.000000	50.000295	1.208733	1.000000	0.099482	12.424706	5.000000	75.601978	2.915674	2.000000	0.013074	2.986489	2.000000	0.010794	3.262654	3.000000	81.866111	53.365713	3.000000	0.164395	4.073655	4.000000	0.019823
10	2	25.407168	933.658795	21.660935	92.160798	38.234781	49.221140	0.615528	0.864430	0.931017	0.833245	0.534214	0.677147	2.313110	6.000000	0.025169	42.133633	4.000000	0.120134	11.793597	2.000000	0.032934	6.323200	1.000000	0.010558	0.349097	6.000000	0.011578	1.038217	5.000000	40.399940	0.748562	1.000000	0.128720	15.739434	5.000000	7.481404	2.394907	3.000000	0.017200	0.244342	6.000000	0.012698	3.278338	1.000000	42.577685	48.292844	5.000000	0.023207	3.096794	3.000000	0.063630
11	6	24.962615	951.600061	53.316694	97.481255	43.549654	82.005960	0.285379	0.934280	0.667124	0.378419	0.297776	0.268994	2.374660	6.000000	0.024665	21.576913	2.000000	0.010013	1.093081	1.000000	0.031406	19.247998	4.000000	0.014667	1.575968	3.000000	0.014148	0.222222	4.000000	33.923790	0.763040	4.000000	0.193930	13.938984	3.000000	88.669835	3.150060	3.000000	0.020655	1.509075	2.000000	0.016127	4.600819	3.000000	98.712834	40.213698	6.000000	0.066809	2.778131	4.000000	0.013739
12	4	67.225481	40.024998	64.978627	55.574315	94.034448	12.758322	0.475064	0.207194	0.793749	0.634855	0.765751	0.543356	0.535770	1.000000	0.100317	25.280631	1.000000	0.014881	7.132698	3.000000	0.044944	8.054401	2.000000	0.014819	4.530491	6.000000	0.011382	2.996683	4.000000	75.419312	3.024913	1.000000	0.121874	16.662645	6.000000	20.461337	1.511135	4.000000	0.024597	3.094770	3.000000	0.023738	1.423923	4.000000	97.121609	26.053518	1.000000	0.015054	1.422756	6.000000	0.016966
13	4	38.865997	763.417904	85.035082	80.742102	91.328294	66.416336	0.967584	0.608179	0.450082	0.117206	0.327399	0.831923	1.765796	1.000000	0.013676	53.917617	4.000000	0.011148	17.323827	1.000000	0.066291	53.274997	5.000000	0.010232	3.061018	2.000000	0.023778	1.592974	1.000000	68.796945	0.550646	1.000000	0.065687	2.682702	3.000000	59.543449	0.243994	2.000000	0.095911	2.045379	4.000000	0.014889	0.943212	5.000000	90.497632	51.535557	4.000000	0.020075	2.245715	1.000000	0.019378
14	3	82.641449	866.815240	29.653145	29.629155	83.802675	37.812438	0.718748	0.927162	0.544343	0.328916	0.298557	0.748909	2.471676	3.000000	0.016735	16.883357	6.000000	0.024643	17.209884	3.000000	0.019501	41.631688	3.000000	0.056113	1.598853	3.000000	0.010827	1.087324	4.000000	94.603706	1.799541	3.000000	0.023910	14.826633	1.000000	35.259287	0.435825	1.000000	0.039545	1.643770	2.000000	0.042050	1.642210	5.000000	70.845243	41.650841	6.000000	0.011758	3.201158	1.000000	0.024293
15	2	26.896874	283.276763	76.136028	31.762639	29.684756	16.714333	0.635164	0.244391	0.504128	0.986805	0.585833	0.961606	2.619390	5.000000	0.015056	40.693600	3.000000	0.014130	8.377280	1.000000	0.012837	1.302848	5.000000	0.013337	4.097037	4.000000	0.123392	2.457572	1.000000	63.411089	2.065993	3.000000	0.058753	8.849759	3.000000	41.638994	0.799525	4.000000	0.032241	0.453453	2.000000	0.012962	1.490313	1.000000	58.459914	23.586595	5.000000	0.225683	3.503633	6.000000	0.011266
16	2	84.105379	785.832221	93.632872	98.887015	30.512657	33.122217	0.171692	0.990915	0.958789	0.158568	0.202227	0.902149	0.458448	1.000000	0.010645	34.112562	2.000000	0.018172	13.521935	4.000000	0.013565	35.767961	3.000000	0.017064	0.668921	5.000000	0.012579	1.953665	6.000000	10.047487	1.170083	4.000000	0.012823	11.905759	2.000000	89.565607	0.099743	4.000000	0.029644	0.688544	1.000000	0.039761	4.469842	1.000000	94.457331	25.838945	1.000000	0.023059	1.764820	4.000000	0.010015
17	4	79.051572	664.153857	17.694728	63.157979	41.983425	81.115490	0.359748	0.802840	0.957718	0.216305	0.932113	0.422013	1.824071	6.000000	0.014808	2.251444	2.000000	0.010662	3.470634	5.000000	0.048773	48.694492	5.000000	0.036136	3.793904	1.000000	0.017697	0.630399	4.000000	53.290069	2.352433	4.000000	0.137153	16.788165	1.000000	48.008627	2.575369	1.000000	0.021275	2.195519	1.000000	0.041979	1.256823	4.000000	35.841545	53.796547	4.000000	0.057079	4.194667	6.000000	0.014016
18	4	28.507118	98.964328	8.778881	66.372965	8.637210	46.946979	0.451959	0.327857	0.308259	0.881155	0.104812	0.433798	0.260785	1.000000	0.014979	47.870274	6.000000	0.016055	19.210902	6.000000	0.029207	26.670585	5.000000	0.036508	2.741506	1.000000	0.012642	2.703652	2.000000	87.767128	1.828012	5.000000	0.013308	8.746605	5.000000	91.307370	0.386683	1.000000	0.011252	3.021090	5.000000	0.010218	0.076908	3.000000	41.388507	33.335956	1.000000	0.393348	0.269086	3.000000	0.020359
19	5	4.867018	557.227689	59.064390	55.076105	53.583943	21.277026	0.582799	0.723201	0.631905	0.464393	0.175172	0.734687	1.046489	6.000000	0.279504	45.830636	1.000000	0.013219	11.711969	6.000000	0.030480	52.824387	4.000000	0.010674	4.525822	3.000000	0.030842	2.053384	5.000000	81.808737	2.402523	3.000000	0.011747	4.717041	6.000000	76.162874	2.758617	5.000000	0.047312	0.715018	3.000000	0.012354	4.408019	3.000000	95.463341	0.915741	2.000000	0.102740	1.727441	5.000000	0.013512
20	2	65.879161	444.748009	32.382289	5.200863	63.994724	69.554963	0.843352	0.156952	0.962739	0.812985	0.181169	0.838548	0.368527	2.000000	0.017526	23.439850	3.000000	0.020386	15.419967	5.000000	0.035614	17.112094	4.000000	0.262546	3.838677	6.000000	0.044607	0.675277	3.000000	68.822256	1.096356	3.000000	0.011474	0.881530	6.000000	73.888790	1.125794	1.000000	0.012590	2.132311	5.000000	0.011079	0.461823	1.000000	41.277464	49.712166	2.000000	0.019210	0.697073	4.000000	0.018770
21	3	25.974805	257.454868	80.306065	26.058896	69.403321	97.772641	0.937476	0.672532	0.259785	0.560198	0.601980	0.537682	2.693004	4.000000	0.010468	8.362288	4.000000	0.015674	14.122573	1.000000	0.141802	51.701724	3.000000	0.016891	4.426265	4.000000	0.067912	2.887635	4.000000	92.650146	0.831397	5.000000	0.037942	0.689362	1.000000	30.139266	1.686806	4.000000	0.036759	3.265487	6.000000	0.026015	3.291560	4.000000	89.641043	3.590184	3.000000	0.189696	0.158089	3.000000	0.022231
