1	1	1.710951	73.354720	69.109680	85.401912	0.694149	0.496526	0.689747	0.697051	0.095844	3.000000	0.015781	1.349562	1.000000	0.018810	3.168948	1.000000	0.018464	3.460686	3.000000	0.050556	1.696462	5.000000	0.016828	0.934185	6.000000	0.022422	3.599892	6.000000	0.240698	2.719447	6.000000	0.032375	2.283068	3.000000	0.012019	2.144275	2.000000	0.135860	2.772372	2.000000	0.010003	3.102942	3.000000	0.011741
2	1	98.069520	27.235289	13.999562	64.748921	0.810424	0.879647	0.575725	0.288739	0.240612	3.000000	0.010212	1.039523	6.000000	0.011465	1.201581	6.000000	0.020109	3.711159	4.000000	0.062610	2.024977	1.000000	0.021566	1.493130	6.000000	0.015083	2.157374	4.000000	0.019169	1.447515	4.000000	0.019756	3.301493	2.000000	0.012468	2.419341	2.000000	0.024111	3.135741	6.000000	0.013998	3.451685	2.000000	0.362598
3	1	9.655925	74.796147	43.900675	69.311887	0.270219	0.400697	0.894304	0.966851	0.290276	3.000000	0.010514	2.914408	4.000000	0.025489	0.278903	3.000000	0.010849	1.650238	3.000000	0.013883	0.753373	2.000000	0.017696	0.690261	5.000000	0.026162	3.527348	3.000000	0.022850	0.459248	6.000000	0.016043	0.634630	3.000000	0.012683	3.101820	4.000000	0.018669	0.185372	1.000000	0.014537	2.924722	2.000000	0.013224
4	1	98.535952	4.965507	51.062881	5.680545	0.207706	0.887233	0.127119	0.276802	1.279715	2.000000	0.035772	2.885520	4.000000	0.013008	2.926033	6.000000	0.019797	0.192337	3.000000	0.013359	1.821190	1.000000	0.016479	1.333073	5.000000	0.039436	1.187170	4.000000	0.032942	0.090218	2.000000	0.024971	0.347066	5.000000	0.059277	0.470099	6.000000	0.063889	0.596265	3.000000	0.020515	0.518536	5.000000	0.016639
5	1	32.417044	11.712008	41.928838	55.372921	0.318720	0.936149	0.731641	0.816452	2.640433	6.000000	0.010559	1.721513	5.000000	0.012643	2.142536	4.000000	0.039106	2.892575	5.000000	0.015568	2.131919	4.000000	0.022310	1.311030	6.000000	0.016712	3.989967	3.000000	0.021088	3.300584	3.000000	0.010190	2.451861	4.000000	0.010176	2.957062	1.000000	0.038421	3.288277	2.000000	0.015043	2.079248	1.000000	0.021038
6	2	97.945890	99.018066	19.090388	35.502304	0.312494	0.189865	0.607627	0.798636	0.109836	5.000000	0.012001	2.127614	2.000000	0.026228	1.096303	5.000000	0.437606	1.128210	5.000000	0.012693	2.496834	2.000000	0.011714	2.842205	6.000000	0.021288	1.290675	4.000000	0.014046	1.681741	1.000000	0.041200	0.739094	2.000000	0.142169	1.243894	5.000000	0.049758	3.617402	3.000000	0.138008	1.828569	6.000000	0.013231
7	2	40.082750	98.168119	15.673741	27.119818	0.313873	0.167461	0.250286	0.889481	1.832524	6.000000	0.028693	0.555954	1.000000	0.010348	1.480144	6.000000	0.029912	1.338942	3.000000	0.103059	0.263577	2.000000	0.018634	3.027611	4.000000	0.026766	3.454673	3.000000	0.011965	1.148753	1.000000	0.252338	1.882821	5.000000	0.042027	3.158540	3.000000	0.399428	3.814883	5.000000	0.024387	2.109105	1.000000	0.040566
8	2	12.822527	31.125505	48.038994	36.488298	0.132255	0.738392	0.191764	0.303740	1.948551	6.000000	0.019536	1.256347	4.000000	0.022489	2.689949	5.000000	0.013150	1.766955	5.000000	0.064734	3.470924	1.000000	0.022446	2.362941	5.000000	0.011835	2.872366	6.000000	0.021235	1.398740	6.000000	0.010002	1.796227	1.000000	0.010815	3.354135	4.000000	0.015260	2.525093	6.000000	0.011615	0.980214	3.000000	0.026750
9	2	48.993872	14.583389	93.595839	26.632095	0.940022	0.543899	0.283800	0.354563	1.644649	4.000000	0.027501	3.090994	3.000000	0.010732	2.086741	1.000000	0.014217	1.583623	6.000000	0.024593	2.422878	6.000000	0.010254	2.543713	2.000000	0.019992	1.014029	5.000000	0.017766	2.772069	4.000000	0.015228	0.645140	2.000000	0.012682	1.593020	3.000000	0.055821	2.194168	6.000000	0.010881	3.365143	5.000000	0.012037
10	2	50.152136	94.411449	45.663935	26.535031	0.360255	0.567261	0.830343	0.267028	1.154783	6.000000	0.012028	3.601390	5.000000	0.019626	0.239231	2.000000	0.053002	1.066321	5.000000	0.010229	2.954277	2.000000	0.013146	3.229732	5.000000	0.344972	2.220838	4.000000	0.015290	2.894952	6.000000	0.012363	1.217562	2.000000	0.013060	2.013142	3.000000	0.033512	1.620809	4.000000	0.011472	0.949700	3.000000	0.044175
11	2	41.348594	24.152030	36.928635	80.629570	0.327219	0.724581	0.876254	0.592331	0.293820	5.000000	0.076220	1.874030	5.000000	0.017888	1.023869	4.000000	0.018617	1.306943	2.000000	0.013882	3.768907	2.000000	0.014810	0.480990	3.000000	0.014768	3.294967	1.000000	0.043589	3.963822	1.000000	0.033593	0.429262	6.000000	0.022468	3.479387	1.000000	0.010075	0.641399	3.000000	0.011276	0.363892	4.000000	0.011789
12	1	66.286574	28.142127	53.487567	88.858260	0.244669	0.634435	0.366697	0.785044	3.598077	5.000000	0.013981	1.192229	4.000000	0.056865	3.719283	6.000000	0.042461	1.269601	2.000000	0.014748	3.385734	3.000000	0.016823	0.555672	1.000000	0.022351	0.817600	6.000000	0.018727	1.427864	4.000000	0.010060	1.451025	5.000000	0.010943	3.400902	3.000000	0.017726	2.086100	2.000000	0.015636	1.003635	6.000000	0.016585
13	2	85.215526	28.726119	14.169900	26.670684	0.797467	0.609640	0.917698	0.342342	1.663773	1.000000	0.011159	0.630283	2.000000	0.021870	2.946346	6.000000	0.015014	1.126958	5.000000	0.097139	1.805827	2.000000	0.014041	1.552921	3.000000	0.019586	2.663992	5.000000	0.018423	3.449721	6.000000	0.016105	0.150628	2.000000	0.018079	3.651708	5.000000	0.022344	2.791256	2.000000	0.027070	1.542218	3.000000	0.011388
14	2	54.304594	26.599195	72.812878	83.378652	0.536304	0.368305	0.604169	0.851421	1.235529	5.000000	0.014599	2.245806	3.000000	0.013868	1.577418	6.000000	0.036754	1.715634	2.000000	0.026648	1.215231	4.000000	0.015949	1.245470	1.000000	0.030136	3.450451	1.000000	0.026265	0.418800	5.000000	0.016691	2.103212	3.000000	0.050433	2.672010	3.000000	0.013707	0.786850	5.000000	0.038626	3.718766	5.000000	0.021727
