1	1	22.786564	66.983402	2.707544	59.886114	0.374818	0.532162	0.730088	0.827362	87.231359	4.000000	0.426160	54.041413	4.000000	0.012194	26.019109	5.000000	0.023297
2	1	94.673474	52.255246	24.432306	56.256268	0.553650	0.213848	0.884576	0.904927	103.000476	6.000000	0.027554	39.484740	1.000000	0.011192	26.972722	2.000000	0.125423
3	1	70.610119	73.624534	42.954496	6.452867	0.329481	0.702834	0.701561	0.197920	151.822060	4.000000	0.043391	5.711585	1.000000	0.034967	40.558120	6.000000	0.012396
4	1	66.096690	42.210042	92.411401	62.631114	0.408159	0.339185	0.214560	0.565465	120.622316	5.000000	0.026006	21.412083	2.000000	0.020828	22.296757	3.000000	0.014876
5	1	19.790125	64.423241	30.479317	85.753432	0.625232	0.371176	0.233064	0.696854	44.120616	6.000000	0.011765	28.356029	2.000000	0.012176	18.389554	3.000000	0.016628
6	1	68.938812	45.399209	34.151690	49.019932	0.553739	0.409279	0.175277	0.744859	153.218333	3.000000	0.029942	56.927749	4.000000	0.025287	19.073005	6.000000	0.043559
7	1	90.817369	9.352804	17.332505	52.573224	0.483975	0.823757	0.270058	0.117810	143.259370	4.000000	0.013050	31.070936	2.000000	0.011435	14.350209	4.000000	0.016214
8	1	99.554538	72.353873	83.254659	6.594037	0.936256	0.646067	0.988105	0.456024	68.079614	5.000000	0.011974	31.651583	1.000000	0.068617	23.613944	6.000000	0.065439
9	1	29.904144	89.033530	71.008630	19.821233	0.662510	0.459681	0.516855	0.890608	68.310890	6.000000	0.014353	18.263858	3.000000	0.014739	46.728508	4.000000	0.120199
10	1	80.618974	58.461404	80.357823	84.968091	0.171172	0.356341	0.266904	0.721297	46.979204	6.000000	0.051954	47.684528	3.000000	0.010509	18.688103	4.000000	0.024968
11	1	11.180448	75.617890	87.901335	76.593772	0.154450	0.694011	0.778985	0.538736	19.913244	4.000000	0.015424	57.392941	3.000000	0.013731	37.618195	5.000000	0.015671
12	1	41.180062	32.462305	93.073823	49.921408	0.515525	0.296278	0.100565	0.879084	27.500656	1.000000	0.022647	7.835630	2.000000	0.029612	51.459606	6.000000	0.021987
13	1	25.492216	99.915683	61.866685	29.250695	0.684942	0.782446	0.292096	0.181120	158.792419	6.000000	0.010705	3.780601	1.000000	0.521430	32.173627	5.000000	0.030728
14	1	18.693337	66.789480	97.239841	51.840293	0.588985	0.665264	0.511515	0.154607	23.948859	2.000000	0.011920	23.134457	1.000000	0.022860	46.270673	5.000000	0.012336
15	1	59.921471	96.353638	3.677688	91.534035	0.777396	0.800821	0.121914	0.643394	110.159714	6.000000	0.170056	49.734650	2.000000	0.041172	21.419658	1.000000	0.102733
16	1	17.617699	8.332402	73.565736	73.420780	0.259146	0.213068	0.561073	0.833180	74.697833	2.000000	0.011434	20.371953	2.000000	0.019182	37.812298	1.000000	0.057470
17	1	50.736272	6.285258	9.408518	59.165869	0.417036	0.323865	0.610351	0.679556	21.289191	1.000000	0.015905	57.160853	5.000000	0.011476	9.693330	6.000000	0.010376
18	1	47.734262	24.317974	70.734220	69.187158	0.220087	0.144159	0.461959	0.361888	1.968044	3.000000	0.012631	57.822140	1.000000	0.079023	53.149359	5.000000	0.020587
19	1	64.074126	63.801555	8.405254	99.481402	0.573260	0.130111	0.832283	0.972963	172.782601	3.000000	0.012734	27.045738	1.000000	0.017982	29.134646	3.000000	0.019416
20	1	11.185017	89.698709	59.903004	94.047935	0.905362	0.953553	0.234777	0.190569	122.055576	1.000000	0.151341	21.183493	5.000000	0.017570	42.029566	2.000000	0.011763
21	1	78.584999	15.755934	75.131629	62.364342	0.200092	0.636701	0.258465	0.422726	63.868781	2.000000	0.015686	21.575029	2.000000	0.018293	43.571328	4.000000	0.023385
22	1	41.486890	49.494284	33.326885	97.468479	0.230464	0.917190	0.487386	0.639705	37.967229	5.000000	0.013738	50.812201	3.000000	0.030780	14.307089	2.000000	0.018300
23	1	42.599582	20.771147	59.587569	77.096758	0.492240	0.246805	0.182203	0.333224	27.164443	6.000000	0.068212	49.497778	6.000000	0.027183	0.832895	1.000000	0.020172
24	1	29.986884	67.703851	76.192957	66.239196	0.381606	0.456578	0.732642	0.331283	165.537101	1.000000	0.140899	34.851146	5.000000	0.015053	48.842080	6.000000	0.023581
25	1	44.582186	15.351936	54.140247	8.312314	0.129579	0.329472	0.732671	0.103890	161.919313	5.000000	0.121193	3.822979	4.000000	0.027467	50.389748	4.000000	0.105000
26	1	24.280654	33.572527	44.019895	33.192156	0.913694	0.159995	0.901522	0.749995	81.184146	5.000000	0.012664	23.171386	2.000000	0.017080	33.214774	1.000000	0.011645
27	1	48.000818	73.833407	3.022811	94.019154	0.120141	0.258898	0.212906	0.293499	129.829152	2.000000	0.012744	10.723318	1.000000	0.015540	38.700282	5.000000	0.019425
28	1	21.181272	73.491487	65.540359	37.659440	0.394174	0.434697	0.364003	0.580897	78.065743	3.000000	0.010006	9.123715	5.000000	0.017277	49.852041	5.000000	0.014197
29	1	74.912279	23.735939	31.958011	36.016774	0.719263	0.881699	0.748298	0.252216	67.896561	1.000000	0.014923	42.798318	1.000000	0.020523	8.487777	3.000000	0.012529
30	1	75.677303	15.622050	56.155762	87.973487	0.925669	0.480639	0.810343	0.418007	17.957562	3.000000	0.020023	26.298953	2.000000	0.040766	55.649268	3.000000	0.094716
31	1	37.233443	67.747348	5.910099	30.702767	0.610606	0.404773	0.490827	0.203215	123.630733	2.000000	0.021849	23.710436	2.000000	0.047947	26.551877	6.000000	0.020682
32	1	77.908147	78.031335	1.115484	60.811767	0.931200	0.856044	0.784451	0.490332	146.332987	4.000000	0.205222	50.549130	1.000000	0.013422	37.430428	4.000000	0.049972
33	1	1.293927	57.238823	18.931038	84.199589	0.792945	0.656292	0.547944	0.735374	166.571235	3.000000	0.037657	27.424934	4.000000	0.027163	8.185593	3.000000	0.038053
34	1	63.826157	73.041232	48.332306	6.401944	0.484805	0.158855	0.794821	0.869216	157.445978	3.000000	0.010164	45.651458	5.000000	0.017205	22.653976	6.000000	0.019896
35	1	33.941160	64.448280	92.212438	97.566381	0.302410	0.122652	0.449740	0.317316	89.151724	4.000000	0.128742	26.025520	6.000000	0.104658	57.840475	3.000000	0.025028
36	1	44.285632	17.128681	86.923825	5.594376	0.336592	0.657289	0.237016	0.969820	21.008104	2.000000	0.040026	35.766338	2.000000	0.014364	20.673198	4.000000	0.032827
37	1	9.765254	81.655182	47.985493	39.272213	0.153791	0.835978	0.866947	0.233042	107.505808	5.000000	0.022436	26.852539	6.000000	0.080445	47.731583	4.000000	0.247520
38	1	84.220128	27.792233	85.246789	79.979245	0.459605	0.214840	0.234070	0.489541	94.354499	6.000000	0.024228	29.763308	4.000000	0.034255	41.525582	1.000000	0.010227
39	1	30.569660	1.295472	62.464981	63.812367	0.179002	0.304358	0.441806	0.743397	22.533276	5.000000	0.017374	10.224945	5.000000	0.017144	50.412352	3.000000	0.015776
40	1	43.017301	10.033892	85.284813	42.102217	0.476161	0.861510	0.856606	0.229557	34.547376	2.000000	0.014026	25.171467	6.000000	0.021189	32.863091	1.000000	0.055579
41	1	15.764902	83.155551	33.312634	11.371693	0.122411	0.433415	0.754607	0.212841	168.490937	5.000000	0.016464	50.197462	3.000000	0.010446	45.751648	4.000000	0.028819
42	1	52.625814	90.690713	83.710373	62.184769	0.278435	0.724031	0.217775	0.138039	62.652270	5.000000	0.012697	28.893058	2.000000	0.038815	49.823164	3.000000	0.253681
43	1	6.647273	90.953098	58.387167	9.175328	0.401022	0.215805	0.322489	0.195752	87.862218	1.000000	0.020289	27.263670	3.000000	0.013789	39.254623	3.000000	0.015158
44	1	78.824260	75.384961	37.831370	17.247400	0.142672	0.497506	0.868921	0.718482	84.578804	2.000000	0.032379	2.837806	3.000000	0.010692	32.015380	3.000000	0.077856
45	1	96.947345	95.546251	6.923165	26.336133	0.433604	0.376846	0.989345	0.110192	123.248033	6.000000	0.015784	43.250038	2.000000	0.102924	44.225657	2.000000	0.012780
46	1	47.771160	55.779631	66.851197	48.564723	0.164476	0.621005	0.312551	0.952350	63.543027	5.000000	0.030480	1.894157	2.000000	0.139965	5.912451	5.000000	0.025805
47	1	64.588676	56.966978	47.265438	41.124360	0.323823	0.727286	0.310136	0.385017	113.090651	6.000000	0.203689	20.250798	1.000000	0.017277	12.502799	3.000000	0.011932
48	1	15.145843	43.040147	21.283091	45.575454	0.295827	0.880913	0.924604	0.687176	34.159736	5.000000	0.030172	30.606705	6.000000	0.053055	4.280392	3.000000	0.238292
49	1	5.102581	93.519632	10.451255	48.257756	0.654533	0.479194	0.253726	0.219261	154.918560	4.000000	0.013807	36.461896	1.000000	0.016824	54.317227	6.000000	0.020676
50	1	70.358716	47.319706	53.395609	70.834901	0.955619	0.225663	0.138987	0.254143	119.938899	1.000000	0.020416	18.218635	6.000000	0.219088	18.177300	6.000000	0.055559
51	1	61.839291	75.932324	31.933584	19.321067	0.181697	0.600351	0.900631	0.490326	108.056764	6.000000	0.022289	57.001181	5.000000	0.024244	45.041138	1.000000	0.012557
52	1	97.874567	32.705392	13.615670	38.602653	0.803282	0.218221	0.743793	0.392907	150.865740	5.000000	0.010658	4.623648	1.000000	0.097068	52.147927	1.000000	0.016084
53	1	79.930260	38.574256	90.416524	78.021150	0.606146	0.488192	0.105519	0.570971	160.371237	3.000000	0.014639	26.645452	1.000000	0.027864	18.988310	6.000000	0.010761
54	1	90.921491	72.757858	68.579885	25.937034	0.454112	0.990722	0.354295	0.707699	15.709289	5.000000	0.025302	7.978123	4.000000	0.024169	20.222174	3.000000	0.643883
55	1	73.636374	28.533721	89.508082	27.728649	0.470276	0.436907	0.869004	0.687481	108.421392	4.000000	0.020735	49.133109	1.000000	0.013022	22.006706	4.000000	0.013086
56	1	9.044384	6.055252	79.389672	7.379770	0.334712	0.309417	0.876364	0.890576	113.069155	4.000000	0.019444	45.901951	5.000000	0.133295	44.692516	6.000000	0.016662
57	1	6.979098	78.587776	48.203189	11.606401	0.404935	0.645395	0.988981	0.432236	31.256203	3.000000	0.018686	35.972615	1.000000	0.012354	47.315094	5.000000	0.045028
58	1	59.828482	4.422748	12.931772	17.524507	0.487455	0.544636	0.378104	0.553996	97.546694	3.000000	0.039083	28.953702	3.000000	0.015111	40.757078	3.000000	0.193848
59	1	13.231594	99.611873	75.994653	78.177026	0.911411	0.859539	0.582056	0.218858	131.995953	6.000000	0.010938	47.058635	1.000000	0.017800	22.675748	1.000000	0.015925
60	1	51.177235	30.772884	76.183765	85.165231	0.878297	0.540732	0.773875	0.668614	39.497861	2.000000	0.010288	17.044693	1.000000	0.010926	28.875761	5.000000	0.025041
61	1	66.814286	18.265480	64.081192	99.986056	0.430725	0.536236	0.663225	0.962229	96.298929	5.000000	0.011161	41.056392	6.000000	0.013589	55.808805	3.000000	0.015129
62	1	22.086987	90.576660	25.929225	88.993638	0.105717	0.359935	0.888850	0.719968	7.497621	5.000000	0.023969	19.735103	6.000000	0.012574	22.364704	4.000000	0.027681
63	1	62.775266	7.747431	49.143497	79.510985	0.156360	0.615788	0.894378	0.385213	23.823929	1.000000	0.055669	32.438476	6.000000	0.047705	10.665636	2.000000	0.018545
64	1	67.794311	77.590289	3.419351	83.274378	0.971046	0.751764	0.388437	0.720379	109.223611	6.000000	0.026508	18.786421	1.000000	0.016105	42.114433	1.000000	0.010746
65	1	52.103276	92.339242	30.321741	65.480478	0.775904	0.772783	0.544413	0.430426	147.617138	6.000000	0.062213	9.202547	5.000000	0.011478	33.778798	3.000000	0.014628
