1	3	92.256579	80.182531	80.026527	98.499249	0.734576	0.236341	0.905752	0.757680	3.803344	6.000000	0.010933	18.430771	6.000000	11.640589	9.598153	5.000000	0.294709	2.280992	2.000000	0.015177	2.952862	3.000000	58.795385	10.750931	6.000000	0.124584	2.996951	2.000000	0.065658	1.440739	6.000000	45.956706	3.035023	4.000000	0.015213	3.150167	1.000000	0.011033	0.385353	5.000000	93.078587
2	2	65.983434	18.105206	83.432686	10.958585	0.248104	0.291118	0.248726	0.741197	2.260454	5.000000	0.032586	10.053119	6.000000	58.723048	16.097170	2.000000	0.018136	1.806863	3.000000	0.054378	1.344102	4.000000	17.932516	10.181852	6.000000	0.022319	3.800119	5.000000	0.014217	2.082243	1.000000	28.113866	1.536639	3.000000	0.015260	3.870789	1.000000	0.014924	2.563060	3.000000	69.759584
3	5	38.885061	48.377409	28.490111	73.997256	0.770958	0.109825	0.998003	0.852493	4.089237	1.000000	0.020411	7.061915	3.000000	60.091892	0.377281	6.000000	0.094516	3.876954	4.000000	0.014629	4.078181	2.000000	89.056225	7.356105	1.000000	0.030113	2.392106	1.000000	0.020035	2.649919	6.000000	80.104891	1.350517	3.000000	0.024073	1.612504	4.000000	0.563293	3.158344	4.000000	98.650675
4	3	31.915169	81.616555	99.919301	95.618795	0.412508	0.442628	0.799520	0.429896	3.496474	5.000000	0.012369	16.665934	5.000000	17.280333	3.432960	3.000000	0.017243	2.595767	4.000000	0.019092	1.234179	6.000000	96.830010	14.956508	2.000000	0.024745	3.114751	3.000000	0.083425	0.622825	6.000000	41.943398	3.927669	2.000000	0.045890	1.828829	2.000000	0.011090	1.123345	1.000000	87.575817
5	2	98.566320	15.198430	26.005895	53.814238	0.955141	0.623970	0.465563	0.236591	1.550626	1.000000	0.019071	10.383357	4.000000	21.066320	13.526033	3.000000	0.011251	1.122351	4.000000	0.034770	0.338788	6.000000	60.017110	16.877220	3.000000	0.013139	3.629541	4.000000	0.028934	3.060836	6.000000	71.891820	1.380921	2.000000	0.035115	2.858989	5.000000	0.015888	3.770638	1.000000	51.372040
6	1	78.651275	52.858092	18.394372	40.309244	0.767692	0.707697	0.151511	0.974152	0.603849	3.000000	0.017051	5.785945	1.000000	93.773447	7.272741	5.000000	0.012311	4.073337	4.000000	0.030170	0.930738	1.000000	56.318057	17.908521	1.000000	0.086465	4.117663	1.000000	0.014548	0.221294	5.000000	10.170418	4.155105	1.000000	0.034159	3.377531	3.000000	0.084520	4.145872	4.000000	56.264533
7	5	56.251064	45.861644	55.921278	31.285572	0.248933	0.230318	0.916673	0.338947	1.181419	2.000000	0.029564	3.415955	2.000000	63.317668	6.274272	6.000000	0.022273	1.060065	5.000000	0.010230	4.247261	4.000000	99.765546	15.314302	2.000000	0.145729	4.246554	3.000000	0.011729	3.360487	1.000000	98.222528	4.272588	5.000000	0.044598	3.883813	2.000000	0.017992	1.997610	6.000000	17.364487
8	3	88.942750	82.809981	59.996990	42.887082	0.428876	0.185045	0.859226	0.165527	2.587843	4.000000	0.020436	0.305881	6.000000	12.642350	4.983538	3.000000	0.022840	2.122187	3.000000	0.010739	0.851900	2.000000	34.342080	14.249057	6.000000	0.011010	3.991719	5.000000	0.208082	3.915498	5.000000	93.253518	0.178323	2.000000	0.021163	3.669582	5.000000	0.013312	1.856956	6.000000	66.392186
9	3	14.827450	52.543522	30.825328	52.981924	0.605035	0.818264	0.534633	0.187258	0.897064	2.000000	0.013350	5.958913	4.000000	33.045682	9.083899	6.000000	0.289768	0.114570	6.000000	0.042451	4.194635	1.000000	40.697122	13.586090	6.000000	0.012470	3.874651	3.000000	0.022892	3.297164	4.000000	1.926518	1.092667	5.000000	0.012273	0.258020	3.000000	0.013135	1.861214	5.000000	9.289242
10	4	67.630837	47.729979	87.577480	59.959878	0.987433	0.121639	0.560822	0.767706	3.875092	6.000000	0.023272	7.171468	3.000000	94.919074	3.933970	5.000000	0.022449	0.126162	4.000000	0.133564	3.493593	3.000000	21.348365	3.501071	4.000000	0.025091	1.164843	4.000000	0.012464	2.846015	3.000000	6.195724	3.091232	3.000000	0.110364	0.060356	4.000000	0.011421	2.955999	1.000000	66.638561
11	2	6.011593	88.751415	47.885306	94.012298	0.972058	0.265681	0.869788	0.676727	3.683525	4.000000	0.026143	7.198966	5.000000	38.747322	4.196660	2.000000	0.026859	4.492172	6.000000	0.012253	3.521035	4.000000	32.105241	6.985079	1.000000	0.175159	2.570870	6.000000	0.014749	3.426592	3.000000	39.144229	1.585639	1.000000	0.016445	3.610786	5.000000	0.011639	1.988558	3.000000	43.806527
12	5	75.064889	87.269173	99.130110	69.727235	0.919757	0.556511	0.197439	0.217139	0.316820	2.000000	0.024534	15.124588	6.000000	80.919721	10.202405	2.000000	0.200402	0.677857	3.000000	0.028313	1.214320	4.000000	21.496195	9.861477	5.000000	0.021213	0.581142	6.000000	0.015375	3.867098	3.000000	25.663364	2.227248	3.000000	0.022440	3.987460	2.000000	0.030123	1.439694	3.000000	55.341901
13	2	53.842242	98.516007	38.778030	29.879888	0.553723	0.324067	0.261324	0.401860	3.996912	6.000000	0.017965	2.051213	1.000000	60.879690	6.328065	2.000000	0.062894	4.423739	4.000000	0.233942	0.817108	1.000000	78.645141	17.982909	5.000000	0.086062	1.208071	3.000000	0.031078	4.542537	6.000000	71.987948	2.447423	4.000000	0.057622	1.383977	4.000000	0.012573	0.857775	1.000000	99.913222
14	3	54.750705	26.179770	52.105080	49.736947	0.274687	0.102455	0.325493	0.255343	0.428250	6.000000	0.036621	1.921488	1.000000	26.942006	14.991870	1.000000	0.248710	2.593005	3.000000	0.016289	1.537708	4.000000	58.156430	8.712872	1.000000	0.021675	3.238679	6.000000	0.139399	2.965862	5.000000	76.551685	2.804488	1.000000	0.019484	0.431328	1.000000	0.023682	0.115978	1.000000	5.546739
