1	6	20.909134	20.087855	4.020485	65.049831	34.190695	0.734330	0.376658	0.882377	0.531838	0.512386	1.792659	6.000000	0.010295	11.563807	5.000000	73.478109	4.988611	4.000000	0.023448	8.770441	3.000000	0.011190	1.157280	6.000000	80.713930	1.140104	5.000000	0.144471	0.575494	1.000000	0.041326	9.899268	4.000000	0.020834	3.971844	1.000000	0.042119	3.835226	5.000000	52.337577	3.724669	6.000000	0.278538	4.993108	6.000000	86.715040
2	6	28.255268	61.399331	91.316603	51.691380	70.214545	0.510326	0.937847	0.161160	0.783455	0.510132	3.985756	3.000000	0.011979	13.282134	6.000000	27.806483	3.517870	1.000000	0.018380	2.546938	6.000000	0.013726	0.077671	2.000000	39.066616	1.578893	4.000000	0.012533	0.549528	5.000000	0.013482	3.506041	5.000000	0.030722	4.987104	5.000000	0.013185	3.990509	5.000000	69.186717	3.491087	2.000000	0.023045	7.555959	5.000000	93.305241
3	2	50.854079	5.219552	11.606433	44.549018	31.740739	0.781331	0.803279	0.240125	0.225223	0.272249	0.874839	4.000000	0.018209	1.992802	4.000000	59.875588	6.783311	3.000000	0.026498	11.507124	2.000000	0.011667	3.323802	2.000000	65.908392	0.155218	4.000000	0.023256	2.183623	6.000000	0.021475	11.187056	1.000000	0.188398	0.893952	5.000000	0.010557	3.585481	1.000000	39.339989	1.327567	2.000000	0.022468	2.641525	3.000000	3.943002
4	3	57.072652	55.041153	8.122913	84.474009	1.816772	0.596217	0.491379	0.604539	0.623717	0.775156	1.903451	6.000000	0.015600	15.532366	5.000000	9.858777	8.834020	3.000000	0.011006	5.450043	3.000000	0.023605	3.312650	5.000000	61.457500	3.943974	6.000000	0.012750	1.328123	5.000000	0.041009	8.671994	4.000000	0.063876	11.450971	3.000000	0.034581	1.284245	6.000000	88.938057	1.761594	6.000000	0.011691	18.293033	4.000000	47.265829
5	4	68.394056	14.753792	79.827880	47.134316	11.752230	0.926519	0.724915	0.639359	0.595177	0.434193	2.533920	2.000000	0.010171	2.496376	1.000000	42.490127	11.690152	1.000000	0.032795	10.718325	6.000000	0.015086	2.500592	3.000000	99.122787	3.902632	6.000000	0.011913	2.620722	1.000000	0.046762	6.077230	3.000000	0.016970	12.800886	3.000000	0.014665	3.613840	4.000000	64.596181	3.556910	1.000000	0.025786	9.140557	6.000000	6.348218
6	3	48.643736	44.303954	18.854532	88.065489	59.019373	0.930573	0.635914	0.663451	0.366063	0.676373	3.458693	5.000000	0.021318	6.593346	6.000000	23.898799	17.399909	3.000000	0.015283	5.224033	6.000000	0.027917	0.134759	6.000000	25.247876	0.327806	6.000000	0.047753	0.821028	4.000000	0.112040	12.990805	6.000000	0.031307	8.618041	5.000000	0.011512	3.449494	3.000000	75.646608	1.324144	1.000000	0.028834	17.060194	1.000000	75.594533
7	2	36.351569	31.658109	49.321391	90.375582	88.187335	0.701928	0.650086	0.326237	0.203862	0.805236	3.521303	4.000000	0.039345	5.038045	4.000000	41.910285	16.305875	1.000000	0.012326	11.686091	4.000000	0.016447	3.728550	1.000000	28.467588	1.853298	5.000000	0.042549	2.115113	3.000000	0.012772	6.418687	4.000000	0.014235	12.288195	1.000000	0.027626	4.559724	5.000000	22.491867	1.249577	2.000000	0.235587	4.374343	5.000000	5.291036
8	5	44.268290	49.716093	7.247939	70.006476	70.496996	0.282298	0.708217	0.263531	0.676678	0.939122	0.581624	4.000000	0.014924	8.842848	3.000000	42.854406	2.189990	5.000000	0.075317	3.904027	4.000000	0.013973	4.181191	6.000000	52.235206	4.628537	6.000000	0.011857	4.358550	1.000000	0.036839	3.898318	4.000000	0.010776	7.477746	2.000000	0.015465	1.214891	1.000000	74.821208	0.441937	2.000000	0.010550	9.403546	4.000000	49.424472
9	5	4.271387	72.501677	4.739204	34.474426	39.070393	0.596161	0.787845	0.343735	0.125670	0.405360	4.199875	2.000000	0.033413	10.953765	4.000000	58.856045	16.604272	4.000000	0.212868	2.193207	5.000000	0.058449	1.149644	3.000000	44.759160	3.167255	2.000000	0.453422	1.940211	6.000000	0.012479	3.139619	5.000000	0.029404	8.919707	3.000000	0.014820	3.903442	5.000000	76.564688	2.383727	3.000000	0.036960	6.525844	6.000000	59.943270
10	4	23.294694	38.917294	63.929599	71.725947	12.333475	0.547852	0.890114	0.713403	0.887242	0.339428	2.731072	3.000000	0.014289	17.813682	3.000000	94.337927	1.095785	1.000000	0.028495	9.313881	5.000000	0.011297	3.732665	4.000000	7.244590	4.048824	4.000000	0.015546	2.928168	5.000000	0.081015	1.803615	5.000000	0.022701	14.275840	3.000000	0.014626	1.914614	6.000000	42.255444	2.748179	5.000000	0.021669	8.711917	1.000000	41.711647
11	2	8.432741	82.068204	58.039528	58.451662	49.611498	0.691254	0.174260	0.740921	0.194673	0.831401	0.621424	4.000000	0.036381	16.244834	3.000000	86.958402	3.106697	1.000000	0.021328	11.089173	1.000000	0.015608	3.906271	3.000000	62.610130	4.686838	2.000000	0.017535	0.242443	6.000000	0.028508	12.438169	3.000000	0.084239	8.137467	2.000000	0.018147	4.369057	2.000000	64.505396	3.799421	3.000000	0.029984	2.982136	3.000000	56.677443
12	2	10.829227	67.359422	29.612642	34.112450	5.514022	0.644961	0.894268	0.985295	0.854905	0.767845	2.964192	4.000000	0.029386	10.003158	3.000000	49.739978	16.048360	5.000000	0.171130	7.484964	3.000000	0.020809	3.187085	1.000000	68.268188	0.253199	2.000000	0.048611	0.857191	1.000000	0.042336	9.029269	6.000000	0.014952	4.921496	4.000000	0.042772	3.716830	4.000000	67.104938	0.759335	6.000000	0.134892	14.348728	1.000000	9.042479
13	6	55.326566	59.936004	28.292223	24.136887	65.439640	0.105406	0.727179	0.465684	0.370169	0.291610	3.807446	4.000000	0.049413	11.550481	4.000000	38.729989	10.377764	1.000000	0.080977	4.276399	5.000000	0.015950	1.882021	3.000000	48.736259	0.695371	6.000000	0.032375	0.781791	1.000000	0.011433	3.364719	6.000000	0.010760	2.986682	4.000000	0.010979	2.687016	2.000000	13.709170	4.583704	5.000000	0.011686	9.596236	4.000000	79.781762
14	4	34.322759	97.027088	54.980791	52.634729	51.512389	0.210799	0.527117	0.189579	0.551376	0.210761	1.758340	5.000000	0.019500	3.855222	5.000000	55.536994	1.343292	1.000000	0.020719	9.609203	4.000000	0.011044	1.466800	4.000000	95.212508	1.616083	2.000000	0.013488	2.231161	5.000000	0.014485	5.757691	4.000000	0.010663	4.111498	1.000000	0.010652	3.773356	2.000000	42.805924	0.346731	4.000000	0.023847	3.617103	4.000000	77.864542
15	2	85.013829	61.124252	7.594492	80.278937	1.257597	0.992266	0.139647	0.240860	0.849914	0.201647	1.147760	5.000000	0.019277	5.132147	6.000000	28.238309	2.080509	1.000000	0.014193	8.012763	3.000000	0.016774	2.993623	4.000000	19.071055	3.215396	2.000000	0.050368	3.100420	3.000000	0.012040	4.916320	1.000000	0.014725	17.422116	4.000000	0.012105	3.449001	5.000000	70.538918	4.050626	4.000000	0.041579	10.929675	6.000000	15.431048
16	3	97.661008	50.152666	36.920594	73.187171	86.856652	0.959263	0.299042	0.123641	0.373661	0.238321	4.626018	1.000000	0.015965	11.160628	1.000000	64.541631	7.204120	3.000000	0.016682	10.038561	4.000000	0.011482	4.438083	3.000000	52.308318	3.418616	2.000000	0.010815	2.497690	1.000000	0.022092	9.933008	4.000000	0.024248	12.481244	3.000000	0.018372	2.070950	2.000000	6.699709	4.130956	2.000000	0.018671	8.110479	3.000000	96.854845
